27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Assoc-voc, Divorced, Priv-house-serv, Husband, White, Male,0,0,48, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
37, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Mexico, <=50K
62, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,1902,40, United-States, <=50K
67, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5728,0,60, United-States, >50K
39, Federal-gov, 11th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,54, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
56, State-gov, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
24, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Female,0,0,29, United-States, <=50K
58, Self-emp-inc, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,49, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,64, United-States, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,7298,0,54, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
18, Local-gov, 9th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,2039,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, Canada, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1740,40, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,11, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, 11th, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,29, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2992,0,54, United-States, >50K
35, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,3250,0,29, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
55, Private, Bachelors, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-voc, Separated, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,2386,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
48, Private, 9th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,12, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
23, State-gov, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,29, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Wife, Black, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Separated, Farming-fishing, Own-child, Black, Male,0,0,32, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Divorced, Transport-moving, Other-relative, White, Male,0,0,16, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Separated, Exec-managerial, Husband, White, Male,3377,0,40, United-States, >50K
50, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, England, <=50K
49, Local-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
39, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,32, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3103,0,40, United-States, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
59, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,3132,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,2042,40, United-States, <=50K
28, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
44, Local-gov, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, Assoc-voc, Divorced, Farming-fishing, Husband, White, Female,0,0,50, Puerto-Rico, <=50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Japan, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,7687,0,36, United-States, >50K
32, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,32, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,18274,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7523,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,29, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1977,50, United-States, >50K
30, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, 11th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Laos, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
19, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Own-child, Other, Female,0,0,40, Mexico, <=50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
66, Private, Some-college, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
69, Private, Masters, Never-married, Prof-specialty, Wife, White, Male,1920,0,7, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Husband, White, Female,0,0,65, United-States, <=50K
54, State-gov, Bachelors, Separated, Transport-moving, Unmarried, White, Female,0,0,35, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-spouse-absent, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
63, State-gov, Some-college, Separated, Tech-support, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,24, United-States, <=50K
32, State-gov, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,20, United-States, <=50K
27, State-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,45, United-States, <=50K
32, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,29, United-States, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,35, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5005,0,48, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
47, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
76, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1778,10, United-States, >50K
19, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
46, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,47, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Ireland, >50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,15024,0,60, United-States, >50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5178,0,50, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
54, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,44, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,29, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,29, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,7687,0,50, United-States, >50K
45, Local-gov, Assoc-acdm, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,45, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
26, Local-gov, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7298,0,50, United-States, >50K
29, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,5178,0,60, Jamaica, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Prof-school, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
18, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, France, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, White, Female,4749,0,50, United-States, <=50K
57, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2145,40, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,7298,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,45, United-States, <=50K
18, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,12, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,15, United-States, <=50K
36, Private, Prof-school, Separated, Prof-specialty, Not-in-family, White, Male,8138,0,40, United-States, >50K
67, Private, Assoc-voc, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Separated, Prof-specialty, Not-in-family, White, Male,0,2041,40, United-States, <=50K
36, Local-gov, HS-grad, Widowed, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
59, Local-gov, HS-grad, Separated, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Prof-school, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,1596,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,24, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,24, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,20, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
57, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
74, Private, HS-grad, Widowed, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,51, United-States, >50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,38, United-States, <=50K
35, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Bachelors, Never-married, Craft-repair, Own-child, Black, Male,0,0,25, United-States, <=50K
62, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37, Federal-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Separated, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
75, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
34, Local-gov, Some-college, Divorced, Machine-op-inspct, Wife, White, Female,0,0,38, Mexico, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,45, Mexico, <=50K
41, Self-emp-not-inc, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
32, Self-emp-not-inc, 9th, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,2019,60, United-States, <=50K
38, Private, Bachelors, Divorced, Transport-moving, Own-child, White, Male,0,0,70, United-States, <=50K
