39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
43, Local-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,36, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Local-gov, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
30, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,2191,40, England, >50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, China, >50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
52, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3647,0,40, United-States, <=50K
36, Private, Some-college, Separated, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
70, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
44, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2424,40, Greece, >50K
49, Federal-gov, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,8999,0,40, United-States, >50K
35, Private, Bachelors, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, South, >50K
27, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,24, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,40, Germany, >50K
59, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,7687,0,45, United-States, >50K
31, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,36, United-States, <=50K
44, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, Philippines, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,32, United-States, <=50K
36, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Federal-gov, Doctorate, Divorced, Adm-clerical, Not-in-family, White, Female,14247,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Federal-gov, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
65, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,4985,0,30, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,52, Iran, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Philippines, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,2403,0,36, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Divorced, Machine-op-inspct, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
31, Private, HS-grad, Separated, Other-service, Wife, Black, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
35, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,30, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Nicaragua, <=50K
41, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 9th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,4669,0,54, El-Salvador, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,30, United-States, <=50K
54, Private, Some-college, Widowed, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,70, United-States, <=50K
21, Private, Bachelors, Divorced, Other-service, Unmarried, Black, Female,0,0,25, United-States, <=50K
52, Self-emp-not-inc, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, Cambodia, <=50K
21, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, <=50K
76, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
21, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,54, United-States, >50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,80, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
47, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,39, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Puerto-Rico, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
26, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, 9th, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,1668,40, United-States, <=50K
33, Private, 9th, Never-married, Tech-support, Not-in-family, White, Female,0,0,20, Mexico, <=50K
37, Private, Some-college, Widowed, Prof-specialty, Other-relative, White, Male,0,1887,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
40, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,25, United-States, >50K
35, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
53, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,38, United-States, >50K
18, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,60, United-States, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, United-States, <=50K
54, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
31, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
52, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
65, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
33, Private, Bachelors, Separated, Craft-repair, Not-in-family, Other, Male,0,0,40, Dominican-Republic, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,44, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,24, United-States, <=50K
34, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,17, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
41, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, India, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,25, United-States, <=50K
27, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Masters, Divorced, Other-service, Own-child, White, Male,1761,0,30, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
37, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Italy, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, >50K
37, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
75, Self-emp-inc, Assoc-voc, Widowed, Other-service, Not-in-family, White, Female,0,0,20, United-States, >50K
40, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,7687,0,40, United-States, >50K
36, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, South, <=50K
44, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-inc, 10th, Never-married, Farming-fishing, Husband, White, Male,0,0,60, France, <=50K
63, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
56, Self-emp-not-inc, Assoc-acdm, Divorced, Sales, Not-in-family, White, Female,2844,0,52, United-States, >50K
35, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,46, United-States, <=50K
42, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, United-States, <=50K
30, Private, HS-grad, Never-married, Tech-support, Unmarried, White, Male,0,0,40, Mexico, <=50K
31, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,54, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,25, Puerto-Rico, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,35, United-States, <=50K
17, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,42, United-States, >50K
30, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,30, United-States, <=50K
22, State-gov, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,2199,0,25, United-States, <=50K
43, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,1887,54, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
28, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Separated, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-not-inc, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,1876,45, United-States, >50K
42, Local-gov, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,37, United-States, <=50K
23, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,36, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
20, Private, HS-grad, Separated, Machine-op-inspct, Own-child, Other, Male,0,0,40, United-States, <=50K
51, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,32, Japan, <=50K
46, Local-gov, Some-college, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
46, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, State-gov, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Assoc-acdm, Widowed, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,86, United-States, <=50K
43, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,2043,40, England, <=50K
52, Private, HS-grad, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
42, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Sales, Not-in-family, Black, Female,0,0,46, United-States, <=50K
23, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Canada, <=50K
46, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
73, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,4183,0,99, United-States, >50K
57, State-gov, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2414,46, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1740,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, >50K
39, Self-emp-inc, Assoc-acdm, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Never-married, Other-service, Wife, Black, Male,0,0,25, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,3105,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,93, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,20, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
41, Private, Some-college, Separated, Adm-clerical, Own-child, Black, Female,0,0,38, United-States, <=50K
35, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States, <=50K
72, State-gov, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,9, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
