41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,1902,60, Dominican-Republic, >50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Portugal, <=50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,30, Japan, >50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Black, Female,0,0,40, Honduras, <=50K
38, Private, Assoc-voc, Divorced, Sales, Not-in-family, Black, Male,7829,0,40, Nicaragua, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Ecuador, <=50K
57, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,60, India, >50K
53, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,1977,40, Mexico, >50K
21, State-gov, 12th, Never-married, Sales, Own-child, Black, Female,0,0,10, Philippines, <=50K
32, Private, HS-grad, Divorced, Sales, Husband, Black, Female,0,0,40, Honduras, <=50K
41, Local-gov, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, China, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Female,0,0,35, Cuba, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,72, Greece, >50K
57, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Poland, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
61, Local-gov, 5th-6th, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,20, Nicaragua, <=50K
44, Private, Prof-school, Widowed, Machine-op-inspct, Husband, Other, Male,0,0,40, Nicaragua, >50K
26, Private, 10th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,50, Italy, >50K
41, Private, 10th, Widowed, Adm-clerical, Wife, White, Female,0,0,20, Peru, <=50K
20, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Laos, >50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,10520,0,50, Philippines, >50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,12, Trinadad&Tobago, <=50K
54, Local-gov, Doctorate, Divorced, Other-service, Husband, White, Female,0,0,40, Germany, <=50K
38, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
23, Private, 7th-8th, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,45, China, <=50K
41, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, Jamaica, <=50K
56, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,83, Scotland, <=50K
26, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Greece, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,40, China, <=50K
53, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,49, Peru, >50K
55, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,40, India, >50K
52, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,70, Iran, <=50K
21, Private, 10th, Never-married, Sales, Not-in-family, Black, Female,0,0,35, Iran, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Laos, >50K
49, Federal-gov, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Hong, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, <=50K
40, Local-gov, 12th, Widowed, Other-service, Not-in-family, White, Male,0,0,40, Germany, <=50K
26, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,30, France, <=50K
42, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
23, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, Black, Female,0,0,48, Philippines, <=50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, South, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Columbia, <=50K
32, Private, 9th, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,10, Canada, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,48, Ireland, >50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,20, Jamaica, <=50K
46, Private, HS-grad, Divorced, Protective-serv, Husband, White, Female,7687,0,60, China, >50K
36, Private, HS-grad, Never-married, Other-service, Husband, White, Female,5013,0,43, Portugal, <=50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,42, Italy, <=50K
32, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
35, Private, Some-college, Married-spouse-absent, Exec-managerial, Own-child, White, Male,0,0,30, Taiwan, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,20, Cuba, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
58, Private, Masters, Married-civ-spouse, Sales, Own-child, Black, Female,0,0,40, Ecuador, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Columbia, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
47, Private, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
34, Private, 11th, Divorced, Sales, Husband, Black, Female,0,0,50, Mexico, <=50K
57, Private, 10th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,50, Greece, <=50K
42, Private, 9th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Cuba, <=50K
66, Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Mexico, >50K
50, Private, HS-grad, Never-married, Other-service, Wife, Other, Female,0,0,40, South, >50K
56, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
30, Private, 12th, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
23, Private, Assoc-acdm, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, Guatemala, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
32, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
32, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Italy, >50K
51, Self-emp-inc, Masters, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,37, Greece, <=50K
52, Private, Some-college, Widowed, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
32, Private, Bachelors, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,1744,20, El-Salvador, >50K
33, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, El-Salvador, <=50K
64, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,8, Iran, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,60, Dominican-Republic, >50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
34, Private, HS-grad, Divorced, Sales, Husband, Black, Male,4252,0,35, Mexico, >50K
38, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,1902,60, Columbia, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
32, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,2591,0,35, South, >50K
21, Private, Some-college, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,20, Japan, <=50K
30, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Dominican-Republic, <=50K
37, Local-gov, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, France, <=50K
18, Local-gov, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Guatemala, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,30, Mexico, <=50K
46, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Poland, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,35, France, >50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,4420,0,25, China, <=50K
25, Private, 12th, Married-civ-spouse, Sales, Husband, White, Female,6670,0,40, Cambodia, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
25, Private, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,1902,40, Scotland, >50K
32, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,7298,0,40, Portugal, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, India, >50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Honduras, <=50K
37, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
59, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Other, Female,0,0,25, Hong, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Greece, <=50K
66, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,1725,0,25, England, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,45, Italy, <=50K
57, Local-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,0,0,40, Italy, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Columbia, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,7298,0,20, China, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Ecuador, <=50K
52, Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,45, El-Salvador, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,25, Japan, <=50K
39, Private, Masters, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Yugoslavia, <=50K
61, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,50, Haiti, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,45, England, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,15, Japan, <=50K
30, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Cuba, <=50K
28, State-gov, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,40, South, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Black, Female,0,0,30, Peru, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,30, Taiwan, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, India, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,70, Cambodia, <=50K
26, Private, 12th, Never-married, Exec-managerial, Own-child, Black, Male,0,0,35, Trinadad&Tobago, <=50K
22, Private, 12th, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,45, Philippines, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
64, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
43, State-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Germany, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Hong, <=50K
73, Self-emp-not-inc, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Cuba, <=50K
42, State-gov, Masters, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, Cambodia, <=50K
43, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, China, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Peru, <=50K
49, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,54, Jamaica, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Canada, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
52, Private, Masters, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Peru, <=50K
42, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
38, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,15024,0,40, India, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,18, England, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,36, Scotland, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
20, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, >50K
63, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,40, Cambodia, >50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,45, Japan, <=50K
50, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,52, Vietnam, >50K
51, Private, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,30, Cambodia, <=50K
65, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
49, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,65, Hungary, >50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
32, Private, 7th-8th, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Germany, <=50K
24, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Columbia, <=50K
40, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, >50K
37, Private, Some-college, Divorced, Adm-clerical, Other-relative, White, Female,0,0,30, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,48, Greece, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Dominican-Republic, <=50K
53, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
25, Private, Bachelors, Never-married, Protective-serv, Husband, Black, Male,5013,0,40, Germany, >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,4379,0,40, Germany, <=50K
27, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,45, Canada, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,1977,40, Iran, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,24, Poland, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Cambodia, <=50K
19, Private, Bachelors, Never-married, Protective-serv, Own-child, Other, Male,1415,0,35, Ecuador, <=50K
32, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Thailand, >50K
35, Private, 5th-6th, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,38, El-Salvador, <=50K
48, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, Haiti, >50K
30, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
58, Local-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, Thailand, >50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,36, France, <=50K
48, Private, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,25, Nicaragua, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,50, Cambodia, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
50, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, >50K
28, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, Other, Female,0,0,68, Germany, >50K
38, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
42, Local-gov, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Cambodia, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
27, Local-gov, 7th-8th, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,35, Hungary, <=50K
18, Self-emp-not-inc, Some-college, Divorced, Other-service, Own-child, Black, Male,0,0,11, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,30, Poland, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7298,0,40, England, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Ireland, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, China, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,30, India, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Wife, Other, Female,0,0,40, Scotland, >50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,60, Italy, >50K
30, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Peru, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,15024,0,50, Columbia, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, El-Salvador, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,80, Ireland, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,15024,0,40, Hungary, >50K
40, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, India, <=50K
63, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,42, Japan, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Laos, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Ireland, <=50K
40, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Female,0,0,40, United-States, >50K
68, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,54, Scotland, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
44, State-gov, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, South, >50K
57, Self-emp-not-inc, Masters, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
57, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Female,0,0,45, India, <=50K
59, Private, HS-grad, Divorced, Tech-support, Husband, White, Female,0,0,40, Guatemala, >50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, El-Salvador, <=50K
31, Private, Bachelors, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, Peru, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,35, Laos, >50K
43, Private, HS-grad, Divorced, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, France, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
35, Private, HS-grad, Widowed, Exec-managerial, Unmarried, Black, Male,7687,0,45, Greece, >50K
62, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,16, Honduras, <=50K
26, Local-gov, Assoc-voc, Divorced, Other-service, Husband, Black, Female,0,0,25, El-Salvador, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, India, <=50K
50, Private, HS-grad, Widowed, Sales, Unmarried, Other, Male,0,0,40, France, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
32, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Laos, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, South, <=50K
58, Self-emp-inc, 5th-6th, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Laos, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1977,45, Cuba, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,8199,0,50, Taiwan, >50K
53, Private, 1st-4th, Divorced, Prof-specialty, Husband, Black, Female,0,0,20, Japan, <=50K
50, Private, Masters, Divorced, Sales, Husband, White, Male,10409,0,40, Portugal, >50K
53, Private, Bachelors, Divorced, Sales, Husband, Amer-Indian-Eskimo, Female,15024,0,40, Germany, >50K
46, Private, Prof-school, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, Portugal, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
55, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,6522,0,40, Iran, >50K
44, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,54, Ecuador, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Self-emp-not-inc, Masters, Widowed, Exec-managerial, Husband, White, Female,0,1887,45, Scotland, >50K
25, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Ireland, <=50K
