42, Self-emp-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,1977,60, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
17, Private, 11th, Separated, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, 12th, Never-married, Exec-managerial, Not-in-family, White, Female,0,1887,30, United-States, >50K
28, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,38, United-States, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
19, Private, 10th, Never-married, Adm-clerical, Unmarried, White, Male,0,0,24, United-States, <=50K
44, Private, Assoc-acdm, Widowed, Craft-repair, Not-in-family, Black, Male,0,0,35, United-States, <=50K
46, Local-gov, HS-grad, Divorced, Prof-specialty, Wife, White, Male,0,0,37, United-States, <=50K
40, Private, HS-grad, Separated, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,50, United-States, <=50K
37, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Separated, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
61, Federal-gov, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,52, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,5159,0,48, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,16, Poland, <=50K
60, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Female,0,0,36, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,2879,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
37, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,35, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,54, United-States, <=50K
27, Local-gov, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Husband, White, Female,2801,0,40, United-States, <=50K
37, State-gov, Doctorate, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, United-States, >50K
50, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,30, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, >50K
60, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,4823,0,40, United-States, >50K
44, Private, Assoc-acdm, Divorced, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, Canada, >50K
34, Private, HS-grad, Never-married, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
40, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,3887,0,25, Cuba, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, <=50K
65, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, China, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,4748,0,40, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, 10th, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,20, United-States, <=50K
17, Local-gov, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Italy, <=50K
22, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, Haiti, <=50K
36, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
74, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
57, State-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,35, United-States, <=50K
34, Local-gov, 12th, Never-married, Adm-clerical, Wife, White, Male,0,0,30, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Philippines, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,60, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 12th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, >50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,1902,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1902,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,25, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
25, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
51, State-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,20, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, Vietnam, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, 5th-6th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Without-pay, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Scotland, <=50K
40, Private, 11th, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
89, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, 1st-4th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,7298,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,4769,0,45, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,35, United-States, <=50K
32, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,4064,0,40, United-States, <=50K
32, Private, Some-college, Separated, Craft-repair, Wife, White, Male,0,0,45, United-States, <=50K
60, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, United-States, <=50K
42, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
42, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,1902,50, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Female,0,0,40, Mexico, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,80, United-States, >50K
29, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
52, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1977,45, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,50, United-States, >50K
39, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
67, State-gov, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Black, Male,0,0,30, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
44, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,1989,45, United-States, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,3845,0,40, United-States, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,15, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,7298,0,40, United-States, <=50K
33, Private, Prof-school, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
32, Private, Preschool, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
23, Private, 9th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Mexico, <=50K
58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, El-Salvador, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, >50K
42, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, >50K
46, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
32, State-gov, Bachelors, Never-married, Sales, Wife, White, Female,0,0,35, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Widowed, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, >50K
23, Self-emp-not-inc, Bachelors, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,53, United-States, <=50K
33, Private, 7th-8th, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
37, Private, Bachelors, Widowed, Transport-moving, Own-child, White, Female,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Masters, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
46, Private, Masters, Never-married, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, 12th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, 11th, Never-married, Other-service, Husband, White, Female,0,0,25, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,30, Scotland, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,88, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
39, Federal-gov, Some-college, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
56, Local-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,38, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,60, Ireland, >50K
67, State-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,2876,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Other-service, Other-relative, Black, Male,0,0,40, United-States, >50K
49, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,7687,0,60, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1946,54, United-States, <=50K
25, Private, 11th, Never-married, Farming-fishing, Wife, White, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,60, United-States, >50K
42, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
25, State-gov, Some-college, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
19, State-gov, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,15, United-States, <=50K
52, Federal-gov, HS-grad, Widowed, Adm-clerical, Husband, Black, Female,0,0,40, United-States, >50K
23, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Mexico, <=50K
37, Private, 9th, Never-married, Adm-clerical, Husband, White, Male,0,0,35, South, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,99, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, 12th, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
50, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
43, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,30, United-States, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, 10th, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, >50K
21, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, United-States, <=50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
51, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,8, United-States, <=50K
36, Private, Assoc-voc, Never-married, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,8602,0,65, United-States, >50K
18, Private, 11th, Never-married, Exec-managerial, Own-child, Black, Male,0,0,16, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, China, <=50K
35, Private, Prof-school, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,37, United-States, <=50K
21, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Philippines, <=50K
27, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,15024,0,40, United-States, >50K
61, Private, Bachelors, Widowed, Craft-repair, Husband, White, Male,0,0,40, Laos, <=50K
