40, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,1887,60, Dominican-Republic, >50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Cuba, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,50, Germany, <=50K
60, Private, Prof-school, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,25, Columbia, <=50K
24, Private, Some-college, Never-married, Other-service, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Greece, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
27, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Peru, <=50K
30, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Scotland, >50K
18, Private, Some-college, Separated, Other-service, Own-child, Other, Male,0,0,20, Hong, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,8, Ireland, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
39, Local-gov, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,45, Haiti, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, Jamaica, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Jamaica, <=50K
58, Private, HS-grad, Never-married, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
28, Private, Some-college, Never-married, Other-service, Husband, Other, Male,0,0,40, Dominican-Republic, <=50K
28, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Haiti, <=50K
31, State-gov, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,48, South, <=50K
31, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, Nicaragua, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,50, Germany, >50K
69, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,25, Puerto-Rico, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,38, India, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
37, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
39, Local-gov, Prof-school, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,35, Peru, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Male,0,1902,40, Germany, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, France, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Trinadad&Tobago, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Canada, >50K
39, Local-gov, 1st-4th, Married-civ-spouse, Farming-fishing, Own-child, Black, Female,0,0,40, Jamaica, <=50K
36, Private, HS-grad, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,50, Trinadad&Tobago, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Greece, <=50K
24, Private, Assoc-voc, Never-married, Other-service, Other-relative, White, Male,0,0,40, Hong, <=50K
44, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,36, Taiwan, <=50K
40, Private, 9th, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, El-Salvador, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, India, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,33, Nicaragua, <=50K
32, Private, Bachelors, Never-married, Farming-fishing, Husband, Black, Female,0,0,50, Scotland, >50K
76, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Black, Female,0,0,25, Jamaica, <=50K
28, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,36, Mexico, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,55, India, >50K
22, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,32, Germany, <=50K
51, Private, Some-college, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, Honduras, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,12, Hungary, <=50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,0,0,58, Scotland, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, Hong, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
39, Private, Masters, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cuba, >50K
69, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,15, Yugoslavia, <=50K
27, Federal-gov, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, Thailand, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, South, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,40, Columbia, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,1902,48, South, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
35, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,40, England, <=50K
46, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, Other, Female,0,0,40, Ecuador, <=50K
21, Private, 10th, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
20, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Canada, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Yugoslavia, <=50K
18, Private, 11th, Never-married, Other-service, Not-in-family, Other, Female,0,0,15, Hong, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Cambodia, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,7687,0,40, Jamaica, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Own-child, Other, Male,0,0,40, Yugoslavia, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, France, <=50K
25, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
34, Private, HS-grad, Divorced, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,45, El-Salvador, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, Other, Male,0,0,30, Columbia, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,45, Ireland, >50K
52, Self-emp-not-inc, HS-grad, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, Philippines, >50K
28, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Poland, >50K
63, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
29, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,36, South, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
39, Private, 11th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Puerto-Rico, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,7548,0,40, Haiti, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
39, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
62, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,60, Philippines, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
39, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
18, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, Ireland, <=50K
21, Private, 11th, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,37, France, <=50K
39, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Taiwan, >50K
38, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Nicaragua, <=50K
48, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Vietnam, >50K
41, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Jamaica, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Laos, <=50K
36, Private, Some-college, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,99, Ecuador, >50K
20, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,20, Peru, <=50K
44, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,50, Japan, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, Puerto-Rico, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,46, El-Salvador, >50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, England, >50K
34, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Scotland, >50K
52, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
31, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,60, Taiwan, >50K
30, Private, Preschool, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Canada, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Husband, White, Female,0,0,55, Honduras, <=50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,36, Hong, <=50K
51, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Thailand, >50K
74, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,30, Ecuador, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Hong, >50K
46, Private, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
57, Private, HS-grad, Widowed, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Trinadad&Tobago, >50K
53, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, Vietnam, <=50K
34, Local-gov, Assoc-acdm, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Trinadad&Tobago, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
45, Private, 10th, Divorced, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,20, Portugal, <=50K
52, Self-emp-not-inc, Prof-school, Never-married, Prof-specialty, Own-child, Other, Male,15024,0,40, China, >50K
28, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Female,0,1902,60, Japan, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, Columbia, <=50K
66, Private, Masters, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,50, China, >50K
50, Private, Some-college, Divorced, Exec-managerial, Wife, Black, Male,0,0,40, Trinadad&Tobago, <=50K
53, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,20, China, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50K
49, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Female,0,0,60, Greece, >50K
33, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,70, Japan, >50K
59, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
36, Local-gov, HS-grad, Divorced, Adm-clerical, Husband, White, Male,0,0,50, Iran, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, Italy, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, Peru, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,50, El-Salvador, >50K
31, Local-gov, Assoc-acdm, Separated, Adm-clerical, Not-in-family, Black, Male,0,1902,48, Nicaragua, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Male,0,0,54, Jamaica, >50K
36, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
29, Private, Prof-school, Never-married, Other-service, Own-child, White, Female,0,0,35, Puerto-Rico, <=50K
49, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Hong, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, Other, Female,0,0,40, Iran, <=50K
19, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,15, El-Salvador, <=50K
32, Self-emp-not-inc, 12th, Never-married, Exec-managerial, Husband, Black, Male,10520,0,40, Columbia, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,7687,0,48, Jamaica, <=50K
27, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, Haiti, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Japan, <=50K
19, Private, Bachelors, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,20, Cuba, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, China, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
24, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Thailand, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Male,0,0,50, Ecuador, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,15, Puerto-Rico, <=50K
31, Self-emp-inc, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,38, Guatemala, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,35, Peru, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Philippines, <=50K
24, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,7555,0,40, Vietnam, >50K
36, Private, Some-college, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,40, Poland, >50K
41, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,30, Cuba, >50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,36, Philippines, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, India, <=50K
39, Private, 10th, Divorced, Prof-specialty, Husband, Other, Male,0,0,40, Thailand, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,37, Scotland, <=50K
29, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Hungary, >50K
49, Self-emp-inc, Bachelors, Never-married, Craft-repair, Husband, Other, Female,0,1902,48, Haiti, >50K
48, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,8, Iran, <=50K
28, Private, Bachelors, Never-married, Priv-house-serv, Not-in-family, Black, Male,0,0,40, Ireland, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,50, Greece, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, Iran, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,15, Hong, <=50K
28, Private, Masters, Divorced, Sales, Husband, Other, Female,0,1902,40, Germany, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,30, Italy, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, Puerto-Rico, <=50K
28, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Hungary, >50K
41, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
27, Private, Assoc-voc, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,65, Scotland, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, Dominican-Republic, <=50K
21, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Vietnam, >50K
28, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, Haiti, <=50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, Honduras, >50K
45, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
19, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,31, Hungary, <=50K
19, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,37, Mexico, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, Greece, <=50K
38, Self-emp-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,30, Peru, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Portugal, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Husband, Other, Male,0,0,50, England, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Peru, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,96, England, <=50K
31, Private, 1st-4th, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
32, Private, HS-grad, Divorced, Priv-house-serv, Wife, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Other, Male,0,0,40, Vietnam, >50K
55, Private, HS-grad, Divorced, Other-service, Husband, Other, Male,0,0,40, India, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, India, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,7687,0,40, Scotland, >50K
40, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Other, Female,0,0,50, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Other-relative, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
63, Private, Masters, Never-married, Craft-repair, Not-in-family, Other, Female,8614,0,40, China, >50K
29, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,20, Italy, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, France, >50K
28, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Portugal, >50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Columbia, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, South, <=50K
29, Private, Masters, Never-married, Exec-managerial, Husband, Other, Female,0,1902,50, Peru, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, >50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, Greece, <=50K
32, Federal-gov, Some-college, Never-married, Prof-specialty, Other-relative, Other, Male,0,0,48, Haiti, <=50K
65, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,72, Guatemala, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Female,14169,0,50, United-States, >50K
22, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,30, China, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Philippines, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,50, Jamaica, <=50K
50, Private, Bachelors, Widowed, Farming-fishing, Husband, Other, Male,0,0,40, Haiti, <=50K
44, Private, HS-grad, Never-married, Exec-managerial, Wife, Other, Male,13820,0,50, Laos, >50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,47, Trinadad&Tobago, >50K
19, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Black, Male,0,0,40, Greece, <=50K
21, Private, 11th, Never-married, Sales, Unmarried, Black, Male,0,0,40, England, <=50K
27, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Female,0,0,54, Ireland, >50K
24, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
28, Private, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,0,60, Canada, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, Poland, <=50K
60, Local-gov, HS-grad, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
44, Private, 10th, Never-married, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, >50K
54, Federal-gov, 10th, Married-civ-spouse, Sales, Husband, Other, Male,10520,0,40, Italy, >50K
18, Private, Assoc-voc, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,30, Ireland, >50K
21, Private, HS-grad, Divorced, Exec-managerial, Own-child, Other, Male,0,0,50, United-States, <=50K
