26, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,54, Iran, >50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, Germany, >50K
22, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Hong, <=50K
24, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, >50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, France, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Japan, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
44, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,20, Poland, <=50K
48, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
32, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
53, Local-gov, 10th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,35, Vietnam, >50K
54, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Ecuador, <=50K
21, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
29, Private, 11th, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,7687,0,43, El-Salvador, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,35, Vietnam, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, France, <=50K
55, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
31, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,50, India, <=50K
58, State-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,36, China, <=50K
43, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,29, Yugoslavia, >50K
22, Private, Assoc-voc, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Puerto-Rico, <=50K
20, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,60, Canada, >50K
58, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3203,0,15, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
26, Private, HS-grad, Separated, Protective-serv, Unmarried, Black, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
27, Private, Masters, Never-married, Sales, Not-in-family, Black, Male,0,0,24, El-Salvador, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
63, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Yugoslavia, <=50K
23, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
42, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Puerto-Rico, >50K
18, Self-emp-not-inc, 10th, Never-married, Sales, Own-child, Other, Female,0,0,8, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Hungary, <=50K
55, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,35, South, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,45, Mexico, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,60, United-States, >50K
51, Local-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Female,15024,0,60, United-States, >50K
31, Self-emp-not-inc, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,60, England, >50K
24, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,50, Greece, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,8, Mexico, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, Iran, <=50K
40, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Haiti, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,50, Ireland, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,38, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,50, Ecuador, <=50K
45, Local-gov, Assoc-voc, Separated, Craft-repair, Husband, White, Female,0,0,40, India, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,12, Philippines, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,80, South, >50K
20, Private, 11th, Never-married, Exec-managerial, Own-child, White, Male,0,0,20, El-Salvador, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Yugoslavia, <=50K
37, Private, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,54, Puerto-Rico, <=50K
72, Self-emp-not-inc, 7th-8th, Widowed, Other-service, Not-in-family, Black, Male,0,0,10, United-States, <=50K
40, State-gov, Assoc-acdm, Separated, Craft-repair, Husband, White, Male,0,0,24, United-States, >50K
43, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,13940,0,40, United-States, <=50K
24, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,38, Cuba, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Honduras, >50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
51, State-gov, Prof-school, Married-civ-spouse, Tech-support, Wife, White, Female,15024,0,60, Hungary, >50K
32, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,38, Cuba, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
23, Self-emp-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, England, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,20, Dominican-Republic, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Haiti, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Male,4386,0,50, Cambodia, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, India, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,29, Jamaica, <=50K
63, Private, Bachelors, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, Scotland, <=50K
40, Private, Bachelors, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,1761,50, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, Haiti, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, >50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Wife, Black, Female,0,0,35, China, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,15024,0,40, United-States, >50K
45, State-gov, HS-grad, Divorced, Protective-serv, Unmarried, White, Male,0,0,48, Hong, <=50K
35, State-gov, HS-grad, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Italy, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,48, Germany, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,54, Dominican-Republic, >50K
57, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
51, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,38, Italy, >50K
43, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, Cuba, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Greece, <=50K
40, State-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, Cambodia, <=50K
47, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Vietnam, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,29, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,87, Nicaragua, <=50K
53, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,35, Nicaragua, <=50K
52, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Ecuador, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Japan, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
70, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
40, State-gov, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Cuba, >50K
35, Private, Masters, Divorced, Tech-support, Unmarried, Other, Female,0,0,20, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,70, Mexico, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,29, Vietnam, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Philippines, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Mexico, >50K
53, State-gov, Bachelors, Widowed, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
36, Private, Some-college, Separated, Sales, Unmarried, Other, Male,0,0,40, Honduras, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Jamaica, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, Trinadad&Tobago, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Dominican-Republic, <=50K
30, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, >50K
26, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,10, United-States, <=50K
40, Private, Some-college, Never-married, Transport-moving, Husband, Black, Male,0,0,42, Nicaragua, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Nicaragua, <=50K
31, Private, Bachelors, Separated, Farming-fishing, Not-in-family, Other, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Haiti, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, >50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,3003,0,40, Laos, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, Dominican-Republic, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,1848,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Ireland, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Other-relative, Other, Male,0,0,40, Cambodia, <=50K
46, Self-emp-inc, Some-college, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,65, Nicaragua, <=50K
43, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Male,0,0,40, Hong, <=50K
57, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
30, Self-emp-not-inc, Masters, Never-married, Sales, Not-in-family, Black, Male,0,0,50, Vietnam, >50K
30, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Columbia, >50K
26, Private, Assoc-voc, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
24, Federal-gov, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Female,0,1887,40, Vietnam, <=50K
41, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Hungary, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, >50K
53, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Honduras, <=50K
44, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,50, United-States, >50K
35, Private, Masters, Never-married, Priv-house-serv, Unmarried, White, Female,0,0,37, Laos, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Cambodia, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
52, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Male,0,1740,35, England, >50K
37, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Scotland, <=50K
28, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, United-States, >50K
25, Local-gov, Masters, Never-married, Craft-repair, Not-in-family, White, Female,2847,0,50, Hong, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,36, United-States, <=50K
64, Private, Preschool, Married-civ-spouse, Sales, Wife, White, Male,0,0,17, Columbia, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,37, Mexico, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,50, Nicaragua, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,42, England, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Greece, >50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,35, Cambodia, >50K
50, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,20, Germany, >50K
30, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,25, Peru, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Japan, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,99, England, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Iran, <=50K
39, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, Other, Male,0,0,40, Columbia, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Thailand, <=50K
47, Local-gov, Bachelors, Never-married, Sales, Unmarried, Other, Male,0,0,50, Cuba, <=50K
55, Private, 9th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
44, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, China, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, Portugal, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,51, United-States, >50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,45, Thailand, >50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, Puerto-Rico, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,50, Scotland, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, South, >50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,65, Japan, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,53, South, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,43, South, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,72, Hong, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Philippines, >50K
29, Private, Some-college, Separated, Farming-fishing, Own-child, Black, Female,0,0,65, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,6295,0,40, South, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Scotland, <=50K
22, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,50, Cuba, >50K
88, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
32, Private, Assoc-acdm, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,1570,40, France, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
47, Private, 7th-8th, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,51, India, >50K
36, Private, Some-college, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Haiti, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,29, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,15024,0,40, Guatemala, >50K
39, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Scotland, <=50K
34, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Hong, <=50K
29, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,3892,0,40, Vietnam, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1722,20, Nicaragua, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Scotland, >50K
49, Private, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, Thailand, >50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Cambodia, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,17, Vietnam, <=50K
37, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Nicaragua, >50K
34, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,61, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,60, Poland, >50K
45, Federal-gov, Some-college, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
50, Private, Some-college, Divorced, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, France, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1977,60, Portugal, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,42, Puerto-Rico, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,15024,0,50, Jamaica, >50K
43, State-gov, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Germany, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
39, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,35, Honduras, >50K
35, Private, Assoc-acdm, Separated, Craft-repair, Husband, White, Female,0,0,40, Taiwan, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,50, Trinadad&Tobago, <=50K
48, Local-gov, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Puerto-Rico, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, England, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
41, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Black, Male,15024,0,45, Ecuador, >50K
