28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Poland, <=50K
44, Private, Prof-school, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,1887,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,30, Ecuador, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
35, Federal-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Cuba, <=50K
56, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
65, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, >50K
44, Federal-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, Private, Masters, Widowed, Exec-managerial, Husband, White, Female,0,2257,40, United-States, <=50K
20, Private, 11th, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,15, United-States, <=50K
41, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Philippines, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,30, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,40, India, >50K
54, Private, 7th-8th, Married-spouse-absent, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, State-gov, Bachelors, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,20, United-States, <=50K
57, Local-gov, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, England, <=50K
36, Self-emp-not-inc, Masters, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, Poland, <=50K
50, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
31, Private, 7th-8th, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Priv-house-serv, Own-child, White, Male,0,0,30, Iran, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,24, Italy, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,25, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Cuba, >50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,8309,0,40, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,60, Ecuador, <=50K
59, Private, Bachelors, Divorced, Sales, Husband, White, Male,0,0,45, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3248,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Female,4650,0,37, United-States, <=50K
28, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Other-relative, White, Male,0,0,42, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Sales, Husband, Black, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Mexico, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,3103,0,30, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, 1st-4th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, England, >50K
25, Self-emp-not-inc, Masters, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,30, United-States, <=50K
29, Private, 5th-6th, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
30, Local-gov, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Wife, Black, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, United-States, >50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
24, Private, 12th, Divorced, Sales, Unmarried, Other, Male,0,0,35, Mexico, <=50K
65, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Italy, <=50K
42, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,10, Mexico, <=50K
44, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Female,9029,0,40, Iran, >50K
35, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
69, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
42, Private, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,43, Taiwan, >50K
43, Private, HS-grad, Separated, Other-service, Unmarried, Black, Male,0,0,20, United-States, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Male,7687,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, >50K
30, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,60, United-States, >50K
67, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
40, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,45, Mexico, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,77163,0,55, United-States, >50K
30, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
38, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,45, United-States, >50K
32, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, England, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,42, Mexico, >50K
27, Private, 10th, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
20, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Female,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,4083,0,40, United-States, <=50K
56, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,10446,0,65, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
33, Local-gov, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,60, Japan, <=50K
35, Private, 9th, Never-married, Adm-clerical, Not-in-family, Other, Male,3272,0,8, United-States, <=50K
58, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
66, Federal-gov, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, 9th, Never-married, Other-service, Other-relative, White, Female,0,0,4, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,15024,0,50, Mexico, >50K
50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, China, >50K
28, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
43, State-gov, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,50, United-States, >50K
41, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,35, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,38, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,99999,0,50, United-States, >50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, State-gov, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,40, Columbia, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cuba, <=50K
34, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Male,0,1885,45, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,32, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
52, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,50, United-States, >50K
45, Private, Some-college, Separated, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,45, United-States, >50K
37, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Poland, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,3849,0,80, Puerto-Rico, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
29, Self-emp-inc, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
66, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,1902,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,70, United-States, <=50K
44, Private, 10th, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
89, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,15024,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,8, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,40, Poland, <=50K
67, Private, 9th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2608,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Farming-fishing, Wife, White, Male,0,0,70, United-States, <=50K
39, Private, Masters, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
33, State-gov, 1st-4th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,48, United-States, >50K
55, Private, Some-college, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,7687,0,40, United-States, >50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Hungary, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, 11th, Divorced, Transport-moving, Own-child, White, Female,0,0,27, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Never-married, Transport-moving, Unmarried, Black, Male,0,0,40, China, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,27, United-States, >50K
27, Private, Assoc-acdm, Never-married, Other-service, Husband, Black, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,25, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Male,0,0,38, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,15, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,15, South, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,7311,0,35, Germany, >50K
44, Private, Masters, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
59, Local-gov, Masters, Divorced, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,50, United-States, <=50K
34, Self-emp-not-inc, Preschool, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
22, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
23, Local-gov, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Dominican-Republic, <=50K
62, Private, 10th, Widowed, Craft-repair, Unmarried, White, Male,0,0,40, Italy, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, State-gov, Masters, Widowed, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,51, United-States, <=50K
68, Private, 7th-8th, Divorced, Protective-serv, Husband, White, Male,0,0,43, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
24, Private, 9th, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
77, Local-gov, HS-grad, Widowed, Sales, Husband, Asian-Pac-Islander, Male,0,0,8, United-States, <=50K
80, Private, 7th-8th, Widowed, Craft-repair, Not-in-family, White, Male,0,0,6, United-States, <=50K
43, Federal-gov, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
59, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 7th-8th, Divorced, Sales, Husband, White, Male,0,0,40, Canada, <=50K
21, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,30, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Widowed, Tech-support, Not-in-family, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
41, State-gov, Some-college, Married-spouse-absent, Sales, Husband, White, Female,0,0,5, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Italy, <=50K
29, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,1848,50, Canada, <=50K
47, Local-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Widowed, Exec-managerial, Unmarried, Black, Female,0,0,45, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
