48, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
47, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, Germany, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Unmarried, Black, Female,0,0,35, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
72, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,35, United-States, >50K
60, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, United-States, <=50K
29, Private, Doctorate, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Japan, <=50K
29, Private, 11th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,35, United-States, <=50K
34, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
58, Private, 7th-8th, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, United-States, <=50K
54, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Male,7687,0,50, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Mexico, <=50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Masters, Widowed, Craft-repair, Husband, White, Male,2810,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Own-child, White, Male,0,0,60, United-States, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
27, Private, Masters, Never-married, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 7th-8th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
73, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,25, United-States, >50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
43, Private, 5th-6th, Divorced, Other-service, Husband, White, Female,0,0,24, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,55, United-States, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,3282,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,50, Mexico, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
59, Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, Bachelors, Widowed, Exec-managerial, Husband, White, Male,7298,0,42, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,1820,30, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,56, United-States, <=50K
46, Private, Prof-school, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,30, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Dominican-Republic, >50K
30, Private, Assoc-voc, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Doctorate, Widowed, Craft-repair, Husband, White, Male,7687,0,50, United-States, <=50K
39, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
20, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Private, 9th, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,12, India, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,14, United-States, <=50K
31, State-gov, HS-grad, Never-married, Other-service, Husband, Black, Male,0,0,38, Peru, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,85, United-States, <=50K
50, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-inc, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,37, United-States, <=50K
20, Private, Masters, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
75, Private, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
69, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2116,30, United-States, <=50K
71, Self-emp-not-inc, Masters, Divorced, Sales, Not-in-family, White, Male,15024,0,45, United-States, >50K
30, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, United-States, >50K
54, Private, HS-grad, Divorced, Transport-moving, Husband, White, Female,0,0,42, United-States, >50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,30, Italy, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,48, United-States, <=50K
21, Local-gov, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
25, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Mexico, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,1974,60, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Local-gov, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,36, United-States, <=50K
37, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,37, United-States, >50K
20, Private, 11th, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1769,70, United-States, >50K
51, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, 9th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
50, Local-gov, Assoc-voc, Widowed, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2225,0,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Wife, White, Male,0,0,38, United-States, >50K
50, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,2339,50, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,12118,0,40, United-States, >50K
27, Self-emp-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,45, United-States, >50K
24, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,1994,43, United-States, >50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,15024,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,20, United-States, <=50K
49, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
22, Private, 10th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, 11th, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,25, United-States, <=50K
34, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1915,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3920,0,35, United-States, >50K
25, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,75, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,38, United-States, <=50K
52, Private, HS-grad, Widowed, Tech-support, Husband, White, Female,0,0,25, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,4067,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, 9th, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 5th-6th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,94, United-States, >50K
22, Private, 1st-4th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,42, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,17, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, >50K
30, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, State-gov, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,15, United-States, <=50K
54, Private, 9th, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
32, State-gov, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,3788,0,40, Italy, >50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,4069,0,40, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,38, Germany, <=50K
35, Private, Assoc-voc, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Sales, Husband, White, Female,4337,0,50, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Sales, Husband, Black, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, 5th-6th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, United-States, >50K
53, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,54, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,35, Cuba, <=50K
23, Private, 10th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3952,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Local-gov, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,42, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
71, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,20, United-States, <=50K
64, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,42, United-States, >50K
39, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
19, Federal-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,4, Dominican-Republic, <=50K
43, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Canada, <=50K
62, Self-emp-inc, Some-college, Divorced, Sales, Husband, White, Male,0,0,66, United-States, >50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,8, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
41, Private, Assoc-acdm, Divorced, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,23, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, Ecuador, <=50K
36, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
64, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
59, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,16, United-States, <=50K
55, Self-emp-not-inc, Bachelors, Widowed, Machine-op-inspct, Husband, White, Female,3256,0,30, United-States, >50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,44, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
32, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,40, United-States, >50K
42, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, 7th-8th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, India, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Canada, <=50K
49, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, >50K
29, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Iran, <=50K
47, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Husband, Black, Female,0,0,25, United-States, <=50K
35, Private, Prof-school, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Divorced, Transport-moving, Husband, White, Male,0,0,43, United-States, <=50K
32, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
41, State-gov, 10th, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,45, Jamaica, <=50K
35, Private, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
39, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,1887,60, Italy, >50K
33, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,4342,0,40, United-States, <=50K
21, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, 9th, Divorced, Prof-specialty, Own-child, White, Male,0,0,38, United-States, <=50K
56, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
20, Private, 10th, Never-married, Tech-support, Not-in-family, White, Female,0,0,10, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-spouse-absent, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
72, Local-gov, Prof-school, Widowed, Prof-specialty, Husband, White, Male,3120,0,2, England, >50K
29, Private, Masters, Separated, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
61, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, White, Male,0,0,36, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,35, Mexico, <=50K
