34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
42, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
26, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, State-gov, Assoc-voc, Divorced, Craft-repair, Unmarried, White, Female,0,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 7th-8th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,10, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Private, 10th, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
58, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,42, Germany, >50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,39, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
66, Self-emp-not-inc, 9th, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
36, Private, Prof-school, Divorced, Adm-clerical, Husband, White, Male,7687,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,54, United-States, <=50K
42, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,35, United-States, >50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
25, Private, 11th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
22, State-gov, Assoc-acdm, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,35, United-States, <=50K
59, State-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 9th, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,25, Dominican-Republic, <=50K
41, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Poland, >50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7298,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
59, Local-gov, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
51, State-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, >50K
56, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
50, Private, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,12, United-States, <=50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,24, United-States, >50K
24, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Farming-fishing, Husband, White, Male,0,0,8, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, India, <=50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, Masters, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, 1st-4th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
23, Private, HS-grad, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,25, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,60, United-States, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
65, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Female,0,0,38, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,60, Puerto-Rico, >50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,1977,45, Japan, >50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Doctorate, Divorced, Protective-serv, Wife, Black, Male,842,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,47, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,8, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,45, Columbia, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
24, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,65, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,7674,0,40, United-States, >50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Cuba, <=50K
45, Private, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States, >50K
72, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,10, Philippines, <=50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Mexico, <=50K
46, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,60, Taiwan, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
52, State-gov, Some-college, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, United-States, <=50K
53, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,1902,40, United-States, >50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,48, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,1821,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
78, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,17993,0,45, United-States, >50K
31, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, China, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
59, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,24, United-States, <=50K
64, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,16, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
35, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,44, United-States, <=50K
33, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,37, United-States, >50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, 1st-4th, Divorced, Prof-specialty, Husband, White, Male,3368,0,15, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,24, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Male,0,0,48, United-States, <=50K
20, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, United-States, <=50K
38, Private, Some-college, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,40, India, <=50K
18, Self-emp-not-inc, HS-grad, Never-married, Other-service, Other-relative, White, Female,0,0,20, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
52, Private, Assoc-voc, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,4045,0,10, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,20, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, Philippines, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
89, Federal-gov, HS-grad, Widowed, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
36, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Mexico, >50K
23, Private, HS-grad, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
66, Self-emp-inc, Prof-school, Divorced, Sales, Husband, White, Male,99999,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Female,0,0,35, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,44, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Female,0,1902,40, United-States, >50K
37, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,48, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,5178,0,35, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,1887,54, United-States, >50K
55, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, 9th, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
62, Federal-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, >50K
26, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Never-married, Sales, Husband, White, Male,99999,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Other-relative, Black, Male,0,0,30, Mexico, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Husband, Black, Female,0,0,50, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,25, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1977,40, United-States, >50K
61, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,18, United-States, <=50K
41, Federal-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
37, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, >50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,60, Canada, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
37, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,42, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,27, Mexico, <=50K
63, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,35, United-States, <=50K
18, Private, 11th, Divorced, Adm-clerical, Own-child, White, Female,0,0,2, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
31, Federal-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,36, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
24, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,80, United-States, >50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, <=50K
72, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Female,3298,0,35, United-States, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,62, United-States, <=50K
26, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,2836,0,60, United-States, >50K
60, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
30, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,10426,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,15, United-States, <=50K
21, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,4975,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, >50K
40, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Female,0,0,40, Cuba, <=50K
47, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,53, United-States, <=50K
23, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
45, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,6, United-States, <=50K
33, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,99, United-States, <=50K
30, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
37, Private, 10th, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
46, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,2320,0,40, United-States, <=50K
46, State-gov, Masters, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
