48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
28, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Male,0,0,69, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
22, State-gov, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
52, Local-gov, Bachelors, Married-spouse-absent, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Prof-school, Never-married, Prof-specialty, Husband, White, Male,0,1581,54, United-States, >50K
46, Federal-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
37, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,2416,45, Canada, >50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Assoc-acdm, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
68, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,44, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
41, Local-gov, 7th-8th, Divorced, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, State-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Local-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Prof-school, Never-married, Adm-clerical, Own-child, Black, Female,0,0,35, United-States, <=50K
39, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, State-gov, Bachelors, Widowed, Other-service, Unmarried, White, Female,2288,0,40, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
27, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,54, United-States, >50K
27, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
57, Private, Masters, Widowed, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Craft-repair, Unmarried, White, Male,0,0,30, United-States, <=50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Portugal, >50K
23, Private, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, United-States, <=50K
25, Private, 7th-8th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Divorced, Adm-clerical, Other-relative, White, Female,0,0,40, Iran, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Unmarried, Black, Female,0,0,35, United-States, <=50K
32, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,35, Dominican-Republic, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1667,45, United-States, <=50K
54, Private, 10th, Never-married, Sales, Wife, White, Female,0,0,30, United-States, <=50K
32, State-gov, Bachelors, Separated, Sales, Not-in-family, White, Male,11672,0,40, United-States, >50K
46, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,1601,54, Cuba, >50K
37, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
31, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,70, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7298,0,45, United-States, <=50K
54, State-gov, Some-college, Divorced, Craft-repair, Wife, White, Male,0,0,45, Canada, <=50K
33, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
44, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Portugal, <=50K
52, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
39, Private, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
38, Local-gov, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
34, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,10558,0,40, United-States, >50K
32, State-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,69, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, United-States, >50K
31, Federal-gov, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,1848,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
35, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, El-Salvador, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
27, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,54, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, United-States, >50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,8614,0,10, United-States, >50K
40, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Federal-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
47, Private, HS-grad, Widowed, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,70, Puerto-Rico, >50K
48, State-gov, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,99, United-States, <=50K
39, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, State-gov, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, United-States, >50K
51, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
59, Local-gov, 5th-6th, Never-married, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
24, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1887,50, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
44, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Mexico, <=50K
55, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
30, Self-emp-not-inc, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Married-spouse-absent, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,54, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Ireland, >50K
44, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,39, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
63, Private, 5th-6th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, South, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
53, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
49, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Federal-gov, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
34, Private, 9th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
37, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,35, United-States, <=50K
21, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-spouse-absent, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
21, State-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,30, Peru, <=50K
56, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Female,0,0,50, Japan, <=50K
52, Federal-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
62, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7866,0,40, United-States, <=50K
59, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,54, Haiti, <=50K
32, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
48, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, United-States, >50K
25, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,1665,50, United-States, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Female,15024,0,40, United-States, >50K
40, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
36, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
45, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,70, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
37, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,6881,0,80, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, State-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
19, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Female,0,0,30, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1902,40, United-States, >50K
57, Self-emp-not-inc, Masters, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1976,40, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Scotland, >50K
41, State-gov, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
64, State-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, Holand-Netherlands, <=50K
21, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
21, Federal-gov, Bachelors, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,37, United-States, <=50K
22, Self-emp-not-inc, 10th, Never-married, Exec-managerial, Own-child, White, Male,0,0,25, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Canada, <=50K
32, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
20, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, >50K
38, Local-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Portugal, >50K
24, Private, 10th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,8, United-States, <=50K
52, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
44, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Male,12280,0,50, United-States, >50K
38, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,4933,0,40, United-States, >50K
21, Private, 11th, Never-married, Other-service, Other-relative, Other, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,24, United-States, <=50K
68, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,2409,54, United-States, <=50K
44, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, State-gov, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Poland, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3907,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
19, State-gov, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
69, Self-emp-not-inc, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, China, <=50K
46, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
50, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
64, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
71, Self-emp-not-inc, Some-college, Widowed, Sales, Not-in-family, Black, Female,0,0,20, United-States, <=50K
50, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,44, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-spouse-absent, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7687,0,50, United-States, >50K
42, Local-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,1, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
59, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
32, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,38, United-States, <=50K
40, Private, Some-college, Divorced, Priv-house-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
