28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Cuba, <=50K
41, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, Vietnam, >50K
36, Private, HS-grad, Never-married, Sales, Husband, Other, Female,0,0,40, Guatemala, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
32, Federal-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Female,0,0,40, Peru, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,0,45, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, Peru, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, India, <=50K
58, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,67, Vietnam, >50K
51, Private, Some-college, Divorced, Exec-managerial, Unmarried, Other, Female,0,0,40, Jamaica, <=50K
31, Federal-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States, >50K
58, Self-emp-not-inc, Some-college, Divorced, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,12, Portugal, <=50K
73, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, China, >50K
42, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,15, France, <=50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,15024,0,40, England, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Germany, >50K
31, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,25, China, <=50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Columbia, <=50K
37, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, >50K
54, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,25, Haiti, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
26, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,30, China, <=50K
62, Self-emp-not-inc, 9th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Hong, >50K
23, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,35, Poland, <=50K
26, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Italy, <=50K
28, Private, Assoc-voc, Married-spouse-absent, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,36, Hungary, <=50K
43, Without-pay, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,3920,0,40, Puerto-Rico, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, Poland, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, Columbia, <=50K
46, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,37, Portugal, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, Hungary, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Male,0,0,10, United-States, <=50K
47, Self-emp-inc, Bachelors, Divorced, Other-service, Husband, White, Female,0,1977,50, Columbia, <=50K
27, Private, Some-college, Never-married, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, India, <=50K
53, Private, 11th, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, El-Salvador, <=50K
68, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,29567,0,40, Jamaica, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,15, Vietnam, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Male,0,0,40, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Hungary, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Peru, >50K
20, Private, Some-college, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,9, Italy, >50K
38, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
25, State-gov, Some-college, Never-married, Craft-repair, Husband, Other, Female,0,0,40, Mexico, >50K
47, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,3, Poland, >50K
67, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Black, Female,0,0,20, India, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,3089,0,40, Iran, >50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,1887,20, Japan, >50K
32, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, China, <=50K
54, Private, 11th, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,40, Puerto-Rico, >50K
43, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, Jamaica, >50K
44, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,60, Peru, <=50K
35, Private, HS-grad, Separated, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, <=50K
41, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
33, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Black, Male,0,0,40, Ireland, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Haiti, <=50K
41, Private, Some-college, Separated, Protective-serv, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
51, State-gov, Some-college, Divorced, Adm-clerical, Husband, Black, Female,0,0,20, France, <=50K
28, Private, Some-college, Never-married, Craft-repair, Husband, Other, Female,0,0,50, Dominican-Republic, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1965,40, Puerto-Rico, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,4946,0,45, Outlying-US(Guam-USVI-etc), >50K
48, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Female,7298,0,40, El-Salvador, >50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,1887,35, France, <=50K
29, State-gov, Some-college, Divorced, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, <=50K
44, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,54, Nicaragua, >50K
54, Local-gov, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Canada, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,1975,50, Cuba, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Taiwan, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Unmarried, Black, Male,0,0,30, Jamaica, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Black, Female,0,0,40, Jamaica, <=50K
25, Private, 11th, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,30, Cambodia, <=50K
67, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,1906,40, Iran, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1977,50, Canada, <=50K
54, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,19, Trinadad&Tobago, <=50K
29, Local-gov, Some-college, Divorced, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Guatemala, <=50K
33, Private, HS-grad, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,61, Jamaica, <=50K
49, Federal-gov, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,38, China, <=50K
61, Private, 10th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,24, England, >50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,36, Iran, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,0,0,40, Philippines, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,35, Puerto-Rico, <=50K
29, Private, Masters, Never-married, Priv-house-serv, Own-child, Asian-Pac-Islander, Female,0,0,30, Thailand, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Hong, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Portugal, <=50K
47, Private, HS-grad, Divorced, Protective-serv, Other-relative, White, Female,0,0,38, Philippines, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Haiti, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,27, Columbia, >50K
35, Private, Assoc-voc, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, <=50K
23, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, Other, Female,0,0,24, Canada, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,70, Canada, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Female,0,0,25, Portugal, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
37, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,25, Germany, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,50, Poland, <=50K
51, Private, 7th-8th, Widowed, Exec-managerial, Husband, Black, Male,0,0,38, Iran, >50K
45, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Own-child, Other, Female,0,0,40, Italy, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
49, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,99999,0,70, Germany, >50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,0,0,60, Taiwan, <=50K
48, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
54, Federal-gov, Some-college, Separated, Adm-clerical, Husband, White, Male,0,0,40, Cambodia, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Guatemala, <=50K
36, Local-gov, Masters, Never-married, Protective-serv, Husband, Black, Male,0,0,60, Peru, <=50K
51, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Haiti, <=50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,37, Canada, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,45, Taiwan, <=50K
43, Self-emp-inc, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,13, Japan, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Male,5226,0,40, Puerto-Rico, >50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,45, United-States, >50K
50, Self-emp-inc, 10th, Divorced, Exec-managerial, Husband, Other, Male,0,0,50, Yugoslavia, >50K
18, Private, 11th, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,16, Iran, >50K
64, Private, Masters, Widowed, Adm-clerical, Husband, White, Female,0,0,25, India, <=50K
18, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Trinadad&Tobago, <=50K
45, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Greece, <=50K
19, Self-emp-not-inc, Assoc-voc, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,45, Taiwan, <=50K
48, Private, Masters, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Greece, >50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Hungary, >50K
54, Private, Bachelors, Widowed, Transport-moving, Husband, Other, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,60, Honduras, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4736,0,40, Peru, <=50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, Black, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Japan, <=50K
36, Self-emp-not-inc, Bachelors, Separated, Other-service, Husband, White, Female,0,0,40, France, >50K
49, Private, Assoc-acdm, Separated, Machine-op-inspct, Wife, White, Male,0,0,40, England, <=50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1977,45, Ireland, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
27, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,70, Haiti, >50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,50, Columbia, <=50K
49, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,50, England, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,37, China, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Canada, <=50K
20, Private, Some-college, Never-married, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,20, India, <=50K
53, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Columbia, >50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,1887,60, Guatemala, >50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Haiti, <=50K
28, Private, Some-college, Never-married, Sales, Husband, Black, Female,0,0,50, Taiwan, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, Laos, <=50K
28, Private, 12th, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Poland, <=50K
45, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,80, Philippines, >50K
37, Federal-gov, Bachelors, Divorced, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,37, China, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, Germany, <=50K
67, Federal-gov, Some-college, Widowed, Other-service, Husband, White, Male,0,0,40, Ecuador, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Nicaragua, <=50K
24, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, France, <=50K
41, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Female,0,0,45, Columbia, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,7687,0,40, Taiwan, >50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,35, Japan, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,46, Trinadad&Tobago, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,54, Canada, >50K
40, Private, Masters, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,43, Dominican-Republic, <=50K
21, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
70, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Hong, >50K
22, Private, Some-college, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
69, Private, Some-college, Separated, Sales, Unmarried, White, Female,0,0,8, Poland, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Italy, <=50K
54, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Female,0,0,20, Nicaragua, >50K
24, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,54, Japan, <=50K
44, Private, HS-grad, Divorced, Sales, Wife, White, Female,0,0,40, Hong, <=50K
40, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Ireland, <=50K
46, Self-emp-not-inc, Masters, Divorced, Adm-clerical, Husband, Black, Female,0,0,40, England, >50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,80, India, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Ireland, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,6113,0,40, China, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,60, Cuba, <=50K
25, Local-gov, HS-grad, Divorced, Other-service, Own-child, White, Male,0,0,40, Trinadad&Tobago, >50K
62, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,30, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,4525,0,40, Haiti, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Philippines, <=50K
33, Self-emp-inc, Some-college, Divorced, Exec-managerial, Husband, Other, Female,0,0,40, India, <=50K
24, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,46, Ecuador, <=50K
51, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,50, England, >50K
45, Private, 11th, Divorced, Exec-managerial, Husband, White, Male,0,0,60, El-Salvador, >50K
25, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Black, Female,0,0,40, Philippines, <=50K
40, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,7298,0,20, Taiwan, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Private, Masters, Married-civ-spouse, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Taiwan, <=50K
29, Private, 12th, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, Haiti, <=50K
47, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
51, Local-gov, 9th, Divorced, Craft-repair, Husband, Black, Female,0,0,25, Hong, <=50K
30, Local-gov, HS-grad, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,35, Taiwan, <=50K
57, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,36, Dominican-Republic, <=50K
40, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,1, China, <=50K
41, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,60, Greece, >50K
19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,12, Ireland, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
44, Private, Prof-school, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,1929,40, Taiwan, >50K
32, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
50, Private, Some-college, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,10, Philippines, <=50K
50, Private, Assoc-voc, Separated, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Mexico, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Trinadad&Tobago, <=50K
40, Private, Some-college, Divorced, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
20, Private, Some-college, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,30, Philippines, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,40, Poland, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Cambodia, <=50K
21, Private, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,35, Nicaragua, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,42, Hong, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, Dominican-Republic, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, Canada, >50K
36, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Honduras, <=50K
59, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Male,0,1976,40, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,45, Cuba, <=50K
65, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
46, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,50, China, <=50K
22, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,4097,0,40, Greece, >50K
22, State-gov, Bachelors, Never-married, Exec-managerial, Own-child, Black, Female,0,0,35, Germany, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,50, Germany, <=50K
39, Private, 7th-8th, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, China, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,40, Canada, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,35, Columbia, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,45, Taiwan, <=50K
36, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Peru, <=50K
33, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Italy, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,23, Mexico, <=50K
41, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Hungary, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Portugal, <=50K
41, State-gov, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Thailand, <=50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,1902,20, Iran, <=50K
28, Private, 10th, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
30, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,42, United-States, <=50K
29, State-gov, Bachelors, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,45, England, >50K
50, Private, HS-grad, Separated, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Ecuador, <=50K
52, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Female,0,0,40, Hong, <=50K
38, Private, Bachelors, Divorced, Farming-fishing, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
50, Federal-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,35, China, <=50K
56, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,35, Jamaica, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,99, Thailand, >50K
44, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
