49, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,1977,42, United-States, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, England, >50K
47, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Divorced, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,20, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
36, Federal-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, 12th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,24, United-States, <=50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,1887,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
31, Private, 10th, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Separated, Exec-managerial, Own-child, White, Female,0,0,5, United-States, <=50K
73, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Prof-school, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
41, Private, 12th, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, >50K
48, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-not-inc, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,25, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, State-gov, Bachelors, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Philippines, <=50K
56, Self-emp-inc, 7th-8th, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
57, State-gov, Some-college, Widowed, Transport-moving, Not-in-family, White, Male,0,0,16, Ireland, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,8, United-States, <=50K
37, Private, HS-grad, Divorced, Priv-house-serv, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, >50K
60, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,35, United-States, >50K
27, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-spouse-absent, Adm-clerical, Husband, White, Male,0,1902,40, United-States, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, <=50K
36, Private, Masters, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
61, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Canada, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
44, Local-gov, Assoc-acdm, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,25, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
53, Private, HS-grad, Never-married, Priv-house-serv, Unmarried, White, Male,0,0,40, United-States, >50K
21, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, >50K
60, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
44, Self-emp-not-inc, Some-college, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, >50K
31, Private, Doctorate, Never-married, Other-service, Husband, Other, Male,0,0,40, India, >50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Preschool, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Local-gov, Prof-school, Divorced, Other-service, Husband, Black, Female,0,0,45, United-States, >50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Private, Masters, Widowed, Machine-op-inspct, Husband, White, Male,2739,0,40, United-States, >50K
26, Private, 5th-6th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
24, Private, 1st-4th, Never-married, Other-service, Own-child, White, Male,0,0,19, Canada, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Thailand, <=50K
21, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,20, United-States, <=50K
27, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
41, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,69, United-States, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Own-child, White, Male,0,0,40, Jamaica, <=50K
27, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
55, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,10317,0,40, United-States, <=50K
25, Private, HS-grad, Married-spouse-absent, Sales, Own-child, White, Female,0,0,26, United-States, <=50K
44, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, 10th, Separated, Prof-specialty, Wife, White, Male,0,0,29, United-States, <=50K
28, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
32, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,6, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,18, United-States, <=50K
39, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,70, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
77, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Not-in-family, Black, Female,0,0,25, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K
23, Local-gov, HS-grad, Married-spouse-absent, Handlers-cleaners, Unmarried, White, Male,0,0,15, United-States, <=50K
46, Private, Bachelors, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Prof-school, Divorced, Craft-repair, Wife, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,25, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Philippines, <=50K
28, Private, Some-college, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,20, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,42, Puerto-Rico, >50K
52, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,15, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,2539,0,25, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,7687,0,50, United-States, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,52, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Local-gov, Bachelors, Divorced, Prof-specialty, Other-relative, White, Male,0,0,45, United-States, >50K
52, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,27, United-States, <=50K
37, Private, HS-grad, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Canada, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,14, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,52, Germany, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
20, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,7, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,52, United-States, >50K
45, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
43, Federal-gov, HS-grad, Divorced, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, United-States, >50K
45, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,99, United-States, >50K
66, Private, Some-college, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
35, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, <=50K
36, Private, 10th, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
55, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,2247,0,44, United-States, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, 9th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,7, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,25, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,3, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,60, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, Honduras, >50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,52, United-States, >50K
45, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, State-gov, Masters, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1902,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
43, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,64, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
33, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
29, Private, 9th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,5005,0,54, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
64, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,17, Italy, <=50K
37, Federal-gov, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
56, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
24, Federal-gov, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,18, United-States, <=50K
33, Private, 11th, Divorced, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
26, Private, Some-college, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,45, Dominican-Republic, <=50K
57, Private, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,5, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1977,44, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,16, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,19, United-States, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,45, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,1902,40, United-States, <=50K
59, Local-gov, Some-college, Widowed, Craft-repair, Other-relative, White, Male,0,0,25, United-States, <=50K
20, Private, 12th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,3851,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
50, Private, Assoc-voc, Divorced, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
30, Local-gov, Masters, Never-married, Craft-repair, Husband, White, Male,0,1902,40, England, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Husband, White, Male,203,0,12, United-States, >50K
20, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,4764,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, Puerto-Rico, <=50K
64, Private, 7th-8th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Self-emp-not-inc, Some-college, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Other-relative, White, Female,2249,0,40, United-States, >50K
35, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, >50K
41, Local-gov, Masters, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,2120,0,40, United-States, <=50K
58, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, >50K
27, Private, Bachelors, Separated, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,20, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,8, United-States, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
52, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,1763,0,40, United-States, <=50K
57, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,7, United-States, <=50K
28, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,16, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,60, Ireland, >50K
47, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Masters, Divorced, Prof-specialty, Other-relative, White, Female,0,0,25, United-States, <=50K
52, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,3505,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, >50K
