26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,2696,0,65, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
52, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, South, <=50K
32, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, State-gov, 10th, Married-spouse-absent, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7608,0,54, United-States, >50K
35, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Thailand, <=50K
20, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,29, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,14310,0,45, Taiwan, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,60, United-States, >50K
28, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
71, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,5178,0,40, United-States, <=50K
31, Private, Masters, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
49, Private, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,60, Canada, <=50K
26, Private, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Laos, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Canada, <=50K
27, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
45, Private, HS-grad, Widowed, Other-service, Unmarried, Black, Male,0,0,40, France, <=50K
63, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Dominican-Republic, <=50K
20, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1902,40, United-States, >50K
28, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
23, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
22, Private, Masters, Never-married, Prof-specialty, Husband, White, Female,0,0,20, Yugoslavia, <=50K
39, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Scotland, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
55, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
46, State-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Honduras, >50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Portugal, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,10, Hong, <=50K
37, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,80, Scotland, >50K
50, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
61, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
29, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Haiti, >50K
25, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,1491,40, Puerto-Rico, <=50K
42, State-gov, HS-grad, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,44, Ecuador, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, India, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,5555,0,45, Portugal, >50K
31, Local-gov, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,29, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, Guatemala, >50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,65, Hong, <=50K
32, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
44, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,14133,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Hungary, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,70, United-States, >50K
68, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,56, United-States, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
49, Local-gov, Masters, Divorced, Other-service, Unmarried, White, Female,0,0,40, El-Salvador, >50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,2248,99, Canada, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, India, >50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Prof-school, Married-spouse-absent, Prof-specialty, Husband, White, Male,23871,0,99, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
21, Private, Prof-school, Divorced, Other-service, Not-in-family, Other, Female,0,0,11, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
72, Self-emp-not-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1979,50, United-States, >50K
20, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,29, United-States, <=50K
21, Private, 10th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Local-gov, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,60, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,33, Greece, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,45, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,1902,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,36, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Japan, <=50K
49, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
35, State-gov, 10th, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,15, Nicaragua, >50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, Peru, >50K
59, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Nicaragua, >50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,36, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Greece, >50K
49, Private, Some-college, Widowed, Exec-managerial, Husband, White, Male,0,0,40, Vietnam, <=50K
21, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,45, Guatemala, <=50K
22, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
25, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,35, Mexico, <=50K
29, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Husband, Other, Male,0,0,37, Nicaragua, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Poland, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
37, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,50, Columbia, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
37, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,50, Cuba, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
60, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Guatemala, >50K
44, Private, Masters, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
68, Private, Some-college, Never-married, Sales, Husband, Black, Male,0,0,25, United-States, <=50K
19, Local-gov, 10th, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
22, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,2004,40, United-States, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
24, Private, Masters, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,50, Japan, <=50K
39, Private, Prof-school, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, 7th-8th, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
53, Private, HS-grad, Separated, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
21, Private, Some-college, Separated, Sales, Wife, White, Male,0,0,40, Poland, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
51, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,37, United-States, >50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Female,0,0,50, Dominican-Republic, >50K
55, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
29, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,37, United-States, <=50K
57, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,48, United-States, >50K
41, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Iran, <=50K
28, Private, Some-college, Never-married, Other-service, Unmarried, Black, Male,0,0,37, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
45, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
36, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,29, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, <=50K
38, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,1612,48, United-States, <=50K
34, Private, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Amer-Indian-Eskimo, Female,0,0,35, United-States, >50K
52, Private, 11th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,33, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,3919,0,40, Trinadad&Tobago, >50K
52, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1730,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,36, Trinadad&Tobago, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,2925,0,25, Outlying-US(Guam-USVI-etc), <=50K
26, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
55, Private, 1st-4th, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, Laos, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,56, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,29, United-States, <=50K
36, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,54, United-States, >50K
33, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, Columbia, >50K
51, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,32, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,22, Hong, <=50K
34, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
56, Federal-gov, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, United-States, <=50K
29, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Wife, Black, Female,0,0,40, United-States, >50K
46, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
56, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
46, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, France, >50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,32, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Scotland, >50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, Germany, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
47, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, India, <=50K
53, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,6715,0,99, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Peru, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,35, United-States, <=50K
38, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1685,50, Taiwan, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,4709,0,35, United-States, >50K
44, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
33, Private, Masters, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
25, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
57, Private, HS-grad, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
66, Private, Assoc-voc, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Germany, <=50K
55, Private, Assoc-voc, Married-spouse-absent, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
44, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
50, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,3109,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,60, Mexico, <=50K
40, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
