40, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,32, Nicaragua, <=50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, >50K
56, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
54, Private, Some-college, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,95, United-States, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
36, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, El-Salvador, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,4658,0,35, United-States, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
70, Self-emp-inc, Bachelors, Widowed, Craft-repair, Husband, White, Male,2938,0,70, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Other-relative, Other, Male,0,0,38, El-Salvador, <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Other-relative, White, Male,0,0,15, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
25, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, Poland, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Portugal, >50K
52, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Female,3453,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
23, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, <=50K
44, Federal-gov, Some-college, Widowed, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,3906,0,50, South, >50K
18, Self-emp-not-inc, 11th, Never-married, Tech-support, Husband, White, Female,0,0,25, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Jamaica, <=50K
78, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Male,0,0,10, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,15024,0,40, Ireland, >50K
57, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
59, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,38, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1438,40, United-States, >50K
69, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,10, United-States, <=50K
51, Self-emp-not-inc, Doctorate, Divorced, Sales, Unmarried, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
46, Private, Assoc-voc, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
48, Private, Assoc-voc, Divorced, Sales, Unmarried, White, Female,0,0,48, Hong, <=50K
25, Private, Bachelors, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,8, Canada, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
59, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,15, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
69, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
25, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,27, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
27, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
41, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,2217,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Dominican-Republic, >50K
47, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
58, Private, 11th, Separated, Craft-repair, Wife, White, Female,0,0,25, United-States, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,45, United-States, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
65, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
42, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,20, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Widowed, Sales, Wife, White, Female,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, White, Female,0,0,50, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,2249,40, United-States, >50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,58, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, <=50K
36, Private, Some-college, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
50, Self-emp-inc, 10th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1826,40, United-States, <=50K
42, Private, Masters, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
55, State-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, Prof-school, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, 5th-6th, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,2554,50, United-States, >50K
28, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, >50K
63, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,14272,0,40, United-States, >50K
52, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, Cuba, <=50K
44, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Italy, <=50K
62, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,65, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Self-emp-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Prof-school, Divorced, Craft-repair, Not-in-family, White, Female,0,0,85, United-States, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
62, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, United-States, >50K
22, Private, 12th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,5013,0,48, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Unmarried, Black, Male,2652,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
57, State-gov, Assoc-acdm, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,1586,52, Canada, >50K
50, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, Jamaica, >50K
34, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,2686,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, State-gov, Some-college, Widowed, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1708,50, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,8, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,2188,0,25, United-States, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
24, Private, Preschool, Divorced, Adm-clerical, Not-in-family, White, Male,0,1977,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Germany, >50K
47, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
47, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,77, Thailand, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,45, United-States, <=50K
52, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,40, Guatemala, <=50K
45, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, India, <=50K
28, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,21735,0,75, United-States, >50K
29, Private, Masters, Never-married, Sales, Other-relative, White, Female,0,0,50, Philippines, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, England, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Bachelors, Divorced, Sales, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
28, Private, Assoc-acdm, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Canada, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Never-married, Craft-repair, Wife, Black, Male,3079,0,40, United-States, >50K
48, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,38, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,54, United-States, >50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
42, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, >50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, Greece, <=50K
30, Private, Assoc-acdm, Never-married, Craft-repair, Other-relative, Black, Male,0,0,60, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Ireland, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,2391,0,50, United-States, <=50K
24, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,6, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,7298,0,50, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1491,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Mexico, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, 7th-8th, Married-civ-spouse, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Separated, Adm-clerical, Unmarried, Other, Female,0,0,35, United-States, <=50K
55, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Canada, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,60, United-States, >50K
50, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Female,0,0,30, United-States, <=50K
55, Self-emp-not-inc, Assoc-acdm, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
22, Federal-gov, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
35, Local-gov, 9th, Divorced, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, 11th, Never-married, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Local-gov, Assoc-voc, Never-married, Prof-specialty, Other-relative, White, Male,0,0,50, United-States, <=50K
50, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,35, United-States, >50K
31, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Scotland, >50K
44, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
26, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,38, United-States, <=50K
40, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
35, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, England, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, <=50K
24, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,38, United-States, <=50K
40, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,54, United-States, >50K
54, Private, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,0,0,30, England, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,15, Ireland, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,35, Portugal, <=50K
25, Federal-gov, HS-grad, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2203,40, United-States, >50K
41, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3103,0,70, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,20, Guatemala, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
49, State-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
64, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, El-Salvador, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Philippines, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,38, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
