35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
34, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,40, Laos, <=50K
36, Private, Masters, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,14, Peru, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Philippines, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
51, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, El-Salvador, >50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Portugal, <=50K
23, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,45, Taiwan, <=50K
49, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,14083,0,65, Poland, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,1740,0,40, Hungary, >50K
47, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,30, Hong, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, India, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,80, United-States, >50K
43, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,7298,0,35, Thailand, >50K
64, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Haiti, <=50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Portugal, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, India, <=50K
55, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,45, South, >50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Iran, <=50K
42, Local-gov, Bachelors, Separated, Farming-fishing, Husband, Black, Male,0,0,40, Ecuador, <=50K
58, Private, Masters, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,20, Poland, <=50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,15024,0,60, Mexico, >50K
44, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,42, England, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, Trinadad&Tobago, <=50K
29, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,3389,0,40, Columbia, <=50K
50, Private, HS-grad, Divorced, Sales, Not-in-family, Black, Female,0,0,50, Poland, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Mexico, <=50K
46, Self-emp-inc, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,54, Honduras, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
51, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,99, Laos, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Hungary, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Vietnam, <=50K
61, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Laos, >50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, Poland, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,40, Hong, <=50K
63, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
33, Private, 5th-6th, Separated, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
52, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,20, Hungary, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,50, Cuba, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Greece, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,30, Mexico, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Scotland, <=50K
39, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Ecuador, >50K
47, Self-emp-not-inc, Masters, Separated, Transport-moving, Husband, White, Male,0,0,45, Hong, >50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Poland, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Cuba, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,32, Hong, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
25, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
28, Private, Masters, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Philippines, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Vietnam, >50K
43, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Trinadad&Tobago, <=50K
38, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,65, Hungary, <=50K
68, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,25616,0,47, Cuba, >50K
56, State-gov, HS-grad, Separated, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,45, El-Salvador, <=50K
23, Private, Assoc-voc, Never-married, Sales, Unmarried, Other, Female,0,0,40, Guatemala, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
23, State-gov, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
42, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Haiti, >50K
23, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,25, El-Salvador, <=50K
42, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, >50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Thailand, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,61, Cuba, <=50K
50, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,50, Columbia, >50K
24, Private, Masters, Divorced, Sales, Not-in-family, Black, Male,0,1745,45, Japan, <=50K
31, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Haiti, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
47, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
43, Self-emp-not-inc, Masters, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,35, Italy, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Japan, >50K
41, Private, 12th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,8, Ireland, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, Thailand, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Taiwan, <=50K
47, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
40, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
52, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, Vietnam, >50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,40, Cambodia, <=50K
76, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,30, Cuba, <=50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,5178,0,44, India, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,7687,0,40, Hungary, >50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,30, Hungary, <=50K
28, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,38, Ireland, <=50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Laos, >50K
40, Private, Some-college, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,54, Trinadad&Tobago, >50K
25, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Greece, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,54, Cuba, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,44, Hungary, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,45, Guatemala, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,10, Scotland, <=50K
70, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,32, El-Salvador, <=50K
55, Private, Masters, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,869,0,50, France, <=50K
39, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, Haiti, <=50K
33, Federal-gov, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,45, Cambodia, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,49, Cambodia, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, Ecuador, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, El-Salvador, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Japan, <=50K
75, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,20001,0,36, Iran, >50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Hong, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
51, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,45, Dominican-Republic, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Jamaica, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,48, Peru, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,40, Haiti, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Poland, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,53, Cambodia, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Outlying-US(Guam-USVI-etc), <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,30, Germany, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Guatemala, >50K
69, State-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,19984,0,45, France, >50K
41, Self-emp-not-inc, Bachelors, Separated, Farming-fishing, Husband, White, Female,0,0,55, Greece, >50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,28, Columbia, <=50K
31, State-gov, HS-grad, Divorced, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Cuba, <=50K
41, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
19, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,60, Italy, >50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
53, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, South, >50K
50, Private, Masters, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
60, Private, Some-college, Divorced, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
37, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, South, >50K
61, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,35, Canada, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,15, Cambodia, <=50K
26, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,36, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, El-Salvador, >50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, Canada, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Japan, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, England, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,45, Vietnam, <=50K
54, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, >50K
33, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, England, <=50K
45, Private, Bachelors, Separated, Prof-specialty, Other-relative, Other, Male,0,1902,35, Ecuador, <=50K
26, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, Other, Female,1393,0,40, Iran, <=50K
24, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,36, El-Salvador, <=50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,50, Peru, >50K
21, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,48, Greece, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, <=50K
32, State-gov, 10th, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,1747,40, Canada, <=50K
54, Self-emp-not-inc, Assoc-acdm, Separated, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
32, Private, Some-college, Never-married, Sales, Other-relative, Amer-Indian-Eskimo, Male,0,1630,36, Vietnam, <=50K
33, Private, Some-college, Never-married, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cuba, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
23, Private, Some-college, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,20, Trinadad&Tobago, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
38, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
28, Private, 10th, Divorced, Tech-support, Not-in-family, Black, Female,0,0,40, Greece, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, >50K
51, Private, Bachelors, Never-married, Adm-clerical, Wife, Other, Male,0,0,40, India, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1880,45, Portugal, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,25, Yugoslavia, <=50K
23, Private, Some-college, Separated, Prof-specialty, Own-child, Black, Male,0,0,32, Canada, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
31, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
52, Federal-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,45, Outlying-US(Guam-USVI-etc), >50K
28, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Ireland, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Columbia, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,24, Jamaica, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Nicaragua, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Puerto-Rico, <=50K
51, Private, Some-college, Separated, Sales, Wife, White, Male,0,1740,40, China, <=50K
17, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,12, South, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,4386,0,40, China, <=50K
68, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,3966,0,20, Outlying-US(Guam-USVI-etc), <=50K
48, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,35, Laos, <=50K
47, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,73, Japan, >50K
37, State-gov, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Female,0,0,30, Columbia, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Other, Male,7687,0,40, Cambodia, >50K
49, State-gov, Some-college, Separated, Other-service, Unmarried, Other, Male,0,0,35, Philippines, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,43, Thailand, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7298,0,50, Ecuador, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,24, Haiti, <=50K
25, Private, 11th, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Japan, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,7687,0,40, Japan, <=50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hungary, >50K
26, Private, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Japan, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5178,0,40, Jamaica, >50K
40, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1977,40, South, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, South, >50K
38, Private, Bachelors, Separated, Sales, Husband, White, Male,0,0,73, Scotland, <=50K
29, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
54, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, South, <=50K
21, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,20, Cambodia, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,54, Haiti, >50K
17, Private, 12th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,8, Peru, <=50K
26, State-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,8, Puerto-Rico, <=50K
34, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Laos, <=50K
33, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,2935,0,42, Scotland, >50K
41, Private, Bachelors, Divorced, Sales, Own-child, Black, Female,0,0,40, India, <=50K
20, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,27, Cuba, <=50K
69, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,20, India, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,20, Poland, <=50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,2678,0,50, Mexico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Female,0,0,6, Canada, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,30, England, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,54, England, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,30, Vietnam, <=50K
37, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Yugoslavia, >50K
40, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,16, Laos, <=50K
24, Private, Prof-school, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Germany, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Thailand, >50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,35, Cuba, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,35, Cambodia, <=50K
55, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Greece, >50K
42, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1915,70, China, >50K
47, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,48, India, <=50K
32, Local-gov, Masters, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Male,0,0,40, El-Salvador, <=50K
32, Private, 10th, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
