19, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Not-in-family, White, Male,7298,0,50, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,15, Taiwan, <=50K
38, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, Black, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, <=50K
21, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, 10th, Never-married, Tech-support, Own-child, White, Male,0,0,40, Thailand, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,8, United-States, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Sales, Husband, White, Female,0,0,65, United-States, <=50K
22, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
28, Private, Some-college, Divorced, Protective-serv, Other-relative, Black, Male,0,0,24, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,27, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Separated, Craft-repair, Husband, White, Male,7298,0,50, United-States, <=50K
51, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,40, Columbia, <=50K
19, Private, 10th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,33, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,15024,0,50, United-States, <=50K
74, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
21, Private, Some-college, Separated, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Masters, Married-spouse-absent, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
33, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Sales, Wife, White, Female,0,0,20, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,60, Cuba, >50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,40, China, <=50K
57, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,1915,13, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,32, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
55, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,36, Cuba, >50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1986,40, United-States, >50K
47, Private, Assoc-acdm, Divorced, Handlers-cleaners, Husband, White, Male,0,1902,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Self-emp-inc, Some-college, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,1985,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,35, Cuba, <=50K
43, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
27, State-gov, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
71, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
67, Self-emp-inc, Bachelors, Widowed, Exec-managerial, Husband, White, Female,0,2426,40, United-States, >50K
41, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, >50K
37, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, 9th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,24, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,32, United-States, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,14652,0,40, United-States, >50K
54, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,36, Iran, <=50K
60, Private, Doctorate, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Canada, <=50K
42, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1669,74, United-States, <=50K
24, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, >50K
23, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,60, Mexico, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,53, United-States, <=50K
35, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
45, Private, Masters, Divorced, Craft-repair, Not-in-family, White, Male,10183,0,50, United-States, <=50K
17, Private, 11th, Never-married, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Transport-moving, Husband, White, Male,0,0,36, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
41, State-gov, Assoc-acdm, Married-spouse-absent, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
32, Private, 7th-8th, Never-married, Exec-managerial, Own-child, White, Male,0,0,47, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,27, United-States, <=50K
34, State-gov, 10th, Divorced, Adm-clerical, Wife, Black, Female,0,0,26, Italy, <=50K
24, Private, 5th-6th, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Iran, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Separated, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
71, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,15024,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,45, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
62, Self-emp-inc, Bachelors, Widowed, Adm-clerical, Husband, White, Male,0,0,43, United-States, <=50K
32, Local-gov, Preschool, Separated, Prof-specialty, Husband, White, Male,0,0,54, Mexico, >50K
29, Private, HS-grad, Separated, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,24, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Mexico, <=50K
53, Federal-gov, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
20, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
50, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,36, Mexico, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1886,15, United-States, <=50K
36, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,32, Jamaica, <=50K
18, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
42, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Philippines, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Male,3925,0,48, Germany, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Female,9259,0,45, United-States, >50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,35, United-States, <=50K
38, Private, 11th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-spouse-absent, Other-service, Husband, White, Female,0,0,24, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, United-States, <=50K
44, Local-gov, HS-grad, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, United-States, >50K
77, Private, Assoc-voc, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, 9th, Separated, Sales, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
60, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, 10th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, >50K
24, Private, Doctorate, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,70, United-States, >50K
58, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,7298,0,30, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Never-married, Farming-fishing, Unmarried, White, Male,0,0,60, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Mexico, >50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
38, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,45, United-States, <=50K
20, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,5013,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,48, United-States, <=50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3103,0,50, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Greece, <=50K
25, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Widowed, Transport-moving, Husband, White, Male,0,0,30, United-States, <=50K
59, Private, Doctorate, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,33, Puerto-Rico, <=50K
53, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, 10th, Never-married, Adm-clerical, Wife, White, Female,0,0,35, United-States, >50K
50, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
37, Federal-gov, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,22, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
61, Private, 9th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,54, United-States, <=50K
38, Federal-gov, Bachelors, Divorced, Transport-moving, Unmarried, White, Male,0,0,50, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
39, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, Some-college, Married-spouse-absent, Exec-managerial, Husband, Other, Male,0,1739,60, United-States, >50K
48, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,1977,35, Philippines, >50K
37, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,1902,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Private, 10th, Separated, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,32, United-States, <=50K
32, Self-emp-inc, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,37, United-States, >50K
51, State-gov, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
47, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
18, Private, 10th, Never-married, Protective-serv, Other-relative, White, Female,0,0,18, United-States, <=50K
35, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, United-States, <=50K
23, State-gov, 10th, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Male,0,0,32, United-States, <=50K
44, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,40, United-States, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
54, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,12, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Masters, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
41, Private, Assoc-voc, Divorced, Sales, Not-in-family, White, Male,0,0,50, Columbia, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Farming-fishing, Husband, Black, Male,0,0,50, United-States, >50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,24, United-States, <=50K
43, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,30, Columbia, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,8, United-States, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,20, Mexico, <=50K
60, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1977,45, United-States, >50K
44, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
51, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, 12th, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,24, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,3906,0,40, United-States, <=50K
52, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,7687,0,45, United-States, >50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,80, United-States, >50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
34, Private, Bachelors, Divorced, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
43, Federal-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,79, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Widowed, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
52, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
46, Private, HS-grad, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,1902,40, United-States, >50K
44, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, >50K
28, State-gov, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Mexico, <=50K
49, Self-emp-not-inc, 12th, Never-married, Craft-repair, Wife, White, Female,0,0,20, United-States, <=50K
50, Private, Masters, Never-married, Sales, Husband, White, Male,0,0,66, United-States, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Prof-school, Never-married, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
