62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Cuba, >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Ecuador, <=50K
34, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1902,40, Poland, <=50K
21, Private, Some-college, Never-married, Protective-serv, Own-child, Other, Male,0,0,20, Canada, <=50K
39, Private, Doctorate, Married-civ-spouse, Exec-managerial, Unmarried, Other, Female,0,0,35, Haiti, <=50K
32, Private, Some-college, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,60, China, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
23, Local-gov, Some-college, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,36, Cambodia, >50K
32, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Canada, >50K
51, Private, 11th, Divorced, Exec-managerial, Husband, Other, Female,0,0,40, France, <=50K
21, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Puerto-Rico, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,25, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
39, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
34, Private, Some-college, Divorced, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,65, Ireland, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, Jamaica, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Portugal, <=50K
56, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,15024,0,4, China, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,30, Columbia, >50K
43, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,50, Japan, <=50K
35, Private, 5th-6th, Never-married, Other-service, Own-child, Black, Male,0,0,40, Portugal, >50K
47, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, Guatemala, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,20, Portugal, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Haiti, <=50K
41, Private, HS-grad, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,5178,0,70, India, >50K
35, Local-gov, HS-grad, Never-married, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
83, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,1, Yugoslavia, <=50K
39, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,30, Greece, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,27, Germany, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,80, Peru, <=50K
23, Private, 10th, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,30, Dominican-Republic, <=50K
30, Private, Some-college, Divorced, Sales, Husband, White, Male,0,1902,50, Guatemala, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
27, Private, Bachelors, Married-spouse-absent, Craft-repair, Own-child, Black, Female,0,0,40, Cambodia, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,40, Scotland, >50K
53, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,45, Nicaragua, <=50K
63, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Other, Female,0,0,40, Philippines, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,45, Ireland, >50K
36, State-gov, 7th-8th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Scotland, <=50K
42, State-gov, Some-college, Divorced, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
32, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,50, Taiwan, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,50, Trinadad&Tobago, >50K
29, Private, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Nicaragua, <=50K
46, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
40, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, China, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, Other, Female,0,0,45, Hong, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,38, South, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Greece, <=50K
52, Private, Masters, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,15024,0,25, El-Salvador, <=50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Cambodia, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, >50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, Ireland, <=50K
24, Private, Some-college, Separated, Other-service, Own-child, Other, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
85, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,20, Cuba, <=50K
27, Private, Prof-school, Never-married, Sales, Husband, White, Female,0,0,50, Haiti, >50K
43, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,35, Nicaragua, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
54, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), >50K
36, Private, HS-grad, Widowed, Transport-moving, Unmarried, White, Male,0,0,60, Canada, <=50K
42, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Husband, Other, Male,0,0,40, Cuba, <=50K
37, Private, Assoc-voc, Never-married, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
35, Private, 11th, Never-married, Sales, Husband, Black, Female,0,0,40, Cuba, <=50K
48, Self-emp-not-inc, Masters, Widowed, Other-service, Unmarried, Black, Female,0,0,40, South, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,45, Canada, >50K
64, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,15, India, <=50K
49, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cuba, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Male,7298,0,40, France, >50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Canada, >50K
65, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,15, Puerto-Rico, <=50K
50, Local-gov, HS-grad, Separated, Adm-clerical, Husband, Other, Female,0,0,40, Honduras, <=50K
45, Local-gov, Bachelors, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,25, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, Peru, <=50K
54, Self-emp-not-inc, Bachelors, Widowed, Craft-repair, Not-in-family, Other, Female,0,0,35, India, <=50K
27, Self-emp-inc, Some-college, Separated, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,6156,0,40, Poland, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,37, Mexico, >50K
19, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Ecuador, <=50K
21, Self-emp-not-inc, HS-grad, Never-married, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,60, Iran, >50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,60, Vietnam, >50K
52, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,40, Guatemala, <=50K
31, Private, Prof-school, Never-married, Sales, Unmarried, Other, Male,0,0,40, Scotland, <=50K
27, Federal-gov, HS-grad, Never-married, Transport-moving, Own-child, Other, Female,0,0,45, Japan, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,65, France, <=50K
49, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,60, Taiwan, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,54, El-Salvador, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,35, Honduras, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, China, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,54, Poland, >50K
54, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Other, Male,0,0,50, Greece, >50K
28, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, HS-grad, Never-married, Other-service, Husband, Other, Male,0,0,47, Cambodia, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Hong, <=50K
44, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Columbia, >50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,20, Nicaragua, <=50K
20, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Black, Male,0,0,35, England, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,40, Honduras, >50K
38, Private, 10th, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, Hong, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Cambodia, >50K
42, Private, Bachelors, Divorced, Craft-repair, Husband, Other, Female,0,0,45, China, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Germany, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, South, <=50K
58, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Trinadad&Tobago, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, >50K
38, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, China, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,15, Thailand, <=50K
46, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,40, South, >50K
40, Private, Masters, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, Guatemala, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Ecuador, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, Germany, <=50K
39, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Unmarried, Black, Male,0,0,40, Ireland, <=50K
63, Private, HS-grad, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Italy, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, Ireland, >50K
39, Private, 9th, Married-civ-spouse, Sales, Unmarried, Black, Female,0,0,35, Hungary, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
59, Private, 1st-4th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, Greece, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,19, Columbia, <=50K
64, Self-emp-inc, HS-grad, Widowed, Prof-specialty, Wife, Black, Female,0,0,40, Poland, <=50K
74, Private, Prof-school, Widowed, Prof-specialty, Wife, Black, Male,0,0,13, Trinadad&Tobago, <=50K
21, Local-gov, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,25, Iran, <=50K
62, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, >50K
46, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,50, United-States, >50K
44, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
18, Private, 11th, Never-married, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Female,4093,0,34, Honduras, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Peru, <=50K
23, Private, HS-grad, Married-civ-spouse, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,25, Cambodia, <=50K
19, Federal-gov, Some-college, Never-married, Craft-repair, Unmarried, Other, Female,0,0,10, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Guatemala, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
48, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Cuba, >50K
41, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,60, Iran, >50K
29, Private, HS-grad, Divorced, Other-service, Husband, Black, Female,0,0,35, Portugal, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,3, Guatemala, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,45, Yugoslavia, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,35, Thailand, <=50K
51, Private, 9th, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,6, Ireland, <=50K
34, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,20, Dominican-Republic, <=50K
38, State-gov, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,35, Jamaica, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Cuba, <=50K
61, Private, Prof-school, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,20, Jamaica, >50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Thailand, <=50K
41, Private, HS-grad, Never-married, Sales, Unmarried, Other, Female,0,0,37, Iran, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Scotland, >50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Germany, <=50K
64, Private, Masters, Married-civ-spouse, Transport-moving, Unmarried, Black, Female,0,0,40, Laos, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Yugoslavia, >50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
44, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,50, Poland, >50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Hong, <=50K
66, Self-emp-not-inc, Some-college, Widowed, Craft-repair, Husband, Black, Female,0,0,40, Columbia, >50K
43, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1918,63, Ecuador, >50K
40, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,16769,0,40, Poland, >50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Peru, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,75, Trinadad&Tobago, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Haiti, <=50K
30, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
31, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Female,0,1856,17, Nicaragua, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Separated, Craft-repair, Husband, Other, Male,0,0,40, Honduras, >50K
47, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
51, State-gov, 10th, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
22, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,0,40, El-Salvador, <=50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, >50K
53, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, <=50K
31, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,25, India, <=50K
32, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
23, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,35, El-Salvador, <=50K
59, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,35, England, <=50K
26, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,40, South, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,35, Mexico, <=50K
45, Local-gov, Assoc-voc, Divorced, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
22, State-gov, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, Puerto-Rico, <=50K
53, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
53, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,20442,0,50, Hungary, >50K
53, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,70, India, >50K
46, Private, HS-grad, Divorced, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Iran, >50K
45, Self-emp-not-inc, HS-grad, Widowed, Machine-op-inspct, Husband, Black, Male,0,0,47, Cambodia, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,15024,0,48, Hong, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,15466,0,40, Taiwan, >50K
52, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
49, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Italy, >50K
41, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Cambodia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,12, Laos, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Nicaragua, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
56, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,63, Canada, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, Greece, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Hungary, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, Poland, <=50K
46, Private, 9th, Married-spouse-absent, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,65, Peru, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Yugoslavia, >50K
35, Local-gov, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,0,40, Philippines, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Female,0,0,40, France, <=50K
33, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, >50K
22, Private, Bachelors, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Puerto-Rico, <=50K
38, Private, Some-college, Never-married, Tech-support, Husband, Black, Female,0,0,45, Guatemala, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,20, Mexico, <=50K
39, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
44, Private, HS-grad, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
19, Private, Masters, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,30, Philippines, <=50K
40, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Japan, <=50K
52, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,30, Canada, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,8006,0,42, Italy, <=50K
22, Local-gov, Bachelors, Never-married, Sales, Own-child, Other, Female,0,0,30, Puerto-Rico, <=50K
26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Italy, <=50K
38, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, Canada, >50K
27, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
37, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,19957,0,50, Scotland, >50K
28, Private, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
17, Local-gov, 11th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,20, Hungary, <=50K
30, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,30, Canada, <=50K
20, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Haiti, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,10, Greece, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, Germany, <=50K
44, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, Nicaragua, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Nicaragua, <=50K
54, Private, 7th-8th, Divorced, Exec-managerial, Husband, Other, Male,0,0,40, Canada, <=50K
31, Private, 7th-8th, Never-married, Sales, Own-child, Other, Male,0,0,50, Puerto-Rico, <=50K
58, Local-gov, Masters, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, Cuba, >50K
26, Private, Masters, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
