21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,30, Hungary, <=50K
22, Private, Some-college, Divorced, Handlers-cleaners, Wife, White, Male,0,0,35, United-States, <=50K
42, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, England, <=50K
40, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Widowed, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
42, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
27, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Laos, <=50K
29, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,3049,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1762,50, United-States, >50K
29, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,72, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Japan, <=50K
51, Federal-gov, 7th-8th, Never-married, Armed-Forces, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
26, Federal-gov, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
34, Private, Masters, Never-married, Farming-fishing, Not-in-family, White, Female,4386,0,60, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
35, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, White, Female,0,0,35, United-States, <=50K
35, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
40, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
58, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
27, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
25, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Holand-Netherlands, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, El-Salvador, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
41, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Italy, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Yugoslavia, <=50K
55, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,36, United-States, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
44, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Haiti, >50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
55, Private, 10th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-inc, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,50, Germany, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-spouse-absent, Transport-moving, Not-in-family, White, Male,0,0,40, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,36, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,27, United-States, <=50K
24, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
46, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
48, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
49, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,60, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, India, <=50K
44, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,1974,50, United-States, >50K
58, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,1595,20, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
69, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
36, Private, 9th, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,30, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Female,0,0,60, United-States, <=50K
24, Self-emp-inc, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Never-married, Transport-moving, Unmarried, Black, Female,0,0,35, Cuba, <=50K
48, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
44, Private, Some-college, Never-married, Farming-fishing, Unmarried, White, Male,0,0,40, Iran, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Yugoslavia, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,22, Philippines, >50K
23, Private, 10th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
20, Local-gov, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,3394,0,40, Greece, <=50K
42, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Other-relative, White, Male,0,0,50, United-States, <=50K
23, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Doctorate, Never-married, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
25, Federal-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Ecuador, <=50K
38, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,32, United-States, <=50K
33, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
35, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Germany, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, Thailand, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,50, Mexico, >50K
32, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,15, United-States, <=50K
33, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Cuba, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, France, <=50K
27, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
28, Local-gov, 10th, Married-civ-spouse, Sales, Husband, White, Male,3003,0,50, United-States, >50K
67, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,70, United-States, >50K
26, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,3133,0,40, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, 10th, Never-married, Exec-managerial, Husband, White, Male,0,0,54, China, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Divorced, Farming-fishing, Own-child, White, Male,0,0,50, Scotland, <=50K
61, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, Preschool, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,50, Mexico, >50K
73, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
67, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Ireland, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Thailand, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Male,8416,0,71, United-States, >50K
73, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Hungary, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,7687,0,45, United-States, >50K
19, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
56, Self-emp-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
44, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,36, United-States, <=50K
88, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Cuba, <=50K
40, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,60, Philippines, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ireland, >50K
28, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
49, Private, Masters, Widowed, Other-service, Not-in-family, White, Male,0,2303,40, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1403,45, Vietnam, <=50K
40, State-gov, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,6581,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, Masters, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
21, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, United-States, <=50K
44, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1887,40, United-States, >50K
19, Federal-gov, 12th, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, France, <=50K
29, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, Black, Male,0,0,32, United-States, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,36, Italy, >50K
58, Local-gov, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,10520,0,40, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,32, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,70, Mexico, <=50K
38, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,40, England, >50K
23, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,50, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,49, Iran, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, El-Salvador, <=50K
23, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 7th-8th, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,3111,0,40, El-Salvador, >50K
33, Private, HS-grad, Never-married, Sales, Own-child, White, Female,2133,0,20, United-States, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Italy, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,15024,0,50, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,1575,0,20, United-States, <=50K
33, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, Scotland, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,55, Nicaragua, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,33, Cambodia, <=50K
28, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,27, Peru, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
43, Private, Masters, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
67, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,7298,0,35, United-States, >50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Mexico, >50K
48, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
44, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Hungary, >50K
40, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,35, Hong, <=50K
34, Federal-gov, Bachelors, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, Vietnam, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Doctorate, Never-married, Other-service, Own-child, White, Female,0,0,55, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
48, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,3464,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Ecuador, <=50K
52, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,56, United-States, <=50K
26, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Male,0,0,35, Haiti, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, >50K
31, Federal-gov, Masters, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1623,60, England, <=50K
37, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
53, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Divorced, Sales, Unmarried, White, Female,0,0,35, France, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
42, Private, Masters, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
64, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,8419,0,45, Scotland, >50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Holand-Netherlands, >50K
23, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
60, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Laos, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,20, Guatemala, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1847,40, United-States, >50K
30, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,36, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,55, United-States, <=50K
33, Private, Some-college, Never-married, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
50, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,45, United-States, >50K
58, Private, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Ecuador, <=50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
43, Private, HS-grad, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,58, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,20, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, >50K
27, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
47, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
54, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Laos, >50K
35, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,50, Thailand, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hungary, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1902,40, United-States, >50K
62, Private, Doctorate, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,46, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Mexico, >50K
