21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,25, Greece, <=50K
59, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
22, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, El-Salvador, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, <=50K
43, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, White, Female,0,0,70, United-States, <=50K
53, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Guatemala, >50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
21, State-gov, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,48, United-States, <=50K
60, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,30, Laos, <=50K
34, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
56, Private, Some-college, Separated, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
45, Private, Preschool, Separated, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, India, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,36, United-States, >50K
57, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Male,0,0,40, Thailand, <=50K
77, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, Other, Male,0,0,20, United-States, <=50K
32, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,50, Taiwan, <=50K
48, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,30, United-States, >50K
18, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, Poland, <=50K
44, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Federal-gov, Prof-school, Never-married, Other-service, Own-child, White, Male,0,0,15, India, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,50, Ecuador, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, Mexico, <=50K
45, Private, Bachelors, Divorced, Other-service, Own-child, Black, Female,0,0,25, Japan, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
46, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, South, >50K
53, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, >50K
40, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
34, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,75, Yugoslavia, >50K
70, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,2294,45, Peru, >50K
61, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
21, Self-emp-not-inc, 7th-8th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, >50K
53, Self-emp-inc, 5th-6th, Married-civ-spouse, Priv-house-serv, Wife, Amer-Indian-Eskimo, Female,0,0,1, Cuba, <=50K
53, Private, Bachelors, Separated, Exec-managerial, Unmarried, White, Male,0,0,60, Holand-Netherlands, <=50K
43, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
51, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,54, Vietnam, >50K
26, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Own-child, White, Male,0,2004,40, United-States, <=50K
45, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,45, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Cuba, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
49, Private, 12th, Divorced, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
44, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,60, United-States, <=50K
74, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Male,0,0,30, Holand-Netherlands, <=50K
37, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,2011,40, Jamaica, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
26, Private, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, 10th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, El-Salvador, >50K
47, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Laos, >50K
27, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,45, Dominican-Republic, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, Poland, >50K
37, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
29, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,54, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,60, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
30, Without-pay, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
58, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
38, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,54, England, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,35, Ireland, <=50K
34, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
30, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, Poland, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, State-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,3124,0,45, France, <=50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,2986,0,40, United-States, >50K
33, Federal-gov, Masters, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
34, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,5383,0,50, Peru, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Japan, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Ecuador, >50K
43, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Thailand, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
48, Self-emp-inc, 10th, Separated, Prof-specialty, Husband, White, Female,0,0,40, Jamaica, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, Bachelors, Separated, Craft-repair, Own-child, White, Male,0,0,60, Peru, <=50K
21, Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, Greece, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
53, Local-gov, HS-grad, Widowed, Transport-moving, Not-in-family, White, Male,0,0,40, China, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, Iran, >50K
32, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
51, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1975,50, United-States, >50K
28, Private, Some-college, Divorced, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,4650,0,40, Iran, <=50K
27, Private, 5th-6th, Divorced, Other-service, Wife, White, Female,0,0,17, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Sales, Husband, White, Female,0,0,50, Holand-Netherlands, <=50K
40, Private, HS-grad, Widowed, Sales, Husband, Asian-Pac-Islander, Male,0,0,69, Philippines, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,30, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Canada, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
47, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
21, Self-emp-not-inc, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,1599,40, United-States, >50K
40, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
22, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,50, Jamaica, <=50K
36, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, Holand-Netherlands, >50K
36, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,30, United-States, >50K
54, Private, 9th, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, <=50K
46, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3103,0,38, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Ecuador, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
43, Self-emp-not-inc, HS-grad, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,38, Thailand, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Italy, >50K
37, State-gov, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
44, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,1415,0,50, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,60, Nicaragua, <=50K
23, Local-gov, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, China, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, El-Salvador, >50K
63, Federal-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
28, Federal-gov, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,70, United-States, <=50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
50, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,2501,40, Puerto-Rico, >50K
51, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1878,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
56, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,2254,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, 1st-4th, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, India, <=50K
46, Federal-gov, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Ireland, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,60, Honduras, <=50K
45, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Taiwan, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Ecuador, <=50K
21, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,7687,0,48, United-States, >50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Taiwan, <=50K
37, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,99999,0,32, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Jamaica, <=50K
66, Self-emp-not-inc, Assoc-voc, Divorced, Exec-managerial, Husband, White, Female,0,0,45, United-States, <=50K
40, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,25, El-Salvador, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,5131,0,50, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,8, Columbia, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
35, State-gov, 9th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Canada, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,45, Trinadad&Tobago, <=50K
58, Private, Bachelors, Separated, Adm-clerical, Husband, White, Female,0,0,55, United-States, <=50K
27, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Female,0,0,45, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,50, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, England, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Columbia, <=50K
59, Private, Assoc-acdm, Separated, Farming-fishing, Unmarried, Black, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,2039,0,50, India, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Mexico, <=50K
43, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, France, <=50K
54, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
44, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
25, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,99, United-States, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
53, State-gov, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, Scotland, <=50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Poland, <=50K
41, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
29, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, Ireland, <=50K
29, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
52, Self-emp-inc, Doctorate, Separated, Other-service, Unmarried, Black, Male,0,0,40, Mexico, <=50K
44, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
30, Private, 7th-8th, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, England, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,1472,40, Canada, >50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,55, Honduras, <=50K
38, Private, Doctorate, Divorced, Prof-specialty, Unmarried, Black, Male,0,2250,45, United-States, <=50K
36, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, South, <=50K
20, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,6659,0,40, Trinadad&Tobago, <=50K
34, Self-emp-not-inc, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,50, United-States, >50K
34, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,50, United-States, <=50K
61, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Portugal, >50K
22, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Mexico, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
22, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,3444,0,60, United-States, >50K
23, Private, 5th-6th, Never-married, Sales, Not-in-family, White, Female,0,0,48, Nicaragua, <=50K
62, Federal-gov, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,43, United-States, >50K
71, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,38, Poland, <=50K
22, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
43, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, South, >50K
22, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,60, United-States, <=50K
66, Self-emp-inc, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Wife, White, Female,0,0,40, Italy, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,1729,24, United-States, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Italy, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,38, United-States, <=50K
22, Private, 9th, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, El-Salvador, >50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, China, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Male,15024,0,43, Nicaragua, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
48, Self-emp-inc, 9th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
29, Private, Some-college, Never-married, Farming-fishing, Own-child, Black, Male,0,0,40, United-States, <=50K
