19, Private, Masters, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,20, Dominican-Republic, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, France, <=50K
52, Private, Masters, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Peru, <=50K
48, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, China, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,25, Hong, <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,16, Hong, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,54, United-States, >50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,48, Haiti, >50K
39, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Guatemala, <=50K
61, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,40, Laos, >50K
26, Private, Masters, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,25, Vietnam, <=50K
37, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
31, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,40, France, <=50K
54, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,1700,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, India, >50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, South, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, Hong, <=50K
26, Private, Prof-school, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
27, Private, 9th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Italy, <=50K
42, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Philippines, <=50K
44, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
59, State-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, Other, Female,0,0,25, United-States, >50K
45, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1977,40, Hong, >50K
59, Local-gov, 5th-6th, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,48, South, >50K
62, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,83, United-States, <=50K
65, Private, Some-college, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,16, England, <=50K
30, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, Italy, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,32, El-Salvador, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, South, >50K
20, Self-emp-inc, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, England, <=50K
23, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, >50K
66, Private, Bachelors, Widowed, Other-service, Not-in-family, Black, Male,0,0,16, Laos, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
43, Local-gov, Some-college, Married-spouse-absent, Tech-support, Other-relative, Amer-Indian-Eskimo, Female,7687,0,40, Jamaica, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,16, Puerto-Rico, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Nicaragua, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,50, Germany, >50K
76, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,25, Canada, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Hong, >50K
58, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, <=50K
25, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,30, Philippines, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,50, Jamaica, <=50K
60, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,40, Hong, <=50K
68, Self-emp-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Female,15024,0,40, El-Salvador, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,10, Iran, <=50K
47, Private, 10th, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, Taiwan, >50K
49, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,48, Greece, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, Peru, <=50K
50, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Male,0,1626,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Guatemala, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Wife, Other, Male,0,0,34, Jamaica, <=50K
23, Federal-gov, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,16, Cambodia, <=50K
41, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,45, Yugoslavia, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Peru, <=50K
44, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Japan, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, South, <=50K
39, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,40, Nicaragua, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, >50K
46, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,2408,32, Peru, >50K
43, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
39, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Wife, Other, Female,0,0,40, China, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, Nicaragua, <=50K
45, Local-gov, Bachelors, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
25, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,50, Cambodia, <=50K
68, Local-gov, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,16, South, <=50K
43, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Poland, <=50K
36, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,35, Hong, >50K
21, Local-gov, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Trinadad&Tobago, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,25, United-States, <=50K
33, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, State-gov, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
20, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,16, Scotland, <=50K
30, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
20, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, India, <=50K
36, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Portugal, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, Dominican-Republic, <=50K
62, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,2550,0,40, Cambodia, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,17, Mexico, <=50K
57, Local-gov, Masters, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, <=50K
53, Private, 9th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
26, Private, Masters, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, Philippines, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,48, Jamaica, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Taiwan, <=50K
50, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, Poland, <=50K
25, Private, 11th, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Trinadad&Tobago, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Cuba, <=50K
44, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, England, <=50K
26, Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,40, Ecuador, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Female,0,0,48, China, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Thailand, <=50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Tech-support, Not-in-family, Black, Male,0,0,60, Mexico, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, Peru, <=50K
30, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Germany, >50K
28, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,44, Ireland, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Vietnam, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,40, Taiwan, <=50K
21, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Mexico, >50K
39, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
23, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Honduras, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Tech-support, Not-in-family, Other, Female,0,0,40, Poland, >50K
28, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,40, Thailand, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
19, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Portugal, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
59, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Vietnam, >50K
38, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, Bachelors, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,40, Philippines, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Philippines, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Canada, >50K
38, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Laos, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,12, Philippines, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, Japan, <=50K
59, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Poland, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Hungary, >50K
22, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Trinadad&Tobago, <=50K
29, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Male,0,0,8, India, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Hungary, >50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, South, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,1977,48, United-States, >50K
30, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Italy, >50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,40, Hong, >50K
49, Private, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,16, Trinadad&Tobago, >50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,12983,0,70, Philippines, >50K
35, Local-gov, HS-grad, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,1986,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, El-Salvador, <=50K
26, Private, Bachelors, Never-married, Sales, Own-child, Other, Male,0,0,40, Mexico, <=50K
52, Private, Some-college, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,47, Ireland, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Nicaragua, <=50K
23, Private, Doctorate, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
59, Self-emp-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,99, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,11, Peru, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,4, India, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,27, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Germany, >50K
49, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,40, Portugal, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,2199,0,45, Jamaica, <=50K
39, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
20, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
42, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,40, Greece, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,5, El-Salvador, >50K
62, Self-emp-inc, HS-grad, Married-spouse-absent, Transport-moving, Husband, Other, Female,0,0,40, Cambodia, <=50K
40, Local-gov, Assoc-voc, Divorced, Other-service, Unmarried, Other, Male,0,0,25, Japan, <=50K
58, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,16, Trinadad&Tobago, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1886,40, United-States, >50K
28, Self-emp-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
61, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1865,32, Puerto-Rico, <=50K
35, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Italy, >50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
37, State-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Cambodia, <=50K
35, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,48, United-States, <=50K
24, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,99, Japan, <=50K
23, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,1902,40, Cuba, <=50K
22, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, India, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Private, 7th-8th, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Greece, >50K
42, Private, HS-grad, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
19, Private, Assoc-voc, Never-married, Tech-support, Unmarried, Black, Female,0,0,25, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,20, Cambodia, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, Yugoslavia, <=50K
38, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,45, Dominican-Republic, <=50K
18, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,10, El-Salvador, <=50K
21, Private, Some-college, Never-married, Tech-support, Own-child, Other, Female,0,0,12, Dominican-Republic, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,48, Mexico, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Jamaica, >50K
29, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,25, Scotland, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,20, Germany, >50K
17, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,13, India, <=50K
46, Federal-gov, Assoc-voc, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Ecuador, <=50K
58, Private, Some-college, Separated, Craft-repair, Wife, White, Male,0,0,40, Philippines, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
42, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,54, Cambodia, >50K
23, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, Honduras, <=50K
52, Local-gov, 10th, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Columbia, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, El-Salvador, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,25, Honduras, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,1886,25, Jamaica, <=50K
24, Private, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,0,0,16, Cuba, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1886,40, Trinadad&Tobago, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,48, Ireland, >50K
36, Private, Bachelors, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,666,0,25, Philippines, <=50K
21, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Portugal, <=50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,48, Yugoslavia, >50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, Scotland, >50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Peru, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Philippines, >50K
31, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
20, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Female,0,1740,14, Philippines, <=50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
31, State-gov, HS-grad, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Male,0,0,30, Ireland, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,955,0,40, United-States, >50K
40, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,54, Peru, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Taiwan, <=50K
41, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
28, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Other-relative, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
22, Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,35, Trinadad&Tobago, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Vietnam, <=50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1979,40, Puerto-Rico, >50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,48, Hungary, >50K
68, Private, Masters, Widowed, Sales, Not-in-family, Black, Male,7687,0,45, Nicaragua, >50K
34, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,62, United-States, <=50K
28, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,47, Trinadad&Tobago, <=50K
