47, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,35, Portugal, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Assoc-voc, Separated, Other-service, Not-in-family, White, Female,0,0,12, England, <=50K
49, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
30, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
61, Federal-gov, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, France, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
73, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,4, United-States, >50K
28, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, State-gov, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
84, Federal-gov, HS-grad, Widowed, Machine-op-inspct, Wife, White, Male,0,0,12, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5178,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,12, United-States, <=50K
35, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, <=50K
32, Private, Some-college, Never-married, Tech-support, Wife, White, Female,2187,0,40, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,33, United-States, <=50K
41, Federal-gov, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,3, United-States, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,1902,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
32, Private, 1st-4th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, State-gov, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Separated, Machine-op-inspct, Wife, Black, Male,0,0,40, Mexico, <=50K
44, Private, Some-college, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Mexico, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
47, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,3116,0,60, United-States, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, >50K
32, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Separated, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, >50K
42, Private, Bachelors, Divorced, Exec-managerial, Wife, Black, Female,0,0,40, China, <=50K
18, State-gov, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
48, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, >50K
29, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,42, United-States, >50K
37, Private, 5th-6th, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,32, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,4049,0,71, United-States, >50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, France, >50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,1901,40, United-States, <=50K
46, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,99, United-States, >50K
38, Private, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,28, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Local-gov, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Sales, Wife, White, Male,7298,0,55, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Armed-Forces, Own-child, White, Female,0,0,30, United-States, <=50K
56, Self-emp-inc, 1st-4th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
41, Self-emp-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
38, State-gov, Assoc-acdm, Divorced, Adm-clerical, Wife, White, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
54, Self-emp-inc, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
33, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, >50K
62, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1754,16, United-States, <=50K
39, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, >50K
29, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,7687,0,45, United-States, <=50K
41, Private, HS-grad, Never-married, Other-service, Wife, White, Female,7687,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
52, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,3562,0,84, United-States, >50K
49, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,6998,0,44, United-States, >50K
27, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
60, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
34, State-gov, Assoc-acdm, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,84, United-States, <=50K
43, Private, 9th, Separated, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, United-States, >50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Mexico, >50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
38, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,60, United-States, >50K
49, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
52, State-gov, Some-college, Widowed, Transport-moving, Unmarried, White, Male,0,0,50, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,80, United-States, >50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,16, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
48, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,50, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,25, Trinadad&Tobago, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,3325,0,40, India, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, United-States, >50K
30, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,72, United-States, >50K
52, Self-emp-inc, Masters, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,1848,35, United-States, <=50K
67, Self-emp-not-inc, 5th-6th, Widowed, Craft-repair, Unmarried, White, Male,0,0,32, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Private, Preschool, Separated, Craft-repair, Husband, Other, Female,0,0,30, South, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,16, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, <=50K
43, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Divorced, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Germany, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,7298,0,40, United-States, >50K
41, Private, Assoc-acdm, Separated, Handlers-cleaners, Own-child, White, Male,0,0,60, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,7687,0,40, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, China, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3311,0,35, United-States, >50K
25, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Black, Male,0,0,50, United-States, <=50K
40, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Male,0,0,54, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,1977,20, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2191,60, United-States, >50K
25, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Columbia, >50K
29, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,10520,0,40, United-States, >50K
32, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Jamaica, <=50K
47, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1977,40, United-States, <=50K
33, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,54, United-States, <=50K
61, State-gov, Some-college, Divorced, Prof-specialty, Unmarried, Black, Male,2175,0,54, United-States, <=50K
38, State-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,42, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Black, Female,0,0,42, United-States, <=50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
48, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,26, United-States, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, >50K
64, Private, 5th-6th, Married-civ-spouse, Sales, Husband, White, Male,0,0,16, United-States, <=50K
33, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States, >50K
50, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, Canada, <=50K
73, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2041,25, United-States, >50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,3731,0,40, United-States, >50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,6837,0,50, United-States, >50K
37, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Widowed, Exec-managerial, Unmarried, White, Female,0,0,32, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
56, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Local-gov, Assoc-voc, Never-married, Other-service, Unmarried, White, Female,0,0,39, United-States, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, >50K
43, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
56, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
30, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, >50K
35, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,38, United-States, >50K
58, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,1902,40, Haiti, <=50K
42, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,90, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Sales, Unmarried, White, Female,0,0,40, Haiti, <=50K
20, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Never-married, Protective-serv, Not-in-family, White, Male,891,0,30, United-States, >50K
37, Federal-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Local-gov, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, India, >50K
39, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, >50K
27, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Prof-school, Divorced, Transport-moving, Not-in-family, White, Male,0,0,87, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, United-States, <=50K
21, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Greece, <=50K
52, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1887,50, United-States, >50K
24, Private, Prof-school, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Preschool, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,43, Thailand, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
24, Local-gov, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
47, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, Mexico, <=50K
