56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, >50K
62, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,40, Thailand, >50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,35, Yugoslavia, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, >50K
20, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,25, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
57, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,99, United-States, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Haiti, >50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, United-States, <=50K
24, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
31, Federal-gov, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,60, El-Salvador, <=50K
30, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Nicaragua, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,10, Puerto-Rico, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
43, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,3414,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
49, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,7687,0,30, Thailand, >50K
57, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,15, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Female,0,0,35, Taiwan, <=50K
41, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Cuba, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
34, Private, Some-college, Widowed, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Black, Female,0,0,40, Dominican-Republic, <=50K
19, State-gov, Some-college, Never-married, Sales, Husband, Black, Female,0,0,10, Puerto-Rico, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,63, United-States, <=50K
32, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, >50K
39, Private, 10th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, >50K
39, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
65, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, India, <=50K
39, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,47, United-States, >50K
23, Private, 12th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Philippines, <=50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,44, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, United-States, >50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,36, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,37, United-States, <=50K
47, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
34, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
56, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,1800,38, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,7298,0,40, United-States, <=50K
64, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Husband, White, Male,7687,0,60, Hong, >50K
37, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Vietnam, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, United-States, <=50K
59, Local-gov, Masters, Divorced, Prof-specialty, Wife, White, Female,25055,0,45, United-States, >50K
51, Self-emp-not-inc, Masters, Married-spouse-absent, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
42, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,45, Philippines, >50K
37, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,1977,60, United-States, >50K
63, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, United-States, >50K
40, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,1354,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Private, 9th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
53, Local-gov, Prof-school, Widowed, Adm-clerical, Not-in-family, White, Female,0,1887,38, United-States, <=50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
48, State-gov, Assoc-acdm, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,50, Laos, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,1977,70, India, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,60, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
46, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Ireland, >50K
34, Local-gov, Some-college, Never-married, Sales, Wife, Black, Male,0,0,20, Nicaragua, <=50K
64, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Never-married, Exec-managerial, Wife, Black, Female,0,0,20, United-States, <=50K
69, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Germany, <=50K
23, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,26, Hong, >50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,54, United-States, <=50K
38, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,30, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,3906,0,40, United-States, <=50K
32, Self-emp-not-inc, Assoc-voc, Divorced, Sales, Not-in-family, White, Female,0,0,70, China, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,2110,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, >50K
43, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, Scotland, <=50K
27, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Ireland, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,35, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1977,40, United-States, >50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,10, United-States, <=50K
40, State-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, China, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
45, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Husband, Other, Male,0,1747,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Vietnam, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,2442,0,45, Germany, <=50K
55, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,3127,0,40, Thailand, >50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, China, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Columbia, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, Trinadad&Tobago, <=50K
42, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Puerto-Rico, <=50K
57, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,20, Honduras, <=50K
54, Private, Bachelors, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,1736,45, Guatemala, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Female,7298,0,35, United-States, >50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Doctorate, Never-married, Prof-specialty, Unmarried, White, Female,0,0,4, United-States, <=50K
45, Private, Some-college, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, <=50K
46, Federal-gov, Bachelors, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,54, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
46, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,39, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, India, <=50K
49, Private, Masters, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
34, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,80, Germany, <=50K
44, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,30, India, >50K
28, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, Scotland, >50K
68, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,10520,0,20, Peru, >50K
20, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,7298,0,40, United-States, >50K
53, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,42, Greece, <=50K
31, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,35, United-States, <=50K
43, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
38, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,10520,0,50, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, State-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
44, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Hong, <=50K
28, Private, Masters, Never-married, Adm-clerical, Wife, Other, Male,0,0,40, United-States, <=50K
41, Self-emp-inc, 9th, Never-married, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
37, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,3488,0,50, Ireland, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,4458,0,40, Mexico, <=50K
40, Private, HS-grad, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, Canada, <=50K
27, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,38, Hong, <=50K
58, Private, Some-college, Widowed, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
40, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,43, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1887,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-spouse-absent, Craft-repair, Not-in-family, White, Male,0,0,75, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Nicaragua, <=50K
23, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, Guatemala, <=50K
57, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,30, United-States, <=50K
38, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Cambodia, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,53, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,30, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,14186,0,40, Vietnam, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, State-gov, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, South, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,50, United-States, <=50K
19, Private, Prof-school, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, United-States, <=50K
26, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,15, Germany, <=50K
52, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,2174,0,38, United-States, <=50K
60, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, England, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, Other, Female,0,0,30, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Female,0,1902,40, Honduras, >50K
36, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
50, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, 11th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,2342,45, United-States, >50K
46, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,2240,40, United-States, <=50K
70, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
60, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,50, Guatemala, >50K
48, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Cambodia, >50K
63, Federal-gov, Bachelors, Widowed, Other-service, Not-in-family, Black, Female,0,0,24, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,30, Guatemala, <=50K
22, Private, Masters, Never-married, Adm-clerical, Own-child, Black, Male,0,0,36, United-States, <=50K
90, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
81, Private, 7th-8th, Married-spouse-absent, Craft-repair, Husband, Other, Male,0,0,20, Canada, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,44, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
60, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,40, Scotland, <=50K
67, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
45, Self-emp-inc, Prof-school, Divorced, Adm-clerical, Not-in-family, White, Female,99999,0,40, Cuba, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Handlers-cleaners, Own-child, Other, Male,0,1590,45, Jamaica, <=50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,30, United-States, <=50K
48, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, Cuba, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3919,0,54, England, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
18, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
67, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Never-married, Sales, Not-in-family, Other, Male,0,0,32, United-States, <=50K
30, Private, Masters, Never-married, Other-service, Not-in-family, Black, Female,0,0,65, Germany, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
41, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Wife, White, Female,0,0,15, China, >50K
54, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,54, United-States, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
