48, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,25, United-States, <=50K
18, Federal-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
34, Private, Assoc-voc, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,25, United-States, >50K
45, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Prof-school, Never-married, Craft-repair, Own-child, Black, Male,0,0,50, United-States, <=50K
20, Private, 1st-4th, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,74, United-States, <=50K
66, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Cuba, <=50K
76, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,30, United-States, <=50K
26, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,45, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,65, United-States, >50K
78, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, >50K
30, Private, Some-college, Never-married, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Doctorate, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, Other, Male,0,0,40, United-States, <=50K
68, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Ecuador, >50K
60, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cuba, <=50K
30, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,8097,0,40, United-States, >50K
41, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,14, United-States, <=50K
54, Self-emp-inc, Bachelors, Divorced, Sales, Husband, White, Female,0,0,60, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, White, Male,7298,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,38, United-States, <=50K
44, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
45, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,60, United-States, >50K
29, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
24, Private, Some-college, Never-married, Transport-moving, Wife, White, Male,0,0,46, United-States, <=50K
75, Private, 11th, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,30, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,38, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
24, Private, Some-college, Divorced, Other-service, Husband, Black, Female,0,0,30, United-States, <=50K
41, Federal-gov, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,50, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
63, State-gov, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,99, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
63, Local-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,70, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
39, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
22, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Mexico, <=50K
37, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, 11th, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
55, Private, Prof-school, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,1977,50, Columbia, >50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,9835,0,35, United-States, >50K
30, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Separated, Craft-repair, Not-in-family, White, Male,2885,0,40, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,8, United-States, >50K
28, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,50, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
49, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
55, Private, 5th-6th, Separated, Exec-managerial, Wife, Black, Male,0,0,40, United-States, >50K
63, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1977,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,36, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,1902,40, United-States, <=50K
52, Self-emp-inc, Some-college, Separated, Craft-repair, Husband, Other, Male,0,0,54, United-States, >50K
34, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1887,50, Italy, <=50K
26, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,42, United-States, <=50K
32, Private, Some-college, Never-married, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
51, Federal-gov, Masters, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Black, Male,7687,0,40, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
67, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, >50K
47, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, >50K
21, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,25, United-States, <=50K
74, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16, England, <=50K
26, Private, 11th, Separated, Adm-clerical, Wife, White, Male,0,0,30, Mexico, <=50K
43, Self-emp-not-inc, 11th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, <=50K
42, State-gov, Masters, Widowed, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,52, United-States, <=50K
66, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,50, United-States, >50K
41, Private, 7th-8th, Separated, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
63, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, <=50K
45, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,7687,0,40, United-States, >50K
47, Private, Bachelors, Widowed, Exec-managerial, Husband, White, Male,0,0,99, United-States, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
19, Self-emp-not-inc, 11th, Never-married, Sales, Other-relative, White, Male,0,0,35, China, <=50K
42, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,35, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, 11th, Separated, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,15, United-States, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
55, Private, Some-college, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,32, United-States, <=50K
43, Private, Doctorate, Divorced, Protective-serv, Husband, White, Male,7687,0,40, United-States, >50K
22, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,16, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Mexico, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Columbia, <=50K
60, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Separated, Handlers-cleaners, Own-child, Black, Female,0,0,20, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, United-States, <=50K
57, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,20, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,42, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,12, United-States, <=50K
21, Federal-gov, Some-college, Never-married, Sales, Not-in-family, Other, Female,0,0,15, United-States, <=50K
57, State-gov, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Farming-fishing, Wife, White, Female,7298,0,15, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, Philippines, <=50K
29, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
29, Private, Preschool, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1973,40, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
64, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,11, Germany, <=50K
49, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,53, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Separated, Adm-clerical, Husband, White, Female,0,0,50, United-States, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
47, Private, Masters, Divorced, Transport-moving, Husband, Black, Male,0,0,40, Germany, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
73, Private, Some-college, Widowed, Protective-serv, Not-in-family, White, Female,0,0,4, United-States, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, State-gov, Masters, Widowed, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
76, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,12, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,40, United-States, <=50K
42, Private, Some-college, Married-spouse-absent, Craft-repair, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,12, United-States, <=50K
35, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,70, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,4836,0,38, United-States, >50K
25, Local-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,34, United-States, <=50K
43, Federal-gov, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,5, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,1901,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
35, State-gov, 5th-6th, Never-married, Transport-moving, Husband, Other, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,40, Mexico, <=50K
44, Private, Masters, Divorced, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,30, Puerto-Rico, <=50K
42, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,48, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,10520,0,60, United-States, >50K
47, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,35, United-States, >50K
32, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
42, Self-emp-inc, Bachelors, Divorced, Sales, Unmarried, White, Male,0,0,40, Mexico, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Wife, Black, Female,0,0,40, China, <=50K
18, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
48, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, >50K
35, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,48, United-States, >50K
29, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, >50K
29, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,42, United-States, <=50K
37, Private, 12th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,37, United-States, <=50K
47, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,33, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Sales, Husband, Amer-Indian-Eskimo, Male,9332,0,70, United-States, >50K
38, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Female,0,1902,50, England, >50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,1902,40, United-States, <=50K
46, Private, 11th, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,99, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,38, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,29, United-States, <=50K
35, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,27, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,39, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,9463,0,54, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
28, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,7687,0,40, United-States, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
57, Self-emp-inc, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
41, Self-emp-inc, Masters, Divorced, Machine-op-inspct, Husband, White, Female,0,0,60, United-States, >50K
38, State-gov, Assoc-acdm, Divorced, Craft-repair, Unmarried, White, Female,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
34, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 7th-8th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, Masters, Divorced, Exec-managerial, Husband, White, Female,15024,0,55, United-States, <=50K
19, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
54, Self-emp-inc, 10th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K
17, Private, 11th, Never-married, Farming-fishing, Own-child, Other, Female,0,0,27, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Husband, White, Female,0,0,50, Germany, >50K
61, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Philippines, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, >50K
31, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,1872,16, United-States, <=50K
39, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,45, United-States, >50K
30, Private, Prof-school, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, United-States, <=50K
