66, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Yugoslavia, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
56, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
22, Private, HS-grad, Separated, Other-service, Other-relative, White, Female,0,0,35, United-States, <=50K
32, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, <=50K
56, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
49, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
52, Private, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,3572,0,45, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,25, United-States, <=50K
75, State-gov, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
52, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,65, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
35, State-gov, Prof-school, Married-civ-spouse, Tech-support, Husband, White, Male,7298,0,40, United-States, >50K
44, Self-emp-not-inc, Doctorate, Separated, Other-service, Not-in-family, White, Female,0,0,54, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, Prof-school, Never-married, Exec-managerial, Husband, White, Male,7298,0,50, United-States, <=50K
36, State-gov, 5th-6th, Divorced, Other-service, Unmarried, Black, Female,7298,0,45, United-States, <=50K
47, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
65, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
58, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
43, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,56, United-States, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
55, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ecuador, <=50K
46, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Some-college, Separated, Craft-repair, Own-child, White, Female,0,0,40, Columbia, <=50K
52, Private, HS-grad, Separated, Sales, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Some-college, Widowed, Prof-specialty, Unmarried, White, Male,0,0,15, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Separated, Other-service, Unmarried, White, Female,0,0,20, Holand-Netherlands, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Cuba, >50K
29, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, Jamaica, <=50K
58, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
50, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Haiti, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
40, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,3103,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
62, Local-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Italy, <=50K
50, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, >50K
33, Private, Some-college, Never-married, Adm-clerical, Wife, Black, Male,0,0,36, United-States, <=50K
53, Self-emp-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2014,40, United-States, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,17, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, United-States, >50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
55, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
42, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
60, Local-gov, Bachelors, Widowed, Prof-specialty, Unmarried, White, Male,0,2404,40, United-States, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
44, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
40, Local-gov, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
34, Federal-gov, 11th, Divorced, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
45, State-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,56, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,30, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,54, United-States, <=50K
20, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, United-States, >50K
40, Private, Bachelors, Separated, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,0,38, France, <=50K
48, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Tech-support, Other-relative, White, Male,68971,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Nicaragua, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,38, United-States, <=50K
47, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Ireland, >50K
35, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,4, United-States, <=50K
24, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,30, Portugal, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,2415,50, Mexico, >50K
41, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Unmarried, White, Male,0,0,40, Columbia, >50K
39, Private, Some-college, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, United-States, >50K
43, State-gov, Assoc-voc, Divorced, Tech-support, Husband, White, Male,0,0,20, United-States, >50K
18, Private, Some-college, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
28, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Wife, Black, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
40, Local-gov, HS-grad, Never-married, Transport-moving, Husband, White, Male,2326,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,20, Greece, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,22, United-States, <=50K
36, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,70, United-States, >50K
40, Private, Assoc-acdm, Separated, Other-service, Unmarried, Black, Female,0,0,35, United-States, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
66, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
41, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,25, South, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States, >50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Germany, <=50K
42, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Nicaragua, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
59, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,84, United-States, >50K
40, Without-pay, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,7646,0,37, United-States, >50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
57, Local-gov, 11th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,2351,40, United-States, <=50K
58, Private, 1st-4th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,48, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Own-child, Other, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,45, United-States, <=50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7020,0,40, United-States, >50K
33, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,36, United-States, <=50K
32, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,35, United-States, <=50K
34, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3192,0,40, Jamaica, <=50K
57, Self-emp-not-inc, Assoc-acdm, Divorced, Protective-serv, Husband, White, Male,0,0,72, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1356,45, United-States, >50K
44, State-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
36, Private, Some-college, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Tech-support, Not-in-family, Black, Female,0,162,40, United-States, <=50K
36, Private, Doctorate, Never-married, Transport-moving, Husband, Asian-Pac-Islander, Male,2191,0,40, India, <=50K
47, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, South, >50K
30, Federal-gov, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, <=50K
31, Private, Some-college, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
49, Private, HS-grad, Widowed, Prof-specialty, Husband, White, Male,7451,0,54, United-States, >50K
53, Private, HS-grad, Divorced, Protective-serv, Own-child, White, Male,0,0,35, South, <=50K
38, Local-gov, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,38, China, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, Germany, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, <=50K
47, Local-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,43, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
49, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
36, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
63, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,99, Canada, >50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
41, Private, 7th-8th, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
42, Private, 9th, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Guatemala, <=50K
63, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,25249,0,73, United-States, >50K
40, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
69, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,8, Cuba, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,20, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
45, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,35, United-States, <=50K
55, Private, 5th-6th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,35, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, <=50K
62, Private, 9th, Separated, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
38, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Separated, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,1902,40, United-States, <=50K
33, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,16, United-States, <=50K
33, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,2360,0,25, United-States, >50K
26, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,60, Iran, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Protective-serv, Unmarried, White, Male,0,0,35, United-States, <=50K
55, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,84, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, Nicaragua, <=50K
33, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,70, United-States, <=50K
59, State-gov, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,3633,0,35, United-States, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
26, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
36, Private, Some-college, Never-married, Protective-serv, Not-in-family, Other, Male,0,0,70, United-States, <=50K
47, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
79, Self-emp-not-inc, 1st-4th, Never-married, Other-service, Husband, White, Male,0,0,2, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
