36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Germany, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Taiwan, <=50K
61, Self-emp-inc, Masters, Widowed, Machine-op-inspct, Not-in-family, White, Female,4089,0,40, Greece, <=50K
80, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2398,40, United-States, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, Mexico, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2233,40, Peru, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Black, Female,0,0,50, Taiwan, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
28, Private, Bachelors, Never-married, Transport-moving, Husband, Other, Male,0,0,50, Greece, <=50K
50, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,35, Dominican-Republic, <=50K
36, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,80, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, France, >50K
32, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
48, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Dominican-Republic, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, France, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, United-States, >50K
39, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,35, England, <=50K
60, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, Japan, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,4386,0,40, United-States, <=50K
28, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
76, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
20, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,54, Cambodia, <=50K
71, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,35, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
26, Private, Bachelors, Divorced, Sales, Own-child, Black, Female,0,0,40, China, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Vietnam, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, <=50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,79, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,40, Iran, <=50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, United-States, >50K
45, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Peru, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,3488,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7298,0,50, El-Salvador, >50K
51, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
29, Private, Some-college, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
36, Private, 10th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,52, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,54, United-States, >50K
60, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Taiwan, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1902,50, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,1597,45, United-States, <=50K
38, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,1641,50, United-States, <=50K
17, Private, 12th, Never-married, Sales, Own-child, Black, Female,0,0,12, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,45, Scotland, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,3987,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
23, Private, 10th, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,10, Puerto-Rico, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,52, United-States, >50K
37, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, China, >50K
61, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, Greece, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Divorced, Farming-fishing, Other-relative, Black, Female,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Masters, Divorced, Machine-op-inspct, Husband, White, Male,0,0,65, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Japan, <=50K
34, Private, Masters, Married-civ-spouse, Adm-clerical, Wife, White, Male,7687,0,32, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,2732,0,40, India, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, <=50K
37, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
61, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,4926,0,40, Yugoslavia, >50K
39, Private, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,33, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,45, Germany, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, 7th-8th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
63, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,36, United-States, >50K
51, Private, 7th-8th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, France, <=50K
59, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,54, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
33, Private, Some-college, Never-married, Sales, Wife, Other, Male,0,0,11, United-States, <=50K
27, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,2208,0,40, Cuba, <=50K
43, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,37, Cuba, <=50K
28, Federal-gov, 1st-4th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, Iran, >50K
36, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Female,7298,0,40, United-States, >50K
30, Federal-gov, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,50, United-States, >50K
21, Private, 11th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Other-service, Unmarried, White, Male,0,0,40, Germany, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, South, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Portugal, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Canada, <=50K
31, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,3296,0,42, Hong, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Husband, Black, Female,0,0,40, Honduras, <=50K
34, Private, Prof-school, Widowed, Craft-repair, Husband, White, Male,6826,0,40, United-States, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
60, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, Portugal, >50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, Poland, >50K
65, Private, Assoc-voc, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, China, >50K
36, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,10425,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,13993,0,60, Peru, >50K
70, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,30, England, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,2717,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Scotland, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,60, Jamaica, >50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Vietnam, <=50K
71, Self-emp-not-inc, Some-college, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,90, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Dominican-Republic, >50K
21, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
32, Private, Prof-school, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
65, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,40, Philippines, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Iran, >50K
47, Private, Bachelors, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, Germany, <=50K
46, Private, HS-grad, Widowed, Sales, Husband, White, Male,0,0,35, United-States, <=50K
45, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Mexico, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
44, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,35, Puerto-Rico, <=50K
62, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,36, Columbia, <=50K
26, Private, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
65, Local-gov, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,44, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
61, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
42, Private, Prof-school, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, France, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hong, <=50K
68, Private, 7th-8th, Widowed, Farming-fishing, Husband, Other, Male,0,0,20, Peru, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
46, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2443,60, Germany, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,45, Jamaica, <=50K
73, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Female,27696,0,50, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, Japan, <=50K
32, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,50, United-States, <=50K
56, Private, Bachelors, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,1486,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,45, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,24, Canada, <=50K
60, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,1891,50, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Masters, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, Cambodia, <=50K
72, Private, 9th, Married-civ-spouse, Sales, Husband, White, Male,10241,0,40, Holand-Netherlands, >50K
55, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, Haiti, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, Cuba, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
45, Federal-gov, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,29, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, Cuba, <=50K
54, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Holand-Netherlands, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Exec-managerial, Own-child, White, Female,7687,0,50, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,40, Philippines, <=50K
71, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,2285,0,20, Guatemala, <=50K
48, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Taiwan, <=50K
38, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Holand-Netherlands, <=50K
19, Private, Masters, Never-married, Sales, Own-child, White, Male,0,0,40, Cambodia, <=50K
40, Local-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, >50K
30, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Laos, >50K
56, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Other, Male,3295,0,50, Canada, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,15, India, <=50K
23, State-gov, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,15, United-States, <=50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,7489,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, Cuba, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Holand-Netherlands, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,24, Greece, <=50K
36, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Peru, >50K
38, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
40, Self-emp-inc, 11th, Divorced, Other-service, Husband, White, Male,0,0,45, United-States, >50K
60, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Unmarried, White, Female,0,0,60, United-States, <=50K
43, Private, HS-grad, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, Vietnam, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,70, Taiwan, >50K
34, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,79, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,35, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, United-States, >50K
71, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,30, Japan, >50K
47, Local-gov, Masters, Divorced, Exec-managerial, Husband, Black, Male,0,0,50, England, <=50K
55, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,3173,0,40, Italy, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
18, Private, Assoc-acdm, Never-married, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,20, England, <=50K
39, Private, Assoc-voc, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Other, Female,0,0,50, Haiti, <=50K
32, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Thailand, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Black, Male,0,0,60, China, <=50K
46, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
40, Private, 10th, Divorced, Adm-clerical, Husband, White, Female,0,0,54, United-States, <=50K
40, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Poland, <=50K
53, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Poland, <=50K
52, Private, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States, >50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,7687,0,50, Dominican-Republic, >50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
35, Private, Masters, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, Cuba, >50K
58, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Hong, <=50K
31, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, Columbia, <=50K
41, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
29, Private, HS-grad, Never-married, Sales, Husband, White, Male,2174,0,54, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, France, <=50K
44, Private, 12th, Divorced, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, United-States, >50K
33, State-gov, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
55, State-gov, 1st-4th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Hong, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
