27, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
54, Federal-gov, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Germany, <=50K
25, Private, Some-college, Never-married, Sales, Wife, White, Male,0,0,40, United-States, >50K
53, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,80, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
40, Federal-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,33, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
62, Local-gov, 7th-8th, Divorced, Exec-managerial, Wife, White, Male,0,0,40, Portugal, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
38, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
39, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,8, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, India, <=50K
25, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,30, United-States, <=50K
28, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,54, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
65, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Unmarried, White, Female,0,2349,40, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Masters, Never-married, Other-service, Husband, White, Male,7687,0,50, United-States, >50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,41, United-States, <=50K
40, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
61, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Ecuador, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Masters, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Separated, Sales, Not-in-family, White, Female,0,0,35, Dominican-Republic, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,50, United-States, >50K
19, State-gov, Assoc-voc, Never-married, Tech-support, Own-child, Black, Female,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,99999,0,35, Jamaica, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,38, United-States, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, >50K
65, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,4, United-States, >50K
24, Private, Bachelors, Never-married, Transport-moving, Own-child, Black, Male,0,0,25, Taiwan, <=50K
46, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
27, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,60, United-States, <=50K
23, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
29, Private, Doctorate, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
42, Private, Some-college, Separated, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
57, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Laos, <=50K
63, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
49, Private, 5th-6th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
51, Private, HS-grad, Divorced, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
50, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Vietnam, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,15024,0,57, United-States, <=50K
35, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,45, United-States, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,75, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
24, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,32, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,16, United-States, <=50K
47, Private, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
35, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Peru, <=50K
28, Self-emp-not-inc, 9th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
34, Private, Some-college, Divorced, Protective-serv, Not-in-family, White, Female,0,0,38, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
31, Local-gov, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,54, United-States, <=50K
42, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,80, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, >50K
45, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,1902,70, United-States, <=50K
45, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,60, United-States, <=50K
48, Self-emp-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,4070,0,50, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
63, State-gov, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
40, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,20, United-States, >50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,24, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,1925,50, Nicaragua, >50K
56, Local-gov, HS-grad, Widowed, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1901,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
30, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
53, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,30, El-Salvador, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
30, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, >50K
37, Private, Bachelors, Separated, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,1887,45, South, <=50K
24, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, HS-grad, Widowed, Transport-moving, Wife, White, Male,0,0,40, Cuba, <=50K
26, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,43, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, State-gov, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,37, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,36, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Cuba, >50K
56, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Unmarried, White, Male,0,0,65, Puerto-Rico, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,13, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, Mexico, <=50K
38, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
58, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, <=50K
53, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,44, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 12th, Divorced, Other-service, Own-child, White, Female,0,0,4, United-States, <=50K
30, Private, Masters, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,35, Mexico, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
57, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, Ecuador, <=50K
32, Private, 12th, Separated, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7687,0,54, United-States, <=50K
28, Local-gov, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, Mexico, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
49, State-gov, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,25, Italy, <=50K
31, Local-gov, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,54, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,1, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,32, United-States, <=50K
37, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,37, United-States, <=50K
43, Federal-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, South, >50K
47, Private, Masters, Married-civ-spouse, Transport-moving, Wife, Amer-Indian-Eskimo, Male,0,0,70, Guatemala, >50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
29, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Separated, Transport-moving, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4082,0,45, United-States, <=50K
32, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,32, United-States, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Female,5178,0,40, Greece, >50K
47, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Haiti, <=50K
38, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Haiti, <=50K
33, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, Jamaica, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Local-gov, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
18, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,60, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Trinadad&Tobago, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,15024,0,60, Philippines, >50K
25, State-gov, Assoc-acdm, Never-married, Adm-clerical, Wife, Black, Female,0,0,20, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,3373,0,45, United-States, <=50K
44, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,20, Philippines, <=50K
31, Private, 12th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,2080,50, United-States, >50K
24, Private, 12th, Divorced, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Widowed, Priv-house-serv, Wife, Black, Female,3103,0,30, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1887,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Mexico, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
34, Private, 7th-8th, Never-married, Sales, Unmarried, Black, Female,0,0,15, United-States, <=50K
43, Private, 12th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
31, Self-emp-not-inc, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, Mexico, <=50K
32, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,37, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,30, United-States, >50K
61, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Other, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
52, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
31, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, England, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,10726,0,40, United-States, <=50K
33, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, England, >50K
23, Private, Prof-school, Never-married, Tech-support, Other-relative, White, Female,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,24, United-States, <=50K
26, State-gov, 11th, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, >50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, India, <=50K
18, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,15, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,5, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,30, United-States, <=50K
47, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
48, Private, 10th, Divorced, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
53, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Scotland, <=50K
55, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1977,60, United-States, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,38, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, White, Female,0,0,16, United-States, <=50K
22, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, >50K
17, Private, 12th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
22, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,30, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,48, United-States, <=50K
30, Self-emp-not-inc, Masters, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, >50K
49, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
34, Local-gov, Prof-school, Never-married, Sales, Not-in-family, White, Female,0,0,70, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Italy, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,80, United-States, >50K
39, Private, Bachelors, Never-married, Protective-serv, Wife, White, Female,0,0,40, Vietnam, <=50K
37, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,44, United-States, <=50K
30, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
44, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,48, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, Portugal, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Private, 12th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Never-married, Exec-managerial, Wife, White, Male,0,0,26, United-States, <=50K
