54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
35, Private, Some-college, Separated, Sales, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Puerto-Rico, >50K
29, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,45, Vietnam, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, >50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,42, Puerto-Rico, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Black, Female,0,0,40, Trinadad&Tobago, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,36, Italy, <=50K
52, Self-emp-not-inc, Some-college, Widowed, Sales, Unmarried, White, Female,0,0,40, Poland, <=50K
49, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
51, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,2593,0,60, Cambodia, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
29, Self-emp-inc, Some-college, Never-married, Sales, Own-child, Other, Male,0,1848,40, Haiti, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,65, Philippines, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,42, Poland, >50K
46, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,27, Hong, >50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Poland, <=50K
47, Private, Masters, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Ecuador, >50K
59, Private, 7th-8th, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,60, Ireland, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, India, >50K
53, Private, 9th, Separated, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
35, Local-gov, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Dominican-Republic, <=50K
36, Private, Some-college, Separated, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Cuba, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Haiti, >50K
43, State-gov, Assoc-acdm, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
53, Self-emp-not-inc, Doctorate, Divorced, Farming-fishing, Husband, Black, Male,0,0,99, Thailand, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Female,0,0,30, Peru, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Canada, <=50K
35, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Columbia, <=50K
28, Private, Some-college, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Germany, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, Portugal, <=50K
50, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Black, Female,0,0,40, Mexico, <=50K
21, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,20, Portugal, <=50K
39, Private, 10th, Never-married, Prof-specialty, Unmarried, Black, Male,0,1902,48, Puerto-Rico, >50K
22, Private, 11th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,20, South, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, England, <=50K
34, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,14149,0,50, Cuba, >50K
35, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Mexico, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, Cuba, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,1, Cuba, <=50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,52, Hong, <=50K
41, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Ecuador, <=50K
36, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,45, Greece, <=50K
49, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Haiti, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,32, Hong, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,40, South, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Thailand, >50K
62, Private, Bachelors, Separated, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Italy, <=50K
64, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,15, China, <=50K
43, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Iran, >50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Trinadad&Tobago, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,38, Cuba, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Portugal, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,36, Italy, <=50K
45, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, China, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Portugal, >50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
37, State-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,25, Thailand, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,50, Scotland, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,3137,0,50, Scotland, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Cuba, >50K
59, Private, HS-grad, Married-civ-spouse, Farming-fishing, Other-relative, White, Female,0,0,40, Greece, <=50K
35, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Other, Female,1513,0,40, Laos, >50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,32, Philippines, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, Laos, >50K
62, Federal-gov, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, South, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,38, Cambodia, <=50K
56, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,30, Portugal, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, India, >50K
46, Private, Assoc-voc, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, Canada, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,38, Yugoslavia, >50K
43, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Male,0,0,40, France, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Japan, >50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,50, Portugal, <=50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,48, Thailand, <=50K
56, Federal-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, England, <=50K
37, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,43, Mexico, <=50K
30, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Haiti, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,40, Japan, <=50K
43, Private, Some-college, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Columbia, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
53, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1996,50, Vietnam, >50K
29, Private, 10th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Trinadad&Tobago, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,60, Jamaica, <=50K
24, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Laos, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Hungary, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Trinadad&Tobago, <=50K
45, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,65, Iran, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,54, Italy, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Yugoslavia, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Taiwan, >50K
24, Private, Assoc-voc, Never-married, Sales, Unmarried, Black, Female,0,0,40, Ireland, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,60, Hong, <=50K
25, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,38, Portugal, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
25, Private, 10th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1973,50, India, >50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,1902,35, Peru, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,52, Jamaica, <=50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, >50K
53, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Italy, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
24, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,42, Scotland, <=50K
53, Private, 7th-8th, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,45, Trinadad&Tobago, <=50K
61, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Japan, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,2410,30, Germany, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Thailand, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,35, England, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Yugoslavia, >50K
37, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, Portugal, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,30, Yugoslavia, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Poland, <=50K
24, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
30, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,45, Peru, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,48, Dominican-Republic, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, Iran, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Scotland, <=50K
29, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cuba, >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Vietnam, >50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,99999,0,70, Iran, >50K
22, Private, Masters, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,54, South, >50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, China, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
37, Federal-gov, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Poland, >50K
39, Private, HS-grad, Divorced, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,43, Japan, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, Vietnam, <=50K
45, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,4386,0,40, Mexico, <=50K
18, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, England, <=50K
49, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
30, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,37, Philippines, <=50K
21, Private, 11th, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,38, Jamaica, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Wife, Other, Female,0,0,10, Cuba, <=50K
25, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Hungary, >50K
45, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Hong, <=50K
69, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Cambodia, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,1978,40, Japan, >50K
23, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,50, El-Salvador, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Male,0,0,25, Philippines, <=50K
36, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,50, Thailand, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,1997,40, Mexico, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Scotland, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,30, El-Salvador, <=50K
27, Private, Some-college, Separated, Craft-repair, Husband, Other, Male,0,0,40, Scotland, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,9021,0,50, Haiti, <=50K
37, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Haiti, <=50K
60, Private, Assoc-voc, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Ireland, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,14, Canada, <=50K
48, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
61, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Male,0,0,30, Nicaragua, <=50K
31, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, Haiti, <=50K
21, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
44, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,40, Columbia, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,3137,0,60, Honduras, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Hong, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, France, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Other, Female,0,0,40, Yugoslavia, <=50K
36, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,2188,40, Poland, >50K
24, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,8, China, <=50K
23, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
51, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,1902,54, France, >50K
46, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,48, Japan, >50K
22, Private, Masters, Separated, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,42, Ireland, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, India, <=50K
39, Private, HS-grad, Divorced, Tech-support, Not-in-family, Black, Female,0,0,59, Guatemala, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, France, >50K
31, Private, Bachelors, Separated, Exec-managerial, Own-child, Other, Male,0,1585,48, Dominican-Republic, <=50K
23, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,50, Iran, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, South, <=50K
28, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, Greece, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Hong, <=50K
23, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,43, Hungary, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3378,0,50, Canada, >50K
63, Private, 7th-8th, Widowed, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
54, Local-gov, 5th-6th, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,54, Ireland, >50K
31, Private, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Laos, <=50K
62, Self-emp-inc, Assoc-acdm, Separated, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
36, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Canada, <=50K
57, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,35, Cuba, <=50K
26, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,80, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, South, <=50K
30, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
67, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
46, Private, Assoc-acdm, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
43, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Peru, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,60, Dominican-Republic, <=50K
67, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,3719,0,40, Germany, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, >50K
36, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Taiwan, >50K
19, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Other, Female,0,0,45, Scotland, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Italy, >50K
25, Private, Bachelors, Separated, Sales, Wife, Black, Male,0,0,40, Japan, <=50K
56, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, South, >50K
24, Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, South, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,30, Vietnam, <=50K
43, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,99999,0,54, South, >50K
21, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,10, Cambodia, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,1848,50, Cambodia, >50K
45, Private, 9th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,25, Ecuador, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Ecuador, >50K
42, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Male,0,0,42, South, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, China, >50K
43, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, India, <=50K
20, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
36, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, >50K
41, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Mexico, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, Ecuador, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Philippines, >50K
43, Private, Some-college, Married-civ-spouse, Other-service, Wife, Black, Female,0,0,25, Taiwan, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,2143,45, Haiti, <=50K
25, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,20, Ecuador, <=50K
31, Private, HS-grad, Divorced, Handlers-cleaners, Wife, White, Female,0,0,25, Hungary, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Cambodia, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, Poland, >50K
32, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
