62, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,48, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, England, <=50K
41, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,30, Ireland, <=50K
56, Private, 11th, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Female,0,0,25, Taiwan, <=50K
19, Self-emp-inc, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
28, Private, 10th, Married-civ-spouse, Sales, Husband, Black, Male,0,0,30, Outlying-US(Guam-USVI-etc), >50K
45, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Columbia, <=50K
46, Federal-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,36, Italy, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Yugoslavia, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Poland, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,50, France, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,2264,35, Vietnam, <=50K
47, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
62, Local-gov, Masters, Separated, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,2415,42, India, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Canada, <=50K
53, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Poland, <=50K
63, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,16, Columbia, >50K
21, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, India, >50K
27, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
42, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,35, France, >50K
58, Self-emp-inc, Assoc-voc, Married-spouse-absent, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,4061,0,40, Ireland, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Hong, <=50K
50, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, South, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
23, Private, Assoc-voc, Divorced, Sales, Own-child, Asian-Pac-Islander, Female,0,0,37, Ireland, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Japan, <=50K
36, Private, Some-college, Divorced, Other-service, Unmarried, Black, Male,0,0,40, China, <=50K
52, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
31, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Haiti, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,1941,40, England, <=50K
40, Private, Doctorate, Married-spouse-absent, Other-service, Not-in-family, Black, Female,0,0,45, Nicaragua, <=50K
55, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,48, Germany, <=50K
52, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, Dominican-Republic, >50K
32, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, South, <=50K
42, Self-emp-not-inc, Assoc-voc, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
32, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,54, Columbia, <=50K
38, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Hong, <=50K
47, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Jamaica, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,30, Puerto-Rico, <=50K
51, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,50, Peru, <=50K
26, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Cambodia, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Own-child, Black, Male,0,0,54, Hungary, <=50K
36, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, England, <=50K
54, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2415,35, Hong, >50K
32, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
59, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,40, Honduras, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Mexico, >50K
50, Private, Some-college, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Philippines, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
44, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
47, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,60, Cambodia, >50K
23, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Cambodia, <=50K
62, Private, 9th, Married-spouse-absent, Craft-repair, Husband, Asian-Pac-Islander, Male,4428,0,40, Poland, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,1640,40, Iran, <=50K
53, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,35, Portugal, <=50K
55, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Nicaragua, >50K
20, Local-gov, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Dominican-Republic, <=50K
35, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,60, United-States, <=50K
38, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,37, El-Salvador, <=50K
42, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, Greece, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,32, Haiti, >50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,60, Jamaica, <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
27, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1977,50, Hong, >50K
21, Private, Some-college, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,32, El-Salvador, >50K
21, Private, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Germany, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
34, Private, Some-college, Married-spouse-absent, Farming-fishing, Own-child, White, Male,0,0,40, Hungary, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Ecuador, <=50K
40, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, Poland, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Jamaica, <=50K
21, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,16, Greece, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,12, El-Salvador, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,50, Dominican-Republic, <=50K
44, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Male,0,1902,54, Portugal, <=50K
18, Private, Prof-school, Never-married, Craft-repair, Own-child, White, Female,0,0,27, Scotland, <=50K
56, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
24, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
63, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
38, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, Hungary, <=50K
68, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
37, Self-emp-inc, Prof-school, Never-married, Prof-specialty, Husband, Black, Male,99999,0,61, Yugoslavia, >50K
37, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,40, Nicaragua, <=50K
23, Self-emp-not-inc, 11th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Scotland, <=50K
64, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,24, Taiwan, <=50K
41, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,15, Ireland, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Laos, >50K
53, Local-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,32, Taiwan, <=50K
53, Private, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Male,0,0,40, Ireland, >50K
31, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
25, Local-gov, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,15, Trinadad&Tobago, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,35, Portugal, <=50K
35, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, Iran, <=50K
45, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,50, England, <=50K
47, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Italy, <=50K
25, Local-gov, Some-college, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, China, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, <=50K
32, Private, 11th, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,35, Laos, <=50K
29, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1873,40, Vietnam, >50K
35, Private, Some-college, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Cambodia, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, Ecuador, <=50K
73, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,10, Hungary, >50K
21, Private, 7th-8th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Haiti, <=50K
40, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Greece, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, South, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Greece, <=50K
68, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,17994,0,40, Ireland, >50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Nicaragua, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, Honduras, <=50K
64, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, Jamaica, >50K
19, Private, 11th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,24, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,41, Portugal, >50K
25, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,20, Cuba, <=50K
54, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Canada, <=50K
31, Private, Masters, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Laos, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,16, Haiti, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,4806,0,40, Outlying-US(Guam-USVI-etc), >50K
57, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,48, Hong, <=50K
38, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, >50K
56, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Vietnam, >50K
24, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
50, Federal-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,50, Taiwan, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Cambodia, <=50K
25, Private, 10th, Never-married, Craft-repair, Own-child, Other, Male,0,0,40, China, <=50K
44, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, Greece, >50K
70, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, South, <=50K
41, State-gov, Masters, Separated, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, >50K
27, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,1584,40, Italy, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
47, Private, Assoc-acdm, Never-married, Exec-managerial, Husband, Other, Female,7687,0,38, Philippines, >50K
28, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, South, <=50K
70, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,35, Haiti, <=50K
51, Private, Assoc-acdm, Widowed, Adm-clerical, Unmarried, Other, Female,0,0,30, Ecuador, <=50K
58, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,60, Hong, >50K
26, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,4526,0,40, England, >50K
26, Self-emp-not-inc, 9th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Cambodia, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Laos, <=50K
60, Private, Assoc-acdm, Widowed, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Scotland, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1902,54, Thailand, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Guatemala, <=50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, South, <=50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,45, Scotland, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,60, Haiti, >50K
38, Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, China, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
67, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Taiwan, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,60,0,40, Vietnam, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Philippines, >50K
44, Private, Bachelors, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,35, Japan, <=50K
59, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,37, Thailand, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
59, Private, 7th-8th, Widowed, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Federal-gov, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, State-gov, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Dominican-Republic, <=50K
40, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,25, China, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
48, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,1585,35, Hungary, <=50K
27, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,50, Jamaica, <=50K
23, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,50, Poland, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
46, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,38, South, >50K
49, Private, 5th-6th, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, South, <=50K
29, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Canada, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Male,2496,0,40, Japan, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Laos, <=50K
59, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
18, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,54, Ecuador, <=50K
27, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Taiwan, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
35, Private, 7th-8th, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, <=50K
33, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
22, Private, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, Ireland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,10, Portugal, <=50K
37, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, El-Salvador, >50K
35, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,45, Ireland, >50K
27, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
42, Private, Some-college, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Ecuador, <=50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,40, Thailand, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Japan, <=50K
31, Federal-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Ecuador, >50K
43, Federal-gov, Some-college, Separated, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,54, Scotland, >50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, India, <=50K
39, Self-emp-inc, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Ecuador, >50K
32, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,54, Jamaica, >50K
37, Self-emp-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Asian-Pac-Islander, Male,7687,0,35, China, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,11, Scotland, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, >50K
53, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,50, Honduras, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Laos, <=50K
29, Private, Doctorate, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Trinadad&Tobago, <=50K
26, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,24, Ireland, <=50K
50, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, Germany, <=50K
40, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,1858,50, Vietnam, >50K
47, Self-emp-not-inc, 7th-8th, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,38, El-Salvador, <=50K
32, Private, Bachelors, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,50, Cuba, <=50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Honduras, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,2004,40, Trinadad&Tobago, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Jamaica, <=50K
28, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, South, <=50K
33, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,54, Scotland, <=50K
25, Self-emp-inc, Bachelors, Married-civ-spouse, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,60, China, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Cambodia, <=50K
37, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
45, Private, 5th-6th, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Hong, <=50K
49, Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,25, Taiwan, <=50K
50, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,15024,0,40, Hong, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Peru, <=50K
51, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
49, Local-gov, HS-grad, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Honduras, <=50K
