67, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,7, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, State-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,15, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,1591,35, India, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
46, Self-emp-not-inc, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, >50K
40, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,32, Japan, <=50K
41, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,6, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
36, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,60, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, >50K
41, Private, HS-grad, Separated, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
36, Private, Bachelors, Separated, Adm-clerical, Husband, White, Male,3524,0,45, United-States, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Local-gov, Bachelors, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Separated, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1869,45, United-States, >50K
26, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Unmarried, Black, Male,2734,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,5, United-States, <=50K
29, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
24, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,40, Mexico, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,50, United-States, <=50K
31, Private, HS-grad, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,30, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,10, United-States, <=50K
49, Private, Some-college, Separated, Prof-specialty, Unmarried, Black, Male,0,0,45, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Husband, White, Female,6617,0,45, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
64, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Female,0,0,40, China, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,40, United-States, <=50K
54, Federal-gov, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, <=50K
48, Private, 7th-8th, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,24, Philippines, <=50K
21, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Prof-school, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Greece, >50K
38, Federal-gov, Some-college, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
38, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, Germany, >50K
54, Federal-gov, Bachelors, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
46, Private, 10th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,10, United-States, <=50K
36, State-gov, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,3387,0,40, United-States, >50K
51, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,7687,0,45, United-States, >50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,99999,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,60, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3325,0,40, United-States, >50K
61, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, United-States, >50K
60, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,46, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,35, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
46, Private, Assoc-voc, Divorced, Other-service, Unmarried, Black, Female,5178,0,50, United-States, <=50K
47, State-gov, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,70, United-States, <=50K
35, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Ireland, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, Black, Female,0,0,50, United-States, <=50K
71, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,1066,0,10, United-States, >50K
27, Federal-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
32, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
61, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
28, Private, Assoc-acdm, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
47, Private, 12th, Separated, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,72, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,16, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,35, United-States, <=50K
55, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,50, United-States, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Other-relative, White, Female,0,0,35, United-States, <=50K
26, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, United-States, <=50K
43, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
45, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Mexico, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, Bachelors, Married-spouse-absent, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
46, Private, Doctorate, Divorced, Adm-clerical, Own-child, White, Female,0,1726,50, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,25, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
31, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
63, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,37, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
57, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,7009,0,35, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
67, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,15, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Private, Masters, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,37, Mexico, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
29, Self-emp-not-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
39, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,60, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1887,50, United-States, >50K
90, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,15248,0,70, United-States, >50K
50, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
50, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,25, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, United-States, >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
31, Private, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
26, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
42, Private, Bachelors, Separated, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,43, United-States, <=50K
20, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Self-emp-inc, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
70, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
34, Private, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
60, Private, 1st-4th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Dominican-Republic, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
48, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, White, Female,0,0,30, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
33, Self-emp-inc, Some-college, Divorced, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,20, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,1977,60, United-States, >50K
26, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, >50K
45, Private, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,45, United-States, >50K
68, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15826,0,45, United-States, >50K
50, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Germany, <=50K
33, Local-gov, Assoc-voc, Never-married, Tech-support, Husband, White, Male,0,0,40, Philippines, <=50K
46, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
55, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, <=50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
71, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
24, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,40, United-States, >50K
33, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
51, Federal-gov, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, 10th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, India, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
52, State-gov, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
68, Private, 7th-8th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,44, United-States, >50K
55, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
19, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Male,0,0,50, United-States, <=50K
60, State-gov, Assoc-voc, Widowed, Tech-support, Not-in-family, White, Female,0,0,15, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,25, Nicaragua, >50K
28, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Philippines, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7351,0,25, United-States, >50K
24, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
43, State-gov, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,79, United-States, >50K
36, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
58, Private, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
56, Private, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,10, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Male,2233,0,50, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,7345,0,67, United-States, >50K
47, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
60, Self-emp-inc, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Private, Assoc-acdm, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,50, United-States, <=50K
50, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,10, United-States, <=50K
59, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
21, Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White, Male,0,0,30, United-States, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,54, United-States, >50K
62, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
41, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Self-emp-not-inc, 10th, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,60, United-States, <=50K
32, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, Black, Female,0,0,45, United-States, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,7298,0,60, Hong, >50K
42, Private, Doctorate, Divorced, Other-service, Wife, White, Female,0,0,40, Poland, <=50K
55, Self-emp-not-inc, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,1977,30, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
21, State-gov, Some-college, Never-married, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
