21, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
31, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,1589,60, Columbia, <=50K
38, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Ireland, >50K
53, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, 9th, Divorced, Sales, Unmarried, Other, Female,0,0,35, Columbia, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,60, Puerto-Rico, >50K
43, Self-emp-inc, Masters, Never-married, Transport-moving, Husband, White, Male,0,0,60, Philippines, <=50K
65, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,9060,0,45, Haiti, >50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,50, Dominican-Republic, >50K
23, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Philippines, <=50K
22, Private, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Philippines, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Female,0,0,45, Vietnam, >50K
33, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
61, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, France, <=50K
40, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,20, Dominican-Republic, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,1887,40, Poland, >50K
31, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
33, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
28, Federal-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, France, <=50K
51, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
58, Self-emp-not-inc, Bachelors, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Peru, <=50K
60, Private, Some-college, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, China, <=50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Haiti, <=50K
44, Private, HS-grad, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,40, Iran, <=50K
42, Private, HS-grad, Divorced, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,54, Philippines, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Italy, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
51, Private, 12th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Cuba, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, South, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Mexico, <=50K
22, State-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,30, United-States, <=50K
48, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, Jamaica, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Vietnam, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Ireland, >50K
37, Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
36, Private, Some-college, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-spouse-absent, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,28, Taiwan, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, Holand-Netherlands, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Ecuador, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,1902,40, Japan, >50K
62, Private, Doctorate, Divorced, Prof-specialty, Husband, Black, Male,0,0,45, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, France, >50K
63, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
41, Private, Some-college, Married-spouse-absent, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,1887,50, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,50, Jamaica, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, England, <=50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Taiwan, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Black, Female,4808,0,24, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,1328,40, South, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,15, Puerto-Rico, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Guatemala, <=50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,60, Philippines, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,54, Puerto-Rico, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,30, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Other-relative, Other, Female,0,0,60, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,99, Trinadad&Tobago, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
52, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,15024,0,40, Japan, >50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Holand-Netherlands, >50K
18, Private, 10th, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Jamaica, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, India, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Vietnam, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, Scotland, <=50K
46, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,45, Nicaragua, >50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
27, Private, Assoc-acdm, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Sales, Wife, White, Female,15024,0,35, Hong, >50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,43, Thailand, <=50K
19, Federal-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,15, Holand-Netherlands, <=50K
19, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,50, England, <=50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,80, Laos, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,65, Ecuador, >50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,54, El-Salvador, >50K
47, Private, Masters, Divorced, Adm-clerical, Own-child, White, Male,0,0,27, United-States, <=50K
49, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, China, >50K
70, Self-emp-not-inc, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
58, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, Dominican-Republic, >50K
31, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Guatemala, >50K
50, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Black, Male,0,0,40, Hungary, <=50K
24, Private, 10th, Married-civ-spouse, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
55, Private, Bachelors, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Mexico, <=50K
51, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
42, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Jamaica, <=50K
23, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Other, Female,0,0,40, Scotland, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,60, Germany, <=50K
43, Federal-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Haiti, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Philippines, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Peru, >50K
27, Private, Assoc-voc, Separated, Farming-fishing, Husband, White, Male,0,0,80, Greece, <=50K
39, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Poland, <=50K
33, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Iran, <=50K
47, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
66, Private, HS-grad, Widowed, Prof-specialty, Wife, Black, Female,0,2272,8, Laos, <=50K
54, Self-emp-not-inc, 9th, Never-married, Protective-serv, Unmarried, Black, Male,0,0,50, Yugoslavia, <=50K
30, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,60, Ecuador, <=50K
27, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Holand-Netherlands, <=50K
35, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, Holand-Netherlands, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
19, State-gov, HS-grad, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,15, United-States, <=50K
36, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,1977,45, Nicaragua, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Ecuador, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Hong, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Honduras, >50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,20, Yugoslavia, >50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,50, Thailand, >50K
35, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Portugal, >50K
56, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,7298,0,40, Greece, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Other, Male,0,0,25, Yugoslavia, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, Laos, <=50K
44, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,99999,0,40, Germany, >50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,2055,0,65, Italy, >50K
50, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Female,0,0,40, Cambodia, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
47, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,59, United-States, >50K
57, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
47, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Dominican-Republic, >50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,36, Columbia, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Germany, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Cambodia, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, 10th, Divorced, Sales, Not-in-family, Other, Male,2810,0,50, Hong, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,60, Vietnam, <=50K
31, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,2025,40, France, >50K
20, Private, Assoc-voc, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,70, Guatemala, <=50K
73, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Peru, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,25, Honduras, <=50K
18, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Greece, <=50K
29, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
44, Private, Some-college, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Holand-Netherlands, <=50K
47, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,50, Portugal, <=50K
39, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,1525,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Yugoslavia, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,35, Iran, <=50K
20, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,2119,56, Greece, <=50K
30, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,15024,0,40, Iran, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
26, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
61, Private, Some-college, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,44, Vietnam, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Iran, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
54, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, >50K
33, Local-gov, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,35, Germany, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Germany, >50K
25, Private, 1st-4th, Never-married, Other-service, Unmarried, Black, Male,0,0,40, Haiti, <=50K
27, Self-emp-inc, Some-college, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, Laos, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Laos, <=50K
57, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,91089,0,40, United-States, >50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, El-Salvador, <=50K
40, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,7298,0,50, Vietnam, >50K
27, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Holand-Netherlands, >50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
44, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
31, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, South, <=50K
27, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,5178,0,40, Poland, <=50K
24, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,30, United-States, <=50K
37, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
30, Self-emp-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, China, <=50K
47, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Philippines, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
26, Private, Masters, Never-married, Adm-clerical, Other-relative, White, Female,0,0,50, Jamaica, <=50K
37, Private, Bachelors, Never-married, Farming-fishing, Husband, White, Male,0,0,70, Thailand, <=50K
26, State-gov, HS-grad, Married-spouse-absent, Exec-managerial, Husband, Black, Male,0,0,40, China, <=50K
67, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, Peru, <=50K
24, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
51, State-gov, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
55, Private, Doctorate, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1633,35, South, <=50K
21, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, England, <=50K
34, Self-emp-not-inc, 9th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, >50K
55, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,60, Italy, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, Poland, <=50K
45, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Other, Female,0,0,30, Mexico, <=50K
48, Self-emp-inc, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,3375,0,51, Yugoslavia, <=50K
32, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Other, Male,10520,0,50, United-States, <=50K
48, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,25, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,60, Iran, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1369,40, Haiti, >50K
33, Private, 9th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Iran, <=50K
28, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,2604,0,50, Greece, <=50K
37, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
56, Federal-gov, Assoc-voc, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,40, Puerto-Rico, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,35, India, <=50K
40, Private, 5th-6th, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,1667,72, United-States, >50K
62, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, South, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Laos, <=50K
43, Private, Masters, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,10, Vietnam, <=50K
58, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Portugal, >50K
56, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,30, Yugoslavia, <=50K
60, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, South, <=50K
43, Private, Some-college, Divorced, Craft-repair, Husband, Black, Male,0,0,45, Philippines, <=50K
18, Private, Masters, Married-civ-spouse, Other-service, Husband, White, Male,0,1844,25, Dominican-Republic, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Mexico, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, Cambodia, >50K
55, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Male,0,0,38, Hungary, <=50K
35, Private, Doctorate, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
43, Self-emp-inc, HS-grad, Widowed, Adm-clerical, Unmarried, White, Male,0,0,25, Cuba, <=50K
33, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, State-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, South, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,54, Portugal, >50K
