35, Private, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, <=50K
19, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,20, Yugoslavia, <=50K
60, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,2359,0,60, Poland, >50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, Portugal, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Iran, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, Holand-Netherlands, >50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Peru, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Philippines, <=50K
31, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, China, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Thailand, >50K
34, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,15024,0,40, South, >50K
40, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Cuba, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hungary, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,25, Nicaragua, <=50K
34, Federal-gov, HS-grad, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, China, <=50K
64, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hungary, >50K
35, Private, 7th-8th, Divorced, Machine-op-inspct, Husband, White, Female,0,0,12, Poland, <=50K
63, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, China, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, Nicaragua, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, Laos, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
18, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, Cuba, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Laos, <=50K
57, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, Laos, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, Vietnam, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
59, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,25, South, <=50K
44, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,54, England, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Laos, <=50K
34, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,54, Japan, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
40, Private, HS-grad, Separated, Sales, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
65, Federal-gov, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White, Male,0,0,35, Taiwan, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Peru, >50K
33, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, Japan, >50K
63, Private, Masters, Divorced, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,25, Canada, <=50K
69, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,36, Germany, <=50K
25, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,45, Hong, >50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Laos, <=50K
22, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,26, United-States, <=50K
46, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
40, Private, HS-grad, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,50, Scotland, <=50K
50, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3908,0,40, Scotland, >50K
18, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, Vietnam, <=50K
26, Private, 12th, Never-married, Sales, Not-in-family, White, Female,0,0,50, Columbia, <=50K
63, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,93, Philippines, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,33, Ireland, <=50K
42, State-gov, Some-college, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, Iran, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,15, Vietnam, <=50K
68, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,10, Hong, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, El-Salvador, >50K
60, Private, Some-college, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,90, Thailand, >50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,99, Poland, >50K
44, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Greece, <=50K
43, Private, HS-grad, Separated, Craft-repair, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
42, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,1887,40, India, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, Thailand, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, England, <=50K
58, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, Columbia, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, Trinadad&Tobago, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Yugoslavia, <=50K
18, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Male,0,0,13, Taiwan, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,1980,54, Hungary, <=50K
23, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, El-Salvador, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
41, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, Taiwan, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Philippines, <=50K
33, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Germany, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1887,40, Laos, >50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,25, Cambodia, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, South, <=50K
23, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1666,48, United-States, <=50K
32, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,54, Vietnam, <=50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Poland, >50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,1572,65, Cambodia, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Iran, >50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Greece, >50K
32, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
32, Local-gov, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,7710,0,40, India, >50K
37, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Honduras, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Yugoslavia, <=50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,4, Outlying-US(Guam-USVI-etc), <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, White, Male,3307,0,40, Italy, >50K
27, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Japan, <=50K
69, Private, 5th-6th, Widowed, Transport-moving, Husband, White, Female,0,0,12, Puerto-Rico, <=50K
49, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Haiti, >50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, >50K
55, Federal-gov, Bachelors, Widowed, Other-service, Not-in-family, White, Female,0,0,40, Greece, <=50K
25, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Ireland, >50K
63, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Cuba, <=50K
26, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,50, Ecuador, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,45, Taiwan, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Canada, <=50K
45, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
42, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Female,0,0,54, Nicaragua, <=50K
44, Private, Doctorate, Separated, Transport-moving, Wife, White, Male,0,0,35, Cuba, <=50K
53, State-gov, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,40, Germany, <=50K
31, Private, Masters, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Holand-Netherlands, <=50K
44, Private, 10th, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,75, Laos, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,25, Italy, <=50K
61, Private, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,2345,50, Laos, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,70, Philippines, <=50K
45, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,25, India, <=50K
54, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, Scotland, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,20, England, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,16, Japan, <=50K
30, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, Japan, >50K
30, Private, Assoc-voc, Widowed, Handlers-cleaners, Own-child, White, Female,0,0,40, France, <=50K
36, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Mexico, <=50K
42, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Canada, >50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, Hong, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,89, Ireland, <=50K
30, Private, 7th-8th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
37, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Female,0,0,38, Dominican-Republic, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
23, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Guatemala, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Honduras, <=50K
44, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
17, Self-emp-not-inc, 11th, Never-married, Sales, Own-child, White, Male,0,0,40, Thailand, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Jamaica, <=50K
53, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Haiti, <=50K
45, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, Yugoslavia, <=50K
75, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,30, Guatemala, <=50K
35, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2543,35, Yugoslavia, >50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,48, Philippines, >50K
68, Private, 7th-8th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, Nicaragua, <=50K
27, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2050,40, Greece, >50K
53, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,39, France, <=50K
60, Private, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,67, Yugoslavia, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Ireland, >50K
34, Self-emp-inc, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,1690,40, France, >50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, India, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Cambodia, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
47, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,77, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, Cuba, >50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, China, <=50K
36, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, England, >50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Cambodia, >50K
20, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
56, Private, 10th, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, Holand-Netherlands, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, El-Salvador, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
62, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,3103,0,45, Guatemala, <=50K
40, Private, Bachelors, Divorced, Exec-managerial, Own-child, White, Male,0,0,50, United-States, <=50K
58, Private, HS-grad, Separated, Exec-managerial, Wife, White, Male,15024,0,35, England, >50K
50, Local-gov, Bachelors, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Cuba, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Nicaragua, <=50K
27, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, Portugal, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Yugoslavia, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
46, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,40, France, <=50K
38, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Hong, <=50K
26, Private, Some-college, Separated, Other-service, Wife, White, Male,0,0,40, Italy, <=50K
52, Private, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,40, Ecuador, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
36, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Jamaica, <=50K
39, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Vietnam, <=50K
27, Private, Bachelors, Separated, Craft-repair, Unmarried, White, Female,0,0,40, Honduras, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, China, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, Puerto-Rico, >50K
42, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,35, Canada, <=50K
65, Local-gov, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, England, <=50K
40, Private, HS-grad, Widowed, Sales, Not-in-family, Black, Female,0,0,40, England, <=50K
40, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, Ireland, >50K
54, Private, Assoc-voc, Never-married, Craft-repair, Unmarried, White, Female,0,0,45, Ireland, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Poland, <=50K
37, Local-gov, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, South, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
21, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,70, Thailand, <=50K
23, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, Vietnam, <=50K
19, Private, 12th, Never-married, Transport-moving, Own-child, White, Female,0,0,20, Greece, <=50K
41, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,54, Cambodia, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Yugoslavia, <=50K
89, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,24, Philippines, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, >50K
51, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,2646,0,70, India, >50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, <=50K
26, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, Laos, <=50K
52, Private, HS-grad, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,1853,40, Cuba, <=50K
48, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, Taiwan, <=50K
73, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,30, Nicaragua, <=50K
74, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3298,0,44, India, <=50K
57, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,0,0,45, Poland, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, Canada, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,54, Japan, <=50K
48, Private, Masters, Never-married, Farming-fishing, Husband, White, Male,0,0,54, Dominican-Republic, <=50K
35, State-gov, Some-college, Never-married, Machine-op-inspct, Unmarried, Other, Female,0,0,40, South, <=50K
45, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1902,45, Iran, >50K
75, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,48, Peru, <=50K
36, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Philippines, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7687,0,50, United-States, >50K
27, Private, HS-grad, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
36, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,99, Iran, >50K
54, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,2387,60, Hong, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,2346,0,40, Puerto-Rico, <=50K
47, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Laos, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, Italy, >50K
56, Self-emp-inc, Assoc-acdm, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Yugoslavia, <=50K
45, Self-emp-not-inc, 12th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Scotland, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, >50K
38, Self-emp-inc, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,45, Thailand, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Hong, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,54, Greece, >50K
25, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Hong, <=50K
35, Private, Some-college, Never-married, Protective-serv, Wife, White, Female,0,0,40, Vietnam, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Assoc-voc, Never-married, Other-service, Unmarried, Black, Female,4606,0,40, France, <=50K
24, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,50, China, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,80, Philippines, >50K
60, Local-gov, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,35, Dominican-Republic, <=50K
54, Federal-gov, Assoc-voc, Widowed, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,3448,0,40, Honduras, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, Iran, >50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Vietnam, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Taiwan, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, Yugoslavia, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1977,20, Peru, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, >50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Ireland, >50K
55, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,45, Cambodia, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,40, Holand-Netherlands, <=50K
53, Private, Bachelors, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
44, Private, HS-grad, Widowed, Adm-clerical, Own-child, White, Male,0,0,40, Columbia, <=50K
54, Private, Some-college, Widowed, Priv-house-serv, Not-in-family, White, Male,0,0,40, South, <=50K
33, State-gov, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,50, Peru, <=50K
34, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,3241,0,50, Nicaragua, <=50K
