34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Ecuador, >50K
37, State-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Taiwan, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Portugal, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, England, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Italy, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Canada, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, United-States, >50K
39, State-gov, Bachelors, Married-spouse-absent, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,35, Cuba, <=50K
34, State-gov, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Taiwan, <=50K
35, Private, Masters, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
56, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,50, Peru, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,35, Poland, <=50K
28, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,4007,0,40, Laos, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,45, Ireland, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
43, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,44, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,45, Poland, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, Puerto-Rico, <=50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Japan, <=50K
33, Private, Some-college, Never-married, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Male,0,0,60, United-States, <=50K
53, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
35, Private, Masters, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Nicaragua, <=50K
23, Private, Some-college, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Haiti, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, France, <=50K
39, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, China, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Poland, <=50K
36, Private, Masters, Separated, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,12, Taiwan, <=50K
37, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Thailand, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
50, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, France, >50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,44, United-States, <=50K
48, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,7687,0,65, Trinadad&Tobago, <=50K
67, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Italy, >50K
45, Private, 9th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,25, Iran, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,40, Japan, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,80, United-States, >50K
42, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,5178,0,35, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, India, <=50K
51, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
55, Private, 7th-8th, Divorced, Other-service, Unmarried, Black, Male,0,0,38, Hungary, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,45, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Laos, <=50K
41, Local-gov, Assoc-voc, Separated, Exec-managerial, Husband, Other, Male,0,0,40, El-Salvador, <=50K
57, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,18, Trinadad&Tobago, <=50K
52, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,15024,0,60, Poland, >50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,42, Germany, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
29, Self-emp-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,3346,0,40, Cuba, <=50K
49, Private, Masters, Divorced, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Protective-serv, Other-relative, Black, Female,0,0,40, Portugal, <=50K
45, Self-emp-inc, Some-college, Separated, Sales, Wife, Asian-Pac-Islander, Female,0,0,54, India, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
49, Self-emp-not-inc, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,99, Portugal, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Jamaica, <=50K
25, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Vietnam, <=50K
60, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Portugal, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
31, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, Ireland, >50K
62, Local-gov, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,20, United-States, <=50K
33, Private, 7th-8th, Never-married, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
51, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
23, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,20, Italy, <=50K
26, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,50, Ecuador, >50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Honduras, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,30, Portugal, >50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Dominican-Republic, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, England, <=50K
46, Self-emp-not-inc, Masters, Separated, Tech-support, Husband, White, Female,0,0,45, Italy, >50K
29, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Dominican-Republic, <=50K
22, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, White, Female,0,0,30, Ireland, <=50K
52, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
25, Local-gov, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, El-Salvador, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, Thailand, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,70, United-States, <=50K
37, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,65, Jamaica, <=50K
67, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,20027,0,45, Ecuador, >50K
55, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,38, Poland, <=50K
28, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,45, France, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, Hong, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
23, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
41, Private, Assoc-voc, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, >50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, Hungary, >50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,25, France, <=50K
41, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Canada, >50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Other-relative, Black, Male,0,0,60, Dominican-Republic, <=50K
50, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7687,0,50, Cuba, >50K
24, Private, Masters, Divorced, Protective-serv, Not-in-family, Other, Male,0,1788,45, Peru, <=50K
30, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, India, <=50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
46, Self-emp-inc, HS-grad, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
42, Private, Prof-school, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, Nicaragua, <=50K
23, Private, Some-college, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
50, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Philippines, >50K
41, Private, 9th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,8, Mexico, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
38, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
51, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,45, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, Cambodia, <=50K
75, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,30, Dominican-Republic, <=50K
40, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,4993,0,43, Japan, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Male,7687,0,40, Italy, >50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,30, Italy, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,38, Mexico, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Poland, >50K
39, Private, Masters, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,52, United-States, >50K
24, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Honduras, <=50K
35, Local-gov, Prof-school, Never-married, Exec-managerial, Unmarried, White, Female,0,0,54, Dominican-Republic, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Thailand, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, Black, Male,0,0,44, Jamaica, <=50K
39, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,7687,0,45, Hong, >50K
21, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,10, United-States, <=50K
69, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,30, France, <=50K
55, Private, Masters, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,2563,0,50, Guatemala, >50K
39, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, India, <=50K
32, Federal-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,45, Cambodia, <=50K
49, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, Cambodia, <=50K
45, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, France, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Peru, <=50K
73, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,20026,0,35, Japan, >50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Italy, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
50, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, Ecuador, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, Cambodia, >50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, India, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,1902,40, Outlying-US(Guam-USVI-etc), >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Poland, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,48, Taiwan, >50K
27, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Hungary, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, <=50K
35, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,10, Scotland, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,27, Guatemala, <=50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Hong, >50K
68, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,19965,0,45, Guatemala, >50K
40, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, White, Female,0,0,54, Honduras, <=50K
33, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,25, Cuba, <=50K
30, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,35, South, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Ecuador, <=50K
52, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,60, Laos, >50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-not-inc, 9th, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Divorced, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, South, >50K
36, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
60, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,35, Canada, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, Cambodia, <=50K
26, Private, 7th-8th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
26, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, France, <=50K
22, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, Canada, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Philippines, >50K
38, Private, Prof-school, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Greece, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,45, Vietnam, <=50K
53, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
32, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Germany, <=50K
45, Private, Bachelors, Widowed, Prof-specialty, Wife, White, Male,0,1902,35, England, >50K
26, Private, Assoc-voc, Divorced, Sales, Not-in-family, Other, Male,1935,0,40, Laos, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,35, England, <=50K
32, State-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,0,0,50, Thailand, >50K
21, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,48, Honduras, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Scotland, <=50K
31, State-gov, 10th, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,1809,40, China, <=50K
53, Self-emp-not-inc, 7th-8th, Separated, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Ireland, <=50K
33, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,1881,38, Vietnam, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
23, Private, Some-college, Separated, Craft-repair, Not-in-family, Other, Female,0,0,20, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, 10th, Divorced, Sales, Not-in-family, Other, Male,0,0,40, Hong, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, England, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, Jamaica, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,45, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, Vietnam, <=50K
23, Private, Some-college, Separated, Prof-specialty, Own-child, Black, Male,0,0,30, China, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
23, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
30, Private, Bachelors, Divorced, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
51, Federal-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Cuba, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, South, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Mexico, <=50K
51, Federal-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Female,0,0,45, Cuba, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,24, Outlying-US(Guam-USVI-etc), <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Scotland, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,8, United-States, <=50K
51, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,1868,40, Columbia, >50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,12, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,4386,0,40, China, <=50K
67, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Male,1926,0,15, South, <=50K
47, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,35, Poland, <=50K
45, Self-emp-not-inc, Some-college, Widowed, Adm-clerical, Unmarried, Black, Male,0,0,40, China, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,15024,0,80, Philippines, >50K
37, State-gov, Doctorate, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,30, Columbia, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, Cambodia, >50K
48, Self-emp-not-inc, Some-college, Separated, Other-service, Unmarried, Other, Male,0,0,35, Thailand, <=50K
34, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,7212,0,50, England, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,21, India, <=50K
24, Private, 10th, Never-married, Craft-repair, Unmarried, Other, Female,0,0,40, Philippines, <=50K
42, Private, Doctorate, Widowed, Exec-managerial, Unmarried, Black, Female,5178,0,40, Peru, >50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Italy, >50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,40, South, <=50K
45, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Hong, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Philippines, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5178,0,40, Peru, >50K
38, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,1902,40, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, United-States, >50K
36, Self-emp-inc, HS-grad, Never-married, Tech-support, Husband, White, Male,0,0,70, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
54, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Other, Female,0,0,40, United-States, <=50K
21, Private, 10th, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,20, Cambodia, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, India, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,8, Thailand, <=50K
26, State-gov, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,8, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Philippines, <=50K
33, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,105,0,44, United-States, >50K
40, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,40, Japan, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,25, Dominican-Republic, <=50K
68, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,20, Japan, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,7, China, <=50K
62, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, South, >50K
24, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,30, Germany, <=50K
