43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,1977,60, Dominican-Republic, >50K
48, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,45, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Greece, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,4793,0,40, India, >50K
42, Federal-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Sales, Other-relative, Asian-Pac-Islander, Female,0,0,37, Nicaragua, <=50K
46, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, >50K
56, Private, Some-college, Separated, Farming-fishing, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
32, Self-emp-not-inc, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Male,0,0,60, Vietnam, <=50K
52, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1902,50, South, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Other, Female,0,1887,22, Mexico, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,30, Haiti, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, Philippines, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Guatemala, >50K
41, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,99999,0,65, Puerto-Rico, >50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Greece, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,1817,10, Columbia, >50K
25, Private, Some-college, Never-married, Prof-specialty, Wife, Other, Female,0,1887,45, Portugal, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Nicaragua, <=50K
40, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
34, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Portugal, <=50K
32, Local-gov, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,15, Hong, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Unmarried, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
21, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
52, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,25, Greece, >50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,50, Italy, <=50K
35, Private, 10th, Married-spouse-absent, Exec-managerial, Husband, White, Male,0,0,44, Haiti, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,50, Hungary, <=50K
23, Private, Assoc-voc, Separated, Handlers-cleaners, Own-child, Other, Female,0,0,40, Hungary, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, >50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Trinadad&Tobago, <=50K
50, Local-gov, Some-college, Divorced, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Cambodia, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,35, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,50, Scotland, >50K
37, Private, HS-grad, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, India, <=50K
43, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Thailand, <=50K
33, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, Iran, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Ecuador, <=50K
33, State-gov, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, Trinadad&Tobago, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,58, Poland, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Hong, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Other, Male,0,0,60, Dominican-Republic, <=50K
21, Self-emp-not-inc, Some-college, Separated, Sales, Wife, Other, Female,0,0,10, France, <=50K
52, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,25, France, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Hong, >50K
49, Private, Bachelors, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,80, Scotland, <=50K
56, Self-emp-inc, 9th, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,3917,0,40, Hong, >50K
17, Private, 11th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,12, Puerto-Rico, <=50K
53, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,15024,0,50, Ireland, >50K
46, Local-gov, Masters, Married-civ-spouse, Sales, Husband, Black, Male,15024,0,65, Mexico, >50K
58, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,30, Columbia, >50K
46, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
58, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
29, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,20, Portugal, <=50K
49, Local-gov, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,40, Hong, >50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Cambodia, <=50K
51, Private, Bachelors, Widowed, Other-service, Not-in-family, Black, Female,0,0,16, Hungary, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,35, Taiwan, >50K
25, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
64, Private, Bachelors, Divorced, Sales, Not-in-family, Other, Female,0,0,50, India, <=50K
25, Private, HS-grad, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
63, Local-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Yugoslavia, >50K
38, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,6688,0,50, Nicaragua, >50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1894,40, Portugal, >50K
48, Private, 9th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, Mexico, <=50K
48, Private, Bachelors, Divorced, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
40, Local-gov, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,2260,40, Outlying-US(Guam-USVI-etc), <=50K
27, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Hong, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,25, United-States, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,50, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Vietnam, >50K
27, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Vietnam, >50K
30, Self-emp-inc, Some-college, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Taiwan, <=50K
56, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, Yugoslavia, <=50K
40, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
66, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Guatemala, <=50K
49, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,1887,60, Ecuador, <=50K
44, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Ecuador, >50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
40, Private, HS-grad, Separated, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Greece, >50K
46, Private, Masters, Separated, Prof-specialty, Not-in-family, Black, Female,0,1725,40, Taiwan, >50K
24, Private, Some-college, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,30, Portugal, <=50K
42, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,12, Thailand, <=50K
43, Private, 7th-8th, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, El-Salvador, >50K
23, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, South, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Own-child, Other, Female,0,0,16, Portugal, <=50K
41, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
58, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,35, Guatemala, <=50K
54, Private, Some-college, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,32, Nicaragua, <=50K
80, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,32, Ecuador, <=50K
48, Private, HS-grad, Widowed, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,50, Cambodia, <=50K
59, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,50, South, <=50K
41, Local-gov, Some-college, Never-married, Tech-support, Unmarried, Other, Female,0,0,35, Guatemala, <=50K
63, Private, 5th-6th, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,3, Vietnam, <=50K
41, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Peru, <=50K
52, Local-gov, Some-college, Separated, Craft-repair, Unmarried, Other, Male,0,0,40, India, <=50K
50, Private, HS-grad, Separated, Exec-managerial, Husband, Black, Female,0,0,40, Philippines, <=50K
53, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,7298,0,45, Columbia, >50K
19, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
20, Private, Masters, Never-married, Transport-moving, Own-child, Black, Female,0,0,20, Yugoslavia, <=50K
38, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, South, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
75, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, Other, Female,0,0,10, Mexico, <=50K
53, State-gov, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,35, Laos, <=50K
24, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Mexico, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Ireland, >50K
32, Private, 9th, Never-married, Craft-repair, Other-relative, Other, Female,0,0,40, Dominican-Republic, <=50K
33, State-gov, Bachelors, Separated, Sales, Wife, Black, Female,0,0,25, Laos, <=50K
35, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,48, Puerto-Rico, >50K
31, State-gov, Bachelors, Never-married, Exec-managerial, Wife, Other, Male,0,0,35, Cambodia, <=50K
75, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Male,0,2554,20, Philippines, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,15, Haiti, <=50K
65, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Male,3103,0,20, France, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,40, Haiti, <=50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Portugal, >50K
54, Private, Some-college, Separated, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,15, Germany, >50K
28, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,30, Peru, <=50K
34, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, Scotland, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, England, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,45, Canada, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
21, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,30, France, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,70, Philippines, >50K
64, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Female,2907,0,21, United-States, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Philippines, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,54, Haiti, >50K
22, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Female,0,0,54, Honduras, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,45, Honduras, >50K
52, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,54, England, >50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
53, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,7298,0,40, Honduras, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,7298,0,40, Laos, >50K
47, Private, 11th, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
41, Federal-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1887,50, Columbia, >50K
41, Self-emp-inc, Assoc-voc, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,10520,0,45, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
40, Private, Some-college, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, Cuba, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,45, Trinadad&Tobago, >50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,22, Jamaica, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
43, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,35, Taiwan, <=50K
57, Self-emp-not-inc, Assoc-acdm, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, France, <=50K
29, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,35, Haiti, <=50K
20, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,25, South, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,40, Yugoslavia, >50K
21, Local-gov, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,50, Thailand, <=50K
52, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Female,0,1887,40, Thailand, <=50K
19, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,25, Nicaragua, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Italy, <=50K
40, Private, 10th, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
63, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,54, Guatemala, >50K
63, Federal-gov, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
37, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Portugal, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,70, Honduras, >50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,37, South, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,60, Laos, >50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,1959,40, Japan, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, Poland, >50K
29, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20, Laos, <=50K
46, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,76, Cuba, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Male,0,0,20, Hong, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, El-Salvador, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,3469,0,40, Scotland, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,25, Haiti, <=50K
86, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Wife, Other, Male,0,0,2, Trinadad&Tobago, <=50K
43, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, Nicaragua, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, El-Salvador, >50K
32, Private, Masters, Divorced, Transport-moving, Own-child, White, Female,0,0,10, Trinadad&Tobago, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Greece, >50K
25, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,24, Ecuador, <=50K
64, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,24, Canada, <=50K
21, Self-emp-inc, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,20, Taiwan, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,50, England, <=50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Cuba, >50K
57, Private, HS-grad, Widowed, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female,0,0,32, Poland, <=50K
46, State-gov, HS-grad, Divorced, Other-service, Wife, Black, Female,0,0,15, Canada, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, France, <=50K
32, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Ecuador, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,5, Haiti, <=50K
37, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, Other, Female,0,0,40, Poland, <=50K
58, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
42, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,45, Honduras, <=50K
55, Private, Assoc-acdm, Widowed, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,45, Ireland, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,50, Canada, <=50K
53, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Columbia, <=50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
35, Private, Some-college, Separated, Machine-op-inspct, Husband, Black, Male,0,0,50, Hungary, <=50K
30, State-gov, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3465,0,54, Jamaica, >50K
63, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,20, Canada, <=50K
31, Self-emp-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Portugal, <=50K
27, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Peru, <=50K
30, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, France, <=50K
52, Local-gov, Assoc-acdm, Divorced, Sales, Unmarried, Other, Male,0,0,45, Puerto-Rico, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,45, Hong, <=50K
58, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Cambodia, >50K
28, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
41, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,13531,0,60, Poland, <=50K
28, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Hong, <=50K
79, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,30, Portugal, <=50K
40, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1704,40, Italy, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, Japan, >50K
29, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Laos, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Columbia, <=50K
26, State-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,20, Greece, <=50K
44, State-gov, Some-college, Separated, Exec-managerial, Unmarried, Other, Female,0,0,40, Yugoslavia, <=50K
61, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, Ireland, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, >50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,20, Germany, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Jamaica, <=50K
27, Private, HS-grad, Never-married, Tech-support, Not-in-family, Other, Female,0,0,45, Poland, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,48, Philippines, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,15024,0,45, Jamaica, >50K
26, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Iran, <=50K
56, Private, Masters, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,50, Haiti, <=50K
50, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, Puerto-Rico, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Jamaica, >50K
