21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,50, Poland, <=50K
34, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
49, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,42, Japan, <=50K
37, Private, Bachelors, Separated, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,60, United-States, >50K
27, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,10520,0,45, United-States, >50K
43, State-gov, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
50, Self-emp-inc, HS-grad, Widowed, Prof-specialty, Unmarried, White, Female,0,0,63, United-States, <=50K
30, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,35, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1740,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, >50K
45, Self-emp-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,15024,0,81, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, India, >50K
34, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, Mexico, <=50K
28, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,50, Mexico, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,35, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,43, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
43, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Guatemala, >50K
23, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,35, United-States, >50K
33, Private, HS-grad, Separated, Craft-repair, Own-child, White, Male,0,2195,40, United-States, <=50K
25, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
45, Private, Assoc-voc, Never-married, Tech-support, Not-in-family, White, Female,0,0,54, United-States, <=50K
58, Federal-gov, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
58, Private, 9th, Separated, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,2210,0,35, United-States, <=50K
42, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,1402,40, United-States, <=50K
50, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Protective-serv, Own-child, White, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,30, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,36, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
21, Local-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, Columbia, <=50K
32, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1556,40, United-States, >50K
28, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,2228,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
27, Self-emp-inc, 9th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, England, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, <=50K
32, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,46, United-States, <=50K
37, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,30, United-States, <=50K
39, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,70, United-States, <=50K
51, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
38, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, China, <=50K
24, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Separated, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,20, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,99, United-States, >50K
21, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,6587,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
56, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1848,40, United-States, >50K
52, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,48, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, Nicaragua, <=50K
41, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States, <=50K
74, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, United-States, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
45, Private, Assoc-acdm, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,50, United-States, >50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,27, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,240,60, United-States, >50K
34, Private, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,25, United-States, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,25, United-States, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Doctorate, Divorced, Craft-repair, Not-in-family, White, Male,0,0,55, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Separated, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Local-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,54, United-States, <=50K
40, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,35, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
48, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,2685,0,45, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
67, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,32, United-States, <=50K
50, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Female,4386,0,40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,20, Mexico, >50K
31, Private, 11th, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
67, Self-emp-not-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,1, United-States, <=50K
69, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,24, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, United-States, >50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Mexico, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
51, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Separated, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
54, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,5394,0,60, United-States, >50K
24, Private, 9th, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,30, United-States, <=50K
58, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,35, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,7, United-States, <=50K
65, Local-gov, 10th, Widowed, Other-service, Unmarried, White, Female,0,0,30, Italy, <=50K
51, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
28, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,25, United-States, <=50K
45, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
43, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,43, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,1843,40, Cambodia, <=50K
19, Local-gov, Some-college, Never-married, Machine-op-inspct, Other-relative, White, Female,0,0,35, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, Prof-school, Never-married, Sales, Not-in-family, White, Male,0,0,70, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,44, United-States, >50K
34, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
58, State-gov, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
58, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,60, United-States, <=50K
53, Federal-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Other, Male,3849,0,40, United-States, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,50, United-States, >50K
54, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,3161,0,45, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
41, Local-gov, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
40, State-gov, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
53, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Husband, White, Male,0,0,40, Jamaica, >50K
30, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,43, Mexico, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,39, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,52, United-States, >50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Federal-gov, Bachelors, Widowed, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Masters, Divorced, Sales, Wife, White, Male,13896,0,50, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2034,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Federal-gov, 10th, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
45, Private, Some-college, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Vietnam, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,23, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
34, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
38, State-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1586,50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
65, State-gov, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,70, United-States, <=50K
33, Private, 11th, Separated, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
70, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,21062,0,35, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, <=50K
19, Private, Assoc-voc, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
50, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
48, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,80, United-States, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,40, United-States, >50K
49, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, State-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Separated, Prof-specialty, Wife, White, Male,0,0,38, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Local-gov, Masters, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Cuba, <=50K
23, State-gov, Bachelors, Separated, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
46, Private, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,37, United-States, >50K
39, Private, Bachelors, Separated, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,54, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,4861,0,50, United-States, >50K
30, Local-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,2603,0,48, United-States, <=50K
39, Local-gov, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,55, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,1848,38, United-States, <=50K
31, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
51, Self-emp-not-inc, Doctorate, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,80, United-States, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,10, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,15, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,24, Nicaragua, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
51, Local-gov, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,30, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
19, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,20, United-States, <=50K
29, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, Canada, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,60, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Ireland, >50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Canada, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, Some-college, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,2554,0,40, United-States, <=50K
23, State-gov, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,1977,60, United-States, >50K
23, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
