47, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
30, Private, 9th, Never-married, Prof-specialty, Other-relative, White, Female,0,0,35, Haiti, <=50K
37, Self-emp-not-inc, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Trinadad&Tobago, >50K
27, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,50, United-States, <=50K
37, Private, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
19, Private, 11th, Never-married, Other-service, Other-relative, Black, Female,0,0,40, Laos, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Ecuador, <=50K
78, Self-emp-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, Cuba, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,20, Jamaica, <=50K
34, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,39, Germany, <=50K
25, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
39, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
27, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,20, Puerto-Rico, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Yugoslavia, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, India, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Yugoslavia, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, Canada, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Hungary, >50K
41, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,42, Ecuador, >50K
25, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,60, Ireland, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,8, Ecuador, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Columbia, >50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,30, Dominican-Republic, <=50K
59, Private, Some-college, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,40, Jamaica, >50K
28, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, Ecuador, <=50K
23, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,50, Dominican-Republic, <=50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Cambodia, <=50K
31, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,35, Canada, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
19, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,35, Laos, <=50K
36, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, Greece, <=50K
55, State-gov, Prof-school, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,60, Columbia, >50K
39, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,2663,0,30, Mexico, >50K
47, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, El-Salvador, >50K
67, Self-emp-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,10, France, >50K
37, State-gov, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
31, Private, Masters, Married-civ-spouse, Other-service, Unmarried, Black, Male,0,0,40, Trinadad&Tobago, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Haiti, >50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,30, Portugal, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Iran, >50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,65, Scotland, <=50K
30, Local-gov, Some-college, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Nicaragua, >50K
60, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,7687,0,60, England, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,50, Trinadad&Tobago, <=50K
47, State-gov, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, China, <=50K
29, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, United-States, <=50K
54, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,1902,40, Columbia, <=50K
37, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,3325,0,30, Nicaragua, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,80, Portugal, <=50K
25, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Cuba, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,65, Mexico, <=50K
20, Private, 12th, Never-married, Adm-clerical, Husband, Other, Male,0,0,40, Columbia, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
68, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,35, Jamaica, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, >50K
31, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Scotland, >50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Hungary, >50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
21, Private, 11th, Never-married, Sales, Not-in-family, Other, Female,0,0,40, Thailand, <=50K
64, Private, 12th, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, 10th, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,52, Trinadad&Tobago, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Scotland, <=50K
29, Private, Assoc-voc, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
39, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, China, >50K
25, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,33, Jamaica, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,45, China, >50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,35, Hungary, <=50K
55, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Haiti, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Male,0,0,25, Canada, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Hong, >50K
54, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, Trinadad&Tobago, <=50K
27, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, Japan, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,1899,40, Guatemala, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,20, England, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Honduras, <=50K
17, Private, 12th, Separated, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,12, England, <=50K
35, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,50, India, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Ireland, <=50K
21, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Taiwan, <=50K
23, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,25, Japan, <=50K
34, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,65, Ecuador, >50K
46, Local-gov, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,30, England, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Columbia, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
30, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Black, Male,4277,0,50, Italy, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,40, Honduras, >50K
60, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Female,0,0,15, Thailand, <=50K
36, Federal-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
37, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,35, Puerto-Rico, <=50K
60, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, England, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, South, >50K
24, Private, Some-college, Never-married, Sales, Husband, Other, Male,0,0,50, Nicaragua, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Honduras, <=50K
41, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, >50K
48, Local-gov, HS-grad, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Portugal, >50K
65, Self-emp-not-inc, HS-grad, Widowed, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,7110,0,60, Honduras, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, El-Salvador, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Jamaica, >50K
59, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Philippines, <=50K
20, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, France, >50K
43, Self-emp-inc, HS-grad, Widowed, Farming-fishing, Unmarried, Other, Female,782,0,99, Yugoslavia, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,60, India, >50K
29, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, Taiwan, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,26, United-States, <=50K
63, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
30, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,35, Trinadad&Tobago, <=50K
23, Federal-gov, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,20, Vietnam, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Greece, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Hungary, <=50K
51, Federal-gov, HS-grad, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,50, China, <=50K
53, Private, Assoc-acdm, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, Nicaragua, <=50K
45, Private, 10th, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
55, Private, Some-college, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
35, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Vietnam, <=50K
23, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, South, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,54, Laos, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, Other, Male,0,0,40, Haiti, <=50K
26, State-gov, HS-grad, Never-married, Transport-moving, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Guatemala, <=50K
69, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,65, Puerto-Rico, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Greece, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, China, >50K
20, Private, Some-college, Married-civ-spouse, Sales, Wife, Other, Female,0,0,30, Poland, <=50K
23, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
30, Federal-gov, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
57, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Portugal, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,45, Hong, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, Other, Male,0,0,40, Nicaragua, >50K
52, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,60, Vietnam, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, >50K
35, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,36, Italy, <=50K
39, Private, 10th, Separated, Craft-repair, Own-child, White, Male,0,0,40, Haiti, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Hungary, <=50K
48, Private, Assoc-voc, Widowed, Craft-repair, Unmarried, Other, Female,0,0,40, Hungary, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Nicaragua, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,24, United-States, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Wife, Asian-Pac-Islander, Female,0,0,15, El-Salvador, <=50K
27, Private, HS-grad, Never-married, Other-service, Other-relative, Other, Female,0,0,40, Cambodia, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Jamaica, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Scotland, >50K
51, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Iran, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Thailand, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,30, Iran, <=50K
24, Private, Prof-school, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,40, Ecuador, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, Trinadad&Tobago, <=50K
73, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,15, Portugal, <=50K
77, Private, Some-college, Widowed, Other-service, Not-in-family, Black, Male,0,0,20, Hong, >50K
27, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Other, Male,0,1887,30, Dominican-Republic, >50K
27, Self-emp-not-inc, Some-college, Widowed, Sales, Wife, Other, Female,0,0,20, France, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, France, <=50K
43, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, Hong, <=50K
37, Private, HS-grad, Never-married, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,48, Scotland, <=50K
32, Private, Assoc-acdm, Never-married, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Honduras, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Male,0,0,37, Portugal, <=50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,40, Iran, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Laos, <=50K
41, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,48, Cuba, >50K
35, Private, HS-grad, Divorced, Sales, Unmarried, Other, Female,0,0,30, Dominican-Republic, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, Yugoslavia, >50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,30, Portugal, <=50K
47, Local-gov, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,30, Hong, >50K
25, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,38, Jamaica, <=50K
49, Private, 7th-8th, Never-married, Craft-repair, Unmarried, White, Female,3325,0,40, Canada, <=50K
27, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
38, Private, Some-college, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Female,0,0,30, Hungary, <=50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, Yugoslavia, >50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
37, Private, HS-grad, Never-married, Farming-fishing, Wife, Amer-Indian-Eskimo, Male,0,0,20, Portugal, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, >50K
40, Private, 9th, Married-civ-spouse, Sales, Wife, White, Male,0,1974,14, Mexico, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
57, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,1979,40, Ecuador, >50K
30, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,71, United-States, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Other-relative, White, Male,0,0,30, Honduras, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Trinadad&Tobago, <=50K
44, Private, 9th, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,40, Vietnam, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
19, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
41, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
57, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,38, Yugoslavia, <=50K
50, Self-emp-inc, Bachelors, Married-AF-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,99999,0,69, Nicaragua, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, El-Salvador, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
61, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1978,40, Outlying-US(Guam-USVI-etc), >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,24, El-Salvador, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Greece, >50K
59, Private, HS-grad, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Taiwan, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
63, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,12, Trinadad&Tobago, <=50K
39, Private, 7th-8th, Divorced, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,15, Cuba, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,16, Puerto-Rico, <=50K
47, Self-emp-inc, Some-college, Widowed, Prof-specialty, Unmarried, Other, Female,3431,0,40, El-Salvador, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,30, South, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,40, Portugal, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,38, Philippines, <=50K
44, Self-emp-inc, Some-college, Never-married, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, Other, Male,15024,0,60, Outlying-US(Guam-USVI-etc), >50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,40, El-Salvador, <=50K
37, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,30, Cambodia, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Female,0,0,25, South, <=50K
48, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Guatemala, >50K
46, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
45, Private, 10th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,40, India, <=50K
24, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,45, Philippines, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,38, Columbia, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Poland, <=50K
71, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
23, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,60, South, <=50K
54, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,50, China, <=50K
34, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Mexico, >50K
25, State-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,36, Japan, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Laos, <=50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Ireland, >50K
20, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,24, Dominican-Republic, <=50K
65, State-gov, 9th, Widowed, Sales, Unmarried, Black, Female,0,0,20, Laos, >50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Puerto-Rico, >50K
23, State-gov, Bachelors, Never-married, Craft-repair, Own-child, Other, Male,0,0,20, Cambodia, <=50K
