49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,1902,45, Ecuador, >50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,24, United-States, <=50K
28, Private, HS-grad, Divorced, Transport-moving, Own-child, White, Female,2319,0,40, Poland, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Honduras, <=50K
25, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, Cambodia, <=50K
51, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Philippines, >50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Scotland, >50K
33, Private, Prof-school, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Puerto-Rico, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
39, Local-gov, Doctorate, Never-married, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
52, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Guatemala, >50K
24, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Peru, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
61, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Male,4875,0,40, Germany, >50K
27, Private, Some-college, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, Greece, <=50K
53, Private, Some-college, Separated, Craft-repair, Unmarried, White, Female,0,0,40, Portugal, <=50K
64, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,7298,0,40, Taiwan, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Trinadad&Tobago, <=50K
23, Local-gov, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
55, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Black, Male,0,0,40, Vietnam, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,36, Hong, >50K
25, Private, Masters, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,54, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,25, Honduras, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Cuba, >50K
51, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
50, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,42, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Columbia, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,8560,0,40, Guatemala, >50K
43, Private, Bachelors, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
50, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
35, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1588,40, Taiwan, >50K
58, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Separated, Prof-specialty, Husband, White, Female,0,0,40, Ecuador, >50K
30, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Female,0,0,40, Iran, >50K
52, Private, Assoc-acdm, Divorced, Other-service, Unmarried, White, Female,0,0,45, United-States, <=50K
45, Private, 5th-6th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
40, Self-emp-inc, Prof-school, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
36, Private, Some-college, Separated, Tech-support, Own-child, Other, Female,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1982,60, Poland, >50K
40, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Iran, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Dominican-Republic, >50K
40, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,54, Jamaica, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,36, United-States, <=50K
39, Local-gov, Doctorate, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,50, Cambodia, <=50K
36, Private, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
33, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,50, Nicaragua, <=50K
76, Self-emp-not-inc, Some-college, Separated, Craft-repair, Husband, White, Male,0,0,30, South, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,45, Laos, <=50K
31, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,13291,0,50, Outlying-US(Guam-USVI-etc), >50K
65, Self-emp-not-inc, Some-college, Married-civ-spouse, Priv-house-serv, Not-in-family, Black, Female,2176,0,40, Portugal, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Hungary, >50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Wife, Other, Male,0,0,40, Hungary, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Germany, <=50K
64, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Jamaica, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,28, Hong, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Male,99999,0,25, United-States, >50K
49, Private, Bachelors, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
32, Private, 10th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,54, Cuba, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,45, Hong, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,15, Scotland, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,2938,0,40, United-States, <=50K
79, Private, 5th-6th, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
23, Private, Masters, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,24, Ecuador, <=50K
31, Local-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,60, Germany, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,5, United-States, <=50K
60, Private, Masters, Separated, Tech-support, Husband, Black, Male,0,0,37, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
42, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,88, Iran, <=50K
27, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,40, England, <=50K
36, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, Jamaica, <=50K
37, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Vietnam, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,1887,40, Haiti, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Italy, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, France, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Italy, >50K
19, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, Mexico, <=50K
33, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Canada, <=50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,5013,0,40, Honduras, >50K
48, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, India, <=50K
37, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
29, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Trinadad&Tobago, >50K
39, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,54, France, >50K
20, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,40, Philippines, <=50K
32, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,1830,60, Jamaica, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,24, Honduras, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,40, Taiwan, <=50K
22, Private, Bachelors, Never-married, Exec-managerial, Own-child, Other, Male,0,0,40, United-States, <=50K
21, State-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,10, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,30, Italy, >50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,4386,0,60, Trinadad&Tobago, <=50K
45, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,45, India, <=50K
28, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Greece, <=50K
41, Private, Assoc-acdm, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Japan, <=50K
38, Private, 10th, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Canada, <=50K
19, State-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Thailand, <=50K
34, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Nicaragua, <=50K
40, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
44, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,1732,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Female,0,1902,40, United-States, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,7298,0,40, Ecuador, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Female,0,0,30, Poland, <=50K
43, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Philippines, <=50K
45, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,1902,54, Columbia, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, Columbia, >50K
72, State-gov, Doctorate, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Columbia, <=50K
24, State-gov, HS-grad, Never-married, Handlers-cleaners, Wife, White, Male,0,0,40, Trinadad&Tobago, <=50K
41, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Haiti, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,2863,0,44, Laos, <=50K
20, Private, Bachelors, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,15, Greece, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Greece, <=50K
50, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, Nicaragua, <=50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, France, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,24, United-States, <=50K
38, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Poland, <=50K
38, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Taiwan, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Self-emp-not-inc, Some-college, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, China, <=50K
49, Self-emp-not-inc, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,2311,50, Haiti, >50K
57, Local-gov, Masters, Married-civ-spouse, Priv-house-serv, Wife, Black, Male,0,0,25, United-States, >50K
20, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, Haiti, <=50K
44, Private, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,45, United-States, <=50K
62, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Peru, <=50K
31, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Yugoslavia, >50K
30, Private, HS-grad, Never-married, Craft-repair, Other-relative, Other, Female,0,0,40, Haiti, <=50K
57, Private, Assoc-acdm, Divorced, Tech-support, Not-in-family, White, Male,0,0,70, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, Dominican-Republic, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Honduras, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, South, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Taiwan, >50K
45, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
36, Private, 10th, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Mexico, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,27, Jamaica, <=50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Philippines, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Haiti, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,1847,40, Cambodia, <=50K
53, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,60, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1854,50, Puerto-Rico, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,6, Puerto-Rico, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,628,0,40, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, Vietnam, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
48, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, Philippines, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, Black, Female,0,0,40, India, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
54, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Philippines, >50K
31, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Ireland, >50K
25, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,25, Scotland, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
30, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, England, <=50K
25, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Greece, <=50K
35, Federal-gov, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Hong, >50K
48, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
20, Private, Assoc-voc, Never-married, Sales, Unmarried, White, Male,0,0,40, Iran, <=50K
22, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Mexico, <=50K
39, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
54, Private, Assoc-voc, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,45, Greece, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Portugal, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
30, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,1861,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,3951,0,40, Guatemala, <=50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, >50K
21, Private, Some-college, Separated, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,10, Jamaica, <=50K
72, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Thailand, >50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
36, Private, Some-college, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,70, Outlying-US(Guam-USVI-etc), >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
58, Self-emp-not-inc, Assoc-voc, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Taiwan, <=50K
38, Private, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,20, Dominican-Republic, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
28, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Scotland, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
55, Self-emp-not-inc, Assoc-acdm, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, El-Salvador, >50K
56, State-gov, Some-college, Widowed, Tech-support, Not-in-family, White, Male,0,0,20, China, <=50K
38, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,10, Ireland, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Scotland, <=50K
33, Private, Some-college, Separated, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,38, El-Salvador, >50K
26, Self-emp-not-inc, Some-college, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1887,40, Ecuador, >50K
27, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, Trinadad&Tobago, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,84, Greece, <=50K
35, Local-gov, Masters, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, Philippines, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
37, Private, Some-college, Separated, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, South, <=50K
61, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Other, Male,0,0,46, Scotland, <=50K
56, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
43, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,50, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Vietnam, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,30, El-Salvador, <=50K
52, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
20, State-gov, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
32, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, >50K
59, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Divorced, Sales, Unmarried, Other, Female,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
43, Self-emp-not-inc, Some-college, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
57, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,45, Canada, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Husband, Other, Male,0,0,40, Hungary, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,64, United-States, >50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
44, Private, Prof-school, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ireland, <=50K
