50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
25, Federal-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,38, Guatemala, <=50K
52, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,45, United-States, <=50K
22, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, India, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
56, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,8, England, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States, >50K
23, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,35, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-spouse-absent, Exec-managerial, Unmarried, White, Male,0,0,50, Haiti, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
47, Private, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,12, United-States, <=50K
63, Private, 7th-8th, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,7298,0,72, United-States, >50K
59, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,45, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, United-States, >50K
61, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,40, United-States, <=50K
59, Self-emp-inc, Prof-school, Married-civ-spouse, Transport-moving, Husband, White, Male,0,2415,80, United-States, >50K
56, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, 11th, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
21, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
70, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,15, United-States, <=50K
29, Private, Assoc-acdm, Never-married, Tech-support, Husband, White, Female,0,1485,40, United-States, <=50K
24, State-gov, Assoc-acdm, Never-married, Tech-support, Own-child, White, Male,0,0,48, United-States, <=50K
31, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7391,0,50, United-States, >50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, >50K
32, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Mexico, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,35, United-States, <=50K
54, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, >50K
37, State-gov, Assoc-acdm, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,20, United-States, <=50K
31, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,20, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, >50K
40, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,20, United-States, <=50K
20, Private, Assoc-acdm, Never-married, Exec-managerial, Other-relative, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1692,45, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,7298,0,29, United-States, >50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, 11th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
54, Private, 7th-8th, Married-spouse-absent, Other-service, Wife, White, Male,0,0,37, United-States, <=50K
73, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2215,40, United-States, >50K
22, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,29, United-States, <=50K
26, Private, 11th, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,65, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,46, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1845,40, United-States, >50K
36, Local-gov, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Separated, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-spouse-absent, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
56, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
49, State-gov, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, Mexico, <=50K
45, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,44, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,38, United-States, <=50K
68, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, White, Male,21716,0,50, United-States, >50K
29, Local-gov, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,2206,20, United-States, >50K
43, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
47, Private, 10th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,70, United-States, <=50K
38, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
53, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
41, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,48, India, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,15, United-States, <=50K
34, Private, 9th, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, Masters, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,70, United-States, <=50K
36, Private, Some-college, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,38, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
75, Private, HS-grad, Widowed, Machine-op-inspct, Wife, White, Female,2734,0,15, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, Honduras, >50K
41, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,62, United-States, >50K
40, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Female,0,2332,35, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,3436,0,48, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Separated, Adm-clerical, Unmarried, Black, Female,0,0,50, Guatemala, <=50K
32, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,65, United-States, <=50K
35, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,36, United-States, <=50K
67, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,38, United-States, <=50K
17, State-gov, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,15, United-States, <=50K
18, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,5178,0,40, United-States, <=50K
32, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Separated, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Other-relative, White, Female,0,0,15, United-States, <=50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Sales, Unmarried, Other, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,2198,0,25, United-States, <=50K
37, Private, Masters, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,15023,0,40, United-States, >50K
28, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,45, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-spouse-absent, Prof-specialty, Wife, White, Female,15024,0,36, United-States, >50K
64, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,24, United-States, >50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Widowed, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
49, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,45, United-States, <=50K
29, Private, 5th-6th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Mexico, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, Nicaragua, <=50K
55, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,60, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,40, Taiwan, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Separated, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
23, Private, Assoc-voc, Never-married, Machine-op-inspct, Husband, White, Male,3325,0,40, United-States, >50K
26, Private, Some-college, Separated, Sales, Unmarried, Black, Female,0,0,20, Mexico, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
53, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1977,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
27, State-gov, HS-grad, Never-married, Sales, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Mexico, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
46, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,42, United-States, >50K
30, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
33, State-gov, Bachelors, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
38, Self-emp-inc, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,54, United-States, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Widowed, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, Mexico, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,5, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
65, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
56, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
52, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,29, United-States, <=50K
66, Self-emp-not-inc, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,10, United-States, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
28, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,1725,60, United-States, <=50K
50, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,42, United-States, >50K
33, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,7298,0,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,37, United-States, <=50K
34, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, Mexico, <=50K
62, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
55, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,15, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Other-relative, Black, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,35, United-States, >50K
26, Self-emp-inc, Assoc-voc, Never-married, Craft-repair, Husband, White, Male,3629,0,40, United-States, >50K
19, Private, Assoc-voc, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,51, Japan, <=50K
24, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,1738,40, United-States, <=50K
76, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,987,0,20, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
47, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,60, United-States, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, >50K
28, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, Italy, <=50K
36, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,50, United-States, <=50K
18, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,20, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,1981,40, Canada, >50K
49, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,54, United-States, <=50K
63, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
22, Private, 12th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,54, United-States, <=50K
35, Private, 11th, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,38, Mexico, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
70, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,2, Nicaragua, >50K
37, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,54, United-States, >50K
22, Private, HS-grad, Never-married, Protective-serv, Husband, Other, Female,0,0,40, Mexico, <=50K
37, Self-emp-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,50, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,50, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,7298,0,50, United-States, <=50K
56, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,48, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Mexico, <=50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
29, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Tech-support, Not-in-family, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
22, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,32, United-States, <=50K
50, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
50, Self-emp-inc, 7th-8th, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,48, United-States, <=50K
55, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
63, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,36, Mexico, >50K
68, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
21, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, United-States, >50K
56, Self-emp-not-inc, 10th, Widowed, Sales, Not-in-family, White, Female,0,2015,65, United-States, <=50K
42, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,25, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Assoc-voc, Widowed, Craft-repair, Unmarried, White, Female,0,0,29, Taiwan, <=50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
38, Local-gov, HS-grad, Separated, Tech-support, Unmarried, White, Female,0,0,40, El-Salvador, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Vietnam, >50K
61, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Husband, White, Female,0,1819,50, United-States, <=50K
20, Private, Some-college, Widowed, Prof-specialty, Own-child, Black, Male,0,0,20, United-States, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,2490,70, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, <=50K
45, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,1601,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
54, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,24, United-States, <=50K
45, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, >50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
