30, Private, HS-grad, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Ireland, >50K
47, Self-emp-not-inc, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Nicaragua, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,35, Germany, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
50, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,65, United-States, <=50K
39, Private, Bachelors, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
41, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Greece, >50K
56, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Taiwan, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Greece, <=50K
64, Local-gov, Assoc-voc, Never-married, Prof-specialty, Wife, White, Female,0,0,35, Italy, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,46, Canada, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,56, Philippines, >50K
45, Private, Some-college, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
55, Private, Masters, Divorced, Prof-specialty, Wife, White, Female,2144,0,50, Canada, <=50K
30, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, >50K
25, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,2998,0,40, Philippines, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
41, Private, 10th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Jamaica, <=50K
37, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,40, India, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, Thailand, <=50K
31, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,87, Taiwan, <=50K
62, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, Japan, <=50K
22, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, Poland, <=50K
52, Private, Masters, Widowed, Prof-specialty, Wife, White, Female,0,0,40, Portugal, <=50K
18, Private, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, Dominican-Republic, <=50K
33, State-gov, Bachelors, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Hungary, >50K
57, Private, 7th-8th, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, France, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
29, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, Poland, <=50K
25, Private, 9th, Never-married, Sales, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Hungary, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Honduras, >50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Columbia, >50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Taiwan, <=50K
37, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,78, Nicaragua, >50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, Nicaragua, >50K
35, Private, Some-college, Divorced, Craft-repair, Own-child, White, Male,5178,0,30, Puerto-Rico, <=50K
48, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Jamaica, <=50K
27, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,1848,75, Japan, <=50K
20, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,25, Dominican-Republic, <=50K
51, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Yugoslavia, <=50K
38, Local-gov, 7th-8th, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, South, <=50K
54, Local-gov, Some-college, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, Guatemala, <=50K
42, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Japan, >50K
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,2587,0,40, Laos, <=50K
39, State-gov, Masters, Divorced, Prof-specialty, Wife, White, Female,0,0,50, France, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,25, Peru, <=50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,40, Japan, <=50K
34, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,60, Japan, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, Puerto-Rico, <=50K
42, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,54, Iran, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), >50K
41, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
39, Local-gov, HS-grad, Separated, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
50, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, France, <=50K
41, State-gov, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, El-Salvador, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, Ecuador, <=50K
32, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Hong, <=50K
59, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Portugal, <=50K
22, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, Germany, <=50K
26, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Scotland, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Ecuador, <=50K
50, Local-gov, Some-college, Separated, Priv-house-serv, Wife, White, Female,0,0,40, England, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, South, <=50K
30, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Nicaragua, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Honduras, <=50K
20, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Male,5013,0,32, Mexico, <=50K
58, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Nicaragua, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, >50K
49, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,65, Cuba, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Cambodia, <=50K
29, Local-gov, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, Haiti, <=50K
42, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,35, Philippines, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Japan, >50K
31, State-gov, Assoc-acdm, Never-married, Transport-moving, Not-in-family, White, Male,0,0,24, Cambodia, <=50K
26, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,3091,0,40, Scotland, >50K
42, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
41, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, France, >50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Greece, <=50K
52, Private, Some-college, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, Dominican-Republic, <=50K
45, Private, Bachelors, Divorced, Sales, Unmarried, White, Female,0,0,40, Scotland, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Own-child, Black, Female,0,0,40, Peru, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
24, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,45, South, <=50K
20, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,25, Laos, <=50K
54, Self-emp-inc, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Thailand, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Honduras, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Canada, <=50K
86, Federal-gov, 10th, Widowed, Adm-clerical, Wife, White, Female,0,0,16, Peru, <=50K
51, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, Philippines, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Yugoslavia, <=50K
58, Private, HS-grad, Never-married, Adm-clerical, Other-relative, White, Female,0,0,38, Iran, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
53, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, Columbia, >50K
22, Private, 11th, Never-married, Exec-managerial, Other-relative, White, Male,0,0,30, Guatemala, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,40, Iran, <=50K
23, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,25, Cambodia, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, Portugal, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,3, Canada, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Guatemala, <=50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Germany, <=50K
27, Local-gov, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,40, Portugal, <=50K
52, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2505,50, Cuba, >50K
25, Private, Bachelors, Separated, Adm-clerical, Other-relative, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,99, Columbia, <=50K
31, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Mexico, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Iran, <=50K
48, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
25, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,42, Philippines, >50K
27, Private, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,35, Laos, <=50K
46, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2415,60, Iran, >50K
25, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,50, Philippines, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,35, England, <=50K
24, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,42, Italy, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,45, Nicaragua, <=50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, South, <=50K
23, Private, Assoc-voc, Divorced, Prof-specialty, Own-child, White, Female,0,0,35, South, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,65, Outlying-US(Guam-USVI-etc), <=50K
27, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,35, Canada, <=50K
46, Private, Some-college, Divorced, Prof-specialty, Own-child, White, Female,0,0,36, Puerto-Rico, <=50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, South, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Portugal, >50K
28, Private, HS-grad, Divorced, Farming-fishing, Own-child, Black, Male,0,0,40, Yugoslavia, <=50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Columbia, >50K
50, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Own-child, White, Female,6393,0,40, Dominican-Republic, <=50K
63, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Nicaragua, <=50K
43, Local-gov, 9th, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, Germany, <=50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, England, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), >50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,50, Mexico, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Columbia, >50K
58, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,79, Puerto-Rico, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Poland, <=50K
38, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Philippines, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Peru, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Cuba, <=50K
20, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,70, Hungary, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, France, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, Honduras, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,5178,0,60, Portugal, >50K
23, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,3945,0,40, Dominican-Republic, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,50, Scotland, <=50K
41, Private, 7th-8th, Separated, Protective-serv, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
51, Private, Some-college, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Ecuador, >50K
33, Private, HS-grad, Never-married, Transport-moving, Husband, Black, Male,0,0,40, England, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,60, Cambodia, >50K
38, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,50, Dominican-Republic, <=50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Jamaica, <=50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Adm-clerical, Other-relative, White, Female,0,0,50, Iran, <=50K
34, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,25, Nicaragua, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Hungary, <=50K
35, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,1219,0,40, Cuba, <=50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, England, >50K
34, Private, Assoc-acdm, Divorced, Other-service, Wife, Black, Female,2555,0,35, Jamaica, >50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, Ecuador, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Cambodia, <=50K
29, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, Laos, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Peru, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Portugal, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
44, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2755,0,50, Outlying-US(Guam-USVI-etc), >50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, Germany, <=50K
27, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Male,0,0,50, Italy, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,1564,40, United-States, <=50K
42, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Male,0,0,40, Laos, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, Columbia, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
45, Self-emp-not-inc, HS-grad, Divorced, Sales, Husband, White, Male,0,0,60, Japan, <=50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, China, <=50K
37, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, India, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Guatemala, >50K
31, Private, 7th-8th, Divorced, Other-service, Unmarried, Black, Female,0,0,24, Ireland, <=50K
53, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,1585,45, Peru, <=50K
42, Private, 7th-8th, Never-married, Sales, Not-in-family, White, Female,0,0,45, Cuba, <=50K
52, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,48, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,54, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,38, Peru, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,8, Mexico, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, White, Female,7298,0,40, United-States, >50K
22, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Ecuador, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Wife, White, Male,0,0,35, Nicaragua, <=50K
65, Self-emp-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, Outlying-US(Guam-USVI-etc), >50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,45, Ireland, <=50K
30, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1485,40, India, >50K
19, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Cuba, <=50K
19, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
20, Federal-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, Philippines, <=50K
19, Private, 11th, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Scotland, <=50K
25, Private, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,40, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Vietnam, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, Ireland, <=50K
27, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, Cambodia, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Poland, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,40, Jamaica, >50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,99, Greece, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Scotland, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Thailand, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
34, Self-emp-inc, 7th-8th, Divorced, Craft-repair, Husband, White, Male,0,0,60, Japan, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, Peru, <=50K
39, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, Hungary, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, Portugal, <=50K
43, Self-emp-inc, Prof-school, Divorced, Adm-clerical, Wife, White, Female,0,0,26, Canada, >50K
64, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Hong, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,45, Japan, >50K
24, Local-gov, HS-grad, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,30, El-Salvador, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Portugal, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,50, Canada, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, China, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, Haiti, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Iran, <=50K
37, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,3103,0,40, Nicaragua, >50K
39, Private, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Taiwan, >50K
52, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Nicaragua, <=50K
23, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, <=50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, Jamaica, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
47, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,106,40, Ireland, >50K
27, Private, 10th, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, Canada, <=50K
41, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, Ireland, >50K
34, Self-emp-not-inc, Masters, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,54, Trinadad&Tobago, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,54, Trinadad&Tobago, >50K
40, Self-emp-inc, 7th-8th, Divorced, Sales, Own-child, White, Male,0,0,52, Thailand, <=50K
27, Self-emp-inc, Bachelors, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Philippines, <=50K
56, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, >50K
21, Self-emp-inc, Assoc-voc, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,61, Hong, <=50K
56, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,45, Columbia, >50K
34, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, <=50K
60, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,38, Puerto-Rico, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Vietnam, <=50K
66, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,25, Thailand, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,30, Japan, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,8, Philippines, <=50K
42, Private, Some-college, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Germany, >50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,5226,0,50, Thailand, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,2366,0,20, Hungary, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Greece, <=50K
42, Self-emp-not-inc, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,99999,0,40, Ireland, >50K
55, Private, Assoc-voc, Separated, Adm-clerical, Not-in-family, White, Female,0,0,37, Ecuador, <=50K
30, Private, HS-grad, Separated, Craft-repair, Own-child, Black, Male,0,0,48, South, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Germany, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, Honduras, <=50K
40, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,50, Jamaica, >50K
70, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, France, <=50K
24, State-gov, 11th, Never-married, Other-service, Own-child, White, Female,0,0,15, Ecuador, <=50K
