46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,5886,0,50, United-States, >50K
51, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,70, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, <=50K
28, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Armed-Forces, Husband, White, Female,0,0,60, United-States, >50K
33, Private, 10th, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
34, State-gov, Assoc-acdm, Divorced, Craft-repair, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Separated, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,55, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,5149,0,40, United-States, >50K
32, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,37, France, <=50K
29, Private, Doctorate, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
29, Private, Bachelors, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
40, Private, 5th-6th, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,50, United-States, >50K
40, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,50, United-States, <=50K
37, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, >50K
50, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,65, United-States, >50K
49, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, >50K
39, Private, Prof-school, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
50, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,70, United-States, >50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, >50K
26, Self-emp-not-inc, 7th-8th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, State-gov, Bachelors, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
38, Private, 9th, Widowed, Exec-managerial, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
34, Private, Assoc-voc, Divorced, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
37, Self-emp-not-inc, Prof-school, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,6859,0,54, United-States, >50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, 11th, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
36, State-gov, Prof-school, Separated, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Other-relative, White, Male,0,0,45, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, >50K
37, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,32, India, <=50K
41, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, >50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 7th-8th, Never-married, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
32, Private, Some-college, Separated, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Female,5178,0,40, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
46, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,5692,0,50, Taiwan, <=50K
26, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Private, Masters, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
51, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,65, Philippines, >50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,35, United-States, <=50K
40, Private, 9th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, China, <=50K
45, Local-gov, HS-grad, Divorced, Sales, Husband, White, Male,0,0,50, United-States, >50K
37, Private, Assoc-acdm, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
20, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
41, Private, Some-college, Never-married, Farming-fishing, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Columbia, <=50K
37, Private, Assoc-acdm, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
33, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, Mexico, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,5178,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,5178,0,45, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Other, Female,0,0,40, United-States, <=50K
42, State-gov, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
32, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
46, Private, 7th-8th, Married-civ-spouse, Sales, Other-relative, White, Male,0,0,52, United-States, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,65, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, Canada, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7298,0,60, United-States, >50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Male,0,0,60, United-States, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,5178,0,40, United-States, <=50K
31, Federal-gov, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Local-gov, 11th, Divorced, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,35, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 10th, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,70, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, Masters, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
30, Local-gov, Assoc-voc, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, HS-grad, Divorced, Protective-serv, Husband, White, Female,0,0,50, United-States, >50K
34, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,40, United-States, >50K
35, Private, 12th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,5591,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
39, Self-emp-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, India, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, Jamaica, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,7268,0,65, United-States, >50K
43, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, Portugal, >50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,5289,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
38, Federal-gov, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,40, Japan, >50K
31, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Doctorate, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Doctorate, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,65, United-States, >50K
24, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,53, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, India, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,36, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
49, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,69, United-States, >50K
43, Private, Prof-school, Separated, Prof-specialty, Husband, White, Male,5178,0,40, United-States, >50K
31, Private, 9th, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
46, Local-gov, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
39, Private, Masters, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,45, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
32, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, 7th-8th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Philippines, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
36, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Tech-support, Husband, Black, Male,0,0,65, United-States, >50K
39, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Own-child, White, Male,0,0,50, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,70, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,6748,0,50, United-States, >50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,65, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
24, Federal-gov, 12th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
41, Self-emp-inc, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,5178,0,40, United-States, >50K
51, Private, Doctorate, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,70, Canada, >50K
30, Federal-gov, Some-college, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
37, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, Peru, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
25, Private, Bachelors, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
40, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,40, United-States, >50K
44, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,7298,0,60, United-States, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,38, United-States, <=50K
33, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,72, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
41, Private, Bachelors, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Female,0,0,70, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Female,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Federal-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,38, United-States, >50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, <=50K
30, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
44, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,53, United-States, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Male,5178,0,40, United-States, >50K
32, Private, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
27, Local-gov, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, Columbia, <=50K
34, Private, Assoc-voc, Divorced, Transport-moving, Husband, Black, Female,0,0,40, United-States, <=50K
38, Local-gov, Prof-school, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
