28, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,54, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,1887,40, Ireland, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,24, United-States, <=50K
57, Self-emp-not-inc, 7th-8th, Never-married, Prof-specialty, Husband, White, Male,0,0,79, United-States, >50K
56, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,99999,0,20, United-States, >50K
36, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,38, United-States, <=50K
62, Private, Bachelors, Widowed, Sales, Wife, Other, Female,0,0,35, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Priv-house-serv, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
24, Private, 11th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
19, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
39, Without-pay, Assoc-acdm, Divorced, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
52, Private, 11th, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
34, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Female,15024,0,40, United-States, >50K
42, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,35, United-States, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,30, United-States, >50K
55, State-gov, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,70, United-States, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,99999,0,50, United-States, >50K
46, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, El-Salvador, >50K
28, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,4681,0,40, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,15, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Other-relative, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,4472,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
38, Self-emp-inc, Some-college, Divorced, Craft-repair, Husband, White, Female,0,1977,45, United-States, <=50K
54, Private, Some-college, Widowed, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, 10th, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
38, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,80, United-States, <=50K
45, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States, <=50K
41, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, >50K
39, Private, 12th, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,16, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, United-States, >50K
45, Federal-gov, Masters, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,4252,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
50, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3737,0,50, United-States, >50K
42, State-gov, Assoc-voc, Divorced, Sales, Husband, White, Female,0,0,45, United-States, <=50K
25, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
33, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
37, Self-emp-inc, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, United-States, >50K
42, Private, 11th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, 12th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,4459,0,25, United-States, <=50K
32, State-gov, Some-college, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,70, United-States, >50K
59, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Mexico, <=50K
33, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,1887,60, United-States, <=50K
35, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Sales, Husband, White, Female,7687,0,60, United-States, >50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,45, India, <=50K
28, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,45, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
27, Private, HS-grad, Divorced, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States, <=50K
54, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,54, Japan, <=50K
44, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,70, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,38, United-States, <=50K
32, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
41, State-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Farming-fishing, Husband, White, Female,7014,0,40, Japan, <=50K
21, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
57, Private, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
50, Private, HS-grad, Widowed, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,24, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Doctorate, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
43, Private, Masters, Divorced, Exec-managerial, Husband, White, Male,15024,0,45, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Female,7687,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,4579,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,99999,0,65, United-States, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
68, Self-emp-inc, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Separated, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States, >50K
32, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,45, United-States, >50K
27, Private, Some-college, Never-married, Sales, Unmarried, Black, Male,0,0,40, Philippines, <=50K
33, Self-emp-not-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,7298,0,40, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,45, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,70, United-States, <=50K
62, State-gov, HS-grad, Widowed, Prof-specialty, Husband, White, Male,0,0,25, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Thailand, >50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
17, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
26, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, >50K
24, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,44, United-States, >50K
65, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, Some-college, Widowed, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,55, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States, <=50K
28, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,1902,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
43, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,24, United-States, <=50K
58, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,45, United-States, >50K
19, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4927,0,60, United-States, >50K
28, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, Mexico, <=50K
43, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,73, United-States, >50K
55, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, >50K
30, Self-emp-not-inc, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, >50K
41, Private, Bachelors, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,15024,0,60, United-States, >50K
49, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,99, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
57, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Masters, Divorced, Other-service, Husband, White, Male,15024,0,60, Japan, >50K
45, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
32, Private, 11th, Divorced, Other-service, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
34, Private, Bachelors, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,3, United-States, <=50K
34, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,27, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
35, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, Philippines, >50K
44, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Male,7298,0,40, Peru, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
38, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,0,40, Nicaragua, <=50K
36, Private, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,54, United-States, <=50K
31, State-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
70, Self-emp-not-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,35, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Handlers-cleaners, Other-relative, Other, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
22, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,30, Taiwan, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
50, Local-gov, HS-grad, Widowed, Protective-serv, Husband, Black, Female,0,0,35, United-States, <=50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
20, Private, Prof-school, Never-married, Other-service, Own-child, White, Male,0,0,60, United-States, <=50K
22, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, State-gov, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
57, Private, 1st-4th, Widowed, Sales, Husband, Black, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, 9th, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,15, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
38, State-gov, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, >50K
30, Private, 10th, Separated, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
74, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,14, United-States, <=50K
46, Private, Bachelors, Never-married, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
44, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
41, Local-gov, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Germany, <=50K
53, Private, Masters, Divorced, Sales, Husband, White, Female,0,0,45, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Tech-support, Own-child, Black, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Divorced, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
27, Private, Assoc-acdm, Divorced, Prof-specialty, Wife, White, Female,0,0,30, Vietnam, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, United-States, <=50K
35, Private, Masters, Widowed, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,54, United-States, <=50K
59, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
21, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Divorced, Transport-moving, Unmarried, Black, Male,0,0,40, United-States, <=50K
54, Private, 9th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,7687,0,40, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,11, United-States, <=50K
40, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,7298,0,40, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 7th-8th, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
30, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
20, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,45, India, <=50K
