35, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Hungary, <=50K
30, State-gov, Assoc-voc, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
38, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Wife, White, Female,0,0,40, Poland, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, Honduras, <=50K
35, State-gov, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, Hong, <=50K
39, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, United-States, <=50K
39, State-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
36, State-gov, Bachelors, Never-married, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, <=50K
24, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Self-emp-not-inc, HS-grad, Never-married, Tech-support, Own-child, Other, Female,0,0,32, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,8966,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Other-service, Wife, Black, Male,15024,0,35, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7687,0,45, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
40, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, 7th-8th, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Japan, <=50K
37, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,54, United-States, <=50K
39, Private, HS-grad, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,32, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,37, England, >50K
40, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
37, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
42, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,45, United-States, >50K
27, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,30, Poland, <=50K
17, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Widowed, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,38, Columbia, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Germany, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, <=50K
38, Private, Bachelors, Married-civ-spouse, Armed-Forces, Husband, White, Male,0,0,40, Japan, <=50K
41, Private, Bachelors, Divorced, Handlers-cleaners, Unmarried, Other, Male,0,0,40, Ireland, <=50K
42, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
44, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Thailand, <=50K
21, State-gov, Some-college, Never-married, Other-service, Wife, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,50, United-States, >50K
43, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Japan, <=50K
43, Private, Doctorate, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Poland, >50K
42, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Hungary, <=50K
18, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Taiwan, <=50K
21, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,14088,0,40, Philippines, <=50K
38, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Male,0,0,52, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Taiwan, <=50K
33, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, Cuba, <=50K
18, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,21, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
28, Private, HS-grad, Widowed, Craft-repair, Own-child, Other, Male,0,0,36, Taiwan, <=50K
28, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,38, Greece, >50K
26, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, Other, Female,0,0,32, Hungary, <=50K
43, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
29, Private, Doctorate, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
35, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Columbia, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Haiti, <=50K
23, Private, 11th, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,13905,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, State-gov, Bachelors, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,24, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, India, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,35, Jamaica, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, Scotland, <=50K
41, Private, Bachelors, Separated, Exec-managerial, Husband, Black, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, Poland, <=50K
38, Private, Some-college, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Italy, <=50K
43, Private, Assoc-acdm, Never-married, Adm-clerical, Husband, White, Male,0,0,48, England, <=50K
24, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,30, Germany, <=50K
39, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, >50K
32, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-spouse-absent, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,10595,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,43, United-States, <=50K
29, Private, Some-college, Never-married, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Priv-house-serv, Own-child, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, 5th-6th, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, France, <=50K
45, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,54, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Male,0,0,45, United-States, <=50K
40, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
44, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Male,0,0,48, Philippines, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, Guatemala, <=50K
29, Private, 11th, Never-married, Tech-support, Not-in-family, White, Female,0,0,38, United-States, <=50K
35, Self-emp-inc, Bachelors, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Cuba, >50K
25, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,35, United-States, <=50K
32, Private, Bachelors, Widowed, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,44, United-States, <=50K
43, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Iran, <=50K
40, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Never-married, Exec-managerial, Husband, Other, Male,0,0,54, El-Salvador, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Wife, White, Female,0,0,24, United-States, <=50K
31, Local-gov, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Thailand, >50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
33, Local-gov, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Husband, Other, Male,7687,0,50, Yugoslavia, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
45, Local-gov, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,54, Ecuador, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,24, El-Salvador, <=50K
27, Private, 11th, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
17, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, India, <=50K
30, State-gov, 11th, Separated, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
40, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Federal-gov, 11th, Married-civ-spouse, Handlers-cleaners, Wife, White, Female,7687,0,50, Iran, >50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,15024,0,30, England, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, Guatemala, >50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, Yugoslavia, <=50K
23, Self-emp-not-inc, Some-college, Separated, Sales, Own-child, Black, Female,0,0,30, United-States, <=50K
32, Private, Assoc-acdm, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, Scotland, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,40, Laos, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Private, 11th, Divorced, Prof-specialty, Unmarried, White, Female,0,0,35, Scotland, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,21, United-States, <=50K
41, State-gov, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Haiti, <=50K
18, Self-emp-not-inc, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
39, Private, Preschool, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, 11th, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Widowed, Prof-specialty, Unmarried, Other, Male,0,0,27, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
42, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,44, United-States, <=50K
43, Private, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,50, Hong, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Cuba, >50K
39, Local-gov, HS-grad, Never-married, Transport-moving, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Thailand, <=50K
43, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Jamaica, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Vietnam, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,54, Hong, >50K
39, Local-gov, 11th, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
44, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,51, United-States, <=50K
38, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, Peru, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, Italy, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Male,8838,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,24, United-States, <=50K
34, Private, Masters, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Thailand, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private, 12th, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Cambodia, <=50K
34, Private, Some-college, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
44, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, Germany, >50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,20, Canada, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
33, Self-emp-not-inc, HS-grad, Divorced, Sales, Own-child, White, Male,0,0,40, United-States, >50K
35, Private, Masters, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, Philippines, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Separated, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,44, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, 12th, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, 11th, Never-married, Exec-managerial, Husband, Other, Male,0,0,40, Iran, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Married-AF-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, >50K
29, Self-emp-inc, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Guatemala, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Male,13229,0,40, China, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,35, Greece, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,9969,0,40, United-States, >50K
17, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
36, Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Widowed, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,42, United-States, <=50K
32, Private, Assoc-voc, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,64, Trinadad&Tobago, >50K
30, Private, Some-college, Widowed, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, Hungary, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Nicaragua, <=50K
41, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Greece, <=50K
33, Private, 11th, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
43, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,48, United-States, <=50K
31, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Local-gov, 9th, Married-civ-spouse, Sales, Husband, White, Male,10309,0,40, Guatemala, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,40, Ecuador, >50K
29, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
18, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, France, <=50K
39, Local-gov, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
43, Private, Preschool, Divorced, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,7687,0,50, United-States, <=50K
44, Private, Preschool, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
43, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
38, Private, Assoc-voc, Separated, Sales, Husband, Black, Male,0,0,40, Puerto-Rico, >50K
32, State-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,20, United-States, <=50K
44, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7687,0,50, Hungary, <=50K
42, Private, Prof-school, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
21, Private, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
35, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
40, Local-gov, 12th, Widowed, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
32, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Yugoslavia, <=50K
