28, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
64, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,40, United-States, >50K
33, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1900,52, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,21, United-States, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,3114,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,52, United-States, <=50K
46, Private, Some-college, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,35, Columbia, <=50K
28, Private, Bachelors, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
28, State-gov, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,16, United-States, <=50K
38, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Federal-gov, Bachelors, Never-married, Tech-support, Unmarried, White, Male,0,0,35, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,5178,0,35, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,5033,0,50, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,84, United-States, <=50K
43, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
73, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, State-gov, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,47, United-States, <=50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,50, United-States, >50K
33, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
50, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1902,40, United-States, >50K
73, Private, 9th, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,16, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
53, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, >50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,54, United-States, >50K
27, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Bachelors, Never-married, Machine-op-inspct, Husband, White, Female,0,0,40, Mexico, <=50K
49, Private, HS-grad, Widowed, Exec-managerial, Wife, White, Female,0,0,25, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Transport-moving, Other-relative, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Other-relative, White, Male,0,0,40, United-States, <=50K
21, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,25, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,2033,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,54, Cambodia, >50K
36, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,72, United-States, <=50K
30, State-gov, Assoc-acdm, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Federal-gov, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
66, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,24, United-States, <=50K
39, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,26, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
60, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1902,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4898,0,54, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,10, United-States, <=50K
24, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Jamaica, <=50K
29, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
37, State-gov, HS-grad, Separated, Tech-support, Not-in-family, Black, Male,0,0,38, United-States, <=50K
27, Private, 11th, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,1887,40, United-States, <=50K
58, Private, Some-college, Never-married, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, <=50K
49, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,91, United-States, <=50K
48, Self-emp-inc, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
22, Private, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,36, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Honduras, <=50K
43, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
28, Private, HS-grad, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
38, Federal-gov, Assoc-voc, Never-married, Protective-serv, Not-in-family, White, Male,0,0,30, Dominican-Republic, <=50K
29, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,30, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Female,0,0,48, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
27, Private, Bachelors, Separated, Handlers-cleaners, Not-in-family, Black, Female,0,0,50, United-States, <=50K
73, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,30, United-States, <=50K
41, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
66, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Nicaragua, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
44, Local-gov, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
64, Private, Masters, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Other-service, Husband, White, Male,2174,0,40, United-States, <=50K
65, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, United-States, >50K
30, Private, HS-grad, Divorced, Craft-repair, Wife, White, Male,0,0,45, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Guatemala, <=50K
28, State-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,35, United-States, <=50K
39, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,7687,0,50, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,7298,0,50, United-States, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
70, Local-gov, 9th, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, Mexico, <=50K
37, Local-gov, Bachelors, Divorced, Sales, Unmarried, White, Female,7687,0,35, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
47, State-gov, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Dominican-Republic, >50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
31, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,15024,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Protective-serv, Own-child, White, Female,0,0,20, United-States, <=50K
21, Private, Bachelors, Never-married, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,3, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1657,50, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Male,0,0,30, Iran, <=50K
38, Self-emp-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,2322,54, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,45, United-States, <=50K
27, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,45, United-States, <=50K
47, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,8, United-States, <=50K
55, Self-emp-inc, Doctorate, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, >50K
48, Private, HS-grad, Divorced, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
65, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,5178,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Philippines, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,35, El-Salvador, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,35, United-States, >50K
31, Private, Some-college, Separated, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
52, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,48, United-States, <=50K
48, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,54, Ireland, >50K
68, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
33, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
32, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Federal-gov, Bachelors, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,44, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,30, United-States, <=50K
32, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
36, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
46, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, Mexico, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,7309,0,40, United-States, >50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,8, United-States, <=50K
48, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, >50K
19, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,37, Philippines, >50K
49, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,1740,40, United-States, <=50K
23, Private, HS-grad, Never-married, Protective-serv, Other-relative, White, Male,0,0,35, United-States, <=50K
33, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
63, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Other-service, Not-in-family, Black, Male,0,0,35, United-States, <=50K
19, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, Black, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Machine-op-inspct, Wife, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,45, United-States, >50K
17, Private, Some-college, Never-married, Tech-support, Own-child, White, Male,0,0,24, United-States, <=50K
20, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,45, United-States, <=50K
29, State-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,37, United-States, <=50K
23, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,10, United-States, <=50K
35, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
46, State-gov, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
35, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
63, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
34, Private, HS-grad, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
56, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, India, >50K
37, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, >50K
18, Private, 10th, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
40, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,44, United-States, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
41, Local-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,43, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Columbia, <=50K
33, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Prof-school, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, Italy, <=50K
61, Private, Assoc-voc, Separated, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, 10th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,24, United-States, <=50K
40, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,65, United-States, >50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,48, Philippines, <=50K
24, Private, Assoc-acdm, Never-married, Protective-serv, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, United-States, <=50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Self-emp-not-inc, 9th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, El-Salvador, <=50K
32, Federal-gov, Some-college, Never-married, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States, <=50K
27, Local-gov, Some-college, Divorced, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,42, United-States, <=50K
51, Private, Some-college, Widowed, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
47, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, <=50K
27, State-gov, Some-college, Divorced, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
57, Private, Masters, Divorced, Sales, Unmarried, White, Female,0,0,52, Ecuador, >50K
41, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Doctorate, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, >50K
22, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, >50K
22, Private, Some-college, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
34, Federal-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
47, Private, Some-college, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,44, United-States, >50K
52, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Doctorate, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,44, United-States, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1887,40, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,43, United-States, >50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
51, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
34, Private, 12th, Divorced, Other-service, Not-in-family, Black, Male,0,0,50, United-States, <=50K
62, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,1882,40, United-States, <=50K
32, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
26, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,45, South, <=50K
33, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1977,40, United-States, >50K
37, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
19, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
38, Private, Assoc-voc, Divorced, Exec-managerial, Wife, White, Female,0,1902,40, United-States, >50K
24, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
33, State-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
23, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
30, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,15024,0,40, United-States, <=50K
55, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,36, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
