28, Private, Masters, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
66, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,10, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, Trinadad&Tobago, <=50K
55, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
34, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,30, Cambodia, >50K
45, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Haiti, <=50K
36, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
29, Private, Masters, Never-married, Exec-managerial, Own-child, White, Male,0,0,5, Honduras, <=50K
45, Private, 7th-8th, Never-married, Sales, Husband, Other, Female,13686,0,45, United-States, >50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Widowed, Adm-clerical, Wife, White, Female,0,0,30, Iran, <=50K
21, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,25, United-States, <=50K
41, Private, HS-grad, Widowed, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,48, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, United-States, <=50K
48, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
38, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,14110,0,50, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, Iran, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Own-child, Other, Male,0,0,40, Ireland, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Haiti, <=50K
32, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,30, Ecuador, <=50K
62, Self-emp-not-inc, 7th-8th, Widowed, Sales, Not-in-family, Other, Male,0,0,8, Nicaragua, <=50K
55, State-gov, Bachelors, Never-married, Sales, Husband, White, Female,0,0,10, United-States, <=50K
19, Private, 10th, Never-married, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, Laos, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,1887,40, Philippines, >50K
55, State-gov, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,1587,35, United-States, >50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Thailand, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, South, >50K
51, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Hong, <=50K
45, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, India, <=50K
39, Private, Some-college, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Peru, >50K
53, Self-emp-not-inc, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
39, State-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
41, Private, Some-college, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
41, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,4458,0,40, United-States, <=50K
64, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
38, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Yugoslavia, <=50K
34, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, >50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
26, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, Nicaragua, >50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,30, Iran, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,1629,0,40, United-States, <=50K
38, Private, 11th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Some-college, Married-spouse-absent, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
18, State-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,20, United-States, <=50K
45, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,99999,0,45, United-States, >50K
24, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, England, <=50K
49, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
64, Private, 9th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,15, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
51, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,50, United-States, >50K
62, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,84, United-States, <=50K
40, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
41, Private, HS-grad, Separated, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Hungary, <=50K
31, Local-gov, 7th-8th, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
31, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
59, Private, 7th-8th, Widowed, Farming-fishing, Unmarried, White, Female,0,0,40, Scotland, <=50K
27, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,40, England, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,15024,0,40, United-States, <=50K
39, Local-gov, Bachelors, Widowed, Prof-specialty, Unmarried, White, Female,0,0,45, United-States, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,3103,0,40, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, India, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,69, United-States, <=50K
50, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,1670,4, Cuba, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, United-States, <=50K
38, Private, Bachelors, Never-married, Sales, Husband, White, Male,0,0,45, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
28, Self-emp-inc, Some-college, Never-married, Farming-fishing, Not-in-family, Black, Female,0,0,60, United-States, >50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Mexico, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Peru, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
33, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
24, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Honduras, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
29, Private, Bachelors, Never-married, Sales, Unmarried, White, Male,0,0,45, United-States, <=50K
43, Private, Doctorate, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
66, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Ecuador, >50K
20, Private, Some-college, Married-civ-spouse, Sales, Own-child, Other, Male,0,0,30, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, United-States, >50K
23, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,54, Greece, >50K
28, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
39, Private, HS-grad, Divorced, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, 9th, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,40, United-States, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,87, Guatemala, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,1977,25, United-States, >50K
49, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, Prof-school, Divorced, Exec-managerial, Husband, White, Male,99999,0,70, Taiwan, >50K
32, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Local-gov, HS-grad, Widowed, Other-service, Unmarried, White, Male,0,0,40, Portugal, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,5, United-States, <=50K
17, Private, 12th, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,15, United-States, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,15, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, Canada, <=50K
29, Self-emp-inc, 5th-6th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Dominican-Republic, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, Canada, >50K
37, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,50, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Black, Female,0,0,50, United-States, >50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Vietnam, <=50K
35, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, Cuba, <=50K
49, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,45, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, China, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Greece, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
27, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
36, Local-gov, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,30, United-States, <=50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Iran, >50K
54, Private, HS-grad, Widowed, Sales, Unmarried, White, Female,0,0,35, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, India, <=50K
27, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
42, Local-gov, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,4635,0,40, Greece, <=50K
52, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,3863,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,7687,0,40, United-States, >50K
28, State-gov, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, Portugal, <=50K
26, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
41, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,35, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,35, United-States, <=50K
48, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,3953,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,1977,50, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,60, United-States, >50K
45, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Portugal, >50K
29, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Columbia, >50K
42, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,8338,0,40, England, >50K
25, Local-gov, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, 11th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Federal-gov, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Scotland, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Italy, <=50K
39, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
19, Federal-gov, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Cuba, <=50K
58, Self-emp-inc, Assoc-voc, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
32, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,23, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,70, United-States, >50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2409,38, Hong, >50K
46, Local-gov, Masters, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,50, United-States, <=50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
23, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,2407,0,50, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, <=50K
49, Local-gov, Assoc-acdm, Separated, Tech-support, Unmarried, White, Female,0,0,50, Trinadad&Tobago, <=50K
25, Private, Masters, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
33, Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
50, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Mexico, >50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7480,0,35, United-States, <=50K
39, Private, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
26, Private, Some-college, Separated, Transport-moving, Unmarried, White, Female,0,0,50, Mexico, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,58, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Male,0,0,45, United-States, <=50K
36, Private, 9th, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,3, United-States, <=50K
41, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, India, <=50K
43, Private, HS-grad, Widowed, Sales, Unmarried, Black, Female,0,0,30, China, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,36, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Private, Some-college, Never-married, Prof-specialty, Husband, Black, Male,0,1671,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4468,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, El-Salvador, <=50K
24, Self-emp-not-inc, Some-college, Separated, Farming-fishing, Not-in-family, White, Female,0,0,50, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,15, Cambodia, <=50K
59, Self-emp-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, France, >50K
51, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, >50K
50, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,65, Iran, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
43, Private, Bachelors, Widowed, Handlers-cleaners, Wife, White, Female,0,0,40, Puerto-Rico, <=50K
29, Federal-gov, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Canada, <=50K
55, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
31, State-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Other-relative, White, Female,0,0,25, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
38, Private, Masters, Never-married, Sales, Unmarried, White, Female,0,0,38, Hong, <=50K
40, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Hungary, <=50K
30, Private, Masters, Never-married, Prof-specialty, Own-child, White, Male,0,0,18, United-States, <=50K
43, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
61, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
37, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,20, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Columbia, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
45, Private, HS-grad, Never-married, Farming-fishing, Unmarried, White, Male,0,0,30, United-States, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Husband, White, Female,0,2177,20, Honduras, <=50K
37, Private, Some-college, Divorced, Tech-support, Unmarried, Asian-Pac-Islander, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
39, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Ecuador, >50K
35, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,2, Jamaica, <=50K
38, Local-gov, HS-grad, Separated, Tech-support, Unmarried, Black, Female,0,0,35, Taiwan, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,30, Italy, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,75, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Nicaragua, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, Hungary, <=50K
25, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
