48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, >50K
21, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,35, Philippines, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
23, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,12, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
35, Local-gov, 5th-6th, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,10, United-States, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Germany, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,16, United-States, <=50K
35, Private, Some-college, Separated, Sales, Not-in-family, Other, Female,0,0,45, United-States, <=50K
48, Private, HS-grad, Married-spouse-absent, Other-service, Unmarried, Black, Female,0,0,38, United-States, <=50K
23, Federal-gov, Masters, Never-married, Sales, Not-in-family, Black, Female,0,2218,40, United-States, <=50K
26, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,35, United-States, <=50K
46, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,60, United-States, <=50K
42, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
40, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
61, Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,2484,0,40, United-States, <=50K
58, State-gov, Assoc-acdm, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,50, United-States, <=50K
44, Federal-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
59, Private, Masters, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,80, United-States, >50K
27, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,32, Philippines, <=50K
35, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,4669,0,48, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, >50K
35, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
49, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,25161,0,35, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
32, Local-gov, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Doctorate, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
25, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,20, United-States, <=50K
50, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
52, Private, Masters, Never-married, Adm-clerical, Wife, White, Male,0,0,25, United-States, <=50K
45, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, Haiti, <=50K
30, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
24, State-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,80, United-States, <=50K
33, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
28, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Widowed, Sales, Husband, White, Male,0,0,2, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, Unmarried, White, Female,0,0,54, United-States, <=50K
38, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,85, United-States, <=50K
42, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
22, State-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,24, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,60, Mexico, <=50K
37, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Masters, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, 12th, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
33, Private, 11th, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, 9th, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Female,15024,0,40, United-States, >50K
54, Private, Bachelors, Divorced, Protective-serv, Own-child, Black, Female,0,0,20, United-States, <=50K
58, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
68, Local-gov, 7th-8th, Never-married, Tech-support, Husband, White, Male,0,0,30, United-States, >50K
42, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,5176,0,40, United-States, >50K
25, State-gov, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Wife, White, Female,0,0,24, Dominican-Republic, <=50K
26, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,80, United-States, <=50K
31, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, >50K
20, Local-gov, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,10, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, HS-grad, Divorced, Tech-support, Other-relative, White, Female,0,0,35, United-States, <=50K
62, Local-gov, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,20, United-States, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, >50K
24, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Local-gov, Masters, Married-civ-spouse, Sales, Husband, White, Male,15024,0,54, United-States, >50K
24, Private, 10th, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
32, State-gov, Masters, Never-married, Other-service, Own-child, Other, Female,0,0,35, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,30, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
79, Self-emp-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Male,26058,0,45, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,18, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
22, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,54, United-States, <=50K
66, State-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,20, Mexico, <=50K
43, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
64, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
47, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
20, Self-emp-not-inc, Masters, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5998,0,52, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,30, United-States, <=50K
41, Self-emp-inc, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
56, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
28, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,7687,0,40, United-States, >50K
31, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
33, Self-emp-not-inc, Prof-school, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,71, United-States, <=50K
45, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
40, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,7298,0,54, United-States, >50K
36, Private, Assoc-voc, Widowed, Exec-managerial, Husband, Black, Male,0,0,42, Germany, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,42, United-States, >50K
47, Private, Assoc-acdm, Separated, Prof-specialty, Wife, White, Female,0,0,20, United-States, <=50K
41, Private, Assoc-acdm, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, >50K
41, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Female,0,0,47, Mexico, <=50K
61, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,60, United-States, >50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
60, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
34, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Black, Male,0,0,45, United-States, <=50K
41, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,7687,0,50, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, Germany, >50K
50, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
39, Private, 11th, Married-spouse-absent, Adm-clerical, Own-child, White, Male,0,0,15, United-States, >50K
47, Private, HS-grad, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
63, State-gov, HS-grad, Widowed, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
69, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,25, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Local-gov, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3897,0,40, United-States, >50K
46, Private, 9th, Married-civ-spouse, Farming-fishing, Husband, White, Male,7687,0,54, United-States, <=50K
31, Private, 11th, Never-married, Other-service, Wife, White, Male,0,0,2, United-States, <=50K
30, Private, 11th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
35, Federal-gov, 9th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,24, United-States, <=50K
29, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
51, State-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,5058,0,40, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,20, United-States, <=50K
60, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
69, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,5376,0,45, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,30, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
30, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,25, United-States, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
31, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
39, Private, Preschool, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,54, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,5310,0,40, United-States, <=50K
41, Private, HS-grad, Married-spouse-absent, Sales, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,2578,0,50, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Wife, White, Female,4065,0,35, Scotland, <=50K
25, Self-emp-inc, Some-college, Never-married, Other-service, Own-child, White, Male,2349,0,40, United-States, <=50K
25, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,50, United-States, >50K
51, Private, HS-grad, Divorced, Other-service, Wife, White, Female,0,0,38, United-States, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
33, Private, HS-grad, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,16, United-States, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Mexico, <=50K
23, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
30, Private, Some-college, Divorced, Craft-repair, Unmarried, White, Female,0,0,38, United-States, <=50K
42, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
43, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,11, United-States, <=50K
34, Private, Assoc-acdm, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
36, Local-gov, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,40, United-States, >50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
51, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,60, United-States, <=50K
41, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Without-pay, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,8610,0,40, United-States, >50K
38, Local-gov, Prof-school, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1726,45, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,71, United-States, >50K
21, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, <=50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Wife, Black, Female,2857,0,40, Vietnam, <=50K
59, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1670,45, United-States, <=50K
39, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, White, Male,4647,0,50, United-States, >50K
65, Self-emp-not-inc, Masters, Widowed, Other-service, Wife, White, Female,0,0,10, United-States, <=50K
25, Private, Bachelors, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Own-child, Black, Male,0,0,29, United-States, <=50K
39, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
26, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,60, United-States, >50K
50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,40, United-States, >50K
54, Local-gov, 10th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Never-married, Protective-serv, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, 7th-8th, Divorced, Sales, Husband, White, Female,5644,0,60, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1713,40, United-States, >50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
33, Private, Masters, Separated, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, United-States, <=50K
31, State-gov, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,38, United-States, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Male,0,0,35, Mexico, <=50K
50, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,5178,0,40, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,38, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, White, Male,0,0,30, United-States, <=50K
34, Private, HS-grad, Divorced, Exec-managerial, Own-child, White, Male,6539,0,54, Hungary, >50K
19, Federal-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,16, United-States, <=50K
43, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Separated, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
53, Private, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
