36, Private, HS-grad, Divorced, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, <=50K
29, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,38, United-States, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,63, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5102,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4012,0,40, United-States, >50K
28, Federal-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Honduras, <=50K
30, Private, HS-grad, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,99999,0,40, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
31, Self-emp-not-inc, HS-grad, Never-married, Sales, Husband, White, Male,0,0,54, United-States, <=50K
38, Private, HS-grad, Married-spouse-absent, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1887,45, United-States, <=50K
64, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,99999,0,40, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1878,50, United-States, <=50K
23, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
57, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2414,45, United-States, >50K
22, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, Portugal, >50K
29, Private, Some-college, Divorced, Prof-specialty, Wife, White, Female,0,0,60, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Peru, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,42, United-States, <=50K
56, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,20, United-States, <=50K
38, Private, Bachelors, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
62, Local-gov, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,84, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,1740,40, United-States, <=50K
35, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
29, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,60, Mexico, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, 11th, Separated, Farming-fishing, Not-in-family, White, Male,0,0,35, Philippines, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
52, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
51, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, United-States, <=50K
25, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,59, United-States, <=50K
62, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,16, United-States, <=50K
69, Private, Some-college, Widowed, Other-service, Not-in-family, White, Female,0,0,24, Mexico, <=50K
47, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
59, Private, Some-college, Divorced, Sales, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
41, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,48, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,4682,0,40, United-States, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,25, United-States, <=50K
21, Private, 10th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, <=50K
47, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,4046,0,50, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Puerto-Rico, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
73, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,15, United-States, <=50K
49, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
51, Local-gov, Some-college, Divorced, Tech-support, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,1665,60, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States, <=50K
57, Private, 7th-8th, Separated, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
52, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
30, Private, 12th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,15024,0,60, United-States, >50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,3287,0,54, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
44, Private, Masters, Never-married, Exec-managerial, Unmarried, White, Male,0,0,55, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Wife, White, Male,12213,0,35, United-States, >50K
22, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
33, Private, 9th, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Male,0,0,9, United-States, <=50K
52, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
43, Local-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Guatemala, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,1588,40, Puerto-Rico, <=50K
21, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, United-States, <=50K
45, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, >50K
35, Private, 11th, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,25, United-States, >50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, South, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
38, Local-gov, Masters, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Federal-gov, Some-college, Separated, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
33, Private, Some-college, Divorced, Exec-managerial, Wife, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, White, Female,0,0,14, Philippines, <=50K
66, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,30, United-States, <=50K
37, Private, Bachelors, Separated, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
38, Private, Masters, Separated, Adm-clerical, Wife, White, Female,0,0,24, United-States, <=50K
35, Private, HS-grad, Never-married, Protective-serv, Own-child, White, Female,0,0,54, United-States, <=50K
30, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, >50K
27, Private, 1st-4th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,48, India, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Black, Female,0,0,40, South, <=50K
44, Private, 10th, Never-married, Craft-repair, Husband, White, Male,0,0,48, United-States, <=50K
51, Federal-gov, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,93, United-States, >50K
33, Local-gov, Bachelors, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Private, 10th, Never-married, Exec-managerial, Husband, White, Male,0,1877,50, Greece, >50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, White, Male,3111,0,45, United-States, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
52, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
45, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,2414,45, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,60, United-States, <=50K
40, Local-gov, Masters, Divorced, Prof-specialty, Unmarried, White, Female,0,1887,40, United-States, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
63, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, State-gov, Bachelors, Widowed, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
38, Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
49, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
68, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2346,54, Yugoslavia, >50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,2372,77, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
44, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,83, Italy, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
65, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,5752,0,60, United-States, >50K
52, Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
57, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
28, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2922,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
53, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
26, Federal-gov, 11th, Never-married, Transport-moving, Husband, White, Male,0,0,99, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
43, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
52, Private, Bachelors, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, >50K
28, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
57, Federal-gov, Masters, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
51, Private, 12th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States, <=50K
56, Private, Assoc-voc, Divorced, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Jamaica, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
24, Private, 12th, Never-married, Other-service, Unmarried, Black, Female,0,0,30, United-States, >50K
46, Self-emp-inc, Prof-school, Widowed, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,2005,40, Peru, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Male,7687,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, >50K
27, Private, Masters, Never-married, Other-service, Not-in-family, Black, Female,0,0,38, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, >50K
42, Private, Doctorate, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
47, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
22, Private, 11th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Prof-school, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Private, Some-college, Widowed, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, <=50K
46, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
27, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,43, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
48, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, >50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,64, United-States, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,15024,0,40, Mexico, >50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
34, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, Trinadad&Tobago, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
51, Private, HS-grad, Divorced, Transport-moving, Unmarried, White, Female,0,0,54, United-States, <=50K
19, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,20, Mexico, <=50K
29, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, White, Male,0,2002,40, United-States, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,1974,40, Thailand, >50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28, Private, Assoc-voc, Never-married, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, >50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
38, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,45, United-States, <=50K
41, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,45, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1468,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, 7th-8th, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,33, United-States, <=50K
29, Private, Some-college, Never-married, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,5178,0,40, United-States, >50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
42, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,43, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
30, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
32, Self-emp-inc, HS-grad, Never-married, Prof-specialty, Unmarried, Other, Female,0,0,40, United-States, <=50K
63, Private, Some-college, Separated, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,60, United-States, >50K
