26, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,8895,0,50, Dominican-Republic, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, Other, Female,0,0,36, Puerto-Rico, <=50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
41, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Other, Male,7687,0,37, United-States, <=50K
45, Private, HS-grad, Separated, Sales, Husband, Other, Female,0,0,40, Iran, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Honduras, <=50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,5837,0,50, United-States, >50K
27, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, China, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,47, Guatemala, <=50K
49, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1983,40, Honduras, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, South, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
62, Private, 10th, Divorced, Sales, Not-in-family, Other, Male,0,1887,60, Ireland, <=50K
44, Self-emp-inc, HS-grad, Widowed, Exec-managerial, Own-child, Amer-Indian-Eskimo, Female,0,0,50, United-States, <=50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,40, Hong, <=50K
44, Local-gov, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,30, El-Salvador, <=50K
30, Private, HS-grad, Separated, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
28, Private, Assoc-voc, Never-married, Prof-specialty, Unmarried, Other, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,54, Trinadad&Tobago, <=50K
44, Self-emp-inc, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,55, Hong, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,60, Cambodia, >50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,54, Laos, <=50K
31, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,45, Laos, >50K
68, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
39, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
27, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,54, France, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, Columbia, <=50K
62, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Canada, <=50K
49, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
19, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,20, Thailand, <=50K
18, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,1250,0,20, Columbia, <=50K
54, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,1632,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1876,50, Peru, >50K
44, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Unmarried, Other, Male,0,0,40, Mexico, <=50K
55, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,20, El-Salvador, >50K
22, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, England, <=50K
35, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
26, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Jamaica, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,42, United-States, <=50K
49, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, Italy, <=50K
25, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,20, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,0,0,20, Cuba, <=50K
36, Private, 10th, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, Laos, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Dominican-Republic, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Ecuador, >50K
53, State-gov, Some-college, Divorced, Sales, Not-in-family, Other, Female,0,0,50, Dominican-Republic, <=50K
72, Private, 9th, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
63, Self-emp-not-inc, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,6877,0,40, Vietnam, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,16, Nicaragua, <=50K
43, Private, 9th, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
29, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,48, United-States, <=50K
20, Private, Some-college, Never-married, Transport-moving, Not-in-family, White, Female,0,0,60, Honduras, <=50K
71, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,720,0,40, England, >50K
45, State-gov, Some-college, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,20, Mexico, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,1740,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Japan, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Poland, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, England, >50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Greece, >50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Jamaica, <=50K
51, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Male,0,0,80, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
24, Private, Some-college, Separated, Tech-support, Husband, White, Female,0,0,40, England, <=50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, China, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,7298,0,40, Nicaragua, >50K
63, Private, 1st-4th, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
52, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1876,40, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hungary, <=50K
41, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1977,60, Outlying-US(Guam-USVI-etc), <=50K
18, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,54, Portugal, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Own-child, Other, Female,0,0,40, Philippines, <=50K
37, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,43, France, >50K
30, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, South, <=50K
28, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Black, Female,14802,0,40, Canada, <=50K
19, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, Columbia, <=50K
33, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, Black, Female,0,0,45, Scotland, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Portugal, <=50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
64, Local-gov, HS-grad, Separated, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
37, Private, HS-grad, Never-married, Prof-specialty, Wife, Black, Female,0,0,38, India, <=50K
23, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,36, Taiwan, <=50K
46, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
38, Private, Assoc-voc, Never-married, Craft-repair, Wife, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Female,0,0,40, England, >50K
43, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,54, Hong, <=50K
72, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Female,0,0,40, Cambodia, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,60, Trinadad&Tobago, <=50K
49, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,25, Yugoslavia, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
22, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,54, Guatemala, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Poland, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,48, Dominican-Republic, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, Taiwan, <=50K
60, Private, Masters, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,70, Outlying-US(Guam-USVI-etc), <=50K
37, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Guatemala, >50K
35, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Cambodia, <=50K
38, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Mexico, <=50K
42, Private, Some-college, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,42, Philippines, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Wife, Black, Male,0,0,40, Peru, >50K
23, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Dominican-Republic, <=50K
41, Self-emp-not-inc, Prof-school, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,99999,0,40, Thailand, >50K
56, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,1651,31, Germany, <=50K
45, Self-emp-not-inc, Masters, Divorced, Transport-moving, Unmarried, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
34, Self-emp-inc, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,24, Mexico, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, France, <=50K
64, Private, Some-college, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,2175,0,50, France, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,2174,0,40, Peru, <=50K
42, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, >50K
36, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,38, Portugal, <=50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Scotland, >50K
43, Federal-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Iran, >50K
27, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,38, Vietnam, <=50K
65, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,45792,0,60, Haiti, >50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, Thailand, >50K
44, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Greece, >50K
30, Private, 11th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
29, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Columbia, >50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,4064,0,50, Vietnam, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
44, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,549,0,50, Ecuador, <=50K
59, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Columbia, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Germany, <=50K
39, Private, Bachelors, Separated, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
37, Private, 1st-4th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Portugal, >50K
34, Private, Bachelors, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Dominican-Republic, >50K
30, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,54, Trinadad&Tobago, <=50K
58, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,1977,50, Hungary, >50K
55, Private, 9th, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,38, Taiwan, <=50K
41, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
34, Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,60, Portugal, <=50K
63, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, <=50K
39, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Nicaragua, <=50K
42, Self-emp-not-inc, Some-college, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Hungary, <=50K
22, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Cuba, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,42, Iran, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
20, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
52, Federal-gov, Doctorate, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,50, Cambodia, <=50K
32, Private, 11th, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,36, Nicaragua, <=50K
26, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,0,45, Japan, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Poland, <=50K
44, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,45, Italy, >50K
46, Federal-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Laos, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, Peru, <=50K
61, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, South, >50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Male,0,0,20, Hong, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Unmarried, Other, Male,0,0,40, Honduras, <=50K
41, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Female,7298,0,50, France, >50K
45, Self-emp-inc, 9th, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,5013,0,40, Iran, >50K
41, Private, Masters, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,48, Honduras, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,55, Vietnam, <=50K
42, Private, 10th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,1593,40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Cuba, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
37, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Philippines, <=50K
21, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,7687,0,35, United-States, >50K
45, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,3103,0,42, South, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Cuba, <=50K
23, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Ecuador, <=50K
45, Federal-gov, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, France, >50K
38, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, Thailand, <=50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,38, United-States, <=50K
58, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, Laos, <=50K
23, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,45, Hungary, <=50K
41, Private, Some-college, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, El-Salvador, <=50K
30, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Iran, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
55, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Female,15024,0,30, Iran, >50K
51, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, England, <=50K
45, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,50, Iran, >50K
37, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Japan, <=50K
32, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Cambodia, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,30, Guatemala, <=50K
44, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Hong, >50K
47, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,15, Scotland, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, England, >50K
56, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
42, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, Nicaragua, <=50K
27, Private, HS-grad, Never-married, Armed-Forces, Own-child, Black, Female,0,0,20, Iran, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, >50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1671,48, Portugal, >50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
20, State-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
27, State-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Iran, >50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,32, Puerto-Rico, <=50K
44, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,54, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Tech-support, Own-child, White, Female,0,0,40, Hong, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,0,40, Germany, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Protective-serv, Own-child, Black, Female,0,0,40, Italy, <=50K
18, Private, 10th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, Canada, <=50K
33, State-gov, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, Scotland, <=50K
49, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,30, Japan, <=50K
32, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,7298,0,45, United-States, >50K
31, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Separated, Sales, Unmarried, White, Female,0,0,20, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
35, Local-gov, Masters, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Nicaragua, <=50K
36, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, Columbia, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,52, Columbia, >50K
39, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, Columbia, <=50K
30, State-gov, HS-grad, Never-married, Machine-op-inspct, Wife, Other, Male,0,0,60, Scotland, <=50K
57, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, Guatemala, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,45, Italy, >50K
52, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
37, Private, Masters, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,76, Germany, <=50K
47, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,35, Germany, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, Japan, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, England, >50K
47, Private, Bachelors, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,12, Nicaragua, <=50K
28, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,50, Portugal, <=50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Canada, <=50K
26, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,35, Guatemala, >50K
48, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,2415,45, United-States, >50K
55, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, Guatemala, <=50K
42, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,7687,0,45, Trinadad&Tobago, >50K
43, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, Mexico, <=50K
