26, Private, Bachelors, Never-married, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,7687,0,50, Dominican-Republic, >50K
35, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Poland, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,54, Dominican-Republic, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
66, Private, 11th, Divorced, Sales, Wife, Other, Female,0,0,40, France, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Prof-specialty, Wife, Other, Female,2665,0,40, Outlying-US(Guam-USVI-etc), <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Poland, >50K
43, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Mexico, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Hungary, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Haiti, <=50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Columbia, <=50K
48, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Taiwan, <=50K
21, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, Laos, <=50K
27, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,40, Nicaragua, >50K
25, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Puerto-Rico, <=50K
25, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, <=50K
44, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Black, Male,7298,0,48, Jamaica, >50K
51, Private, HS-grad, Widowed, Other-service, Not-in-family, Other, Female,0,0,37, Cuba, <=50K
74, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Male,37072,0,40, Yugoslavia, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Scotland, <=50K
46, Local-gov, Masters, Married-civ-spouse, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Jamaica, <=50K
24, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,50, Laos, <=50K
48, State-gov, Some-college, Married-civ-spouse, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,50, France, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Peru, <=50K
25, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,5172,0,40, Japan, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1740,40, Japan, <=50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, India, >50K
38, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,35, Nicaragua, >50K
20, Private, 10th, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Vietnam, <=50K
51, Local-gov, Some-college, Separated, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, England, <=50K
39, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,40, El-Salvador, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Hong, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Poland, <=50K
36, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,7298,0,36, Germany, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
51, Private, Some-college, Separated, Other-service, Not-in-family, Black, Female,0,0,40, Ecuador, <=50K
51, Local-gov, HS-grad, Separated, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,38, England, <=50K
44, Private, HS-grad, Separated, Other-service, Unmarried, Black, Female,0,0,40, Scotland, <=50K
38, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Nicaragua, <=50K
27, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Laos, <=50K
32, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Mexico, <=50K
44, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, Other-relative, Asian-Pac-Islander, Male,0,0,35, Columbia, <=50K
28, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, Dominican-Republic, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,45, Cambodia, <=50K
24, Local-gov, Prof-school, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Haiti, <=50K
48, Local-gov, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Philippines, >50K
43, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,50, Japan, >50K
28, State-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,35, Cambodia, <=50K
54, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
48, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,54, Cambodia, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,40, France, <=50K
47, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, Germany, >50K
53, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Dominican-Republic, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, >50K
49, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Peru, >50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,1998,0,30, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,15024,0,45, South, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Japan, <=50K
47, Self-emp-not-inc, Masters, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,2174,0,65, Trinadad&Tobago, <=50K
24, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,45, Honduras, <=50K
38, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,15024,0,50, Cambodia, >50K
36, Federal-gov, 10th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,50, Outlying-US(Guam-USVI-etc), >50K
17, Private, 10th, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,20, Poland, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
51, Local-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Iran, >50K
53, Local-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Peru, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Columbia, <=50K
21, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,25, Guatemala, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, India, <=50K
45, Private, HS-grad, Married-civ-spouse, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
30, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Cambodia, >50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,15, Haiti, <=50K
44, Private, Some-college, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Germany, <=50K
68, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,1940,0,11, Portugal, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Cuba, <=50K
37, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, Nicaragua, <=50K
53, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,70, Columbia, >50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,25, Mexico, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, <=50K
45, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,45, United-States, <=50K
32, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,20, Peru, <=50K
59, Private, Some-college, Widowed, Sales, Husband, Black, Male,0,0,40, Japan, <=50K
40, Federal-gov, Doctorate, Divorced, Adm-clerical, Not-in-family, Other, Female,99999,0,40, Iran, >50K
27, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
32, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, England, <=50K
36, Federal-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Ireland, >50K
40, Private, Bachelors, Never-married, Craft-repair, Unmarried, White, Female,0,0,35, Nicaragua, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,4870,0,45, South, <=50K
38, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,54, South, >50K
39, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,26, Nicaragua, >50K
44, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,38, Japan, >50K
39, Private, Some-college, Divorced, Sales, Not-in-family, Other, Male,0,2197,50, Canada, <=50K
22, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1887,25, Puerto-Rico, <=50K
40, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Dominican-Republic, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Scotland, <=50K
42, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Poland, >50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Yugoslavia, <=50K
51, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, China, >50K
46, Self-emp-not-inc, Some-college, Separated, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Dominican-Republic, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Mexico, <=50K
46, Private, 10th, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Germany, <=50K
34, Private, Masters, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, England, >50K
37, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
27, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Trinadad&Tobago, <=50K
51, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1356,40, Outlying-US(Guam-USVI-etc), >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, Mexico, <=50K
49, Private, 9th, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
27, Private, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,30, Portugal, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Philippines, >50K
36, Federal-gov, Bachelors, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
46, Local-gov, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Peru, <=50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Cuba, <=50K
49, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, >50K
26, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Thailand, <=50K
39, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, France, <=50K
24, State-gov, Prof-school, Never-married, Other-service, Own-child, Black, Female,0,0,30, Haiti, <=50K
44, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Female,0,0,60, Cuba, >50K
41, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Puerto-Rico, <=50K
58, Private, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Jamaica, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Puerto-Rico, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Dominican-Republic, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1791,40, Cambodia, >50K
17, Private, 11th, Divorced, Adm-clerical, Own-child, White, Female,0,0,21, Dominican-Republic, <=50K
23, Private, Some-college, Never-married, Tech-support, Unmarried, Asian-Pac-Islander, Female,0,1977,20, Jamaica, <=50K
35, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Iran, <=50K
37, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,99999,0,50, Outlying-US(Guam-USVI-etc), >50K
40, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Hungary, <=50K
47, Self-emp-inc, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Black, Female,0,0,50, England, >50K
25, Private, HS-grad, Separated, Sales, Own-child, Black, Female,0,0,40, Cuba, <=50K
44, Private, Some-college, Divorced, Craft-repair, Not-in-family, Other, Female,0,0,40, England, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Jamaica, >50K
51, Private, 12th, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
50, Self-emp-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, >50K
37, Private, Some-college, Never-married, Tech-support, Unmarried, Black, Female,0,0,40, Laos, <=50K
39, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, Yugoslavia, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
53, Self-emp-not-inc, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Germany, <=50K
36, Private, Bachelors, Divorced, Adm-clerical, Wife, Other, Female,0,0,40, Italy, <=50K
45, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,23794,0,38, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Japan, >50K
70, Self-emp-not-inc, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,35, Columbia, <=50K
24, Local-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,25, Haiti, <=50K
73, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Japan, <=50K
28, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,1243,50, China, >50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,15, India, <=50K
61, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Greece, >50K
29, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1740,60, Ireland, >50K
61, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Nicaragua, <=50K
57, Private, 10th, Separated, Tech-support, Not-in-family, Black, Female,0,0,38, Cuba, <=50K
33, Private, Some-college, Widowed, Other-service, Unmarried, Other, Female,0,0,35, United-States, <=50K
41, Private, HS-grad, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,15, Laos, <=50K
24, Private, 11th, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, >50K
30, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,26, Ecuador, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,30, Mexico, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, Nicaragua, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,3325,0,40, Ireland, <=50K
46, Private, Assoc-voc, Never-married, Prof-specialty, Other-relative, Black, Female,0,0,45, Hungary, <=50K
36, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
51, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Philippines, <=50K
56, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, >50K
23, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,25, Cuba, <=50K
38, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,25, Iran, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Poland, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,54, Italy, >50K
46, Private, Masters, Married-civ-spouse, Tech-support, Wife, Black, Female,0,23,40, Germany, <=50K
40, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Other, Female,0,0,35, Puerto-Rico, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,7687,0,50, Thailand, >50K
68, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1874,40, Outlying-US(Guam-USVI-etc), >50K
47, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,15024,0,45, Japan, >50K
26, Private, Bachelors, Never-married, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
39, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Hungary, <=50K
54, Private, Assoc-voc, Married-spouse-absent, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Poland, <=50K
35, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Canada, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Hong, <=50K
42, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,35, Jamaica, >50K
54, Local-gov, HS-grad, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Male,0,0,42, Ecuador, <=50K
45, Self-emp-not-inc, Some-college, Married-spouse-absent, Sales, Husband, Amer-Indian-Eskimo, Male,0,1987,30, Portugal, >50K
40, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7687,0,40, Canada, >50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
18, Private, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,14, Iran, <=50K
45, Private, Masters, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, Nicaragua, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, Taiwan, >50K
45, Local-gov, Bachelors, Never-married, Sales, Wife, Asian-Pac-Islander, Male,15024,0,40, Mexico, >50K
29, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
42, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Male,0,0,50, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Other-service, Wife, Black, Male,0,0,30, Mexico, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Iran, <=50K
19, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, Canada, <=50K
20, Private, 10th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Ireland, <=50K
39, State-gov, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, Thailand, <=50K
56, Private, Bachelors, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,45, Taiwan, >50K
30, Self-emp-not-inc, 9th, Never-married, Sales, Not-in-family, Other, Male,0,0,60, Taiwan, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Peru, >50K
63, Private, 10th, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
18, Private, 10th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Guatemala, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,35, Hong, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,60, Columbia, >50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Ecuador, <=50K
57, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Portugal, >50K
66, Self-emp-not-inc, HS-grad, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,1868,1, Cuba, <=50K
61, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,39, Vietnam, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Taiwan, <=50K
40, Private, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, Nicaragua, <=50K
50, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
47, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,60, Germany, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, Vietnam, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, Taiwan, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Male,0,0,50, Hong, <=50K
24, State-gov, Some-college, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,0,35, Greece, <=50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Other, Female,0,0,20, Iran, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1719,50, Ecuador, <=50K
30, Private, HS-grad, Separated, Craft-repair, Unmarried, Black, Male,0,0,40, South, <=50K
46, Private, HS-grad, Separated, Priv-house-serv, Husband, Black, Male,0,0,40, Germany, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
50, Private, Prof-school, Married-civ-spouse, Other-service, Wife, Other, Female,0,0,16, Italy, <=50K
64, Local-gov, 9th, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, France, <=50K
27, State-gov, 7th-8th, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, Ecuador, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,35, Portugal, <=50K
47, Private, Prof-school, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, >50K
53, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,48, India, <=50K
