19, Private, Some-college, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,25, Ecuador, <=50K
35, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, France, >50K
56, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,60, United-States, <=50K
28, Self-emp-inc, Some-college, Divorced, Sales, Not-in-family, White, Male,0,0,48, Poland, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Greece, <=50K
47, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Jamaica, <=50K
55, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Vietnam, >50K
20, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Peru, <=50K
60, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,45, Jamaica, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,7736,0,60, Philippines, >50K
86, Private, HS-grad, Widowed, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Cuba, <=50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,50, United-States, >50K
54, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Guatemala, >50K
20, Private, Some-college, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,7687,0,40, Guatemala, >50K
43, Private, Some-college, Married-civ-spouse, Sales, Wife, Black, Male,0,0,50, South, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Nicaragua, <=50K
37, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
65, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,50, Italy, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Canada, >50K
64, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,50, Cambodia, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Hong, >50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,24, Vietnam, <=50K
25, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,35, Philippines, <=50K
28, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,48, Yugoslavia, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1848,40, Ireland, <=50K
24, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,66, India, <=50K
50, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,1662,40, Trinadad&Tobago, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,97, Ireland, <=50K
74, State-gov, Masters, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, Jamaica, <=50K
39, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,36, India, <=50K
26, Private, Some-college, Divorced, Sales, Own-child, White, Female,0,0,15, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Hungary, <=50K
37, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, White, Male,0,0,50, Jamaica, <=50K
69, Private, Some-college, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,2399,0,40, India, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Female,0,0,40, Nicaragua, <=50K
25, Private, Some-college, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,14, Mexico, <=50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,50, Peru, <=50K
37, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, Hungary, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Philippines, <=50K
28, Federal-gov, Some-college, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,40, Nicaragua, <=50K
47, Federal-gov, Some-college, Divorced, Prof-specialty, Unmarried, White, Female,0,0,66, China, <=50K
50, Private, Some-college, Separated, Tech-support, Unmarried, White, Female,0,0,30, Germany, <=50K
21, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Male,0,0,20, Laos, <=50K
46, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1977,60, Portugal, >50K
23, Private, Some-college, Divorced, Handlers-cleaners, Own-child, Asian-Pac-Islander, Female,0,0,40, Guatemala, <=50K
42, Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
25, Private, Some-college, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,0,54, Taiwan, <=50K
51, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, Honduras, <=50K
38, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,99999,0,50, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,55, Honduras, <=50K
21, Private, HS-grad, Never-married, Other-service, Unmarried, Black, Female,0,0,35, Nicaragua, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, Canada, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,50, Taiwan, >50K
49, Private, Some-college, Separated, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,18, Nicaragua, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, Canada, <=50K
50, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,45, Haiti, >50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,3103,0,71, Taiwan, >50K
17, Local-gov, 12th, Never-married, Other-service, Own-child, Black, Female,0,0,9, South, <=50K
42, Private, 10th, Never-married, Other-service, Own-child, Black, Female,0,0,15, Peru, <=50K
33, Local-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Jamaica, >50K
23, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,70, United-States, <=50K
35, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Female,0,0,40, United-States, <=50K
74, Private, Some-college, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,50, Peru, <=50K
44, Self-emp-inc, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,70, Trinadad&Tobago, <=50K
43, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,1886,40, Trinadad&Tobago, >50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,4849,0,40, Ecuador, <=50K
53, Self-emp-not-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Ireland, >50K
36, Private, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,0,1977,40, Guatemala, >50K
26, Private, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,1671,50, Scotland, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Trinadad&Tobago, >50K
64, Self-emp-not-inc, 5th-6th, Married-civ-spouse, Sales, Husband, Other, Male,0,0,10, Portugal, >50K
44, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,1035,0,25, Outlying-US(Guam-USVI-etc), <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Ireland, >50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,99999,0,60, Hungary, >50K
47, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,45, Cuba, <=50K
22, Private, Some-college, Never-married, Farming-fishing, Own-child, Other, Male,0,0,20, United-States, <=50K
32, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,99, Poland, <=50K
40, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,45, Puerto-Rico, <=50K
17, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,1977,54, Nicaragua, <=50K
31, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,2881,0,40, Ecuador, <=50K
32, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Male,0,0,38, Yugoslavia, <=50K
39, Local-gov, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,3897,0,48, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, Hong, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), >50K
34, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,45, Philippines, <=50K
59, Self-emp-not-inc, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
58, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,50, Taiwan, >50K
73, Private, HS-grad, Separated, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,15, Peru, <=50K
40, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,54, Peru, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,40, Japan, <=50K
40, Private, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
57, Self-emp-not-inc, 5th-6th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
27, Private, Some-college, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Greece, <=50K
45, State-gov, Assoc-acdm, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, France, <=50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,40, El-Salvador, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Iran, <=50K
66, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,25, Trinadad&Tobago, <=50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
44, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Some-college, Widowed, Other-service, Not-in-family, Other, Female,0,0,35, El-Salvador, <=50K
50, Local-gov, Masters, Married-civ-spouse, Protective-serv, Wife, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
24, Private, HS-grad, Never-married, Sales, Husband, Other, Male,0,0,60, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Other-relative, Other, Male,0,0,40, Puerto-Rico, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Husband, White, Male,4087,0,40, India, <=50K
19, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,10, Poland, <=50K
35, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,50, Portugal, <=50K
40, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Male,0,0,45, Cuba, <=50K
21, Local-gov, Bachelors, Never-married, Sales, Wife, White, Male,0,0,10, Dominican-Republic, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cambodia, <=50K
60, Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, Hungary, <=50K
42, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,35, Taiwan, >50K
45, Local-gov, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,40, Peru, <=50K
41, State-gov, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,7298,0,35, Cambodia, >50K
31, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, Some-college, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
47, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,35, Guatemala, <=50K
46, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, Hungary, <=50K
37, Local-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,35, Haiti, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,54, El-Salvador, >50K
31, Private, Doctorate, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,1740,50, United-States, >50K
39, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,45, South, >50K
34, Private, Bachelors, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,1663,40, United-States, <=50K
35, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,18, Philippines, >50K
43, Self-emp-not-inc, Some-college, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
62, Private, Masters, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, Iran, <=50K
33, Private, Assoc-acdm, Married-spouse-absent, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, >50K
43, Federal-gov, 11th, Married-civ-spouse, Handlers-cleaners, Wife, Other, Female,15024,0,40, Scotland, >50K
37, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Taiwan, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Japan, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, South, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Columbia, >50K
24, Private, Assoc-acdm, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Female,0,0,50, Honduras, <=50K
46, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,38, Japan, <=50K
18, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,12, Cambodia, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,20, Trinadad&Tobago, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Canada, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1768,40, Hong, <=50K
29, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Haiti, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7298,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Puerto-Rico, <=50K
65, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,99999,0,56, Cuba, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,45, Japan, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Husband, Black, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, South, <=50K
40, Private, Some-college, Widowed, Protective-serv, Not-in-family, Black, Male,0,0,40, Peru, <=50K
32, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Japan, >50K
64, Self-emp-not-inc, Prof-school, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
45, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Germany, >50K
30, Federal-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,40, Mexico, >50K
36, Private, Bachelors, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
33, Private, Assoc-acdm, Never-married, Other-service, Own-child, Other, Male,0,0,34, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,15, Scotland, >50K
27, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,70, Peru, <=50K
55, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, Other, Male,0,0,24, China, <=50K
57, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, El-Salvador, <=50K
45, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
24, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Cuba, <=50K
55, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,99, Ecuador, <=50K
59, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,40, Portugal, <=50K
29, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Haiti, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,35, Germany, <=50K
46, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,50, Scotland, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Poland, <=50K
38, Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Cuba, >50K
43, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Trinadad&Tobago, >50K
54, Local-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,20, Taiwan, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Other-relative, Other, Male,0,0,40, South, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,3711,0,50, Dominican-Republic, >50K
50, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,70, Italy, >50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,65, Greece, >50K
19, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Other-relative, Other, Male,0,0,60, India, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
44, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,35, Ecuador, <=50K
48, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
44, Private, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, El-Salvador, <=50K
38, Self-emp-not-inc, Some-college, Separated, Sales, Unmarried, Black, Male,0,0,20, France, <=50K
48, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,3311,0,40, Cambodia, >50K
44, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,15024,0,40, Ecuador, >50K
31, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,96, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-inc, Bachelors, Divorced, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,60, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Japan, <=50K
51, Local-gov, Doctorate, Divorced, Adm-clerical, Other-relative, Asian-Pac-Islander, Male,7782,0,40, Puerto-Rico, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Italy, <=50K
34, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Other, Female,0,0,70, Greece, <=50K
72, Self-emp-not-inc, HS-grad, Widowed, Transport-moving, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
49, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,40, Germany, >50K
55, Private, 9th, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,45, Peru, >50K
54, Private, 7th-8th, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, <=50K
40, Self-emp-inc, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,70, Cambodia, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,20, Philippines, <=50K
29, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Male,0,0,25, South, <=50K
58, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Black, Male,0,1669,2, United-States, >50K
64, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, >50K
32, Local-gov, HS-grad, Divorced, Farming-fishing, Unmarried, White, Male,0,0,40, Scotland, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, White, Male,0,0,25, Haiti, <=50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,54, Nicaragua, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, >50K
45, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,35, Cuba, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Hungary, <=50K
34, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,50, Peru, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Columbia, >50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,1743,40, Jamaica, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Honduras, <=50K
21, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, Mexico, <=50K
26, Private, Bachelors, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
31, Private, 12th, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,35, Dominican-Republic, <=50K
43, Private, Prof-school, Separated, Machine-op-inspct, Husband, White, Female,0,0,45, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
34, Private, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,50, South, >50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Poland, >50K
44, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,4993,0,56, United-States, >50K
50, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, El-Salvador, >50K
54, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Portugal, >50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Scotland, >50K
34, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,1669,40, Laos, <=50K
48, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Italy, <=50K
