25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,10344,0,50, Ecuador, >50K
60, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,50, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,60, South, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Poland, <=50K
51, Private, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Haiti, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,10, Scotland, <=50K
51, Without-pay, HS-grad, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Italy, >50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
60, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Black, Male,0,0,40, Philippines, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Female,7298,0,40, Thailand, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
25, Private, Preschool, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, 9th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, United-States, <=50K
40, Self-emp-inc, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
31, Private, Bachelors, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, Vietnam, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, South, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Honduras, <=50K
60, Private, 10th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Trinadad&Tobago, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
36, Private, HS-grad, Never-married, Tech-support, Husband, Black, Male,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
57, Private, 7th-8th, Divorced, Other-service, Husband, Other, Male,0,0,30, United-States, <=50K
51, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,1977,45, United-States, <=50K
18, State-gov, Some-college, Never-married, Craft-repair, Own-child, Other, Female,0,0,35, Dominican-Republic, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
36, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,35, China, <=50K
45, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,1966,50, Honduras, >50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Assoc-voc, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, China, <=50K
42, Private, HS-grad, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
27, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Honduras, <=50K
24, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,60, Guatemala, <=50K
35, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Nicaragua, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,35, Ireland, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Male,0,0,40, Taiwan, <=50K
47, Private, HS-grad, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,35, Mexico, >50K
41, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, South, <=50K
55, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, Mexico, <=50K
44, Private, Assoc-voc, Married-spouse-absent, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Widowed, Adm-clerical, Husband, White, Male,0,0,45, Guatemala, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Husband, Black, Male,0,0,40, Yugoslavia, <=50K
48, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7687,0,40, Portugal, >50K
24, Private, Bachelors, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,53, Ecuador, <=50K
60, Private, HS-grad, Widowed, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,40, South, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,5178,0,35, England, <=50K
52, Private, Some-college, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
64, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,20, Taiwan, >50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Dominican-Republic, <=50K
28, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,46, Thailand, >50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, <=50K
40, Private, Some-college, Divorced, Transport-moving, Other-relative, Black, Male,7687,0,40, Yugoslavia, >50K
62, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,0,1977,45, Scotland, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, Thailand, <=50K
25, Private, 10th, Never-married, Farming-fishing, Own-child, White, Male,0,0,30, Germany, <=50K
38, Private, Masters, Widowed, Adm-clerical, Husband, White, Male,0,0,57, Cuba, <=50K
30, Private, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,1976,50, Ecuador, >50K
28, Private, HS-grad, Widowed, Prof-specialty, Not-in-family, Black, Female,8105,0,45, Yugoslavia, >50K
24, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, Guatemala, <=50K
65, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Honduras, >50K
73, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Male,0,0,12, Puerto-Rico, <=50K
39, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,12, Iran, <=50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
23, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,35, United-States, <=50K
40, Private, Bachelors, Divorced, Other-service, Husband, Black, Male,0,0,45, Columbia, >50K
37, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Ireland, >50K
21, Private, Some-college, Separated, Adm-clerical, Not-in-family, Other, Female,0,0,20, Cambodia, <=50K
60, Private, Some-college, Divorced, Tech-support, Husband, Other, Male,0,0,40, Scotland, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,40, Iran, <=50K
40, Local-gov, HS-grad, Never-married, Protective-serv, Husband, White, Female,0,0,50, South, <=50K
49, Private, Bachelors, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Germany, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, Other, Female,0,0,30, Ecuador, <=50K
40, Private, 1st-4th, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Taiwan, <=50K
46, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Haiti, <=50K
29, Self-emp-inc, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Cuba, <=50K
30, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,50, India, <=50K
31, Private, Some-college, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
49, Local-gov, 10th, Married-civ-spouse, Sales, Husband, Other, Female,0,0,35, Hong, <=50K
47, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1970,40, Scotland, >50K
57, Private, 7th-8th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Cambodia, <=50K
46, Federal-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,7298,0,40, Philippines, >50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,20, Canada, <=50K
21, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, Vietnam, <=50K
23, Private, 10th, Never-married, Sales, Not-in-family, Black, Female,0,0,40, England, >50K
55, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
28, State-gov, Bachelors, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,7298,0,24, Nicaragua, <=50K
41, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,1969,45, France, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,60, Ecuador, <=50K
36, Private, HS-grad, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,38, Thailand, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Male,0,0,40, Japan, <=50K
52, Self-emp-not-inc, Assoc-voc, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,40, Peru, <=50K
37, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
40, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,99999,0,54, United-States, >50K
58, Local-gov, Some-college, Widowed, Protective-serv, Husband, Black, Female,0,0,31, Guatemala, <=50K
32, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
31, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, >50K
39, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Male,0,0,60, Germany, <=50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,60, United-States, >50K
37, Local-gov, Some-college, Never-married, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,35, Mexico, <=50K
40, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, Iran, >50K
36, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Canada, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,25, Yugoslavia, <=50K
23, Federal-gov, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,10, Ireland, <=50K
33, Federal-gov, 10th, Married-civ-spouse, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, England, <=50K
63, State-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,4064,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
30, Federal-gov, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,50, United-States, >50K
22, Private, Assoc-acdm, Never-married, Tech-support, Own-child, Black, Female,0,0,40, Hong, <=50K
40, Private, 11th, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Vietnam, <=50K
42, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,4601,0,40, Mexico, <=50K
43, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Female,14083,0,40, Jamaica, >50K
53, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Female,0,0,40, Portugal, >50K
24, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Wife, Black, Female,0,0,40, France, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Honduras, <=50K
33, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,1977,45, United-States, <=50K
54, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, >50K
21, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,38, South, <=50K
26, Private, 12th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,24, Cuba, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, Poland, <=50K
31, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, Philippines, <=50K
43, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, Black, Female,0,0,40, England, <=50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Black, Female,0,0,40, Cuba, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,7687,0,45, United-States, >50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,50, India, <=50K
62, Private, 7th-8th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,15, Poland, <=50K
41, Local-gov, HS-grad, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
51, Self-emp-not-inc, 7th-8th, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,40, Ireland, <=50K
27, Private, 10th, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
64, Private, HS-grad, Divorced, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, Thailand, >50K
33, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,60, Laos, >50K
42, Private, Some-college, Divorced, Prof-specialty, Husband, Other, Male,0,0,60, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, Trinadad&Tobago, >50K
34, Federal-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,54, United-States, >50K
73, State-gov, Masters, Married-civ-spouse, Handlers-cleaners, Unmarried, Black, Male,0,0,8, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Columbia, <=50K
32, Private, Masters, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, England, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Husband, Other, Male,0,0,45, United-States, <=50K
57, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Vietnam, <=50K
46, Private, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Hong, >50K
45, Local-gov, Bachelors, Never-married, Craft-repair, Other-relative, White, Female,0,1977,50, Hungary, <=50K
21, Private, Some-college, Divorced, Sales, Own-child, Black, Male,0,0,35, Outlying-US(Guam-USVI-etc), <=50K
49, Private, 9th, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Greece, >50K
48, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
36, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, Italy, <=50K
61, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Iran, <=50K
49, Self-emp-not-inc, 7th-8th, Divorced, Farming-fishing, Unmarried, Black, Male,0,0,45, Guatemala, <=50K
34, Private, HS-grad, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,30, Hungary, <=50K
32, Private, Some-college, Never-married, Other-service, Other-relative, White, Female,0,1887,20, United-States, <=50K
31, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,47, Taiwan, <=50K
25, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,35, Italy, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,10371,0,60, Jamaica, >50K
41, Private, 12th, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, France, <=50K
60, Private, Bachelors, Divorced, Adm-clerical, Husband, Other, Female,0,0,20, Mexico, <=50K
52, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,99999,0,50, Taiwan, >50K
31, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,7298,0,40, Haiti, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
59, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, Poland, <=50K
43, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Portugal, <=50K
57, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Female,0,0,45, Hungary, >50K
47, Private, Assoc-voc, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
59, Private, Prof-school, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,40, Haiti, <=50K
31, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,45, Trinadad&Tobago, <=50K
55, Self-emp-inc, Prof-school, Divorced, Exec-managerial, Husband, Other, Female,0,1977,50, France, >50K
27, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,48, El-Salvador, <=50K
31, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,4064,0,47, United-States, >50K
66, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,20, India, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,50, Taiwan, >50K
53, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,4439,0,40, Trinadad&Tobago, <=50K
57, Private, 12th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,54, Ecuador, >50K
41, Local-gov, Assoc-voc, Widowed, Craft-repair, Unmarried, Other, Female,0,0,30, United-States, <=50K
51, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Cambodia, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Honduras, >50K
23, Local-gov, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,38, Trinadad&Tobago, >50K
30, Private, HS-grad, Never-married, Prof-specialty, Husband, Black, Female,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
44, Private, 11th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,40, India, <=50K
36, Private, 9th, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Haiti, <=50K
70, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,20, Nicaragua, <=50K
34, Self-emp-not-inc, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,60, Italy, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,45, Taiwan, <=50K
41, Private, HS-grad, Widowed, Machine-op-inspct, Not-in-family, Other, Female,0,0,40, United-States, <=50K
30, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Other, Female,0,0,43, Dominican-Republic, >50K
36, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,37, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,0,1974,40, Laos, <=50K
35, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Black, Male,0,0,30, Italy, <=50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Iran, >50K
51, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1977,40, Yugoslavia, >50K
58, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Canada, <=50K
49, Local-gov, 9th, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Cuba, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,45, Columbia, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,15024,0,40, Canada, <=50K
24, Private, 9th, Never-married, Handlers-cleaners, Wife, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Widowed, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
22, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,38, Hungary, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, Hong, >50K
31, Private, Bachelors, Never-married, Tech-support, Own-child, Other, Male,0,0,40, Greece, >50K
46, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Jamaica, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Peru, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,60, United-States, >50K
65, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, >50K
38, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, Other, Female,0,0,36, India, <=50K
55, Local-gov, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,48, Hungary, <=50K
59, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,35, Honduras, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Greece, <=50K
47, Private, Masters, Never-married, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
31, Private, 10th, Divorced, Prof-specialty, Own-child, Black, Male,0,0,54, China, >50K
51, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, El-Salvador, <=50K
53, State-gov, 9th, Widowed, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,35, Columbia, >50K
36, Private, 9th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,32, United-States, <=50K
69, Local-gov, Some-college, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,20, Puerto-Rico, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,30, Thailand, <=50K
24, Private, Masters, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,60, Laos, <=50K
23, State-gov, Bachelors, Never-married, Tech-support, Husband, Black, Female,0,0,35, Scotland, <=50K
46, State-gov, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,40, Germany, <=50K
41, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, Wife, Other, Male,0,0,45, Germany, <=50K
41, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, >50K
27, State-gov, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
43, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,40, Guatemala, <=50K
37, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
60, State-gov, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
