48, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
34, Private, 9th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, 10th, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,35, Japan, <=50K
35, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, England, >50K
56, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,54, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
18, Private, Bachelors, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
18, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,24, United-States, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Haiti, <=50K
42, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,50, Nicaragua, <=50K
21, State-gov, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,35, Laos, <=50K
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, China, >50K
29, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,20, United-States, <=50K
33, Private, HS-grad, Separated, Adm-clerical, Unmarried, White, Male,0,0,40, Japan, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, <=50K
66, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Haiti, >50K
49, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Honduras, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
49, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Other, Female,0,0,36, France, <=50K
30, State-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,25, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
47, Self-emp-inc, Masters, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, Ecuador, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Female,10558,0,60, United-States, >50K
31, State-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
30, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Ireland, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
54, Private, Doctorate, Divorced, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,99999,0,30, United-States, >50K
21, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Other, Female,0,0,54, Iran, <=50K
56, Self-emp-not-inc, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,56, Cuba, <=50K
49, Local-gov, 7th-8th, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, Cambodia, <=50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
63, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Wife, White, Female,10557,0,50, Thailand, >50K
32, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,15024,0,50, Portugal, >50K
50, Private, Prof-school, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
22, Private, Masters, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, Portugal, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Laos, <=50K
28, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,45, India, <=50K
29, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,25, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
64, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Other, Female,0,0,40, Dominican-Republic, <=50K
29, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, Cuba, <=50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Haiti, >50K
73, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Honduras, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,70, Vietnam, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,20, Peru, <=50K
34, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Male,0,0,45, Iran, <=50K
36, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,89, Germany, <=50K
32, State-gov, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
55, Local-gov, Bachelors, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,35, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
64, Private, Masters, Widowed, Other-service, Not-in-family, White, Female,0,0,25, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, South, >50K
29, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, Canada, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
37, Private, HS-grad, Divorced, Craft-repair, Own-child, White, Male,0,0,10, United-States, <=50K
20, Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,3, United-States, >50K
17, Self-emp-not-inc, 11th, Never-married, Other-service, Own-child, White, Female,0,0,17, Mexico, <=50K
51, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,20, France, <=50K
30, State-gov, HS-grad, Divorced, Other-service, Unmarried, White, Male,0,0,54, Cambodia, <=50K
64, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Male,0,0,5, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, China, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Honduras, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Asian-Pac-Islander, Male,4693,0,25, United-States, <=50K
54, Private, 9th, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
39, Private, HS-grad, Divorced, Craft-repair, Wife, Black, Male,0,1562,40, Thailand, <=50K
59, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, India, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,44, United-States, <=50K
49, Local-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,30, Poland, >50K
31, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Male,0,0,40, China, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Never-married, Exec-managerial, Unmarried, White, Male,3103,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, Canada, <=50K
34, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
46, Private, Some-college, Married-civ-spouse, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,35, Vietnam, >50K
64, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Scotland, <=50K
23, Private, Bachelors, Never-married, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
46, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Italy, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, El-Salvador, >50K
58, Self-emp-not-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,48, United-States, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Laos, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,36, Germany, <=50K
23, Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, Vietnam, <=50K
64, Self-emp-not-inc, Assoc-voc, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Italy, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
43, State-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,12728,0,50, China, >50K
25, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
70, Private, Assoc-voc, Widowed, Other-service, Unmarried, Black, Male,0,0,35, United-States, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,7687,0,54, Canada, >50K
27, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,40, Haiti, >50K
39, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,60, United-States, <=50K
29, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, Black, Female,4644,0,45, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Hong, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,20, Outlying-US(Guam-USVI-etc), >50K
73, Self-emp-inc, 7th-8th, Widowed, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,38, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, Ireland, <=50K
53, Private, 7th-8th, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,45, Canada, <=50K
19, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
28, State-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Jamaica, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1809,40, Vietnam, >50K
90, Local-gov, 10th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, Cambodia, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,4650,0,46, United-States, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Portugal, <=50K
67, Local-gov, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, South, <=50K
64, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Honduras, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,1670,10, Haiti, <=50K
24, Private, HS-grad, Separated, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, India, <=50K
22, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
25, Private, Masters, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Taiwan, <=50K
24, Private, Some-college, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Masters, Never-married, Other-service, Not-in-family, Black, Male,0,0,30, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
74, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,27050,0,25, England, >50K
34, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hong, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,12, South, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,4, Taiwan, <=50K
47, Private, 10th, Divorced, Other-service, Not-in-family, Other, Female,0,0,6, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,27, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Handlers-cleaners, Other-relative, Asian-Pac-Islander, Male,0,0,30, Outlying-US(Guam-USVI-etc), >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,50, United-States, >50K
22, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Protective-serv, Own-child, White, Female,0,0,35, Taiwan, <=50K
18, Private, Some-college, Married-spouse-absent, Sales, Own-child, White, Female,0,0,3, Laos, >50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,60, Honduras, <=50K
54, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Farming-fishing, Unmarried, White, Male,7687,0,50, United-States, >50K
64, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Ireland, >50K
38, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
55, Private, Bachelors, Widowed, Prof-specialty, Wife, White, Female,0,0,40, Japan, >50K
40, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Male,0,0,30, Peru, <=50K
35, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, Hong, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,45, Taiwan, >50K
64, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,26, Iran, >50K
35, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Yugoslavia, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, United-States, >50K
42, Private, Some-college, Divorced, Tech-support, Not-in-family, White, Female,0,0,60, United-States, <=50K
47, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,49, United-States, <=50K
36, Private, HS-grad, Divorced, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
29, Local-gov, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,40, England, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
48, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,50, United-States, >50K
56, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,65, United-States, >50K
30, Private, Bachelors, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
29, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,2975,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,20, Mexico, <=50K
37, Private, 10th, Divorced, Other-service, Unmarried, Black, Male,0,0,40, Thailand, <=50K
26, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
37, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Greece, <=50K
35, Private, Masters, Divorced, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
38, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,9878,0,99, United-States, >50K
64, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
42, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Sales, Other-relative, Other, Female,0,0,40, Jamaica, >50K
64, Private, Some-college, Divorced, Farming-fishing, Husband, White, Female,0,0,99, Thailand, >50K
33, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,30, United-States, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States, <=50K
32, Local-gov, 9th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,13943,0,40, United-States, >50K
31, Private, Bachelors, Divorced, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,45, Taiwan, <=50K
26, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, Mexico, >50K
38, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
33, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,30, India, <=50K
29, Private, HS-grad, Never-married, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,3926,0,60, Trinadad&Tobago, <=50K
26, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, Columbia, <=50K
36, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,40, Scotland, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Self-emp-inc, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White, Female,3908,0,35, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Jamaica, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,48, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Hong, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
47, Local-gov, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, Scotland, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
39, State-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, Wife, Black, Female,8530,0,40, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Female,0,0,40, Mexico, <=50K
45, Self-emp-not-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,7687,0,40, United-States, >50K
40, Private, Some-college, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,83, United-States, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Philippines, <=50K
31, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Greece, <=50K
80, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,8, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,65, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
69, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,10, United-States, <=50K
50, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Jamaica, >50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,40, Canada, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Haiti, >50K
27, Private, Bachelors, Divorced, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,50, South, <=50K
64, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, United-States, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,1729,45, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Cambodia, >50K
40, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,7298,0,35, Greece, >50K
52, Private, Prof-school, Never-married, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,99999,0,35, United-States, >50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, Haiti, <=50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Iran, <=50K
31, Private, HS-grad, Married-civ-spouse, Adm-clerical, Other-relative, Black, Male,0,0,50, Hong, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,15, United-States, <=50K
32, Self-emp-inc, Some-college, Divorced, Adm-clerical, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,45, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Peru, <=50K
20, Private, Bachelors, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, Scotland, <=50K
32, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, Puerto-Rico, <=50K
20, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,50, Nicaragua, <=50K
55, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,8, India, >50K
27, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, State-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Philippines, <=50K
