29, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Portugal, <=50K
48, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Black, Male,0,0,40, Dominican-Republic, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
59, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,4102,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,2401,20, Portugal, >50K
40, Private, HS-grad, Never-married, Sales, Own-child, White, Male,4600,0,40, United-States, <=50K
51, Private, HS-grad, Divorced, Sales, Unmarried, Black, Male,0,0,20, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
44, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1876,40, United-States, >50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
29, Private, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40, United-States, >50K
51, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Wife, White, Male,15024,0,40, United-States, >50K
22, Private, HS-grad, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,60, United-States, <=50K
24, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
45, Private, Bachelors, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Female,0,0,44, United-States, <=50K
30, Private, Some-college, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,60, United-States, <=50K
34, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, 11th, Never-married, Transport-moving, Unmarried, White, Female,0,0,16, United-States, <=50K
48, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,4048,0,45, United-States, <=50K
31, Private, Bachelors, Divorced, Farming-fishing, Unmarried, White, Female,0,0,60, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
63, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
39, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, >50K
49, Local-gov, Some-college, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,15, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,45, United-States, >50K
40, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,45, United-States, <=50K
69, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,32, Scotland, >50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
54, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1977,40, Peru, >50K
28, Private, Bachelors, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,40, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
46, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,30, Thailand, <=50K
43, Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,50, United-States, >50K
29, Private, HS-grad, Widowed, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, India, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Peru, <=50K
35, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
39, Local-gov, Some-college, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,37, Philippines, <=50K
20, Self-emp-not-inc, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
36, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Husband, White, Female,0,0,20, England, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
52, Self-emp-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
53, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, Taiwan, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Portugal, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Sales, Wife, Black, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,2000,60, United-States, <=50K
36, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, India, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,45, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
66, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Yugoslavia, <=50K
26, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,10, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1740,40, United-States, >50K
34, Private, HS-grad, Never-married, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
24, State-gov, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
23, Local-gov, Bachelors, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, White, Female,0,0,15, Japan, <=50K
51, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,2095,0,24, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,7687,0,65, United-States, >50K
35, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
22, Without-pay, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,4386,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 12th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,6609,0,40, United-States, >50K
61, Private, 11th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, Taiwan, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,20, United-States, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
42, Local-gov, Masters, Divorced, Prof-specialty, Wife, White, Male,2869,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,5149,0,40, United-States, >50K
43, Local-gov, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Mexico, >50K
38, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, Ireland, >50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,45, United-States, >50K
40, Private, 12th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,79, United-States, <=50K
43, Local-gov, HS-grad, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
63, Private, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, <=50K
37, Private, Some-college, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
22, Local-gov, Assoc-acdm, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,50, Nicaragua, <=50K
45, Local-gov, Masters, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,45, Vietnam, <=50K
32, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Bachelors, Widowed, Farming-fishing, Unmarried, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
57, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,6555,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,35, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,30, United-States, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, <=50K
56, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, State-gov, Some-college, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Separated, Transport-moving, Wife, White, Female,0,0,35, United-States, <=50K
47, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,2973,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,35, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, Philippines, <=50K
67, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-acdm, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,40, Jamaica, <=50K
46, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,20, Ecuador, <=50K
59, Local-gov, 10th, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, Assoc-acdm, Separated, Prof-specialty, Not-in-family, White, Male,0,0,63, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
25, State-gov, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
52, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
57, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,40, Italy, >50K
58, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, State-gov, HS-grad, Separated, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,17, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Divorced, Adm-clerical, Wife, White, Female,0,0,45, Columbia, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
64, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,75, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Germany, <=50K
68, Local-gov, HS-grad, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Portugal, <=50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
50, Local-gov, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,60, China, >50K
28, Self-emp-not-inc, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,70, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,10, United-States, <=50K
47, Private, Some-college, Widowed, Sales, Not-in-family, Black, Female,0,0,50, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,40, Puerto-Rico, >50K
22, Private, HS-grad, Never-married, Exec-managerial, Unmarried, White, Male,0,0,70, United-States, <=50K
33, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Thailand, >50K
47, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,5178,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Italy, <=50K
43, Private, HS-grad, Widowed, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,54, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Exec-managerial, Wife, White, Female,0,0,5, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1549,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,0,40, England, <=50K
56, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States, <=50K
24, Private, Bachelors, Divorced, Farming-fishing, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
61, Private, HS-grad, Married-spouse-absent, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,35, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, 7th-8th, Widowed, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
59, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1703,40, United-States, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,54, South, >50K
28, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,25, Dominican-Republic, >50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Wife, White, Female,0,0,20, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
36, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, Other, Female,0,0,60, United-States, >50K
20, Private, Assoc-voc, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Prof-specialty, Own-child, White, Male,0,0,8, United-States, <=50K
27, Private, 10th, Never-married, Prof-specialty, Unmarried, Black, Female,0,0,60, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
31, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
21, State-gov, HS-grad, Never-married, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,2482,0,33, United-States, <=50K
50, Local-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,62, Haiti, <=50K
31, Private, HS-grad, Never-married, Exec-managerial, Wife, White, Female,0,0,45, United-States, <=50K
49, Private, Masters, Divorced, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States, <=50K
65, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,10, United-States, <=50K
28, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
56, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
35, Private, Some-college, Divorced, Transport-moving, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,30, Canada, >50K
46, Federal-gov, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Portugal, <=50K
36, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
34, State-gov, Bachelors, Separated, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
26, Private, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, South, <=50K
30, Private, Masters, Never-married, Farming-fishing, Own-child, White, Male,0,0,4, Trinadad&Tobago, <=50K
45, Private, 1st-4th, Married-civ-spouse, Sales, Husband, White, Male,11897,0,45, United-States, >50K
41, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
49, Private, Some-college, Widowed, Adm-clerical, Wife, White, Female,0,0,30, United-States, <=50K
21, State-gov, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,25, United-States, <=50K
41, Private, HS-grad, Widowed, Protective-serv, Unmarried, Black, Male,0,0,46, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
30, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, State-gov, Some-college, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
50, Federal-gov, Masters, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, >50K
39, Self-emp-not-inc, Masters, Divorced, Craft-repair, Not-in-family, White, Female,13585,0,50, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Philippines, <=50K
38, Private, HS-grad, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, Puerto-Rico, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
33, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,30, Haiti, <=50K
62, Self-emp-not-inc, 1st-4th, Widowed, Sales, Not-in-family, White, Male,0,0,6, United-States, <=50K
56, State-gov, Bachelors, Never-married, Protective-serv, Husband, White, Female,0,0,10, United-States, <=50K
19, Private, 10th, Never-married, Sales, Unmarried, White, Male,0,0,30, United-States, <=50K
32, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1884,40, United-States, >50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1672,35, United-States, >50K
40, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,45, Scotland, <=50K
46, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,0,0,54, United-States, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
54, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
39, Private, Bachelors, Divorced, Prof-specialty, Wife, White, Female,0,0,37, United-States, >50K
39, State-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, 11th, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
