37, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
47, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,45, Portugal, >50K
49, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Guatemala, <=50K
46, Private, HS-grad, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,45, China, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,40, El-Salvador, <=50K
48, Federal-gov, Bachelors, Separated, Tech-support, Wife, Asian-Pac-Islander, Male,0,0,35, Haiti, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, El-Salvador, <=50K
33, Private, Bachelors, Divorced, Priv-house-serv, Unmarried, White, Male,0,0,39, Nicaragua, <=50K
39, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Germany, <=50K
57, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, Dominican-Republic, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
40, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,3376,0,30, Hong, >50K
55, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, El-Salvador, <=50K
52, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
37, Private, Bachelors, Never-married, Tech-support, Wife, Other, Male,0,0,40, Japan, <=50K
23, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,60, Portugal, <=50K
42, Self-emp-inc, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,54, India, >50K
33, Local-gov, Prof-school, Married-civ-spouse, Sales, Other-relative, White, Male,99999,0,40, Italy, >50K
33, Private, Masters, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,34, Philippines, <=50K
60, State-gov, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,10, France, <=50K
59, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,40, China, <=50K
24, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
43, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Puerto-Rico, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Other-service, Wife, Other, Male,0,0,35, Canada, <=50K
29, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,1874,30, El-Salvador, <=50K
33, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Black, Female,0,0,40, Cambodia, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,35, Puerto-Rico, <=50K
45, Private, Prof-school, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,50, Canada, <=50K
39, Federal-gov, Assoc-acdm, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Iran, <=50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, White, Male,0,1581,40, Haiti, <=50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,20, Scotland, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,2796,0,40, Jamaica, <=50K
21, Private, 12th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,60, Hong, <=50K
38, Self-emp-not-inc, Bachelors, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, Peru, <=50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
47, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, Japan, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Portugal, <=50K
43, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,2414,40, Greece, >50K
21, State-gov, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,25, Dominican-Republic, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,40, Poland, >50K
64, Private, 10th, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, England, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
40, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,1763,40, United-States, <=50K
45, State-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,70, Hong, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Amer-Indian-Eskimo, Male,0,0,50, Poland, >50K
70, Federal-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,35, Ecuador, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,35, Hong, <=50K
52, Private, Bachelors, Divorced, Other-service, Unmarried, Other, Male,0,0,40, Guatemala, <=50K
19, Private, HS-grad, Married-civ-spouse, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Hungary, <=50K
52, Federal-gov, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,54, Yugoslavia, >50K
38, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,2032,60, Japan, >50K
24, Private, Some-college, Never-married, Tech-support, Not-in-family, Black, Female,0,0,50, Scotland, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,1635,60, India, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Black, Male,0,0,25, Philippines, <=50K
36, Private, Some-college, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
38, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,54, Ireland, >50K
20, Private, 12th, Never-married, Sales, Not-in-family, White, Male,0,0,30, England, <=50K
40, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,60, Jamaica, >50K
28, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Greece, >50K
19, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,1601,32, Canada, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,2875,0,40, India, <=50K
18, State-gov, HS-grad, Never-married, Farming-fishing, Own-child, White, Female,0,0,25, Hungary, <=50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,40, El-Salvador, <=50K
50, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,1670,45, Greece, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,7506,0,40, Taiwan, >50K
22, Self-emp-not-inc, HS-grad, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,54, Trinadad&Tobago, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,7298,0,40, Mexico, <=50K
53, State-gov, Bachelors, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Honduras, <=50K
44, State-gov, Masters, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, Cuba, <=50K
41, Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,80, United-States, <=50K
30, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Wife, Black, Male,0,0,35, China, <=50K
45, Federal-gov, Bachelors, Divorced, Prof-specialty, Wife, Black, Male,0,0,40, United-States, >50K
48, Self-emp-not-inc, HS-grad, Widowed, Sales, Not-in-family, White, Female,0,0,40, France, <=50K
31, Private, HS-grad, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
90, Private, 9th, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Portugal, <=50K
38, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, Honduras, <=50K
30, Private, Assoc-voc, Divorced, Other-service, Own-child, Other, Female,0,0,40, Germany, <=50K
40, Private, 11th, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,20, Cuba, <=50K
53, Private, Some-college, Never-married, Other-service, Wife, Other, Male,0,0,25, Thailand, <=50K
18, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,20, Hong, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Japan, >50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,30, Germany, >50K
17, Private, 11th, Never-married, Sales, Own-child, Other, Female,0,0,8, Thailand, <=50K
37, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
22, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Peru, <=50K
60, Private, Some-college, Married-civ-spouse, Sales, Wife, White, Female,0,0,45, United-States, <=50K
22, State-gov, Some-college, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,20, United-States, <=50K
59, Private, Assoc-voc, Divorced, Tech-support, Not-in-family, Other, Female,0,0,35, China, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
33, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,65, Honduras, <=50K
23, Private, Assoc-acdm, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,50, Italy, <=50K
43, Private, 10th, Married-civ-spouse, Craft-repair, Own-child, Black, Male,0,0,50, Cambodia, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,25, Ireland, <=50K
24, Self-emp-not-inc, Some-college, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,3413,0,30, Puerto-Rico, <=50K
52, State-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Greece, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Hungary, <=50K
22, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, White, Male,10526,0,40, Canada, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,40, Taiwan, <=50K
47, Federal-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Hungary, <=50K
26, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Black, Male,0,0,45, Trinadad&Tobago, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Other, Female,0,0,60, England, <=50K
43, Private, Some-college, Divorced, Adm-clerical, Wife, White, Female,0,0,40, Hong, <=50K
32, Private, HS-grad, Widowed, Adm-clerical, Unmarried, Other, Female,0,2001,40, Japan, >50K
63, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,99, Poland, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,30, Guatemala, <=50K
41, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
51, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,16, Greece, <=50K
67, State-gov, Assoc-voc, Widowed, Other-service, Not-in-family, Other, Female,0,0,40, Trinadad&Tobago, <=50K
28, State-gov, Assoc-voc, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, South, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, Yugoslavia, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,10, Puerto-Rico, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black, Female,7687,0,50, Thailand, >50K
23, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,1902,40, Guatemala, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Poland, <=50K
51, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,54, India, <=50K
38, Private, Bachelors, Separated, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,15024,0,48, Outlying-US(Guam-USVI-etc), >50K
59, Private, 9th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ecuador, >50K
29, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Own-child, Black, Male,0,0,24, Trinadad&Tobago, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
47, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1738,40, South, <=50K
31, Private, Some-college, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Haiti, >50K
23, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Guatemala, <=50K
33, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, South, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,43, Cambodia, <=50K
28, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Cambodia, <=50K
24, Local-gov, Some-college, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, Greece, >50K
32, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, India, >50K
20, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,45, Greece, <=50K
18, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, Greece, <=50K
20, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,20, Iran, <=50K
51, Private, 10th, Separated, Transport-moving, Husband, Other, Female,0,0,40, Mexico, <=50K
31, Federal-gov, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Poland, <=50K
40, Private, 10th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Canada, <=50K
55, Private, Doctorate, Widowed, Other-service, Unmarried, White, Male,0,0,40, Portugal, <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, >50K
19, Private, 11th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, Dominican-Republic, >50K
31, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Laos, <=50K
50, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,35, Jamaica, <=50K
40, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Other, Male,0,0,30, Guatemala, <=50K
54, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Cuba, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Laos, <=50K
31, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Nicaragua, <=50K
45, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,52, United-States, >50K
38, Local-gov, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,40, Guatemala, >50K
49, Federal-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,40, United-States, <=50K
25, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,20, Thailand, <=50K
44, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,38, Iran, >50K
62, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1726,40, Cambodia, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, Cuba, <=50K
63, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Iran, <=50K
25, Self-emp-not-inc, 7th-8th, Never-married, Prof-specialty, Own-child, Other, Female,0,0,30, United-States, <=50K
57, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1886,70, Cuba, >50K
36, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,35, Scotland, <=50K
60, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, India, >50K
33, Local-gov, HS-grad, Never-married, Other-service, Wife, White, Male,0,0,30, Iran, <=50K
39, Private, 10th, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,1881,40, Yugoslavia, >50K
42, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Peru, >50K
50, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,1977,60, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1976,54, Columbia, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,50, Puerto-Rico, <=50K
55, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,35, El-Salvador, >50K
40, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,45, Ireland, <=50K
19, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,2, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Japan, <=50K
24, State-gov, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,32, India, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Honduras, >50K
57, Private, Some-college, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,1740,45, India, >50K
27, Self-emp-not-inc, Assoc-voc, Never-married, Machine-op-inspct, Other-relative, Other, Male,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,3442,0,70, France, >50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
62, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,2641,0,30, Poland, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Thailand, <=50K
58, Local-gov, Assoc-acdm, Widowed, Other-service, Not-in-family, Other, Female,0,0,20, India, <=50K
27, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,2248,48, England, <=50K
20, Private, HS-grad, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
46, Private, HS-grad, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
28, Private, Masters, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,15024,0,40, Italy, >50K
40, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Honduras, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,58388,0,50, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,53, Cuba, <=50K
22, Local-gov, Some-college, Never-married, Protective-serv, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
24, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Vietnam, <=50K
43, Private, Some-college, Divorced, Exec-managerial, Unmarried, Asian-Pac-Islander, Female,0,0,40, Ireland, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,13599,0,40, Thailand, >50K
25, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, France, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Peru, <=50K
31, Federal-gov, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, China, <=50K
52, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Hong, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Hong, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,1981,40, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,35, Dominican-Republic, <=50K
33, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Trinadad&Tobago, <=50K
30, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,99999,0,30, Haiti, >50K
20, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, Guatemala, <=50K
65, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,2173,40, Laos, >50K
26, Private, Masters, Never-married, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
49, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
44, Private, 10th, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, France, <=50K
23, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,70, India, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, South, <=50K
50, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
28, Local-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Hong, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,40, China, <=50K
32, Private, Assoc-voc, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Italy, <=50K
31, Private, 10th, Divorced, Other-service, Own-child, White, Female,0,0,70, Peru, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,15, Yugoslavia, <=50K
23, State-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,37, Hong, <=50K
40, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Scotland, >50K
26, Private, Bachelors, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
39, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,50, England, >50K
31, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,35, Italy, <=50K
31, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,5087,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, El-Salvador, >50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, South, <=50K
37, State-gov, Prof-school, Married-civ-spouse, Sales, Husband, White, Female,0,1723,50, El-Salvador, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Vietnam, <=50K
67, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,8614,0,20, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
25, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Black, Male,0,0,30, Laos, >50K
48, Private, HS-grad, Divorced, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,40, Greece, <=50K
35, Private, Some-college, Married-spouse-absent, Transport-moving, Own-child, Amer-Indian-Eskimo, Female,0,0,48, Jamaica, <=50K
39, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,3799,0,50, Puerto-Rico, >50K
67, Self-emp-not-inc, Masters, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,20, Nicaragua, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,1901,40, France, >50K
49, State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,38, Canada, <=50K
