21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,24, Ecuador, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Hong, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, Hong, >50K
46, Private, Assoc-voc, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Japan, >50K
49, Local-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Canada, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,10949,0,50, Poland, >50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Other, Male,0,0,40, Hong, <=50K
28, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,2810,0,40, Nicaragua, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,10, Thailand, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, Cuba, <=50K
46, Private, Assoc-acdm, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,30, Hungary, <=50K
72, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Husband, Other, Male,0,0,40, Iran, <=50K
23, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,30, Greece, <=50K
19, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
42, Self-emp-not-inc, Some-college, Widowed, Machine-op-inspct, Own-child, White, Male,0,0,40, South, >50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Columbia, <=50K
33, Private, Bachelors, Never-married, Sales, Husband, Black, Male,0,0,80, Laos, <=50K
34, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, Asian-Pac-Islander, Female,0,1977,45, Guatemala, >50K
25, Private, Some-college, Never-married, Other-service, Husband, Other, Female,0,0,25, Outlying-US(Guam-USVI-etc), <=50K
20, Private, Some-college, Separated, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Protective-serv, Husband, Black, Male,7687,0,70, Ireland, >50K
61, Self-emp-inc, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Black, Male,0,0,40, Honduras, <=50K
41, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, White, Female,15024,0,70, Germany, >50K
44, Private, Bachelors, Widowed, Machine-op-inspct, Wife, Other, Male,0,0,25, Ecuador, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,0,40, Jamaica, <=50K
37, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Haiti, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
53, Private, Some-college, Divorced, Sales, Husband, Other, Male,0,0,45, India, <=50K
28, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
42, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, China, >50K
42, Private, 7th-8th, Never-married, Sales, Other-relative, White, Female,0,0,40, United-States, <=50K
37, Private, Bachelors, Divorced, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,2042,40, Puerto-Rico, <=50K
60, Local-gov, 10th, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Japan, >50K
43, Private, Masters, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,50, Peru, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
30, Private, Some-college, Never-married, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,45, Canada, >50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,52, Dominican-Republic, <=50K
36, Private, Masters, Divorced, Prof-specialty, Husband, Other, Female,0,0,54, Puerto-Rico, <=50K
61, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Female,0,0,35, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Trinadad&Tobago, <=50K
56, Private, HS-grad, Divorced, Machine-op-inspct, Husband, Black, Male,0,0,50, France, <=50K
51, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, Honduras, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,1887,40, Scotland, <=50K
57, Local-gov, Bachelors, Divorced, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, El-Salvador, >50K
23, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
54, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, Guatemala, <=50K
38, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,2048,60, Nicaragua, >50K
49, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,50, Guatemala, <=50K
60, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,40, Mexico, <=50K
48, Private, Bachelors, Widowed, Sales, Wife, Other, Male,0,0,36, Outlying-US(Guam-USVI-etc), <=50K
42, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, Vietnam, <=50K
37, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
43, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Wife, White, Female,0,0,35, Canada, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
43, Self-emp-not-inc, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Philippines, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,72, Cambodia, >50K
46, Local-gov, 9th, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, England, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, El-Salvador, >50K
36, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1987,50, United-States, >50K
54, Private, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
51, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, China, <=50K
57, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,38, United-States, <=50K
36, State-gov, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,35, Italy, <=50K
40, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, United-States, >50K
67, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,48, Nicaragua, <=50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, Poland, <=50K
28, Private, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,30, China, <=50K
60, Local-gov, HS-grad, Divorced, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,54, South, <=50K
55, Private, Some-college, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-spouse-absent, Prof-specialty, Not-in-family, Other, Female,0,0,25, Hong, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, El-Salvador, <=50K
24, Private, HS-grad, Divorced, Exec-managerial, Wife, White, Female,0,0,40, Ireland, <=50K
43, Private, Assoc-voc, Married-civ-spouse, Other-service, Not-in-family, Black, Male,0,0,40, England, >50K
22, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,40, Cambodia, <=50K
28, Local-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, Other, Male,0,0,50, Taiwan, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,7687,0,40, Guatemala, >50K
26, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, Canada, <=50K
20, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Male,0,0,20, Portugal, <=50K
43, Self-emp-not-inc, 9th, Divorced, Craft-repair, Husband, White, Female,0,0,40, Holand-Netherlands, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,52, Peru, <=50K
42, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
55, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Husband, Black, Female,0,0,40, China, <=50K
60, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, England, >50K
32, Private, HS-grad, Married-spouse-absent, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
44, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Female,0,1902,30, Puerto-Rico, <=50K
42, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Other, Male,99999,0,60, Honduras, >50K
43, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, Hong, <=50K
63, Self-emp-not-inc, 11th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Japan, >50K
27, Private, Some-college, Never-married, Prof-specialty, Wife, Black, Female,4021,0,25, Japan, <=50K
31, Private, Bachelors, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,50, Mexico, <=50K
48, Self-emp-not-inc, Prof-school, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, Yugoslavia, >50K
18, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,30, India, <=50K
48, Private, HS-grad, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
51, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,42, Vietnam, <=50K
30, Private, Some-college, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
30, Private, HS-grad, Divorced, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,2522,0,60, Guatemala, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40, Cuba, <=50K
37, Private, Some-college, Never-married, Exec-managerial, Husband, Other, Female,0,0,54, Guatemala, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Female,0,0,30, United-States, <=50K
42, Local-gov, Bachelors, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,22, Cuba, <=50K
23, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, South, <=50K
58, Private, Some-college, Divorced, Farming-fishing, Husband, Black, Female,0,0,42, El-Salvador, >50K
50, Private, HS-grad, Widowed, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Portugal, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, Italy, <=50K
38, Private, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
30, Private, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, Ireland, <=50K
58, Local-gov, Some-college, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Laos, >50K
61, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, Asian-Pac-Islander, Female,0,0,50, Peru, <=50K
18, Private, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
41, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, Ecuador, <=50K
31, Private, Doctorate, Divorced, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,40, Hungary, <=50K
48, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,50, Hungary, <=50K
63, Local-gov, HS-grad, Widowed, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
19, Private, Bachelors, Never-married, Other-service, Own-child, Other, Male,0,0,15, China, <=50K
61, State-gov, Some-college, Married-spouse-absent, Exec-managerial, Husband, Other, Male,0,0,40, Cuba, >50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Scotland, <=50K
23, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Other, Male,0,0,31, China, <=50K
35, Private, Masters, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, England, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, China, <=50K
34, Private, Bachelors, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,40, Hungary, <=50K
23, Private, HS-grad, Never-married, Prof-specialty, Husband, Other, Male,0,0,40, Taiwan, >50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
36, Private, 12th, Married-civ-spouse, Sales, Not-in-family, Black, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Husband, Black, Male,0,0,99, Italy, <=50K
40, Private, Some-college, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,25, Thailand, <=50K
32, State-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,35, Poland, <=50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
61, Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Female,0,2238,40, England, >50K
38, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
50, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Female,0,0,40, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Sales, Wife, Asian-Pac-Islander, Male,0,0,15, Italy, <=50K
36, Private, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,0,15, Canada, <=50K
28, Private, 5th-6th, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,40, China, <=50K
29, Private, Some-college, Never-married, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, China, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,35, India, <=50K
51, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4024,0,54, Vietnam, >50K
24, Private, Masters, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,40, Germany, <=50K
24, Private, Assoc-voc, Never-married, Transport-moving, Own-child, White, Male,0,0,40, Dominican-Republic, <=50K
39, Private, Masters, Never-married, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Canada, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,60, South, >50K
25, Private, HS-grad, Never-married, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,38, El-Salvador, <=50K
60, Private, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, France, <=50K
58, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,32, Greece, <=50K
33, Private, Bachelors, Never-married, Transport-moving, Husband, Black, Male,0,0,60, Germany, <=50K
23, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Peru, <=50K
39, Private, Assoc-acdm, Married-civ-spouse, Priv-house-serv, Husband, Other, Male,0,0,40, Ireland, <=50K
60, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,60, Hungary, >50K
24, Private, HS-grad, Never-married, Other-service, Husband, Other, Male,0,0,41, Honduras, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,10, England, <=50K
34, Private, 11th, Never-married, Prof-specialty, Own-child, Other, Male,0,0,40, Mexico, <=50K
34, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,8614,0,60, Outlying-US(Guam-USVI-etc), >50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Female,0,0,44, France, >50K
38, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,7298,0,40, Italy, <=50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
41, Local-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, Mexico, >50K
34, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Cambodia, <=50K
33, Private, 12th, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,1842,40, Taiwan, <=50K
31, Private, 10th, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,25, Haiti, >50K
48, Private, Bachelors, Divorced, Exec-managerial, Husband, Black, Male,0,0,45, Ecuador, <=50K
30, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Haiti, <=50K
53, Self-emp-not-inc, 7th-8th, Divorced, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,50, Japan, >50K
31, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,3381,0,60, United-States, >50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,14206,0,50, Cambodia, >50K
32, Private, HS-grad, Never-married, Craft-repair, Wife, Black, Female,0,0,40, Hungary, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, Peru, <=50K
23, Private, Bachelors, Never-married, Craft-repair, Husband, White, Female,0,0,40, Laos, <=50K
43, Self-emp-inc, 10th, Divorced, Other-service, Not-in-family, Black, Male,0,0,15, Outlying-US(Guam-USVI-etc), <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Iran, <=50K
41, State-gov, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, Taiwan, <=50K
33, State-gov, Some-college, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,60, Yugoslavia, <=50K
48, Private, Some-college, Married-spouse-absent, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,14096,0,62, Dominican-Republic, >50K
31, Local-gov, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,0,40, Cambodia, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, India, <=50K
72, Private, Some-college, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,2174,0,60, Outlying-US(Guam-USVI-etc), >50K
58, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,40, Cuba, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,38, United-States, >50K
60, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, Other, Male,0,0,60, Greece, >50K
69, Private, Some-college, Married-spouse-absent, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Yugoslavia, <=50K
33, Private, HS-grad, Divorced, Sales, Own-child, White, Female,0,0,38, Italy, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Puerto-Rico, <=50K
59, Private, Some-college, Married-civ-spouse, Protective-serv, Wife, Asian-Pac-Islander, Female,4294,0,25, United-States, <=50K
19, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, Scotland, <=50K
35, Self-emp-not-inc, Some-college, Married-spouse-absent, Exec-managerial, Other-relative, Black, Male,0,0,75, Columbia, >50K
50, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,60, Guatemala, <=50K
46, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
38, Private, 10th, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Male,0,0,40, Holand-Netherlands, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Husband, Other, Female,0,0,40, Puerto-Rico, <=50K
36, Private, HS-grad, Married-civ-spouse, Farming-fishing, Unmarried, White, Male,0,0,40, Columbia, >50K
43, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, Peru, <=50K
37, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Female,0,0,45, United-States, >50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, Private, Some-college, Divorced, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Scotland, <=50K
29, Private, HS-grad, Never-married, Sales, Wife, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, >50K
66, Local-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,7687,0,50, United-States, <=50K
24, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Female,0,0,20, South, <=50K
23, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,15, Poland, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,1902,40, England, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,60, Puerto-Rico, >50K
50, Private, Masters, Married-civ-spouse, Protective-serv, Husband, Black, Female,3861,0,40, Italy, >50K
33, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, England, <=50K
40, Private, Assoc-voc, Divorced, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,47, Thailand, >50K
23, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Unmarried, Asian-Pac-Islander, Female,0,0,60, El-Salvador, <=50K
32, Private, HS-grad, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
54, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,40, England, >50K
65, Private, HS-grad, Never-married, Sales, Unmarried, Other, Female,0,0,25, Nicaragua, <=50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
49, Private, Bachelors, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,40, Iran, <=50K
19, Private, Assoc-voc, Separated, Sales, Own-child, Asian-Pac-Islander, Male,0,0,25, Japan, >50K
29, Federal-gov, Masters, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,1990,42, France, >50K
67, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,8980,0,20, Dominican-Republic, >50K
27, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, Ireland, <=50K
25, Self-emp-not-inc, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,4031,0,40, China, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, <=50K
47, Private, Assoc-voc, Divorced, Machine-op-inspct, Own-child, Other, Female,0,0,40, Guatemala, <=50K
27, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Laos, <=50K
41, Private, Prof-school, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,60, Greece, <=50K
39, Local-gov, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Female,7298,0,40, United-States, >50K
31, Private, 7th-8th, Never-married, Tech-support, Husband, Black, Female,0,0,40, Canada, >50K
35, Private, 11th, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, >50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Italy, <=50K
38, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,50, Holand-Netherlands, <=50K
46, Private, Some-college, Never-married, Transport-moving, Husband, Amer-Indian-Eskimo, Female,7687,0,40, Iran, >50K
40, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
