56, Self-emp-not-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
27, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,65, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Female,0,0,40, England, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Mexico, <=50K
19, Local-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,60, United-States, <=50K
26, Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,5013,0,40, United-States, >50K
51, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
24, Private, 11th, Never-married, Other-service, Own-child, Other, Female,0,0,20, United-States, <=50K
31, Private, Bachelors, Never-married, Sales, Husband, White, Male,13526,0,50, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,54, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Female,0,0,40, United-States, <=50K
18, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
26, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, 7th-8th, Married-civ-spouse, Transport-moving, Wife, White, Male,0,0,18, United-States, >50K
44, Private, 10th, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,7298,0,52, United-States, >50K
45, Private, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,16, United-States, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,1941,20, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,36, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,99999,0,50, United-States, >50K
33, Local-gov, Bachelors, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,50, United-States, >50K
32, Private, Bachelors, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
62, Federal-gov, Some-college, Divorced, Exec-managerial, Husband, Black, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Own-child, Black, Female,0,0,8, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,7298,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Male,0,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,27, United-States, <=50K
39, Private, 5th-6th, Never-married, Sales, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
51, Self-emp-inc, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, >50K
35, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Haiti, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,4386,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,48, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
44, State-gov, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,38, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Female,0,1887,35, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
45, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,4654,0,40, United-States, >50K
29, Private, 12th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Divorced, Prof-specialty, Unmarried, White, Male,0,0,40, Mexico, <=50K
30, Local-gov, Assoc-acdm, Never-married, Other-service, Wife, White, Female,0,0,15, United-States, <=50K
59, Self-emp-inc, HS-grad, Widowed, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Never-married, Sales, Husband, Black, Male,0,1977,40, United-States, >50K
54, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,60, United-States, <=50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,50, United-States, >50K
23, Private, Bachelors, Never-married, Other-service, Unmarried, White, Male,0,0,50, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, 10th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
57, Local-gov, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
47, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,48, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Local-gov, Some-college, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, United-States, >50K
29, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
54, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,70, Mexico, >50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Female,0,0,24, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,46, United-States, <=50K
27, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, Germany, <=50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Never-married, Other-service, Husband, White, Male,7298,0,40, United-States, <=50K
37, State-gov, 11th, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
57, Private, Masters, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,54, Jamaica, <=50K
41, Private, HS-grad, Married-spouse-absent, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
53, Local-gov, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Widowed, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
52, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Male,0,0,38, United-States, <=50K
23, Private, Assoc-voc, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, United-States, <=50K
46, State-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
43, State-gov, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,14, United-States, <=50K
45, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,45, United-States, <=50K
67, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,14070,0,10, United-States, >50K
22, Private, Assoc-voc, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,15, United-States, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, United-States, >50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,1048,0,20, United-States, >50K
61, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,65, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Female,0,0,60, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
47, Private, HS-grad, Divorced, Sales, Unmarried, Black, Female,0,0,30, Canada, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, Columbia, >50K
42, Local-gov, Some-college, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,1902,40, United-States, >50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
27, Private, Some-college, Never-married, Sales, Wife, White, Female,0,0,40, United-States, <=50K
29, Private, 10th, Separated, Transport-moving, Not-in-family, White, Male,0,0,52, United-States, <=50K
30, Local-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
42, Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,2391,0,40, India, >50K
67, Private, 11th, Widowed, Sales, Unmarried, White, Male,0,0,20, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,38, United-States, <=50K
42, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1969,50, United-States, >50K
51, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 11th, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,48, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, Puerto-Rico, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, <=50K
28, Private, 12th, Never-married, Adm-clerical, Husband, White, Female,0,0,45, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,7687,0,30, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,50, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
38, Private, 11th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, Germany, <=50K
34, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,1732,20, United-States, <=50K
48, Self-emp-inc, 11th, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,43, United-States, <=50K
20, Private, 10th, Never-married, Other-service, Not-in-family, White, Female,0,0,38, Nicaragua, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,40, United-States, >50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,1861,40, United-States, <=50K
26, Private, 10th, Divorced, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
68, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, White, Female,1020,0,8, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1977,50, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,50, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Prof-school, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,65, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,27, United-States, <=50K
49, State-gov, HS-grad, Divorced, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,24, United-States, <=50K
76, Self-emp-not-inc, 11th, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,20, United-States, <=50K
37, Private, Bachelors, Married-spouse-absent, Tech-support, Husband, White, Male,0,0,60, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, Mexico, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,16, United-States, <=50K
46, Private, Prof-school, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, Mexico, <=50K
42, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
65, Private, 5th-6th, Widowed, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,35, United-States, <=50K
22, Private, HS-grad, Divorced, Craft-repair, Husband, Other, Male,0,0,52, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,92, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,54, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,15, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,72, United-States, <=50K
45, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,2830,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, Other, Female,0,0,25, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,40, United-States, >50K
38, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,9, United-States, <=50K
61, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, United-States, <=50K
41, Private, Masters, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
33, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,20, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
23, State-gov, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
22, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,15024,0,50, United-States, >50K
30, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
59, Private, Prof-school, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,70, United-States, >50K
37, Private, 11th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,3893,0,40, United-States, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Husband, White, Female,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,10, United-States, <=50K
52, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,48, United-States, <=50K
33, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,42, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,15, Mexico, <=50K
48, Private, 9th, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
25, Private, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,1902,40, United-States, <=50K
26, Private, Assoc-voc, Never-married, Exec-managerial, Husband, White, Male,0,0,45, Vietnam, >50K
48, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
38, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
31, Private, Assoc-voc, Divorced, Prof-specialty, Husband, Black, Female,4658,0,20, United-States, <=50K
37, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,45, United-States, >50K
19, Private, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,30, United-States, <=50K
38, Federal-gov, Some-college, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, United-States, <=50K
22, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
51, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, United-States, >50K
65, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,42, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Own-child, Black, Female,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
40, Self-emp-not-inc, Some-college, Divorced, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,30, Germany, <=50K
32, Private, HS-grad, Separated, Adm-clerical, Own-child, White, Male,0,1977,40, United-States, <=50K
36, Private, 1st-4th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, Masters, Divorced, Exec-managerial, Husband, White, Male,15024,0,54, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
38, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, 10th, Never-married, Exec-managerial, Unmarried, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
48, Self-emp-not-inc, HS-grad, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,32, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,37, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
32, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,40, United-States, >50K
38, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
41, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,0,70, United-States, <=50K
28, Federal-gov, Assoc-acdm, Never-married, Sales, Own-child, White, Female,0,0,15, Canada, <=50K
20, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
23, Private, Assoc-acdm, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
52, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,45, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,45, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7687,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
30, State-gov, Bachelors, Never-married, Tech-support, Husband, White, Male,0,0,50, United-States, <=50K
40, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
90, Self-emp-not-inc, 7th-8th, Widowed, Exec-managerial, Not-in-family, White, Male,0,0,45, Ireland, <=50K
53, Private, HS-grad, Divorced, Exec-managerial, Unmarried, White, Female,0,0,35, Mexico, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,60, United-States, <=50K
35, Private, Bachelors, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
34, Local-gov, Bachelors, Never-married, Machine-op-inspct, Husband, White, Male,0,0,48, England, <=50K
28, Local-gov, Assoc-acdm, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
30, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
58, Local-gov, HS-grad, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,70, United-States, <=50K
36, State-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
26, State-gov, 11th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
30, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
46, Private, Prof-school, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,24, United-States, <=50K
46, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Separated, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
