26, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,13901,0,50, Greece, >50K
26, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,7298,0,50, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,48, Peru, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,30, Honduras, <=50K
34, Private, Bachelors, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, Not-in-family, Other, Female,0,0,2, Thailand, <=50K
19, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Black, Female,0,0,30, Haiti, <=50K
34, Private, HS-grad, Never-married, Tech-support, Husband, Black, Female,0,0,40, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,99, Canada, <=50K
45, Private, 11th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,15024,0,60, United-States, >50K
39, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, 9th, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Italy, <=50K
20, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, Vietnam, <=50K
67, Self-emp-not-inc, HS-grad, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,24, United-States, <=50K
35, Private, 9th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,44, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Female,99999,0,40, Canada, >50K
24, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Germany, <=50K
29, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
41, Private, Prof-school, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, England, <=50K
23, Private, Some-college, Separated, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,33, United-States, <=50K
42, Private, 7th-8th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Ireland, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
34, Self-emp-not-inc, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,4832,0,45, United-States, <=50K
19, Private, 5th-6th, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, South, <=50K
30, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, >50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Germany, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, Guatemala, <=50K
17, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,20, Columbia, <=50K
45, Private, 5th-6th, Widowed, Craft-repair, Unmarried, Other, Female,0,0,40, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Farming-fishing, Own-child, Black, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,60, England, <=50K
25, Private, Preschool, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, >50K
54, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,60, El-Salvador, <=50K
42, Federal-gov, HS-grad, Widowed, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,1581,39, Jamaica, <=50K
23, State-gov, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, Hungary, <=50K
55, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1901,54, South, <=50K
28, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, Other, Male,0,0,40, Portugal, <=50K
63, Self-emp-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,2082,60, Jamaica, <=50K
20, Private, 11th, Never-married, Other-service, Own-child, Black, Female,0,0,20, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
44, Private, Some-college, Separated, Transport-moving, Not-in-family, White, Male,0,0,46, Hong, <=50K
35, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
56, Federal-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Honduras, <=50K
47, Local-gov, Masters, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,20, Cuba, >50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,45, United-States, >50K
55, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, Canada, >50K
26, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Scotland, <=50K
59, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,48, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,15024,0,45, South, >50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Female,0,0,54, United-States, <=50K
37, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,48, Iran, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,1855,40, United-States, <=50K
32, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Columbia, <=50K
45, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,38, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,45, Dominican-Republic, <=50K
26, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Dominican-Republic, >50K
37, Private, 9th, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,20, El-Salvador, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,7298,0,45, Yugoslavia, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,32, United-States, <=50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,35, Nicaragua, <=50K
41, Private, Assoc-voc, Divorced, Protective-serv, Unmarried, Black, Female,0,0,54, United-States, <=50K
24, Local-gov, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,40, Greece, <=50K
21, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
34, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Honduras, <=50K
25, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, France, <=50K
59, Self-emp-not-inc, 9th, Widowed, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Vietnam, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Transport-moving, Unmarried, White, Female,0,0,45, Hungary, <=50K
31, Private, 10th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,25, United-States, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Thailand, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,54, Honduras, >50K
41, Private, 1st-4th, Married-civ-spouse, Tech-support, Wife, Asian-Pac-Islander, Female,0,0,4, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,25, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
38, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,38, United-States, <=50K
56, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,3103,0,40, Italy, <=50K
29, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
32, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,60, United-States, <=50K
35, Local-gov, Bachelors, Never-married, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
62, Local-gov, Doctorate, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, England, <=50K
47, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Peru, <=50K
27, Private, 5th-6th, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,36, United-States, <=50K
38, Private, 12th, Divorced, Other-service, Unmarried, Black, Female,0,0,40, Ecuador, <=50K
31, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, Vietnam, <=50K
37, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,54, United-States, >50K
41, Private, Masters, Never-married, Craft-repair, Husband, White, Female,0,0,40, England, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States, <=50K
55, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,7687,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,25, United-States, >50K
58, Without-pay, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, >50K
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
39, Private, Some-college, Never-married, Sales, Not-in-family, Other, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, India, <=50K
60, Private, 9th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,30, Jamaica, >50K
32, Self-emp-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, China, <=50K
50, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,8852,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Iran, >50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Female,0,0,15, Scotland, <=50K
23, Private, 1st-4th, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, China, <=50K
22, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
51, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,7298,0,40, United-States, >50K
34, State-gov, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
36, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,35, United-States, >50K
36, Private, Bachelors, Never-married, Priv-house-serv, Not-in-family, Black, Female,0,0,40, United-States, >50K
40, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,60, United-States, <=50K
19, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Transport-moving, Own-child, Asian-Pac-Islander, Female,0,0,8, El-Salvador, <=50K
35, Private, Some-college, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,38, United-States, <=50K
40, Private, Prof-school, Married-civ-spouse, Protective-serv, Wife, White, Female,0,0,40, Vietnam, <=50K
47, Private, Masters, Never-married, Farming-fishing, Husband, White, Female,0,0,60, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,70, United-States, <=50K
55, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
27, Private, 11th, Married-civ-spouse, Sales, Not-in-family, White, Male,4679,0,40, United-States, >50K
29, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
33, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, South, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
57, State-gov, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, Haiti, <=50K
29, Local-gov, Masters, Never-married, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Never-married, Transport-moving, Wife, White, Female,0,0,40, Peru, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, United-States, >50K
49, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, United-States, >50K
37, Private, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,54, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Sales, Unmarried, White, Female,0,0,25, United-States, <=50K
49, Private, Some-college, Divorced, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Poland, <=50K
61, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
25, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, Some-college, Widowed, Priv-house-serv, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
43, Private, Some-college, Divorced, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
48, Private, Some-college, Never-married, Exec-managerial, Unmarried, White, Male,3107,0,45, United-States, >50K
23, Local-gov, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Protective-serv, Own-child, White, Male,0,0,40, United-States, <=50K
59, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
20, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,25, El-Salvador, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,35, Ireland, <=50K
37, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,0,0,50, United-States, <=50K
24, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,40, Laos, <=50K
17, Private, 10th, Never-married, Sales, Own-child, Other, Male,0,0,30, Yugoslavia, <=50K
53, Federal-gov, Masters, Never-married, Sales, Own-child, White, Male,0,0,40, Italy, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Guatemala, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
37, Private, 11th, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
43, Private, Doctorate, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Adm-clerical, Own-child, White, Female,0,0,8, United-States, <=50K
31, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,50, Laos, >50K
75, Self-emp-not-inc, Assoc-acdm, Widowed, Other-service, Unmarried, Other, Female,0,0,20, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, Masters, Married-civ-spouse, Protective-serv, Own-child, Other, Female,5771,0,40, United-States, <=50K
30, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, United-States, <=50K
68, Private, 9th, Widowed, Other-service, Not-in-family, White, Male,0,0,15, England, <=50K
44, Private, Some-college, Never-married, Adm-clerical, Wife, White, Female,0,0,50, Outlying-US(Guam-USVI-etc), <=50K
29, Private, Prof-school, Married-civ-spouse, Exec-managerial, Own-child, Other, Male,0,1977,25, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,16, United-States, <=50K
43, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, Laos, <=50K
40, Private, Some-college, Never-married, Priv-house-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private, Bachelors, Divorced, Transport-moving, Unmarried, White, Male,5680,0,40, Nicaragua, <=50K
69, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,30, United-States, <=50K
48, Without-pay, HS-grad, Married-spouse-absent, Craft-repair, Husband, White, Female,0,0,40, Taiwan, >50K
24, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,1719,60, Trinadad&Tobago, <=50K
39, Local-gov, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, >50K
26, Private, 10th, Divorced, Adm-clerical, Unmarried, White, Male,0,0,38, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,45, United-States, >50K
44, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Germany, >50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, France, <=50K
58, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,32, United-States, <=50K
53, Self-emp-inc, Masters, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,7298,0,40, Mexico, >50K
29, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
23, Self-emp-not-inc, 10th, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, Nicaragua, <=50K
25, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, Mexico, <=50K
18, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,40, Canada, <=50K
22, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
51, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,3806,0,30, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Black, Male,0,0,48, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
58, Federal-gov, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Female,0,2241,35, United-States, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,30, Trinadad&Tobago, <=50K
42, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,10486,0,45, United-States, >50K
73, Self-emp-inc, Assoc-voc, Widowed, Tech-support, Not-in-family, White, Female,0,0,32, Hungary, <=50K
50, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,45, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, France, <=50K
85, State-gov, Bachelors, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Mexico, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Nicaragua, >50K
46, Local-gov, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Protective-serv, Husband, White, Female,0,0,45, United-States, <=50K
36, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
62, Private, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,43, Poland, <=50K
22, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Male,0,0,42, Mexico, <=50K
53, Private, Assoc-voc, Never-married, Other-service, Not-in-family, White, Female,0,0,6, United-States, <=50K
28, Private, HS-grad, Never-married, Armed-Forces, Wife, White, Female,0,0,20, Trinadad&Tobago, <=50K
66, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
29, Private, HS-grad, Never-married, Tech-support, Husband, White, Female,0,0,50, Ecuador, <=50K
20, State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,10, Guatemala, <=50K
33, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Male,7298,0,50, United-States, <=50K
34, Private, Masters, Married-spouse-absent, Transport-moving, Wife, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, South, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,40, Italy, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, Iran, <=50K
23, Private, Assoc-voc, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18, Private, Bachelors, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Farming-fishing, Unmarried, Asian-Pac-Islander, Female,0,0,50, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Female,0,1977,45, Canada, >50K
29, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,38, Philippines, <=50K
50, Private, Assoc-voc, Never-married, Adm-clerical, Unmarried, White, Male,0,1568,45, Outlying-US(Guam-USVI-etc), <=50K
52, Private, HS-grad, Married-spouse-absent, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,38, Ecuador, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, Mexico, <=50K
29, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
26, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
38, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, Hong, >50K
22, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,35, United-States, <=50K
61, Local-gov, Bachelors, Divorced, Transport-moving, Unmarried, White, Female,0,0,35, United-States, <=50K
55, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, India, <=50K
35, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Own-child, White, Male,0,0,60, China, <=50K
38, Private, 5th-6th, Married-spouse-absent, Sales, Husband, White, Male,0,0,45, Japan, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,50, Hungary, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Cuba, >50K
28, Private, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,50, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,46, Columbia, <=50K
32, Private, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, Laos, <=50K
38, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,54, India, <=50K
