58, Self-emp-not-inc, HS-grad, Never-married, Adm-clerical, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
29, Private, Some-college, Never-married, Exec-managerial, Own-child, Black, Male,0,0,60, China, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
40, Private, Some-college, Married-spouse-absent, Adm-clerical, Unmarried, Other, Female,0,0,40, Canada, <=50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,15024,0,50, Mexico, >50K
40, Private, Bachelors, Widowed, Adm-clerical, Own-child, Black, Female,0,0,40, Ecuador, >50K
42, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, China, <=50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Iran, <=50K
43, Local-gov, 5th-6th, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,40, China, <=50K
31, Private, Bachelors, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
59, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, France, <=50K
34, Private, HS-grad, Divorced, Other-service, Not-in-family, Black, Male,0,0,40, Canada, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, Vietnam, >50K
35, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, England, <=50K
54, Private, HS-grad, Widowed, Other-service, Husband, Amer-Indian-Eskimo, Female,0,0,25, Mexico, >50K
55, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Honduras, <=50K
28, Private, Prof-school, Married-civ-spouse, Sales, Husband, Other, Male,0,1887,70, Philippines, >50K
50, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Vietnam, <=50K
28, Private, Assoc-acdm, Separated, Other-service, Not-in-family, Other, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Private, HS-grad, Married-civ-spouse, Tech-support, Own-child, Black, Female,0,0,40, Germany, <=50K
42, State-gov, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, France, <=50K
21, Private, 11th, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Haiti, <=50K
22, Private, Some-college, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,15, France, <=50K
45, Private, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,55, Hong, >50K
26, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,50, Cuba, <=50K
67, Local-gov, Bachelors, Widowed, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, Haiti, <=50K
36, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,3899,0,40, Yugoslavia, <=50K
35, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Male,0,0,35, El-Salvador, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,4000,0,50, Honduras, <=50K
26, Private, Some-college, Never-married, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
45, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,25, Thailand, <=50K
22, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, England, <=50K
30, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
33, Private, HS-grad, Married-civ-spouse, Sales, Wife, White, Male,0,0,54, Outlying-US(Guam-USVI-etc), <=50K
22, Local-gov, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,20, Haiti, <=50K
29, Federal-gov, 7th-8th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
35, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Male,0,0,50, Guatemala, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,10, Scotland, >50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,40, Canada, <=50K
49, Private, HS-grad, Widowed, Craft-repair, Unmarried, Asian-Pac-Islander, Female,0,1992,40, Jamaica, <=50K
25, Private, Some-college, Divorced, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,1572,25, Jamaica, <=50K
36, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,37, Honduras, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
55, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Hungary, <=50K
28, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,54, Peru, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Greece, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,38, Ireland, <=50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
32, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, Asian-Pac-Islander, Female,0,0,45, Canada, <=50K
35, Private, HS-grad, Never-married, Other-service, Own-child, Black, Female,0,0,35, Iran, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Male,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,40, India, <=50K
34, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,73, Greece, <=50K
89, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, France, <=50K
20, Private, 11th, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,2829,0,50, Canada, <=50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Portugal, >50K
37, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,2178,0,65, Italy, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,35, India, <=50K
27, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,35, Vietnam, <=50K
57, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Taiwan, >50K
49, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,54, Mexico, >50K
44, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Taiwan, <=50K
30, Federal-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,38, Taiwan, <=50K
63, Private, Masters, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, Poland, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,99999,0,40, Scotland, >50K
36, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
20, Private, HS-grad, Never-married, Sales, Own-child, Other, Female,0,0,40, France, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,60, Guatemala, >50K
25, Private, Assoc-acdm, Never-married, Sales, Own-child, Other, Male,0,0,40, Columbia, <=50K
25, Private, HS-grad, Married-civ-spouse, Sales, Unmarried, Asian-Pac-Islander, Male,0,0,40, Haiti, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,45, Nicaragua, >50K
61, Local-gov, Masters, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
58, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, >50K
40, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, England, <=50K
49, Private, HS-grad, Divorced, Craft-repair, Unmarried, Other, Female,0,0,35, Scotland, <=50K
45, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,60, Vietnam, >50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Other, Female,0,0,40, Hungary, <=50K
23, Private, 7th-8th, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, Peru, <=50K
58, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,30, Cuba, <=50K
26, Federal-gov, 5th-6th, Never-married, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Cambodia, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Yugoslavia, <=50K
33, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, El-Salvador, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1902,40, Puerto-Rico, >50K
23, Self-emp-not-inc, HS-grad, Never-married, Protective-serv, Own-child, Black, Female,0,0,50, Peru, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Black, Male,99999,0,50, Honduras, >50K
38, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,10520,0,45, El-Salvador, <=50K
38, State-gov, 9th, Married-civ-spouse, Adm-clerical, Husband, Other, Female,0,0,40, Vietnam, <=50K
59, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,5121,0,50, Peru, >50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Other, Male,0,0,40, Taiwan, >50K
31, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Iran, >50K
39, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Other, Male,0,0,50, Hungary, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,60, Yugoslavia, <=50K
40, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Ecuador, <=50K
20, Private, Some-college, Never-married, Sales, Other-relative, Other, Female,0,0,40, Germany, <=50K
43, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,15024,0,54, Haiti, >50K
24, Local-gov, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,40, England, <=50K
22, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,40, Hong, <=50K
25, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
54, Self-emp-not-inc, Masters, Widowed, Prof-specialty, Wife, Other, Female,0,0,8, Thailand, <=50K
25, Local-gov, Some-college, Never-married, Tech-support, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
34, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,60, Yugoslavia, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, England, <=50K
37, Local-gov, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,40, Ecuador, <=50K
52, Private, Assoc-voc, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, El-Salvador, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Thailand, <=50K
41, Private, HS-grad, Separated, Adm-clerical, Not-in-family, White, Female,0,0,24, Outlying-US(Guam-USVI-etc), <=50K
59, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, Scotland, >50K
34, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,2699,0,50, Germany, <=50K
52, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Female,0,0,30, Mexico, >50K
22, Private, Some-college, Never-married, Other-service, Other-relative, Other, Male,0,0,24, Scotland, <=50K
37, Private, 11th, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Male,0,0,54, Portugal, <=50K
28, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Other-relative, Black, Male,0,0,40, Taiwan, <=50K
21, Private, HS-grad, Never-married, Sales, Own-child, Black, Male,0,0,20, Poland, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,40, El-Salvador, <=50K
55, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,3347,0,40, France, <=50K
48, Self-emp-not-inc, Masters, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,56, Yugoslavia, <=50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,5178,0,54, Hong, <=50K
39, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Female,15024,0,60, Iran, >50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Dominican-Republic, <=50K
45, Self-emp-inc, Masters, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Portugal, <=50K
32, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Haiti, <=50K
41, Private, Bachelors, Divorced, Sales, Not-in-family, Black, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Haiti, <=50K
37, Private, Some-college, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,40, Cuba, <=50K
30, State-gov, Masters, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Puerto-Rico, <=50K
37, Private, Some-college, Separated, Handlers-cleaners, Unmarried, Other, Female,0,0,20, Iran, <=50K
53, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,45, Philippines, >50K
25, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
61, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Own-child, Amer-Indian-Eskimo, Male,0,0,35, China, >50K
40, State-gov, 9th, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Germany, <=50K
55, Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,30, Cambodia, >50K
49, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,40, Vietnam, >50K
26, Private, Masters, Married-civ-spouse, Sales, Husband, Other, Male,0,0,54, India, <=50K
49, Private, Bachelors, Divorced, Other-service, Not-in-family, Other, Male,0,0,45, Dominican-Republic, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, Scotland, >50K
24, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Never-married, Other-service, Not-in-family, Other, Male,0,0,40, Hungary, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,25, Trinadad&Tobago, <=50K
52, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, Japan, <=50K
51, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,60, Greece, >50K
45, Private, Some-college, Never-married, Sales, Not-in-family, Black, Female,0,0,40, El-Salvador, >50K
37, Private, Bachelors, Divorced, Other-service, Not-in-family, Black, Female,0,0,32, Scotland, <=50K
26, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,2829,0,45, Japan, <=50K
31, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,43, England, <=50K
19, Private, 11th, Never-married, Other-service, Other-relative, Other, Female,0,0,16, India, <=50K
38, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,25, Germany, <=50K
45, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,48, England, <=50K
27, Local-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,0,0,40, Nicaragua, >50K
19, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Other, Female,0,0,30, Hong, <=50K
45, Private, HS-grad, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
22, Private, Bachelors, Never-married, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
56, Self-emp-not-inc, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Female,99999,0,40, Mexico, >50K
31, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Hong, <=50K
33, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Greece, <=50K
32, Private, HS-grad, Separated, Craft-repair, Unmarried, Other, Female,0,0,20, Peru, <=50K
55, Self-emp-inc, Prof-school, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1977,50, England, >50K
41, Local-gov, Bachelors, Never-married, Exec-managerial, Not-in-family, Other, Male,0,0,50, Thailand, <=50K
40, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, Mexico, >50K
33, Private, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Japan, <=50K
57, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,50, Yugoslavia, >50K
22, Private, HS-grad, Never-married, Tech-support, Own-child, Black, Female,0,0,35, Hong, <=50K
18, Private, 11th, Never-married, Adm-clerical, Own-child, White, Male,0,0,12, Ecuador, <=50K
35, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, El-Salvador, <=50K
53, State-gov, 7th-8th, Widowed, Prof-specialty, Unmarried, Other, Female,0,0,40, Germany, <=50K
30, Without-pay, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Poland, <=50K
37, State-gov, Masters, Married-civ-spouse, Tech-support, Wife, Black, Male,0,0,40, Ecuador, >50K
49, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,40, Scotland, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Mexico, <=50K
37, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1977,40, Hungary, >50K
56, Private, Some-college, Widowed, Prof-specialty, Not-in-family, Other, Male,0,0,40, Scotland, <=50K
36, Private, 11th, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,50, Philippines, <=50K
53, State-gov, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, >50K
59, State-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,35, Germany, <=50K
79, Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, Other, Female,0,0,10, Puerto-Rico, >50K
40, Private, Prof-school, Separated, Other-service, Wife, Black, Male,0,0,40, Dominican-Republic, <=50K
21, Private, HS-grad, Separated, Protective-serv, Unmarried, Black, Male,0,0,40, Guatemala, <=50K
49, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,40, Honduras, <=50K
32, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Ireland, <=50K
41, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, Other, Female,0,0,30, Puerto-Rico, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Scotland, <=50K
25, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, Trinadad&Tobago, >50K
33, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Female,0,0,40, Columbia, <=50K
60, Self-emp-not-inc, Some-college, Widowed, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Poland, <=50K
54, Private, Some-college, Divorced, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Iran, <=50K
28, Self-emp-inc, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Puerto-Rico, <=50K
23, Private, Some-college, Never-married, Sales, Own-child, Asian-Pac-Islander, Female,0,0,10, India, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Columbia, >50K
29, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Hong, >50K
50, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hungary, <=50K
49, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,40, France, >50K
25, Self-emp-not-inc, 12th, Never-married, Exec-managerial, Own-child, Black, Male,0,0,50, England, <=50K
20, Private, HS-grad, Never-married, Exec-managerial, Own-child, Black, Male,0,0,40, Portugal, <=50K
23, Private, Some-college, Never-married, Other-service, Wife, White, Female,0,0,40, Ireland, <=50K
39, Private, 11th, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
45, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,45, Philippines, >50K
52, Local-gov, Some-college, Divorced, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Ecuador, <=50K
25, Self-emp-not-inc, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, China, <=50K
44, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, Hong, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, Haiti, >50K
43, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,60, Cuba, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, >50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, Other, Female,0,0,20, Outlying-US(Guam-USVI-etc), >50K
41, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,60, Italy, >50K
36, Private, Masters, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,54, Scotland, <=50K
47, Private, HS-grad, Divorced, Exec-managerial, Unmarried, Black, Male,0,0,40, South, <=50K
24, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, Black, Female,0,1739,40, China, <=50K
29, Private, Some-college, Never-married, Sales, Own-child, Black, Male,0,0,40, Hungary, <=50K
31, Self-emp-not-inc, 1st-4th, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,50, Dominican-Republic, <=50K
32, Private, 11th, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Cambodia, <=50K
64, Self-emp-not-inc, Bachelors, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,8, Germany, <=50K
29, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,54, Puerto-Rico, <=50K
25, Private, Bachelors, Never-married, Tech-support, Other-relative, Black, Female,0,0,40, Cuba, <=50K
50, Private, Masters, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Yugoslavia, <=50K
39, Private, Prof-school, Never-married, Exec-managerial, Not-in-family, Black, Female,7687,0,50, Ecuador, >50K
42, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,20, Germany, <=50K
45, Local-gov, 9th, Married-spouse-absent, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,48, Vietnam, <=50K
22, State-gov, Bachelors, Never-married, Adm-clerical, Own-child, Other, Female,0,0,30, Hungary, <=50K
39, Private, Assoc-voc, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Ecuador, <=50K
51, Private, 7th-8th, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, <=50K
50, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Female,0,0,40, Ireland, <=50K
52, Private, Some-college, Divorced, Exec-managerial, Not-in-family, White, Female,7687,0,50, El-Salvador, <=50K
40, Private, Bachelors, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,40, Thailand, <=50K
31, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,15024,0,50, Honduras, >50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,1884,40, Haiti, >50K
34, Local-gov, Prof-school, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,67, South, >50K
48, Federal-gov, Masters, Married-civ-spouse, Tech-support, Husband, Black, Male,99999,0,60, England, >50K
42, Private, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Female,0,0,55, Dominican-Republic, <=50K
46, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Cuba, <=50K
37, Self-emp-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Cambodia, <=50K
24, Private, HS-grad, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Scotland, <=50K
29, Private, Some-college, Divorced, Exec-managerial, Own-child, White, Female,0,0,40, India, <=50K
21, Private, Bachelors, Never-married, Craft-repair, Wife, Other, Female,0,0,40, Cambodia, <=50K
