39, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,0,0,50, Scotland, >50K
23, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,26, United-States, <=50K
27, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States, <=50K
38, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Thailand, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
30, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,45, United-States, <=50K
25, Private, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,50, United-States, <=50K
55, Self-emp-not-inc, HS-grad, Separated, Other-service, Wife, Black, Female,0,0,45, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,71, United-States, <=50K
27, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
44, State-gov, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,2030,40, United-States, <=50K
27, Private, 1st-4th, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,80, United-States, <=50K
45, Local-gov, Some-college, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
27, Private, Some-college, Divorced, Craft-repair, Own-child, White, Female,0,1793,40, Yugoslavia, <=50K
54, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,41, United-States, >50K
60, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Machine-op-inspct, Wife, White, Male,0,1902,40, United-States, <=50K
51, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, United-States, >50K
50, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,2075,60, England, >50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,60, United-States, >50K
18, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
43, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
20, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,25, United-States, <=50K
31, Local-gov, Prof-school, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,2507,0,40, United-States, <=50K
69, State-gov, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,2388,45, United-States, >50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,54, United-States, <=50K
46, Private, HS-grad, Separated, Exec-managerial, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,2578,0,40, United-States, <=50K
19, Private, 11th, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,7687,0,40, United-States, >50K
30, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,50, Italy, <=50K
38, Local-gov, Bachelors, Never-married, Sales, Not-in-family, Black, Female,0,0,15, United-States, >50K
48, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States, >50K
19, Private, Assoc-acdm, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States, <=50K
48, Local-gov, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,36, United-States, <=50K
31, Private, Some-college, Never-married, Exec-managerial, Not-in-family, Other, Female,0,0,45, United-States, >50K
53, Local-gov, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
23, Private, HS-grad, Divorced, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, Hong, >50K
32, Private, 9th, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,65, Trinadad&Tobago, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Germany, <=50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Unmarried, Asian-Pac-Islander, Female,3903,0,50, United-States, >50K
37, Private, Some-college, Separated, Machine-op-inspct, Not-in-family, Black, Male,0,0,25, Haiti, <=50K
31, Private, HS-grad, Never-married, Sales, Other-relative, White, Female,0,0,24, United-States, <=50K
40, Self-emp-not-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,35, India, <=50K
27, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
28, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
28, Local-gov, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
61, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,1902,35, United-States, >50K
30, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,30, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,60, Cambodia, >50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,25, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40, United-States, <=50K
62, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
28, Private, Assoc-voc, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
46, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Female,0,0,65, United-States, >50K
31, Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,25, Philippines, >50K
39, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,5071,0,35, Thailand, >50K
31, Federal-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,50, United-States, >50K
41, Private, HS-grad, Separated, Other-service, Unmarried, Other, Female,0,0,37, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,0,25, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,7298,0,60, United-States, >50K
36, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Female,4005,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, >50K
45, Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,4386,0,45, Greece, >50K
42, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Mexico, <=50K
32, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,38, United-States, >50K
34, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,30, Hungary, <=50K
61, Private, 9th, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, Assoc-voc, Divorced, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Divorced, Sales, Own-child, White, Female,0,0,50, Ireland, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, >50K
55, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,12, Outlying-US(Guam-USVI-etc), <=50K
43, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Assoc-voc, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Female,0,2515,40, United-States, >50K
35, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
34, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
45, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, Peru, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, United-States, <=50K
36, Federal-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
28, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
46, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,1736,50, United-States, >50K
46, Private, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Haiti, <=50K
45, Federal-gov, Some-college, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52, United-States, >50K
25, Private, HS-grad, Never-married, Exec-managerial, Unmarried, Other, Male,0,0,50, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Own-child, Other, Male,0,0,35, United-States, <=50K
45, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,4386,0,50, United-States, >50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, >50K
34, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black, Male,0,0,40, United-States, <=50K
43, Private, Prof-school, Never-married, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
62, Private, 7th-8th, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, Mexico, <=50K
36, Private, Masters, Divorced, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Divorced, Handlers-cleaners, Wife, White, Female,0,0,38, United-States, <=50K
28, State-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,42, United-States, >50K
60, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, Black, Female,4125,0,40, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,30, Puerto-Rico, <=50K
38, Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
24, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
63, Self-emp-not-inc, Some-college, Widowed, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, Mexico, <=50K
27, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,46, United-States, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,45, United-States, <=50K
33, Private, Bachelors, Never-married, Prof-specialty, Other-relative, White, Female,0,0,40, United-States, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Haiti, <=50K
42, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,70, United-States, >50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
67, Private, Prof-school, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
46, Self-emp-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, China, >50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Self-emp-not-inc, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,38, United-States, <=50K
36, Private, HS-grad, Divorced, Priv-house-serv, Unmarried, White, Female,0,0,48, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
43, Private, HS-grad, Separated, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, China, <=50K
44, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
21, Private, Prof-school, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 11th, Never-married, Other-service, Own-child, Black, Male,0,0,16, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
58, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
57, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
50, Private, Masters, Divorced, Transport-moving, Unmarried, White, Male,0,0,60, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,3103,0,40, United-States, <=50K
30, Private, Assoc-voc, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
29, Private, HS-grad, Never-married, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
62, Federal-gov, HS-grad, Widowed, Other-service, Unmarried, White, Female,0,0,37, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
32, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
29, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Puerto-Rico, <=50K
53, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, Guatemala, <=50K
40, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,32, United-States, <=50K
29, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Bachelors, Never-married, Tech-support, Wife, White, Male,0,0,40, Mexico, >50K
33, State-gov, Bachelors, Never-married, Craft-repair, Wife, White, Female,0,0,30, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
21, Private, 10th, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,32, United-States, <=50K
50, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, United-States, <=50K
38, Federal-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,5125,0,40, United-States, >50K
58, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,27500,0,50, United-States, >50K
39, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,50, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States, >50K
30, Private, Assoc-voc, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
50, Private, 10th, Separated, Prof-specialty, Unmarried, Black, Female,0,0,40, El-Salvador, <=50K
47, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
58, Private, HS-grad, Separated, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, Peru, <=50K
46, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
50, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
32, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,50, United-States, >50K
31, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,25, United-States, <=50K
57, Private, Masters, Separated, Other-service, Unmarried, White, Female,0,0,40, Scotland, <=50K
56, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,3197,0,40, United-States, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, United-States, >50K
22, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Female,0,0,25, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
39, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,10, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Yugoslavia, >50K
45, Self-emp-not-inc, Some-college, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,40, Canada, <=50K
50, Local-gov, Masters, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, Philippines, <=50K
57, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, Assoc-voc, Never-married, Sales, Own-child, White, Male,0,0,20, United-States, <=50K
17, Private, 10th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,30, United-States, <=50K
50, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Philippines, <=50K
39, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
40, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, Iran, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
24, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, Columbia, <=50K
35, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States, >50K
23, Private, 10th, Married-civ-spouse, Sales, Own-child, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,30, United-States, <=50K
36, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,54702,0,50, United-States, >50K
26, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Private, Assoc-voc, Never-married, Prof-specialty, Wife, White, Male,3135,0,40, United-States, >50K
19, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
52, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
21, Private, HS-grad, Divorced, Other-service, Other-relative, White, Male,0,0,40, Mexico, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
55, Self-emp-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,1902,40, United-States, >50K
65, Private, Bachelors, Widowed, Prof-specialty, Unmarried, Black, Male,0,0,15, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States, >50K
64, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
27, Private, Masters, Never-married, Adm-clerical, Other-relative, White, Female,0,0,40, United-States, <=50K
29, Private, Prof-school, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,99999,0,50, United-States, >50K
38, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Female,0,2436,45, United-States, <=50K
29, Private, Some-college, Separated, Other-service, Unmarried, Other, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Male,0,0,20, South, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,99999,0,40, United-States, >50K
55, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,45, United-States, >50K
38, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States, <=50K
23, Private, HS-grad, Separated, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States, <=50K
51, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, India, >50K
57, State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
32, Private, Some-college, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, France, <=50K
26, Private, HS-grad, Divorced, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
22, Private, Assoc-voc, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
26, State-gov, Some-college, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,16, United-States, <=50K
19, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Doctorate, Divorced, Sales, Husband, White, Male,0,0,99, United-States, >50K
