28, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Amer-Indian-Eskimo, Male,0,0,40, Cuba, <=50K
32, Private, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
47, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,54, Dominican-Republic, >50K
43, Self-emp-not-inc, 11th, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Male,0,0,68, Haiti, <=50K
22, State-gov, Some-college, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,25, South, <=50K
34, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, Nicaragua, <=50K
23, Private, Bachelors, Never-married, Other-service, Own-child, Black, Female,0,0,30, Germany, <=50K
49, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,4834,0,60, Puerto-Rico, <=50K
45, Local-gov, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,8, India, <=50K
33, Private, Bachelors, Never-married, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,25, Mexico, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,16, Ecuador, <=50K
44, Local-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,1174,40, Peru, <=50K
45, Private, Bachelors, Divorced, Craft-repair, Unmarried, Other, Female,0,0,40, Germany, <=50K
29, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,2840,0,48, Jamaica, <=50K
41, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,0,0,45, Vietnam, <=50K
27, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, France, <=50K
40, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,6406,0,40, Trinadad&Tobago, >50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
45, Federal-gov, Assoc-acdm, Married-spouse-absent, Prof-specialty, Wife, Black, Female,0,0,30, Jamaica, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,20, India, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, Trinadad&Tobago, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,40, Greece, <=50K
69, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, Hong, <=50K
66, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,3917,0,58, Taiwan, >50K
45, Private, HS-grad, Never-married, Transport-moving, Unmarried, Other, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, El-Salvador, <=50K
43, Local-gov, Some-college, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, India, <=50K
40, Private, HS-grad, Married-civ-spouse, Farming-fishing, Own-child, White, Female,0,0,40, Nicaragua, <=50K
68, Local-gov, Assoc-acdm, Widowed, Priv-house-serv, Not-in-family, Black, Female,0,0,16, Scotland, <=50K
33, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, Black, Female,0,0,38, Jamaica, <=50K
45, Private, Some-college, Married-spouse-absent, Sales, Not-in-family, Black, Female,0,0,40, Mexico, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, India, <=50K
57, Federal-gov, Some-college, Never-married, Exec-managerial, Husband, Black, Female,0,0,45, Germany, >50K
33, Private, Some-college, Married-spouse-absent, Handlers-cleaners, Wife, Black, Male,0,0,38, Honduras, <=50K
55, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
33, Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,20, China, <=50K
40, Private, Bachelors, Divorced, Tech-support, Wife, Black, Female,0,0,40, Scotland, <=50K
46, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Hong, >50K
27, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,37, Thailand, <=50K
39, Private, HS-grad, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,50, Poland, >50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
55, Private, Some-college, Divorced, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Yugoslavia, <=50K
18, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,25, Thailand, <=50K
35, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, Trinadad&Tobago, <=50K
39, Private, HS-grad, Divorced, Other-service, Unmarried, Other, Female,0,0,11, Taiwan, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, Columbia, >50K
78, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, South, <=50K
30, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Guatemala, <=50K
26, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,15, England, <=50K
41, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
36, Private, 11th, Widowed, Transport-moving, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
38, Private, HS-grad, Never-married, Exec-managerial, Other-relative, Black, Male,0,0,20, Canada, <=50K
69, Private, HS-grad, Widowed, Machine-op-inspct, Husband, Other, Female,0,0,35, Yugoslavia, <=50K
42, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, Other, Female,0,0,40, Hong, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, Cambodia, <=50K
22, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Female,0,0,35, United-States, <=50K
43, Private, Bachelors, Married-spouse-absent, Exec-managerial, Wife, Black, Male,0,0,40, Jamaica, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Yugoslavia, <=50K
32, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,37, France, <=50K
53, Private, 9th, Married-spouse-absent, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Female,0,2437,45, Haiti, <=50K
41, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
33, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Columbia, >50K
38, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Male,0,0,38, Ireland, <=50K
38, Self-emp-inc, HS-grad, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Philippines, <=50K
35, Private, HS-grad, Divorced, Transport-moving, Unmarried, Black, Female,0,0,40, Poland, <=50K
22, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,20, Yugoslavia, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Philippines, <=50K
24, Federal-gov, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,35, South, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,4060,0,40, Ireland, >50K
31, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
52, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Portugal, <=50K
39, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,70, Guatemala, <=50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,20, Canada, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,35, Japan, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,10289,0,50, Philippines, >50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,42, Ecuador, <=50K
49, Private, Assoc-voc, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
67, Private, 9th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,20, Germany, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,42, Italy, <=50K
63, Self-emp-not-inc, 12th, Widowed, Sales, Not-in-family, Black, Male,0,0,50, England, <=50K
31, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,3902,0,45, Taiwan, >50K
46, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
44, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,80, Vietnam, >50K
70, Federal-gov, HS-grad, Divorced, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Italy, <=50K
28, Private, Assoc-acdm, Never-married, Sales, Not-in-family, Black, Female,0,0,15, Laos, <=50K
27, Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
46, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Other, Female,0,1578,54, Peru, <=50K
51, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,45, Thailand, >50K
50, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Japan, <=50K
61, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Puerto-Rico, <=50K
43, Local-gov, Assoc-acdm, Divorced, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,40, El-Salvador, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Sales, Husband, Other, Male,0,0,90, England, >50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,45, Scotland, >50K
64, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,20, Vietnam, <=50K
63, Private, Some-college, Married-civ-spouse, Exec-managerial, Wife, Other, Male,0,0,54, Taiwan, >50K
31, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,60, Canada, <=50K
33, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,40, Honduras, <=50K
57, Self-emp-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,50, Hong, >50K
28, Private, Bachelors, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,40, Laos, <=50K
36, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,50, Thailand, <=50K
22, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,4669,0,40, El-Salvador, <=50K
29, Private, Masters, Never-married, Transport-moving, Not-in-family, Black, Male,0,0,40, Hong, <=50K
30, Private, Some-college, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,4401,0,50, China, <=50K
52, Private, Masters, Widowed, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,38, Trinadad&Tobago, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,15, Vietnam, <=50K
37, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
24, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, Guatemala, <=50K
61, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Portugal, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, Other, Female,0,0,20, China, <=50K
33, Private, HS-grad, Never-married, Transport-moving, Husband, Other, Male,0,0,45, Japan, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,50, Columbia, >50K
41, Private, Some-college, Never-married, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,35, China, >50K
24, Private, Some-college, Divorced, Prof-specialty, Wife, Black, Female,0,0,40, Trinadad&Tobago, <=50K
34, Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, China, <=50K
28, Private, Prof-school, Separated, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Mexico, <=50K
28, Private, Bachelors, Separated, Prof-specialty, Unmarried, Amer-Indian-Eskimo, Male,0,0,30, Italy, <=50K
44, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Other, Female,0,0,40, Guatemala, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Japan, >50K
46, Private, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,65, El-Salvador, <=50K
54, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Iran, <=50K
34, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
48, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,32, Peru, <=50K
29, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,40, El-Salvador, >50K
36, Federal-gov, Assoc-acdm, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,38, Nicaragua, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Outlying-US(Guam-USVI-etc), <=50K
25, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Japan, <=50K
74, Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,72, Jamaica, >50K
24, Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Wife, Amer-Indian-Eskimo, Female,0,0,30, Canada, <=50K
26, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, Puerto-Rico, <=50K
31, Private, Bachelors, Never-married, Sales, Not-in-family, Other, Male,0,0,38, Hong, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Male,0,0,40, Iran, <=50K
55, Federal-gov, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Other, Male,0,0,38, England, <=50K
20, Private, 11th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,35, Columbia, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,1884,65, Vietnam, >50K
25, Private, Bachelors, Never-married, Protective-serv, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
41, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
31, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Puerto-Rico, <=50K
35, Self-emp-inc, Doctorate, Never-married, Prof-specialty, Not-in-family, Black, Male,0,0,60, Japan, <=50K
47, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,15024,0,50, United-States, >50K
44, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,32, Cuba, <=50K
31, Private, Some-college, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,40, China, <=50K
27, Private, Bachelors, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,0,0,48, Mexico, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,70, Thailand, <=50K
41, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Scotland, >50K
51, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Ecuador, <=50K
34, Private, HS-grad, Never-married, Other-service, Not-in-family, Other, Female,0,0,48, Portugal, <=50K
31, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, Portugal, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Guatemala, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,7298,0,40, Peru, >50K
53, Local-gov, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Yugoslavia, <=50K
65, Private, Prof-school, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,2890,0,20, El-Salvador, <=50K
33, Private, Doctorate, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, Philippines, <=50K
73, Private, Some-college, Widowed, Transport-moving, Unmarried, White, Female,0,0,40, Vietnam, <=50K
40, Private, Some-college, Married-civ-spouse, Sales, Husband, Other, Male,0,0,50, Poland, >50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,32, Cuba, >50K
22, Private, Bachelors, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,10, Philippines, <=50K
39, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, India, >50K
44, Private, 11th, Married-civ-spouse, Other-service, Husband, Other, Male,0,0,45, Thailand, <=50K
38, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Scotland, <=50K
39, Private, HS-grad, Married-spouse-absent, Transport-moving, Husband, Black, Male,0,0,40, Hungary, >50K
22, Private, HS-grad, Never-married, Craft-repair, Husband, Other, Male,0,0,40, Haiti, <=50K
32, Private, Masters, Divorced, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Columbia, <=50K
33, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, Iran, >50K
54, Private, Bachelors, Widowed, Other-service, Not-in-family, Black, Female,0,0,30, Ireland, <=50K
22, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Female,0,0,40, Greece, <=50K
32, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,45, Ireland, >50K
47, Private, Doctorate, Never-married, Farming-fishing, Not-in-family, White, Female,0,0,60, Haiti, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,2216,0,30, Hong, <=50K
54, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,3092,0,50, Germany, >50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,3, Italy, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Puerto-Rico, <=50K
45, Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,50, Honduras, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, Hungary, >50K
43, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,45, United-States, <=50K
26, Private, Assoc-acdm, Never-married, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,48, Dominican-Republic, >50K
54, Private, 11th, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,38, Vietnam, >50K
23, Local-gov, Some-college, Never-married, Handlers-cleaners, Wife, White, Female,0,0,30, Haiti, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, Honduras, <=50K
49, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Germany, <=50K
35, Private, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,45, Hungary, <=50K
42, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Mexico, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, Guatemala, >50K
62, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,3462,0,36, Peru, >50K
48, Private, HS-grad, Married-spouse-absent, Exec-managerial, Not-in-family, Black, Male,0,0,40, Portugal, <=50K
29, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,50, England, <=50K
39, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Peru, <=50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, England, <=50K
52, Private, 9th, Widowed, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, Vietnam, <=50K
48, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,42, Guatemala, <=50K
45, Private, Some-college, Divorced, Adm-clerical, Unmarried, Other, Female,0,0,40, Vietnam, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,7687,0,45, India, >50K
23, Private, HS-grad, Never-married, Sales, Husband, Other, Female,0,0,50, India, <=50K
90, Self-emp-not-inc, Masters, Widowed, Protective-serv, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, South, >50K
56, Local-gov, Assoc-acdm, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,36, United-States, <=50K
50, Private, Assoc-acdm, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,13621,0,30, Canada, <=50K
36, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Other, Female,0,0,37, China, <=50K
21, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, Dominican-Republic, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,43, Yugoslavia, <=50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Italy, <=50K
30, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, France, >50K
29, Self-emp-inc, 10th, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Hong, <=50K
42, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,50, Poland, >50K
49, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, Black, Female,0,0,40, Cuba, <=50K
40, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, South, <=50K
40, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Philippines, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, Mexico, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Female,15024,0,30, Guatemala, >50K
21, Federal-gov, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,40, Haiti, <=50K
38, Private, Prof-school, Married-spouse-absent, Craft-repair, Husband, Other, Female,0,0,50, Guatemala, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Other, Female,0,0,40, United-States, <=50K
42, Private, Bachelors, Divorced, Tech-support, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, Other, Male,0,0,60, Philippines, <=50K
56, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,9338,0,52, Jamaica, >50K
23, Private, Bachelors, Never-married, Machine-op-inspct, Not-in-family, Other, Male,0,1878,40, Guatemala, <=50K
49, Local-gov, Bachelors, Separated, Prof-specialty, Wife, Other, Male,0,0,40, Laos, >50K
39, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,45, Trinadad&Tobago, >50K
36, Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, Columbia, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,15024,0,40, Guatemala, >50K
30, Private, 11th, Married-civ-spouse, Sales, Wife, Black, Male,0,0,40, England, <=50K
49, Private, HS-grad, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
28, Private, Prof-school, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
25, Private, Doctorate, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, Canada, <=50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,45, Poland, <=50K
26, Private, Bachelors, Divorced, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
22, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,24, Dominican-Republic, <=50K
40, Federal-gov, 10th, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,44, Italy, >50K
24, Local-gov, Bachelors, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Ireland, >50K
28, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, Other, Male,0,0,30, United-States, >50K
69, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Not-in-family, Other, Female,0,0,54, Vietnam, <=50K
23, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Male,1280,0,40, Puerto-Rico, <=50K
26, Private, 10th, Separated, Handlers-cleaners, Own-child, White, Female,0,0,40, Cambodia, <=50K
43, Private, HS-grad, Married-civ-spouse, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
31, Private, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, Amer-Indian-Eskimo, Female,0,0,35, Philippines, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, Other, Male,0,0,40, Germany, <=50K
27, Private, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, Ireland, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, El-Salvador, >50K
22, Private, 10th, Never-married, Adm-clerical, Own-child, Black, Female,0,0,10, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Laos, <=50K
69, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,24, Ecuador, <=50K
49, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Other, Female,0,0,40, Greece, <=50K
40, Private, Some-college, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,70, United-States, <=50K
45, Local-gov, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,30, South, <=50K
