34, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Dominican-Republic, >50K
46, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States, <=50K
56, Self-emp-not-inc, Bachelors, Never-married, Sales, Husband, Other, Female,0,0,45, Hungary, >50K
36, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,60, Haiti, >50K
40, Private, 11th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, China, <=50K
21, Private, 10th, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,31, United-States, >50K
56, Private, HS-grad, Divorced, Sales, Wife, Black, Female,0,0,20, Greece, <=50K
31, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, Guatemala, <=50K
39, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Female,7687,0,40, Portugal, <=50K
46, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, South, <=50K
36, Private, 10th, Married-civ-spouse, Protective-serv, Husband, Other, Male,0,0,35, India, <=50K
50, Private, HS-grad, Widowed, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Honduras, <=50K
38, Local-gov, HS-grad, Never-married, Craft-repair, Wife, Black, Female,0,0,21, Poland, <=50K
34, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,52, Ecuador, <=50K
40, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, Japan, <=50K
29, Private, 7th-8th, Never-married, Prof-specialty, Unmarried, Black, Male,0,0,40, Trinadad&Tobago, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, >50K
37, Private, Prof-school, Married-civ-spouse, Tech-support, Not-in-family, Black, Female,0,0,40, South, <=50K
39, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Honduras, <=50K
33, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Cambodia, <=50K
32, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, Black, Female,0,0,40, Jamaica, <=50K
74, State-gov, 7th-8th, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, Dominican-Republic, <=50K
25, Private, Masters, Married-civ-spouse, Adm-clerical, Other-relative, White, Male,0,0,40, India, <=50K
46, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France, <=50K
26, Private, HS-grad, Never-married, Other-service, Not-in-family, Black, Female,0,0,50, Columbia, <=50K
33, State-gov, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Canada, <=50K
24, Private, Some-college, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Female,0,0,25, Thailand, <=50K
47, Self-emp-not-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Laos, <=50K
57, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Scotland, >50K
45, Self-emp-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Columbia, <=50K
42, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,60, United-States, <=50K
32, Private, Bachelors, Married-spouse-absent, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Nicaragua, <=50K
27, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Other, Male,0,0,40, Japan, <=50K
42, Private, Assoc-acdm, Divorced, Handlers-cleaners, Husband, Black, Female,0,0,40, Ecuador, >50K
23, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,30, El-Salvador, <=50K
44, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7430,0,48, Philippines, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Ireland, >50K
51, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,50, Thailand, <=50K
34, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,40, Thailand, <=50K
32, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Female,0,0,20, Ecuador, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, Black, Male,0,0,15, Thailand, <=50K
44, Local-gov, 9th, Married-civ-spouse, Other-service, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Iran, <=50K
29, Private, 12th, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Male,0,0,40, United-States, >50K
25, Private, Bachelors, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Columbia, <=50K
39, Private, 10th, Divorced, Exec-managerial, Husband, White, Female,0,0,45, Jamaica, >50K
31, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, Black, Female,0,0,40, Dominican-Republic, >50K
18, Private, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,20, Ecuador, >50K
47, State-gov, HS-grad, Divorced, Protective-serv, Husband, Other, Female,3890,0,40, Dominican-Republic, >50K
46, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,45, Thailand, <=50K
63, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
30, Private, Some-college, Never-married, Machine-op-inspct, Unmarried, Amer-Indian-Eskimo, Female,0,0,45, Laos, <=50K
58, Private, 10th, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,0,40, Japan, <=50K
24, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,15, Ireland, <=50K
35, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, United-States, >50K
34, Private, Masters, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, Haiti, <=50K
26, Local-gov, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, England, <=50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Jamaica, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,25, Philippines, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Italy, <=50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Peru, <=50K
47, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,20, Trinadad&Tobago, <=50K
44, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, Black, Male,0,0,60, El-Salvador, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,50, Germany, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,20, Ireland, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Thailand, >50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Jamaica, <=50K
51, Private, Masters, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,65, El-Salvador, <=50K
49, Local-gov, HS-grad, Divorced, Craft-repair, Not-in-family, Black, Female,0,0,40, China, <=50K
73, Private, 5th-6th, Widowed, Transport-moving, Not-in-family, Asian-Pac-Islander, Female,0,0,35, Japan, >50K
23, Private, 10th, Married-civ-spouse, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, <=50K
49, State-gov, Bachelors, Divorced, Prof-specialty, Wife, Black, Male,0,0,60, South, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, Black, Female,0,0,40, Hong, <=50K
40, Private, Prof-school, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Mexico, <=50K
28, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,30, Peru, <=50K
49, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
46, Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Female,0,0,70, England, >50K
26, Private, 10th, Divorced, Adm-clerical, Husband, White, Female,0,0,40, Puerto-Rico, <=50K
58, Local-gov, HS-grad, Widowed, Adm-clerical, Not-in-family, Black, Female,0,0,35, Canada, <=50K
24, Private, HS-grad, Never-married, Sales, Other-relative, White, Male,0,0,20, Columbia, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Poland, <=50K
32, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Female,4989,0,54, Peru, <=50K
57, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Other, Male,0,0,40, Taiwan, >50K
28, Local-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Peru, <=50K
73, Private, HS-grad, Widowed, Sales, Wife, Asian-Pac-Islander, Female,0,0,10, Hungary, <=50K
47, Private, Bachelors, Married-civ-spouse, Transport-moving, Not-in-family, Other, Female,0,0,60, Puerto-Rico, >50K
64, Local-gov, HS-grad, Widowed, Prof-specialty, Husband, White, Male,15024,0,10, Taiwan, <=50K
45, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Wife, Black, Male,0,0,45, Taiwan, <=50K
35, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, Black, Female,0,0,45, England, <=50K
27, Local-gov, Bachelors, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,50, Honduras, <=50K
31, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,54, Cambodia, <=50K
69, Private, Some-college, Divorced, Transport-moving, Not-in-family, Other, Male,0,0,30, South, <=50K
30, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Yugoslavia, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,7687,0,40, Trinadad&Tobago, >50K
49, Private, Some-college, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,43, Taiwan, <=50K
30, Federal-gov, HS-grad, Married-civ-spouse, Other-service, Husband, White, Female,0,1887,40, Greece, >50K
26, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
30, Private, HS-grad, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,40, Cuba, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Other, Female,0,0,40, Mexico, <=50K
61, Local-gov, Bachelors, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,1975,40, Greece, >50K
25, Private, 10th, Never-married, Machine-op-inspct, Own-child, Other, Female,0,0,25, Cambodia, <=50K
53, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,70, Japan, >50K
59, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,30, Outlying-US(Guam-USVI-etc), <=50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,54, Nicaragua, <=50K
29, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,60, Cuba, <=50K
31, Private, Masters, Married-civ-spouse, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,43, Scotland, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, White, Female,0,0,40, Trinadad&Tobago, >50K
37, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, France, <=50K
51, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,54, United-States, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Japan, <=50K
58, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Thailand, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,40, England, <=50K
25, Private, Some-college, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Female,0,0,35, England, <=50K
67, Private, Masters, Widowed, Adm-clerical, Unmarried, White, Female,0,0,15, Nicaragua, <=50K
51, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,35, Dominican-Republic, <=50K
18, Private, Some-college, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,0,15, Peru, <=50K
29, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,36, Portugal, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Asian-Pac-Islander, Male,0,0,20, India, <=50K
64, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,45, Vietnam, >50K
29, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, White, Female,0,0,48, Guatemala, <=50K
28, Self-emp-inc, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,65, Puerto-Rico, >50K
36, Private, HS-grad, Divorced, Sales, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Germany, <=50K
32, Self-emp-not-inc, 10th, Never-married, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Greece, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,50, Nicaragua, <=50K
30, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, Columbia, >50K
31, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,45, Yugoslavia, <=50K
58, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,35, United-States, >50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,98, Ecuador, >50K
21, Private, HS-grad, Never-married, Sales, Husband, White, Male,0,0,20, Columbia, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, France, <=50K
22, Private, Assoc-voc, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,0,0,11, United-States, <=50K
41, Private, Assoc-acdm, Divorced, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, <=50K
34, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Other, Male,14826,0,80, Philippines, >50K
36, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Other, Male,0,0,52, United-States, >50K
42, Private, Bachelors, Never-married, Prof-specialty, Husband, Other, Female,99999,0,40, Dominican-Republic, >50K
37, Private, Some-college, Never-married, Other-service, Husband, White, Male,0,0,15, South, <=50K
18, Private, Some-college, Never-married, Sales, Own-child, Black, Female,0,0,30, Hong, <=50K
42, Private, 1st-4th, Married-civ-spouse, Sales, Wife, White, Female,0,0,15, Puerto-Rico, <=50K
36, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, China, <=50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Female,0,0,38, Peru, <=50K
59, Private, Some-college, Married-civ-spouse, Tech-support, Not-in-family, Other, Female,0,1977,30, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1902,40, Columbia, <=50K
31, Private, Doctorate, Divorced, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male,0,0,60, Laos, <=50K
32, Self-emp-inc, HS-grad, Never-married, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,45, Hong, <=50K
68, Federal-gov, 9th, Divorced, Prof-specialty, Husband, White, Male,0,0,40, Cuba, >50K
20, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, India, <=50K
21, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,37, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Trinadad&Tobago, <=50K
25, Local-gov, Bachelors, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, Cambodia, <=50K
35, Private, 10th, Never-married, Machine-op-inspct, Unmarried, Other, Male,0,0,40, Japan, <=50K
34, Private, 9th, Never-married, Other-service, Husband, Black, Female,0,0,35, Italy, <=50K
42, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, Other, Male,0,0,40, Peru, <=50K
18, Private, 11th, Never-married, Sales, Own-child, Black, Female,0,0,12, Iran, <=50K
77, Federal-gov, HS-grad, Widowed, Farming-fishing, Husband, White, Female,3698,0,40, Jamaica, <=50K
50, Self-emp-not-inc, Masters, Married-civ-spouse, Handlers-cleaners, Husband, Asian-Pac-Islander, Female,0,0,50, Mexico, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, Other, Male,0,0,40, Portugal, >50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,7687,0,45, Haiti, >50K
73, Self-emp-not-inc, HS-grad, Widowed, Handlers-cleaners, Wife, Other, Female,4502,0,40, Haiti, >50K
43, Private, 5th-6th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,35, England, <=50K
51, Private, 5th-6th, Separated, Transport-moving, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,4972,0,50, India, >50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1902,40, Guatemala, >50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,35, United-States, <=50K
25, Private, Bachelors, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,42, Vietnam, <=50K
51, Private, 10th, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,60, Columbia, <=50K
43, Private, Bachelors, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,40, Guatemala, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Unmarried, Black, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
20, Local-gov, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, Trinadad&Tobago, <=50K
33, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Thailand, <=50K
21, Private, 11th, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,30, Puerto-Rico, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Cuba, >50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,30, Dominican-Republic, <=50K
22, Local-gov, 10th, Never-married, Other-service, Own-child, Black, Male,0,0,30, England, <=50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,40, Scotland, <=50K
40, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, Thailand, >50K
33, Private, HS-grad, Never-married, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,40, Trinadad&Tobago, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,7298,0,42, Jamaica, <=50K
49, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Female,0,0,40, Hong, <=50K
49, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,95, El-Salvador, >50K
37, Private, Assoc-acdm, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, >50K
24, Private, Bachelors, Divorced, Other-service, Own-child, White, Male,0,0,40, Vietnam, <=50K
18, Private, Bachelors, Never-married, Sales, Own-child, Asian-Pac-Islander, Male,0,1777,40, Greece, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Other-relative, Black, Female,7557,0,37, Hungary, >50K
40, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Other, Male,0,0,40, El-Salvador, <=50K
35, Private, HS-grad, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Jamaica, <=50K
39, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,45, India, >50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Italy, <=50K
25, Local-gov, Some-college, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, Cambodia, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Other-relative, Black, Male,0,0,40, Greece, >50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Honduras, <=50K
47, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Mexico, >50K
56, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,40, Poland, <=50K
19, Private, HS-grad, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,40, El-Salvador, <=50K
48, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,45, Greece, >50K
44, Private, HS-grad, Divorced, Craft-repair, Husband, Black, Female,0,0,40, Laos, <=50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,35, India, <=50K
57, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,45, Greece, >50K
25, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, Philippines, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, Other, Male,0,0,15, United-States, <=50K
44, State-gov, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Black, Male,0,0,40, Trinadad&Tobago, <=50K
39, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, Hungary, >50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Poland, <=50K
44, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, Black, Male,0,0,40, Vietnam, <=50K
47, Self-emp-inc, Assoc-voc, Married-civ-spouse, Tech-support, Not-in-family, White, Female,0,0,50, Haiti, <=50K
22, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,15, France, <=50K
47, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Unmarried, Black, Female,0,0,30, Iran, <=50K
23, Private, 10th, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,16, Canada, <=50K
37, State-gov, 9th, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, Poland, >50K
53, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Italy, <=50K
27, Private, Bachelors, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, Taiwan, <=50K
42, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Female,0,0,70, United-States, <=50K
28, Private, Bachelors, Never-married, Sales, Not-in-family, White, Female,0,0,40, Taiwan, <=50K
40, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,0,40, Dominican-Republic, <=50K
28, Local-gov, HS-grad, Never-married, Exec-managerial, Own-child, Other, Female,0,0,40, Mexico, <=50K
34, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, Laos, <=50K
40, Private, HS-grad, Divorced, Sales, Not-in-family, Other, Female,0,0,40, Columbia, <=50K
41, Private, HS-grad, Divorced, Exec-managerial, Husband, Black, Male,0,0,47, Columbia, >50K
38, Self-emp-not-inc, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,40, Columbia, >50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Wife, Other, Male,0,0,40, Poland, <=50K
19, Private, 11th, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,10, Greece, <=50K
32, Private, Some-college, Married-civ-spouse, Tech-support, Own-child, Asian-Pac-Islander, Male,0,0,50, Iran, >50K
47, Self-emp-inc, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Amer-Indian-Eskimo, Female,0,0,75, China, <=50K
41, Private, HS-grad, Divorced, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,54, France, <=50K
36, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, France, <=50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, Italy, <=50K
28, Private, 9th, Divorced, Other-service, Husband, White, Female,0,0,40, England, <=50K
30, Private, Bachelors, Divorced, Sales, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Taiwan, <=50K
29, Private, Bachelors, Never-married, Prof-specialty, Husband, White, Female,0,0,40, Laos, <=50K
38, Private, 7th-8th, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,45, Philippines, >50K
44, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Other, Male,0,2033,50, United-States, >50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,0,0,40, Canada, >50K
45, Private, HS-grad, Divorced, Protective-serv, Not-in-family, White, Female,0,0,54, Germany, >50K
40, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, Greece, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Husband, White, Female,0,0,40, Taiwan, <=50K
57, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1978,50, United-States, >50K
24, Private, Some-college, Divorced, Other-service, Own-child, White, Male,0,0,30, Japan, <=50K
