21, Private, HS-grad, Never-married, Craft-repair, Unmarried, Amer-Indian-Eskimo, Male,0,0,50, Poland, <=50K
22, Private, Some-college, Never-married, Tech-support, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
51, Self-emp-not-inc, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,45, United-States, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
57, Private, 7th-8th, Separated, Farming-fishing, Husband, White, Male,0,0,40, Mexico, <=50K
24, Private, Masters, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,48, United-States, <=50K
36, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
42, Private, Some-college, Divorced, Sales, Unmarried, Asian-Pac-Islander, Female,0,0,45, England, <=50K
41, Local-gov, 10th, Separated, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Female,0,0,25, United-States, <=50K
30, Private, 11th, Never-married, Other-service, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
44, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Puerto-Rico, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Sales, Own-child, Black, Female,0,0,25, Laos, <=50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
47, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
47, State-gov, HS-grad, Never-married, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
35, Private, Some-college, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,37, United-States, >50K
52, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, HS-grad, Never-married, Sales, Unmarried, White, Male,0,0,44, United-States, >50K
18, Private, Some-college, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
29, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Unmarried, Amer-Indian-Eskimo, Male,0,0,65, United-States, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
58, Private, Bachelors, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,40, China, <=50K
20, Private, Assoc-voc, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
26, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, Haiti, >50K
53, Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
38, Private, Bachelors, Separated, Other-service, Wife, White, Female,14123,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Masters, Separated, Sales, Not-in-family, Black, Female,0,0,60, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Portugal, <=50K
33, Local-gov, HS-grad, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
60, Private, HS-grad, Divorced, Machine-op-inspct, Wife, Black, Female,0,0,40, United-States, <=50K
26, Private, Masters, Never-married, Machine-op-inspct, Other-relative, White, Male,0,0,57, South, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
48, Local-gov, Doctorate, Widowed, Adm-clerical, Unmarried, Black, Female,0,0,20, United-States, <=50K
46, Private, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Poland, <=50K
32, Private, HS-grad, Separated, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,1308,40, United-States, >50K
21, Private, Assoc-voc, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
49, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,60, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,30, United-States, <=50K
48, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,50, United-States, <=50K
22, Private, Some-college, Never-married, Handlers-cleaners, Unmarried, Black, Male,0,0,40, Germany, <=50K
38, Private, Prof-school, Divorced, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private, Bachelors, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,20, United-States, <=50K
57, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, <=50K
61, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,15, United-States, <=50K
54, Local-gov, 9th, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,50, United-States, >50K
35, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, Mexico, <=50K
34, Private, HS-grad, Never-married, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Ecuador, <=50K
31, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
42, Self-emp-inc, HS-grad, Married-civ-spouse, Tech-support, Wife, White, Male,0,0,60, United-States, >50K
44, Private, Some-college, Divorced, Machine-op-inspct, Not-in-family, White, Male,2175,0,45, United-States, <=50K
48, Self-emp-not-inc, 7th-8th, Never-married, Machine-op-inspct, Not-in-family, Black, Male,0,0,25, United-States, >50K
40, Private, Assoc-acdm, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Federal-gov, 11th, Never-married, Other-service, Own-child, White, Male,0,0,45, United-States, <=50K
39, Private, 10th, Divorced, Prof-specialty, Wife, Black, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States, <=50K
63, Local-gov, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,48, United-States, >50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
39, State-gov, HS-grad, Divorced, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
24, Self-emp-not-inc, Bachelors, Married-spouse-absent, Handlers-cleaners, Husband, White, Male,0,0,15, United-States, <=50K
23, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, <=50K
38, Private, Bachelors, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,20, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Guatemala, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
60, Self-emp-not-inc, HS-grad, Divorced, Sales, Wife, White, Female,0,0,30, United-States, <=50K
47, Private, Assoc-voc, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,12, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
75, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2179,50, United-States, >50K
35, Private, HS-grad, Separated, Adm-clerical, Unmarried, Black, Female,1277,0,40, United-States, >50K
58, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Canada, >50K
33, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Outlying-US(Guam-USVI-etc), <=50K
31, Private, Masters, Divorced, Farming-fishing, Husband, White, Male,0,0,99, United-States, <=50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,72, United-States, >50K
23, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,37, United-States, <=50K
37, Private, 11th, Married-spouse-absent, Sales, Husband, White, Male,0,0,54, United-States, >50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1902,60, United-States, >50K
30, Private, Masters, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
24, State-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, Black, Male,0,0,35, United-States, <=50K
50, Private, HS-grad, Widowed, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, HS-grad, Divorced, Other-service, Wife, White, Female,7298,0,40, United-States, <=50K
40, State-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Bachelors, Never-married, Prof-specialty, Husband, Black, Female,0,2417,40, United-States, >50K
36, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,3930,0,40, United-States, <=50K
28, Federal-gov, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,70, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
53, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Assoc-acdm, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,35, Poland, <=50K
27, Local-gov, Some-college, Never-married, Other-service, Other-relative, White, Female,0,0,40, Guatemala, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Male,0,0,10, United-States, <=50K
20, State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, 10th, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Male,0,0,15, United-States, <=50K
42, Local-gov, Some-college, Married-spouse-absent, Exec-managerial, Wife, White, Male,0,0,60, United-States, <=50K
36, Self-emp-not-inc, Bachelors, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private, Masters, Divorced, Exec-managerial, Unmarried, White, Male,0,0,40, South, <=50K
49, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
53, Self-emp-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Married-spouse-absent, Other-service, Husband, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
58, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
35, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
23, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
45, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
53, Private, Some-college, Married-civ-spouse, Sales, Husband, Black, Male,0,0,30, United-States, <=50K
21, Private, Some-college, Separated, Adm-clerical, Other-relative, Amer-Indian-Eskimo, Female,0,0,25, United-States, <=50K
50, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States, >50K
20, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,20, United-States, <=50K
53, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, 10th, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
19, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
36, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,74, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
75, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,3325,0,40, United-States, >50K
40, Private, Assoc-acdm, Separated, Sales, Not-in-family, Black, Female,0,0,40, United-States, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,2903,0,60, United-States, <=50K
49, Private, 11th, Married-civ-spouse, Craft-repair, Husband, Black, Male,15024,0,50, United-States, >50K
29, Local-gov, HS-grad, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States, <=50K
32, Self-emp-inc, Masters, Never-married, Sales, Husband, Amer-Indian-Eskimo, Male,0,1887,60, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,35, Mexico, <=50K
52, Self-emp-not-inc, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
27, Private, Some-college, Married-civ-spouse, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Federal-gov, Some-college, Never-married, Other-service, Not-in-family, White, Male,0,0,40, Japan, <=50K
30, State-gov, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,40, Canada, <=50K
26, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
62, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,25, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
55, State-gov, 5th-6th, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,50, United-States, <=50K
35, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Not-in-family, Black, Male,0,0,65, United-States, <=50K
59, Local-gov, HS-grad, Widowed, Adm-clerical, Wife, White, Female,0,0,40, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
48, Federal-gov, 7th-8th, Never-married, Adm-clerical, Unmarried, White, Female,0,0,60, United-States, <=50K
46, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,239,35, United-States, <=50K
41, Private, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,20, United-States, <=50K
28, Local-gov, Some-college, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,0,0,45, United-States, >50K
30, Private, 11th, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Tech-support, Other-relative, White, Male,0,0,73, Laos, <=50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,30, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Bachelors, Separated, Machine-op-inspct, Husband, White, Male,0,0,42, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
57, Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,15024,0,40, United-States, >50K
36, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
49, Federal-gov, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,50, India, <=50K
19, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,15, United-States, <=50K
17, Private, 10th, Never-married, Sales, Own-child, White, Female,0,0,12, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
35, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,30, United-States, <=50K
23, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private, 7th-8th, Divorced, Craft-repair, Husband, Amer-Indian-Eskimo, Male,15024,0,35, United-States, <=50K
32, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Canada, <=50K
44, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Mexico, >50K
26, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States, <=50K
40, Private, Assoc-acdm, Never-married, Prof-specialty, Unmarried, White, Female,0,0,60, United-States, <=50K
57, Private, Doctorate, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
45, Self-emp-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, Italy, >50K
59, Private, HS-grad, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Exec-managerial, Not-in-family, White, Female,0,0,42, United-States, >50K
49, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, >50K
28, Private, Bachelors, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
24, Private, 11th, Never-married, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Never-married, Other-service, Unmarried, Black, Female,0,0,40, Mexico, <=50K
62, Private, 9th, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
39, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,25, United-States, <=50K
18, Private, 11th, Never-married, Prof-specialty, Other-relative, White, Male,0,0,4, United-States, <=50K
43, Local-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,40, United-States, <=50K
48, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,5013,0,45, United-States, >50K
31, Local-gov, Some-college, Never-married, Exec-managerial, Wife, White, Female,5013,0,40, Columbia, <=50K
54, Self-emp-not-inc, 12th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Haiti, >50K
43, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Columbia, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, Puerto-Rico, >50K
35, Federal-gov, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,1672,45, United-States, >50K
26, Private, 9th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,55, United-States, >50K
58, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
43, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
43, Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Germany, >50K
52, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,35, United-States, <=50K
30, Private, 11th, Married-civ-spouse, Sales, Wife, White, Female,0,1847,37, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, Other, Male,0,0,60, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
39, Local-gov, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, Dominican-Republic, <=50K
47, Local-gov, Masters, Never-married, Tech-support, Unmarried, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Sales, Own-child, White, Female,0,0,25, Peru, <=50K
61, Private, Bachelors, Married-spouse-absent, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
32, Local-gov, HS-grad, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Separated, Exec-managerial, Not-in-family, White, Female,0,0,54, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
46, Private, Doctorate, Married-civ-spouse, Sales, Husband, White, Male,4735,0,50, United-States, >50K
65, Local-gov, Bachelors, Widowed, Other-service, Wife, White, Female,0,0,20, United-States, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Other, Female,0,0,10, United-States, >50K
51, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Local-gov, HS-grad, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Portugal, <=50K
48, Private, HS-grad, Widowed, Other-service, Not-in-family, White, Female,0,0,48, United-States, <=50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
59, Private, Some-college, Never-married, Transport-moving, Not-in-family, Black, Female,0,0,50, United-States, <=50K
33, State-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
17, Private, 11th, Never-married, Sales, Own-child, Black, Male,0,0,25, Mexico, <=50K
39, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,25, United-States, <=50K
47, Private, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
40, Self-emp-not-inc, HS-grad, Separated, Craft-repair, Not-in-family, Black, Male,0,0,60, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
27, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
43, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
20, Self-emp-not-inc, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,25, United-States, <=50K
51, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Never-married, Prof-specialty, Wife, Other, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, Philippines, <=50K
33, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Never-married, Craft-repair, Own-child, Black, Male,0,0,43, United-States, <=50K
22, Private, HS-grad, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,54, El-Salvador, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Assoc-voc, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, Laos, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, >50K
32, Private, 10th, Separated, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Federal-gov, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
53, Local-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,54, United-States, <=50K
32, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
