62, Self-emp-inc, HS-grad, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,49, Ecuador, <=50K
55, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,45, Trinadad&Tobago, >50K
30, Private, Bachelors, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,24, Hong, <=50K
49, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Scotland, <=50K
22, Private, Assoc-voc, Never-married, Adm-clerical, Other-relative, Black, Male,0,0,40, Yugoslavia, <=50K
36, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,44, France, <=50K
24, Private, HS-grad, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,0,30, Taiwan, <=50K
50, Private, HS-grad, Never-married, Transport-moving, Unmarried, White, Female,0,0,40, Vietnam, <=50K
57, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,50, Trinadad&Tobago, >50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Dominican-Republic, <=50K
50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,20, Thailand, <=50K
32, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,38, Jamaica, <=50K
23, Private, 10th, Divorced, Other-service, Not-in-family, White, Male,0,0,16, United-States, <=50K
20, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,45, United-States, <=50K
49, Private, HS-grad, Separated, Sales, Husband, Other, Male,0,0,40, Italy, >50K
51, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,0,40, Columbia, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Japan, >50K
52, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, Other, Male,0,0,50, Laos, <=50K
54, Private, Assoc-voc, Never-married, Transport-moving, Husband, White, Female,0,0,40, Honduras, <=50K
63, Private, HS-grad, Married-civ-spouse, Other-service, Unmarried, Asian-Pac-Islander, Male,0,0,30, Laos, <=50K
46, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Hungary, <=50K
31, Private, Masters, Never-married, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,1702,40, Ireland, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,45, Guatemala, >50K
33, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,50, Nicaragua, <=50K
20, Private, Some-college, Never-married, Transport-moving, Own-child, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Male,0,0,35, Iran, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, Italy, <=50K
23, Private, Some-college, Never-married, Tech-support, Not-in-family, White, Female,0,1727,50, United-States, <=50K
45, Private, Assoc-acdm, Never-married, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
61, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Female,0,0,54, Ecuador, >50K
45, Private, 5th-6th, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, Vietnam, <=50K
32, Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,35, Hungary, <=50K
28, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,16, Iran, <=50K
23, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,45, Guatemala, <=50K
43, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, Italy, <=50K
25, Private, Assoc-voc, Never-married, Farming-fishing, Own-child, Amer-Indian-Eskimo, Female,0,0,30, Portugal, <=50K
45, Private, Assoc-voc, Divorced, Other-service, Unmarried, White, Female,0,0,35, Honduras, <=50K
53, Self-emp-not-inc, Assoc-voc, Separated, Exec-managerial, Not-in-family, Black, Male,0,0,50, South, <=50K
36, Private, HS-grad, Never-married, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, <=50K
26, Private, Masters, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,36, France, <=50K
37, Private, HS-grad, Never-married, Craft-repair, Wife, White, Female,0,0,40, South, <=50K
21, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Male,0,0,40, Germany, <=50K
28, Private, 12th, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,0,0,37, Vietnam, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,0,60, Hungary, >50K
20, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Vietnam, <=50K
32, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,4041,0,40, Jamaica, >50K
30, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Jamaica, <=50K
36, Self-emp-not-inc, HS-grad, Never-married, Prof-specialty, Not-in-family, Amer-Indian-Eskimo, Male,25812,0,40, United-States, >50K
58, Private, 7th-8th, Widowed, Adm-clerical, Not-in-family, Other, Female,0,0,40, United-States, <=50K
43, Private, 9th, Never-married, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, Canada, <=50K
53, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Columbia, >50K
37, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, El-Salvador, >50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,7687,0,54, Yugoslavia, >50K
39, Private, HS-grad, Separated, Prof-specialty, Not-in-family, Other, Male,0,0,35, Nicaragua, <=50K
33, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, Greece, <=50K
22, Private, 10th, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, Iran, <=50K
24, Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,25, United-States, >50K
30, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,40, Cuba, >50K
51, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,24, Taiwan, <=50K
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Wife, Other, Female,0,0,40, Poland, <=50K
46, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Honduras, <=50K
53, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Hungary, >50K
39, Private, Masters, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,50, Hong, <=50K
33, Private, Some-college, Never-married, Exec-managerial, Wife, Other, Female,0,0,40, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,40, China, <=50K
45, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,40, Thailand, <=50K
24, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
41, Private, Bachelors, Separated, Farming-fishing, Husband, White, Male,0,0,40, Hungary, <=50K
27, Private, HS-grad, Never-married, Adm-clerical, Unmarried, White, Male,0,0,40, Philippines, <=50K
50, Private, HS-grad, Never-married, Other-service, Unmarried, Other, Female,0,0,34, United-States, <=50K
50, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, Columbia, >50K
17, Private, 11th, Never-married, Other-service, Own-child, Other, Male,0,0,20, Haiti, <=50K
49, Private, 5th-6th, Divorced, Priv-house-serv, Unmarried, Other, Male,0,0,40, Germany, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Not-in-family, Other, Female,0,0,32, Mexico, <=50K
43, Private, Some-college, Married-civ-spouse, Tech-support, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, >50K
40, Private, Bachelors, Divorced, Transport-moving, Not-in-family, White, Female,7298,0,60, Canada, <=50K
26, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,0,40, Trinadad&Tobago, >50K
48, Private, Doctorate, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,18, Columbia, <=50K
32, Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, El-Salvador, >50K
44, Local-gov, 12th, Married-civ-spouse, Protective-serv, Husband, Other, Male,99999,0,65, Mexico, >50K
50, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, Mexico, >50K
31, Private, HS-grad, Divorced, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Assoc-voc, Divorced, Other-service, Not-in-family, Other, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,30, United-States, <=50K
33, Private, 10th, Widowed, Craft-repair, Not-in-family, White, Female,0,0,50, Canada, <=50K
46, Private, HS-grad, Married-civ-spouse, Transport-moving, Wife, Asian-Pac-Islander, Male,6138,0,40, Scotland, <=50K
23, Private, Assoc-voc, Never-married, Other-service, Own-child, Amer-Indian-Eskimo, Female,4606,0,40, Taiwan, <=50K
36, Self-emp-inc, HS-grad, Divorced, Farming-fishing, Not-in-family, White, Male,0,0,65, Haiti, <=50K
45, Local-gov, Bachelors, Never-married, Exec-managerial, Unmarried, Other, Female,0,0,20, Mexico, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, White, Female,0,0,32, France, <=50K
46, Private, 7th-8th, Never-married, Adm-clerical, Not-in-family, Black, Male,0,0,50, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,40, Philippines, >50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, El-Salvador, <=50K
39, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
18, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Female,0,0,5, United-States, <=50K
41, Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,1902,40, United-States, >50K
25, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Wife, Amer-Indian-Eskimo, Female,0,0,45, United-States, <=50K
25, Private, Some-college, Divorced, Other-service, Not-in-family, Other, Female,0,0,30, Ecuador, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,0,0,40, Haiti, >50K
44, Private, HS-grad, Never-married, Craft-repair, Husband, White, Female,0,0,48, Scotland, >50K
44, State-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male,0,0,40, United-States, >50K
38, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,45, Haiti, <=50K
46, Private, Masters, Separated, Sales, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Nicaragua, <=50K
19, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Female,0,0,25, Yugoslavia, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,60, United-States, >50K
23, Private, Assoc-acdm, Never-married, Other-service, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,0,40, Haiti, <=50K
53, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Wife, Other, Male,0,0,40, Scotland, <=50K
27, Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Hong, <=50K
31, Self-emp-not-inc, Some-college, Never-married, Sales, Not-in-family, Black, Male,0,0,60, Canada, <=50K
18, Private, Some-college, Never-married, Other-service, Own-child, Black, Male,0,0,32, Germany, <=50K
41, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,38, El-Salvador, <=50K
40, Private, 9th, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Nicaragua, <=50K
35, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, Trinadad&Tobago, >50K
45, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Husband, Amer-Indian-Eskimo, Male,7298,0,50, Yugoslavia, >50K
48, State-gov, Masters, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
50, Private, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
44, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,7687,0,50, Peru, >50K
47, Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Taiwan, >50K
38, Private, 7th-8th, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
55, Federal-gov, 9th, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Peru, <=50K
45, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, Columbia, >50K
22, Private, 9th, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Female,0,0,50, Jamaica, >50K
19, Private, 11th, Never-married, Adm-clerical, Own-child, Black, Male,0,0,25, England, <=50K
41, Local-gov, HS-grad, Never-married, Farming-fishing, Unmarried, White, Female,0,0,40, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,50, Taiwan, >50K
45, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,40, Jamaica, <=50K
42, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Scotland, >50K
34, Self-emp-not-inc, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,5098,0,40, France, >50K
39, Private, Some-college, Divorced, Adm-clerical, Not-in-family, Black, Female,0,0,40, Columbia, <=50K
23, Private, 11th, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, El-Salvador, <=50K
48, Private, 9th, Divorced, Sales, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, Dominican-Republic, <=50K
22, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, China, <=50K
27, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black, Female,0,0,50, United-States, >50K
40, Private, Assoc-acdm, Never-married, Other-service, Wife, Amer-Indian-Eskimo, Female,3946,0,40, Trinadad&Tobago, >50K
23, Private, Some-college, Never-married, Farming-fishing, Not-in-family, Asian-Pac-Islander, Male,3647,0,40, China, <=50K
20, Private, Bachelors, Never-married, Sales, Own-child, Black, Male,0,0,35, Ireland, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, El-Salvador, >50K
52, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, Hong, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, Columbia, <=50K
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, <=50K
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Other-service, Not-in-family, Other, Female,0,0,40, Haiti, <=50K
54, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,20, France, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Female,0,0,25, Cambodia, <=50K
46, Private, HS-grad, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,0,0,45, United-States, >50K
49, Private, Some-college, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, Scotland, <=50K
64, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Other, Female,27257,0,60, Poland, >50K
62, Private, HS-grad, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1902,40, Greece, <=50K
22, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,20, Japan, <=50K
31, Private, HS-grad, Married-civ-spouse, Tech-support, Wife, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
30, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,20, Scotland, <=50K
34, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, Vietnam, <=50K
28, Private, 11th, Never-married, Sales, Other-relative, Black, Male,0,0,30, Germany, <=50K
37, Private, Bachelors, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,60, Trinadad&Tobago, <=50K
43, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, >50K
29, Private, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, Black, Female,0,0,47, Trinadad&Tobago, <=50K
40, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Female,0,0,40, Ecuador, >50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,16, Ecuador, <=50K
54, Federal-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, Yugoslavia, <=50K
40, State-gov, Bachelors, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,50, Taiwan, >50K
39, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, Trinadad&Tobago, <=50K
75, Private, Doctorate, Widowed, Other-service, Not-in-family, Black, Female,0,0,40, Japan, <=50K
62, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Other-service, Other-relative, Black, Male,0,0,40, Hungary, >50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,7298,0,45, Scotland, >50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Thailand, >50K
23, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, Other, Female,0,0,40, China, <=50K
55, Private, HS-grad, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-acdm, Never-married, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
19, Private, HS-grad, Never-married, Transport-moving, Own-child, Black, Male,0,0,40, Dominican-Republic, <=50K
33, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,50, Italy, <=50K
54, Private, HS-grad, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander, Female,0,0,35, Puerto-Rico, >50K
38, Federal-gov, Masters, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,0,20, Columbia, <=50K
28, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Female,0,0,40, Italy, >50K
64, Private, 7th-8th, Divorced, Handlers-cleaners, Husband, White, Female,0,0,8, Trinadad&Tobago, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, Other, Female,0,0,60, Columbia, <=50K
58, Private, Some-college, Divorced, Other-service, Unmarried, White, Female,0,0,40, Puerto-Rico, <=50K
28, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, Philippines, <=50K
37, Private, Assoc-acdm, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35, Haiti, <=50K
20, Private, HS-grad, Never-married, Other-service, Own-child, Black, Male,0,0,25, Dominican-Republic, <=50K
40, Self-emp-not-inc, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,1902,45, Philippines, >50K
58, Private, 7th-8th, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, Philippines, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, Other, Female,0,0,50, Vietnam, <=50K
43, Private, HS-grad, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
18, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,15, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, France, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Cuba, <=50K
25, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, Philippines, <=50K
28, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, Outlying-US(Guam-USVI-etc), <=50K
34, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,60, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Sales, Husband, Black, Female,0,0,35, Outlying-US(Guam-USVI-etc), >50K
47, Local-gov, HS-grad, Divorced, Exec-managerial, Not-in-family, White, Male,0,1713,40, United-States, <=50K
55, Private, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,1975,60, France, <=50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,54, South, <=50K
30, Self-emp-not-inc, Bachelors, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,42, Peru, <=50K
47, Private, Some-college, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,60, China, <=50K
40, Federal-gov, Some-college, Never-married, Adm-clerical, Unmarried, White, Male,0,0,20, Guatemala, <=50K
40, Private, HS-grad, Separated, Other-service, Unmarried, White, Female,0,0,30, Iran, <=50K
63, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,35, Philippines, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Female,0,0,40, Italy, <=50K
57, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1977,40, United-States, >50K
38, Private, Masters, Married-civ-spouse, Transport-moving, Husband, Amer-Indian-Eskimo, Male,15024,0,80, United-States, >50K
29, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
34, Private, 11th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,35, Cuba, <=50K
24, Private, HS-grad, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, South, <=50K
65, Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Wife, White, Female,0,1977,10, Mexico, <=50K
50, State-gov, Some-college, Divorced, Exec-managerial, Husband, White, Male,0,0,54, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, Japan, <=50K
60, Self-emp-not-inc, Masters, Married-civ-spouse, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, Vietnam, <=50K
49, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,40, Ireland, <=50K
38, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Female,0,0,40, France, >50K
61, Private, Some-college, Separated, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
54, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,40, Taiwan, >50K
33, Private, HS-grad, Married-spouse-absent, Priv-house-serv, Not-in-family, White, Male,0,0,33, Haiti, <=50K
30, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, Ecuador, <=50K
20, Private, Some-college, Never-married, Sales, Own-child, Other, Male,0,0,35, Japan, <=50K
51, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, France, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, Cuba, <=50K
69, Private, Some-college, Widowed, Farming-fishing, Wife, Asian-Pac-Islander, Male,15610,0,40, United-States, <=50K
36, Private, Masters, Never-married, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,13773,0,60, Yugoslavia, <=50K
18, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Female,0,0,25, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1902,40, Japan, <=50K
59, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, England, <=50K
41, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Female,0,0,3, Taiwan, <=50K
36, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,57, United-States, >50K
26, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, China, <=50K
26, Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, Amer-Indian-Eskimo, Male,0,0,40, South, <=50K
62, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Husband, White, Male,0,0,30, Portugal, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Other, Male,7687,0,40, Guatemala, <=50K
27, Private, Some-college, Never-married, Adm-clerical, Own-child, Other, Male,0,0,30, Philippines, <=50K
35, Private, Masters, Divorced, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, Cambodia, <=50K
47, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,50, Puerto-Rico, >50K
46, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,3988,0,40, United-States, >50K
28, Self-emp-not-inc, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,40, Portugal, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
43, Self-emp-not-inc, Bachelors, Married-civ-spouse, Protective-serv, Husband, Other, Female,99999,0,50, United-States, >50K
23, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,35, Thailand, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Husband, Amer-Indian-Eskimo, Male,0,0,40, Cambodia, <=50K
