47, Self-emp-inc, HS-grad, Divorced, Craft-repair, Wife, Asian-Pac-Islander, Male,0,2009,50, United-States, >50K
47, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, England, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
30, Private, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,0,0,40, United-States, <=50K
43, Private, Preschool, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,25, United-States, <=50K
39, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
36, Private, Some-college, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, Federal-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
26, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, <=50K
37, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,49, United-States, <=50K
46, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
19, Private, 12th, Never-married, Sales, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Craft-repair, Other-relative, White, Male,0,0,35, United-States, <=50K
37, Private, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States, >50K
25, Private, Assoc-voc, Divorced, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Sales, Unmarried, White, Male,0,1902,45, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
62, Self-emp-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
29, Private, 10th, Never-married, Craft-repair, Own-child, Black, Male,0,0,40, United-States, <=50K
20, Private, Some-college, Separated, Craft-repair, Own-child, White, Female,0,0,10, United-States, <=50K
75, Private, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
39, Private, Prof-school, Divorced, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
38, Private, 1st-4th, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, >50K
46, Federal-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,70, United-States, >50K
48, Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
58, Self-emp-inc, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
38, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
19, Private, Some-college, Never-married, Handlers-cleaners, Own-child, Black, Male,0,0,36, United-States, <=50K
27, Local-gov, Some-college, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
46, State-gov, Bachelors, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, Puerto-Rico, <=50K
56, Self-emp-inc, 7th-8th, Separated, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, >50K
57, State-gov, Some-college, Widowed, Transport-moving, Not-in-family, White, Male,0,0,20, Iran, <=50K
37, Private, Masters, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Private, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Female,0,0,12, United-States, <=50K
35, Private, Masters, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Priv-house-serv, Wife, White, Female,0,0,40, United-States, >50K
53, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
25, Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
38, Private, HS-grad, Never-married, Adm-clerical, Husband, White, Male,0,1923,40, United-States, <=50K
26, Private, HS-grad, Divorced, Protective-serv, Husband, White, Female,0,0,45, United-States, <=50K
58, Private, Masters, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,84, United-States, <=50K
33, Private, Masters, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
26, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, Black, Female,0,0,40, United-States, <=50K
62, State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, Canada, <=50K
26, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Unmarried, White, Male,0,0,50, United-States, <=50K
56, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
42, Local-gov, Assoc-voc, Divorced, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, <=50K
18, Private, Assoc-voc, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,50, United-States, <=50K
24, Private, Some-college, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,35, United-States, <=50K
49, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Some-college, Never-married, Protective-serv, Not-in-family, White, Male,0,0,32, United-States, <=50K
53, Private, HS-grad, Never-married, Prof-specialty, Unmarried, White, Male,0,0,40, United-States, >50K
19, State-gov, Some-college, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,50, United-States, >50K
18, Private, 5th-6th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,16, United-States, >50K
60, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
48, Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, <=50K
30, Private, Masters, Divorced, Sales, Husband, White, Male,0,0,50, United-States, <=50K
41, Self-emp-not-inc, Some-college, Separated, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
56, Self-emp-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Other, Male,0,0,60, United-States, >50K
29, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,45, India, >50K
33, Private, HS-grad, Never-married, Exec-managerial, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
35, Self-emp-not-inc, Some-college, Separated, Tech-support, Unmarried, White, Male,0,0,40, United-States, <=50K
20, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,69, United-States, >50K
27, Private, Prof-school, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, Private, HS-grad, Never-married, Sales, Not-in-family, Black, Male,0,0,40, United-States, <=50K
36, Local-gov, Some-college, Divorced, Prof-specialty, Husband, Black, Female,0,0,50, United-States, >50K
22, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, >50K
52, Private, Masters, Widowed, Handlers-cleaners, Husband, White, Male,3573,0,48, United-States, >50K
24, Private, 1st-4th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
19, Private, Some-college, Never-married, Craft-repair, Own-child, White, Female,0,0,50, United-States, >50K
22, Private, 12th, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,25, Canada, <=50K
19, Private, Bachelors, Never-married, Sales, Own-child, Black, Female,0,0,40, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,65, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,25, United-States, <=50K
26, State-gov, Assoc-voc, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,80, United-States, <=50K
39, Self-emp-inc, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
40, Self-emp-not-inc, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,77, United-States, <=50K
53, Self-emp-not-inc, Prof-school, Divorced, Transport-moving, Not-in-family, White, Male,0,0,40, Japan, <=50K
25, Private, Assoc-acdm, Never-married, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Female,0,0,40, Poland, <=50K
54, Private, Some-college, Widowed, Craft-repair, Husband, White, Male,14344,0,40, United-States, >50K
23, Private, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,38, United-States, <=50K
44, Private, Some-college, Divorced, Other-service, Own-child, White, Female,0,0,30, United-States, <=50K
54, Self-emp-inc, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private, 10th, Never-married, Prof-specialty, Wife, White, Male,0,0,37, United-States, <=50K
25, Private, 5th-6th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,40, Canada, <=50K
44, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
39, Private, Doctorate, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,2232,0,40, United-States, >50K
30, Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Separated, Other-service, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Private, Some-college, Never-married, Exec-managerial, Own-child, White, Male,0,0,10, United-States, <=50K
19, Private, Some-college, Never-married, Other-service, Own-child, White, Male,0,0,25, United-States, <=50K
36, Private, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,80, United-States, <=50K
33, Private, HS-grad, Never-married, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
78, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Black, Female,0,0,35, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,45, United-States, <=50K
21, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
21, Local-gov, HS-grad, Never-married, Handlers-cleaners, Unmarried, White, Male,0,0,20, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
35, Private, Masters, Divorced, Craft-repair, Wife, White, Female,0,0,30, United-States, <=50K
28, Private, Doctorate, Divorced, Craft-repair, Wife, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White, Male,2192,0,40, United-States, >50K
39, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
61, Private, Some-college, Married-civ-spouse, Exec-managerial, Unmarried, White, Male,0,0,40, Peru, <=50K
25, Private, Some-college, Separated, Adm-clerical, Not-in-family, Black, Male,0,0,25, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
19, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,30, United-States, >50K
54, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, Black, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
38, Federal-gov, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,45, Puerto-Rico, >50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States, >50K
25, Private, Some-college, Never-married, Adm-clerical, Not-in-family, Black, Female,0,0,20, United-States, <=50K
18, Private, Prof-school, Never-married, Craft-repair, Own-child, White, Male,2410,0,36, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, Husband, White, Male,10283,0,60, United-States, <=50K
35, Private, Bachelors, Never-married, Exec-managerial, Wife, White, Male,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
25, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Female,0,0,40, United-States, <=50K
48, Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, >50K
53, Private, Bachelors, Divorced, Exec-managerial, Husband, White, Male,0,0,35, United-States, <=50K
35, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
61, Federal-gov, HS-grad, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
34, Private, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,0,50, China, <=50K
40, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
18, Private, Some-college, Never-married, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,20, United-States, <=50K
33, Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White, Male,0,0,60, Guatemala, <=50K
54, Self-emp-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States, >50K
19, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,12, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
42, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
23, Private, Doctorate, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
41, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Female,0,0,50, United-States, >50K
42, Private, HS-grad, Divorced, Sales, Husband, White, Male,0,0,45, United-States, <=50K
34, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,99, United-States, >50K
68, Private, Some-college, Divorced, Protective-serv, Husband, Amer-Indian-Eskimo, Male,0,0,30, Trinadad&Tobago, <=50K
49, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
52, Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States, >50K
32, Private, Some-college, Never-married, Machine-op-inspct, Own-child, Black, Male,0,0,40, United-States, >50K
35, Private, 10th, Married-civ-spouse, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,0,0,35, United-States, <=50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,48, United-States, >50K
31, Private, Masters, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,2886,0,45, United-States, <=50K
34, Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
23, Private, Some-college, Never-married, Priv-house-serv, Own-child, White, Male,0,0,35, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Other-relative, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
40, Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Sales, Wife, White, Male,0,0,40, United-States, <=50K
34, Private, 9th, Married-civ-spouse, Adm-clerical, Wife, White, Male,0,0,40, United-States, <=50K
19, State-gov, Some-college, Never-married, Craft-repair, Own-child, Asian-Pac-Islander, Female,0,0,12, United-States, <=50K
29, Private, Some-college, Divorced, Craft-repair, Husband, Black, Female,0,0,35, United-States, <=50K
18, Private, 10th, Never-married, Sales, Own-child, Black, Female,0,0,8, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,2107,60, United-States, >50K
50, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Craft-repair, Other-relative, White, Female,0,0,55, United-States, <=50K
24, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,40, Haiti, >50K
22, Private, Some-college, Never-married, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
22, Private, HS-grad, Never-married, Sales, Husband, White, Female,0,0,40, United-States, <=50K
56, Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, >50K
43, Private, 7th-8th, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
55, State-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1902,40, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, >50K
53, Private, HS-grad, Divorced, Priv-house-serv, Not-in-family, White, Female,0,0,21, United-States, <=50K
41, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,54, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,72, United-States, >50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, Amer-Indian-Eskimo, Female,0,0,54, United-States, >50K
31, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
20, Private, Some-college, Separated, Handlers-cleaners, Not-in-family, White, Male,0,0,30, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Protective-serv, Not-in-family, White, Female,0,0,45, United-States, <=50K
36, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
32, Private, Assoc-acdm, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,50, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Other-service, Other-relative, White, Female,0,0,24, United-States, >50K
28, Private, 9th, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
66, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Transport-moving, Wife, White, Male,5152,0,60, United-States, >50K
17, Private, 11th, Never-married, Other-service, Own-child, White, Male,0,0,17, Mexico, <=50K
62, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, Black, Female,2277,0,20, Ireland, <=50K
34, Federal-gov, 1st-4th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
57, Local-gov, HS-grad, Widowed, Other-service, Not-in-family, White, Male,0,0,20, United-States, <=50K
20, Private, HS-grad, Never-married, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, <=50K
20, Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Craft-repair, Not-in-family, White, Female,0,0,54, United-States, <=50K
22, Federal-gov, Some-college, Never-married, Protective-serv, Husband, White, Male,0,0,25, United-States, <=50K
31, Private, 11th, Divorced, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
24, Self-emp-inc, Some-college, Divorced, Other-service, Wife, White, Male,0,0,40, United-States, <=50K
33, Private, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, >50K
33, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
49, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,50, Dominican-Republic, <=50K
58, Private, 7th-8th, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, Unmarried, White, Female,0,0,10, United-States, <=50K
54, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,2044,50, United-States, <=50K
25, Private, Some-college, Never-married, Adm-clerical, Own-child, Black, Male,0,0,24, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Priv-house-serv, Husband, White, Male,0,0,50, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,27, United-States, <=50K
40, State-gov, HS-grad, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,50, United-States, <=50K
35, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,1902,40, United-States, <=50K
61, Local-gov, Masters, Widowed, Craft-repair, Not-in-family, White, Male,0,0,35, United-States, <=50K
20, Private, 11th, Never-married, Adm-clerical, Other-relative, Asian-Pac-Islander, Female,3229,0,30, United-States, <=50K
27, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
64, Private, HS-grad, Married-civ-spouse, Transport-moving, Unmarried, White, Female,0,0,40, United-States, >50K
47, Private, Bachelors, Divorced, Exec-managerial, Husband, Other, Male,0,0,45, United-States, >50K
26, Local-gov, Prof-school, Never-married, Exec-managerial, Husband, White, Male,0,1902,40, Haiti, >50K
30, Private, Doctorate, Married-civ-spouse, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
60, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Never-married, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
19, Private, 11th, Never-married, Prof-specialty, Husband, White, Male,0,0,20, United-States, >50K
20, Private, Bachelors, Married-civ-spouse, Prof-specialty, Own-child, White, Female,3903,0,40, United-States, <=50K
23, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, Taiwan, <=50K
66, Private, 7th-8th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Female,0,0,40, United-States, >50K
41, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
43, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,48, United-States, <=50K
17, Private, 10th, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
61, Self-emp-not-inc, Some-college, Widowed, Machine-op-inspct, Not-in-family, White, Male,0,0,48, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Sales, Other-relative, White, Female,3741,0,40, United-States, >50K
32, Private, Some-college, Never-married, Other-service, Husband, White, Female,0,0,40, United-States, >50K
39, Local-gov, Masters, Widowed, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States, >50K
69, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Doctorate, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,54, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Unmarried, White, Male,0,0,50, United-States, >50K
25, Private, Bachelors, Separated, Handlers-cleaners, Own-child, White, Male,0,0,54, United-States, <=50K
18, Private, Some-college, Never-married, Sales, Other-relative, White, Male,0,0,32, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,2230,0,40, United-States, <=50K
58, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
55, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,10, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
18, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, Mexico, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White, Male,3133,0,45, United-States, <=50K
58, Private, Bachelors, Divorced, Other-service, Not-in-family, Amer-Indian-Eskimo, Male,0,0,10, United-States, <=50K
26, Local-gov, 10th, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,35, United-States, >50K
51, Private, Prof-school, Married-civ-spouse, Other-service, Wife, White, Male,0,0,20, United-States, <=50K
35, Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, Husband, Black, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Never-married, Handlers-cleaners, Husband, Asian-Pac-Islander, Male,0,0,70, Jamaica, >50K
46, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
40, Private, Masters, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
53, Private, HS-grad, Never-married, Adm-clerical, Own-child, White, Female,0,0,27, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
45, Private, HS-grad, Divorced, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,4673,0,40, United-States, <=50K
46, Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, Husband, White, Male,0,0,50, United-States, <=50K
41, Private, Bachelors, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1977,40, United-States, >50K
