21, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Male,0,0,50, United-States, <=50K
33, Federal-gov, Bachelors, Never-married, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
50, Federal-gov, HS-grad, Separated, Sales, Husband, White, Female,0,0,35, United-States, <=50K
59, Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,30, United-States, >50K
43, Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States, <=50K
50, Private, Some-college, Separated, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
51, State-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, Masters, Never-married, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Never-married, Sales, Own-child, White, Male,0,0,15, El-Salvador, <=50K
28, Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, Assoc-voc, Married-civ-spouse, Sales, Husband, White, Male,6497,0,60, United-States, >50K
22, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
67, Self-emp-inc, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,75, United-States, <=50K
23, Local-gov, HS-grad, Never-married, Sales, Other-relative, White, Male,0,1848,40, United-States, >50K
44, Local-gov, HS-grad, Divorced, Exec-managerial, Husband, White, Female,0,0,40, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Other-relative, White, Female,0,0,25, United-States, <=50K
45, Private, Some-college, Divorced, Tech-support, Wife, White, Male,0,0,40, Mexico, <=50K
35, Private, HS-grad, Divorced, Adm-clerical, Husband, White, Female,0,0,30, United-States, <=50K
41, Local-gov, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
60, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, >50K
41, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
59, Local-gov, Some-college, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,40, Dominican-Republic, >50K
34, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,48, United-States, <=50K
23, State-gov, Some-college, Never-married, Sales, Own-child, White, Female,0,0,10, United-States, <=50K
46, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
31, Federal-gov, HS-grad, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
40, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, Other, Male,0,0,40, United-States, <=50K
21, Private, HS-grad, Never-married, Craft-repair, Own-child, Black, Male,0,1672,25, United-States, <=50K
25, Self-emp-not-inc, Masters, Never-married, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Sales, Wife, White, Male,15024,0,40, United-States, <=50K
20, Private, 11th, Never-married, Prof-specialty, Other-relative, Black, Male,0,0,20, United-States, <=50K
37, Federal-gov, Masters, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Female,0,0,50, Mexico, <=50K
40, Private, HS-grad, Divorced, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
43, Local-gov, HS-grad, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, <=50K
25, Private, Assoc-voc, Never-married, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
30, Private, Some-college, Married-civ-spouse, Exec-managerial, Own-child, White, Male,0,0,35, United-States, <=50K
29, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1893,40, United-States, >50K
37, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,7456,0,45, United-States, <=50K
69, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, >50K
19, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
42, Private, Bachelors, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, HS-grad, Never-married, Machine-op-inspct, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Female,0,0,45, United-States, <=50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
23, Private, 7th-8th, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
28, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States, >50K
49, Self-emp-inc, HS-grad, Divorced, Other-service, Wife, White, Male,0,0,50, United-States, >50K
22, Private, HS-grad, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,60, United-States, <=50K
37, Private, Assoc-acdm, Divorced, Handlers-cleaners, Other-relative, Black, Female,0,0,30, United-States, <=50K
25, Private, 12th, Never-married, Other-service, Unmarried, Black, Male,0,0,40, United-States, <=50K
35, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Male,0,0,50, United-States, >50K
50, Private, Masters, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
28, Private, 11th, Married-civ-spouse, Handlers-cleaners, Own-child, White, Male,0,0,50, United-States, <=50K
49, Private, Bachelors, Never-married, Other-service, Husband, White, Male,0,0,45, United-States, >50K
39, Private, Some-college, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,54, United-States, <=50K
33, Self-emp-inc, Bachelors, Married-civ-spouse, Tech-support, Not-in-family, White, Male,0,0,55, United-States, <=50K
29, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States, <=50K
42, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, Black, Male,0,0,50, United-States, <=50K
58, State-gov, Some-college, Divorced, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,98, United-States, >50K
38, Self-emp-not-inc, Bachelors, Never-married, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
57, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
55, Private, HS-grad, Widowed, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
44, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,52, Canada, >50K
46, Self-emp-not-inc, Bachelors, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private, Some-college, Married-civ-spouse, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
38, Private, Some-college, Married-civ-spouse, Farming-fishing, Own-child, White, Male,0,0,44, United-States, <=50K
32, Private, HS-grad, Never-married, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
23, Local-gov, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
24, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Not-in-family, Other, Male,0,0,40, United-States, >50K
64, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,20, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
67, Private, HS-grad, Married-civ-spouse, Craft-repair, Unmarried, White, Male,0,0,54, United-States, >50K
37, Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
30, State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Female,2582,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
42, Private, 9th, Divorced, Other-service, Husband, Black, Male,0,0,38, United-States, <=50K
36, Private, 9th, Widowed, Adm-clerical, Husband, White, Female,0,0,40, United-States, >50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,99, United-States, <=50K
24, Private, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,45, United-States, >50K
21, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,90, United-States, <=50K
43, State-gov, Some-college, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,40, United-States, >50K
45, Private, 9th, Separated, Transport-moving, Unmarried, White, Male,0,0,35, United-States, >50K
45, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White, Male,15024,0,60, United-States, <=50K
23, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, >50K
37, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Female,0,0,45, United-States, <=50K
38, Private, HS-grad, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,1902,20, United-States, <=50K
45, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, Black, Female,15024,0,50, United-States, >50K
33, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Unmarried, White, Male,0,0,50, United-States, <=50K
31, Private, HS-grad, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, Private, 12th, Never-married, Exec-managerial, Husband, White, Male,3387,0,40, United-States, <=50K
48, Local-gov, Assoc-acdm, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, >50K
58, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
32, Private, Prof-school, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
57, Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,99999,0,40, Mexico, <=50K
28, State-gov, HS-grad, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
76, Private, 11th, Married-civ-spouse, Sales, Wife, Amer-Indian-Eskimo, Male,0,0,32, United-States, <=50K
27, Private, HS-grad, Divorced, Sales, Husband, Black, Male,0,0,40, United-States, >50K
19, Local-gov, HS-grad, Never-married, Craft-repair, Own-child, White, Male,0,65,40, United-States, <=50K
21, Private, Some-college, Never-married, Transport-moving, Husband, White, Male,0,0,40, Cambodia, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, White, Female,0,0,2, United-States, <=50K
22, Private, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,25, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
32, Private, HS-grad, Never-married, Tech-support, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, Private, Bachelors, Never-married, Adm-clerical, Husband, White, Female,0,0,30, Cuba, <=50K
48, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,40, United-States, >50K
54, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
20, Private, HS-grad, Never-married, Other-service, Husband, White, Female,0,0,40, India, <=50K
63, Private, Some-college, Married-civ-spouse, Prof-specialty, Unmarried, White, Male,0,0,35, United-States, <=50K
43, State-gov, HS-grad, Divorced, Farming-fishing, Husband, White, Female,0,0,40, United-States, <=50K
67, Private, Some-college, Widowed, Adm-clerical, Husband, White, Female,0,0,15, United-States, <=50K
44, Self-emp-not-inc, Doctorate, Never-married, Exec-managerial, Husband, White, Male,0,0,50, United-States, <=50K
55, Private, HS-grad, Never-married, Exec-managerial, Wife, Black, Male,0,0,40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,40, United-States, <=50K
43, Self-emp-inc, Doctorate, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
17, Private, 11th, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,25, Mexico, <=50K
51, Private, 10th, Divorced, Other-service, Husband, White, Male,0,0,40, United-States, >50K
28, Private, 11th, Married-civ-spouse, Exec-managerial, Husband, Black, Male,2940,0,70, United-States, >50K
44, Private, HS-grad, Separated, Other-service, Wife, White, Male,0,0,24, Mexico, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,15, England, >50K
27, Private, Bachelors, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Local-gov, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, England, <=50K
26, Private, Some-college, Divorced, Craft-repair, Other-relative, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,25, United-States, <=50K
24, Private, Masters, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
34, Private, Some-college, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
42, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Female,0,1902,30, Yugoslavia, >50K
59, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
63, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, Columbia, <=50K
55, Local-gov, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White, Male,5178,0,54, United-States, >50K
31, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,40, United-States, >50K
71, Federal-gov, HS-grad, Widowed, Other-service, Wife, Asian-Pac-Islander, Male,0,0,5, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Black, Female,0,0,45, United-States, <=50K
34, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Other-relative, White, Female,0,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private, HS-grad, Separated, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Bachelors, Divorced, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
54, Self-emp-not-inc, Masters, Divorced, Other-service, Husband, White, Female,0,0,20, United-States, <=50K
51, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,44, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,2150,0,40, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, >50K
36, Local-gov, HS-grad, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,40, United-States, >50K
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, Own-child, White, Male,0,0,60, United-States, <=50K
20, Self-emp-not-inc, Some-college, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
47, Self-emp-not-inc, Some-college, Never-married, Craft-repair, Husband, White, Male,4070,0,50, United-States, <=50K
24, Private, HS-grad, Divorced, Machine-op-inspct, Other-relative, White, Male,0,0,38, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
36, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
65, State-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,25, United-States, <=50K
30, Private, 10th, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
33, Private, Assoc-acdm, Never-married, Other-service, Own-child, White, Female,0,0,35, United-States, <=50K
32, Self-emp-inc, Bachelors, Never-married, Prof-specialty, Husband, White, Male,0,0,50, Guatemala, <=50K
52, Private, HS-grad, Married-civ-spouse, Farming-fishing, Wife, White, Male,0,1929,40, United-States, <=50K
31, Private, 5th-6th, Married-spouse-absent, Handlers-cleaners, Not-in-family, White, Male,0,0,44, United-States, <=50K
46, Federal-gov, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Other, Male,0,1977,50, United-States, >50K
19, Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,30, United-States, <=50K
58, Federal-gov, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White, Male,15024,0,60, United-States, <=50K
40, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Wife, White, Male,0,0,40, United-States, <=50K
22, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
26, Private, HS-grad, Married-civ-spouse, Exec-managerial, Own-child, White, Female,0,0,54, United-States, <=50K
58, Private, Prof-school, Married-civ-spouse, Farming-fishing, Husband, Black, Female,0,0,40, United-States, >50K
48, Private, Some-college, Widowed, Sales, Husband, White, Male,0,0,40, United-States, >50K
49, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,0,0,60, United-States, <=50K
39, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,15024,0,50, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
27, Private, Doctorate, Never-married, Craft-repair, Own-child, Black, Female,0,0,40, United-States, <=50K
50, Private, Bachelors, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
59, Private, Some-college, Separated, Exec-managerial, Wife, White, Female,0,0,40, United-States, >50K
44, State-gov, Assoc-acdm, Never-married, Prof-specialty, Own-child, White, Male,0,0,10, United-States, <=50K
30, Private, HS-grad, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
49, Self-emp-not-inc, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,99999,0,60, Dominican-Republic, >50K
33, Self-emp-inc, Assoc-acdm, Never-married, Craft-repair, Own-child, White, Male,0,0,65, United-States, <=50K
49, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
19, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States, <=50K
54, Self-emp-not-inc, Bachelors, Widowed, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Bachelors, Divorced, Other-service, Not-in-family, White, Male,0,0,54, United-States, <=50K
45, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, <=50K
35, Private, Some-college, Divorced, Protective-serv, Unmarried, White, Male,0,0,37, United-States, <=50K
47, Private, Bachelors, Married-civ-spouse, Priv-house-serv, Wife, White, Male,0,0,25, United-States, <=50K
23, Self-emp-not-inc, 1st-4th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
45, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, <=50K
21, Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,50, United-States, <=50K
30, Private, 11th, Married-spouse-absent, Craft-repair, Husband, White, Female,0,0,40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
51, Private, Some-college, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
38, Self-emp-not-inc, Some-college, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
38, Private, Bachelors, Never-married, Exec-managerial, Husband, Black, Female,0,0,40, United-States, <=50K
35, Local-gov, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,54, United-States, <=50K
21, Private, Some-college, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,10, United-States, <=50K
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,48, United-States, <=50K
24, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,45, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,54, United-States, <=50K
21, Private, Some-college, Married-civ-spouse, Transport-moving, Own-child, White, Female,0,0,34, United-States, >50K
40, Private, HS-grad, Divorced, Craft-repair, Husband, White, Male,0,0,36, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
51, Local-gov, HS-grad, Widowed, Prof-specialty, Unmarried, White, Male,0,0,50, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, >50K
51, Local-gov, Some-college, Divorced, Tech-support, Unmarried, White, Male,0,0,20, United-States, <=50K
34, Private, Assoc-acdm, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,25, United-States, <=50K
34, Private, Masters, Never-married, Exec-managerial, Husband, Black, Male,0,1902,45, United-States, <=50K
55, Private, Masters, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,25, United-States, <=50K
27, Private, HS-grad, Never-married, Other-service, Husband, Black, Female,0,0,40, United-States, <=50K
26, Private, Bachelors, Never-married, Craft-repair, Own-child, White, Female,0,0,40, United-States, <=50K
51, Private, 10th, Married-civ-spouse, Sales, Husband, White, Female,0,0,40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, United-States, >50K
27, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,0,0,75, United-States, <=50K
57, Private, Some-college, Divorced, Tech-support, Husband, White, Female,0,0,40, United-States, >50K
41, Private, Assoc-acdm, Never-married, Craft-repair, Not-in-family, Black, Female,0,0,40, United-States, <=50K
44, Private, 9th, Divorced, Exec-managerial, Husband, White, Male,0,0,44, United-States, <=50K
61, Federal-gov, Masters, Divorced, Adm-clerical, Husband, White, Female,3414,0,15, United-States, >50K
21, Private, 11th, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
19, Private, HS-grad, Never-married, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Never-married, Sales, Husband, Amer-Indian-Eskimo, Female,0,0,40, India, <=50K
19, Private, 12th, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,20, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,0,40, Canada, <=50K
20, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,40, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,45, United-States, <=50K
37, Private, Some-college, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,20, United-States, <=50K
40, Private, Assoc-voc, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,9366,0,38, United-States, >50K
19, Private, 11th, Never-married, Protective-serv, Own-child, White, Male,0,0,35, United-States, <=50K
25, Private, HS-grad, Never-married, Craft-repair, Unmarried, White, Male,0,0,45, United-States, <=50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, Wife, Black, Male,0,0,20, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,18122,0,48, United-States, >50K
32, Private, HS-grad, Never-married, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Self-emp-not-inc, 11th, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, Mexico, <=50K
35, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
51, Private, Some-college, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
25, Private, Bachelors, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
37, Private, 7th-8th, Married-civ-spouse, Sales, Husband, Amer-Indian-Eskimo, Male,0,0,48, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1977,40, United-States, <=50K
44, Private, Bachelors, Divorced, Transport-moving, Husband, White, Male,0,0,50, Puerto-Rico, >50K
25, Private, Assoc-voc, Separated, Transport-moving, Not-in-family, White, Male,4498,0,50, United-States, <=50K
40, Private, HS-grad, Divorced, Handlers-cleaners, Other-relative, White, Female,0,0,37, United-States, <=50K
78, Self-emp-not-inc, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,15, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, 10th, Married-civ-spouse, Farming-fishing, Not-in-family, White, Male,0,0,70, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Transport-moving, Unmarried, Black, Male,0,0,60, United-States, >50K
32, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
32, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15023,0,50, United-States, >50K
