27, Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, Amer-Indian-Eskimo, Male,11627,0,50, United-States, >50K
63, Private, HS-grad, Divorced, Exec-managerial, Husband, White, Male,0,0,38, United-States, <=50K
41, Private, HS-grad, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
61, Private, Masters, Divorced, Other-service, Not-in-family, White, Female,0,0,46, United-States, <=50K
20, Private, Bachelors, Never-married, Adm-clerical, Own-child, Black, Female,0,0,20, United-States, <=50K
28, Private, HS-grad, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States, <=50K
58, State-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
55, Local-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
55, Private, Masters, Widowed, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
35, State-gov, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, China, <=50K
45, Private, HS-grad, Never-married, Farming-fishing, Wife, White, Female,0,0,35, United-States, <=50K
60, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
25, Private, HS-grad, Never-married, Transport-moving, Own-child, White, Male,0,0,50, United-States, <=50K
47, Private, Bachelors, Never-married, Exec-managerial, Husband, White, Male,0,1752,50, United-States, >50K
70, Private, HS-grad, Widowed, Exec-managerial, Wife, White, Female,0,0,20, United-States, >50K
28, Private, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
59, Private, 1st-4th, Widowed, Adm-clerical, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,40, Ecuador, <=50K
18, Private, 11th, Never-married, Transport-moving, Own-child, White, Male,0,0,20, United-States, <=50K
37, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1876,54, China, >50K
54, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
37, Local-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, Taiwan, <=50K
54, Federal-gov, Preschool, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
37, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1669,70, United-States, >50K
22, Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
22, Private, HS-grad, Never-married, Prof-specialty, Own-child, Black, Male,0,0,40, United-States, <=50K
38, Private, Some-college, Never-married, Craft-repair, Wife, White, Female,0,0,40, United-States, >50K
41, Federal-gov, Bachelors, Married-civ-spouse, Machine-op-inspct, Husband, Amer-Indian-Eskimo, Male,0,0,50, United-States, <=50K
46, Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Wife, White, Male,3436,0,60, United-States, >50K
30, Self-emp-inc, HS-grad, Never-married, Sales, Not-in-family, White, Male,0,0,47, United-States, <=50K
37, State-gov, Some-college, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,45, Columbia, >50K
31, Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
34, Local-gov, 10th, Never-married, Craft-repair, Wife, White, Male,0,0,40, Philippines, <=50K
45, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,34, United-States, <=50K
21, Private, Bachelors, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
46, State-gov, Some-college, Divorced, Other-service, Unmarried, Black, Female,0,0,40, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
20, Private, Bachelors, Never-married, Sales, Not-in-family, White, Male,0,0,60, United-States, <=50K
30, Private, HS-grad, Never-married, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
30, Private, HS-grad, Married-spouse-absent, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
24, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,3780,0,40, United-States, <=50K
59, State-gov, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
51, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
24, Local-gov, HS-grad, Divorced, Other-service, Not-in-family, Black, Female,0,0,12, United-States, <=50K
47, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
59, Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
35, Private, HS-grad, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
54, Self-emp-inc, Masters, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States, <=50K
52, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,50, United-States, >50K
39, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, >50K
41, Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, Black, Male,0,0,40, United-States, >50K
24, Private, HS-grad, Never-married, Other-service, Own-child, White, Female,0,0,10, United-States, <=50K
51, Without-pay, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
60, Private, HS-grad, Widowed, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Wife, White, Male,7298,0,40, United-States, >50K
56, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, Transport-moving, Husband, Black, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
45, Private, HS-grad, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
44, Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
59, Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
18, Private, Bachelors, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, <=50K
36, Private, HS-grad, Separated, Transport-moving, Not-in-family, White, Male,0,0,50, United-States, <=50K
57, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,30, United-States, <=50K
49, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2078,45, United-States, <=50K
18, State-gov, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
36, State-gov, Masters, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,35, Jamaica, <=50K
42, Local-gov, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1670,50, United-States, >50K
51, Private, Masters, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
34, Private, Masters, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, Mexico, >50K
42, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
27, Local-gov, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,30, United-States, <=50K
24, Private, HS-grad, Divorced, Other-service, Not-in-family, White, Female,0,0,60, United-States, <=50K
35, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, HS-grad, Never-married, Other-service, Own-child, White, Male,0,0,35, United-States, <=50K
46, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States, <=50K
17, Private, 10th, Never-married, Tech-support, Own-child, White, Male,0,0,40, United-States, <=50K
48, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,36, United-States, >50K
41, Private, Masters, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,40, United-States, >50K
55, Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Doctorate, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States, <=50K
41, Private, Bachelors, Separated, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
48, Private, Masters, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7687,0,40, United-States, >50K
24, Private, Bachelors, Separated, Exec-managerial, Not-in-family, White, Male,0,0,54, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,38, United-States, <=50K
28, Self-emp-not-inc, HS-grad, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Adm-clerical, Wife, White, Female,2730,0,35, United-States, <=50K
52, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
64, Private, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,20, United-States, >50K
20, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
28, Private, HS-grad, Never-married, Prof-specialty, Other-relative, White, Male,0,0,48, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, <=50K
42, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,7687,0,40, United-States, >50K
61, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1977,45, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Male,0,0,50, United-States, <=50K
25, Private, 10th, Never-married, Craft-repair, Own-child, White, Female,0,0,32, United-States, <=50K
38, Private, HS-grad, Separated, Adm-clerical, Husband, White, Male,0,0,60, United-States, <=50K
32, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,50, United-States, >50K
30, Private, Bachelors, Separated, Prof-specialty, Not-in-family, White, Female,8614,0,45, United-States, >50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, Own-child, White, Female,0,0,20, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
73, Private, Some-college, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,12, United-States, <=50K
39, Self-emp-not-inc, 10th, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,12, United-States, >50K
45, Private, Some-college, Separated, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States, <=50K
24, Private, Bachelors, Never-married, Transport-moving, Not-in-family, White, Female,0,0,35, United-States, <=50K
41, Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, >50K
37, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
21, Private, Some-college, Separated, Adm-clerical, Not-in-family, White, Female,0,0,20, Columbia, >50K
61, Private, Some-college, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, Private, HS-grad, Married-civ-spouse, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
55, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
40, Federal-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
50, Private, HS-grad, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
22, Private, Some-college, Never-married, Adm-clerical, Own-child, White, Female,0,0,30, United-States, <=50K
40, Private, 7th-8th, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Some-college, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
31, Self-emp-not-inc, Bachelors, Married-civ-spouse, Other-service, Not-in-family, White, Male,0,0,30, United-States, <=50K
30, Self-emp-not-inc, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, <=50K
32, Private, Some-college, Never-married, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
49, Local-gov, 10th, Never-married, Sales, Not-in-family, White, Female,0,0,35, United-States, <=50K
46, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1887,40, United-States, >50K
56, Private, 7th-8th, Divorced, Other-service, Unmarried, White, Female,0,0,40, Cuba, <=50K
47, Federal-gov, Some-college, Divorced, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, >50K
40, Private, Some-college, Never-married, Sales, Not-in-family, White, Male,0,0,20, Guatemala, >50K
21, Local-gov, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,20, United-States, <=50K
23, Private, 10th, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States, <=50K
55, Local-gov, HS-grad, Divorced, Craft-repair, Unmarried, Black, Female,0,0,40, United-States, <=50K
29, State-gov, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
21, Private, Bachelors, Never-married, Other-service, Own-child, White, Male,2313,0,24, United-States, <=50K
38, Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,1628,44, United-States, >50K
35, Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
37, Private, Some-college, Never-married, Prof-specialty, Wife, White, Female,0,0,38, United-States, <=50K
30, Private, Some-college, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White, Male,0,0,45, United-States, >50K
36, Private, Bachelors, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
53, Self-emp-not-inc, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
37, Local-gov, HS-grad, Divorced, Prof-specialty, Unmarried, Other, Female,0,0,15, United-States, <=50K
35, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,99999,0,60, United-States, >50K
58, Local-gov, Some-college, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,30, United-States, <=50K
32, Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
32, State-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
47, Private, Preschool, Never-married, Sales, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, HS-grad, Never-married, Transport-moving, Husband, White, Male,0,0,60, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,60, United-States, >50K
37, Local-gov, Some-college, Never-married, Craft-repair, Own-child, Black, Female,0,0,35, United-States, <=50K
39, Private, Bachelors, Divorced, Exec-managerial, Unmarried, White, Female,0,0,65, United-States, <=50K
36, Self-emp-inc, HS-grad, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, Japan, <=50K
32, Private, Masters, Married-civ-spouse, Sales, Other-relative, Black, Female,0,0,25, United-States, <=50K
23, Federal-gov, Some-college, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female,0,0,10, United-States, <=50K
33, Federal-gov, 10th, Never-married, Craft-repair, Not-in-family, Other, Female,0,0,40, United-States, <=50K
44, Private, Masters, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States, >50K
67, State-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,3325,0,40, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
30, Federal-gov, Some-college, Divorced, Adm-clerical, Unmarried, White, Female,0,0,54, United-States, <=50K
22, Private, 9th, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
40, Private, 10th, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
42, State-gov, HS-grad, Never-married, Handlers-cleaners, Wife, White, Female,2935,0,40, United-States, <=50K
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
54, Private, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,40, United-States, <=50K
24, Private, HS-grad, Never-married, Tech-support, Own-child, White, Female,0,0,40, United-States, <=50K
30, Private, Prof-school, Married-civ-spouse, Craft-repair, Wife, White, Male,0,0,40, United-States, <=50K
45, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
33, Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Local-gov, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,45, United-States, <=50K
54, Federal-gov, HS-grad, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, Canada, <=50K
21, Private, Some-college, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,37, United-States, <=50K
28, Private, 12th, Married-civ-spouse, Adm-clerical, Own-child, White, Male,0,0,24, United-States, <=50K
38, Private, HS-grad, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
37, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, Unmarried, White, Female,0,0,40, Mexico, <=50K
46, Private, HS-grad, Married-civ-spouse, Sales, Husband, White, Male,7687,0,45, United-States, >50K
20, Private, Some-college, Never-married, Prof-specialty, Own-child, White, Male,0,0,35, United-States, <=50K
33, Local-gov, Bachelors, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,0,50, United-States, >50K
62, Private, 9th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,15, United-States, <=50K
42, Local-gov, HS-grad, Divorced, Protective-serv, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
51, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private, 10th, Divorced, Adm-clerical, Unmarried, Amer-Indian-Eskimo, Female,0,0,40, United-States, <=50K
63, Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
60, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Female,0,0,50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1681,60, United-States, >50K
42, Private, Some-college, Divorced, Prof-specialty, Husband, White, Male,0,0,60, United-States, >50K
17, Private, 12th, Never-married, Other-service, Own-child, White, Female,0,0,20, United-States, >50K
34, Federal-gov, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,54, United-States, >50K
72, State-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White, Male,0,0,4, United-States, <=50K
35, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,45, United-States, <=50K
32, Private, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, <=50K
37, Private, Some-college, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
56, State-gov, Masters, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,60, United-States, <=50K
47, Private, HS-grad, Never-married, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
43, Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States, >50K
22, Private, Some-college, Divorced, Sales, Own-child, White, Male,0,0,35, United-States, <=50K
50, Private, 9th, Widowed, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
49, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
36, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
62, Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
50, Self-emp-not-inc, 9th, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,45, United-States, <=50K
34, Private, HS-grad, Never-married, Priv-house-serv, Unmarried, Asian-Pac-Islander, Female,0,0,30, United-States, <=50K
32, Private, Some-college, Never-married, Prof-specialty, Not-in-family, White, Female,0,1733,20, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, >50K
26, State-gov, HS-grad, Never-married, Other-service, Unmarried, White, Female,0,0,35, United-States, <=50K
57, Local-gov, Bachelors, Divorced, Prof-specialty, Not-in-family, White, Female,13595,0,54, United-States, >50K
42, Private, 5th-6th, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,35, United-States, <=50K
60, Private, Bachelors, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,20, United-States, <=50K
55, Self-emp-inc, Prof-school, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,50, United-States, >50K
31, Private, HS-grad, Divorced, Protective-serv, Own-child, White, Male,0,0,45, United-States, <=50K
39, Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States, <=50K
18, Private, Some-college, Never-married, Craft-repair, Own-child, White, Male,0,0,20, United-States, <=50K
60, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
43, State-gov, HS-grad, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
24, Private, Some-college, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
57, Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,45, United-States, >50K
48, Private, Bachelors, Never-married, Other-service, Wife, White, Male,0,0,40, United-States, >50K
59, Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States, >50K
31, Private, Bachelors, Divorced, Tech-support, Not-in-family, White, Female,0,0,45, United-States, <=50K
54, Self-emp-inc, Some-college, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,54, United-States, >50K
28, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,0,48, United-States, <=50K
30, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, White, Male,3325,0,46, United-States, >50K
66, Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,20, United-States, <=50K
53, Local-gov, Some-college, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, >50K
51, Private, 7th-8th, Separated, Other-service, Not-in-family, White, Female,4566,0,40, United-States, <=50K
56, Private, 7th-8th, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,54, United-States, >50K
41, Local-gov, Bachelors, Never-married, Prof-specialty, Wife, White, Female,0,0,30, United-States, >50K
51, Self-emp-inc, Some-college, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, Cuba, <=50K
43, Local-gov, Some-college, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
23, Local-gov, Bachelors, Married-spouse-absent, Other-service, Own-child, White, Male,0,0,20, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,38, United-States, >50K
30, Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
21, Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Local-gov, Masters, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, >50K
44, Private, 10th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
36, Private, 9th, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
70, Private, Some-college, Divorced, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
34, Self-emp-not-inc, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,60, United-States, >50K
47, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
41, Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States, <=50K
31, Private, Assoc-acdm, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, >50K
36, Private, Masters, Married-civ-spouse, Sales, Husband, White, Male,0,0,38, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,1887,40, United-States, >50K
37, Private, HS-grad, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,30, United-States, <=50K
52, Private, 1st-4th, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,50, United-States, <=50K
50, Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,0,1902,40, United-States, >50K
58, Private, 5th-6th, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, Germany, <=50K
50, Local-gov, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, Puerto-Rico, <=50K
35, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, Scotland, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, Wife, White, Male,15024,0,40, Italy, >50K
24, Private, 9th, Never-married, Farming-fishing, Wife, White, Female,0,0,40, United-States, <=50K
53, Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
22, State-gov, HS-grad, Never-married, Handlers-cleaners, Own-child, Asian-Pac-Islander, Male,0,0,37, United-States, <=50K
23, Private, HS-grad, Never-married, Other-service, Unmarried, White, Male,0,0,40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
46, Federal-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
44, Private, Masters, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
